,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace,pts,school_name,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
39,60.2,7.5,.512,.361,.239,.334,34,16,6,2,12,104.0,2266,35.1,68.5,2429,North Carolina Central,-11.24,-11.53,8.9,18.8,54.8,.545,.529,18,10,10,4
40,60.6,9.5,.529,.358,.224,.302,36,7,2,2,1,112.7,2636,34.8,75.9,3089,North Carolina,11.35,23.94,9.2,14.6,56.6,.560,.806,29,16,14,11
41,46.0,6.6,.540,.472,.247,.318,35,16,7,3,9,108.5,2541,20.6,66.8,2556,North Dakota State,-2.07,-4.01,6.8,14.2,48.7,.576,.543,19,9,10,4
42,54.5,6.0,.565,.464,.258,.343,34,11,4,2,6,111.7,2406,22.5,66.3,2564,Northeastern,-0.70,3.95,9.2,15.1,49.7,.597,.676,23,14,11,8
43,60.5,11.5,.553,.412,.236,.354,35,9,5,1,7,111.3,2410,30.6,70.0,2747,Northern Kentucky,-2.39,4.67,8.8,15.6,53.2,.574,.743,26,13,17,7
44,58.9,7.0,.503,.401,.247,.337,35,15,12,6,7,103.2,2318,27.6,66.7,2419,Ohio State,11.00,13.89,8.8,16.4,50.9,.540,.571,20,8,12,4
45,48.7,8.3,.504,.331,.218,.313,34,14,11,4,7,102.5,2318,25.6,69.3,2423,Oklahoma,12.21,15.30,8.6,15.0,50.2,.534,.588,20,7,11,5
46,53.3,14.3,.471,.373,.192,.289,35,9,5,2,4,100.2,2128,31.8,65.6,2300,Old Dominion,-1.18,3.74,8.6,15.0,53.2,.499,.743,26,13,14,8
47,52.3,14.6,.520,.395,.212,.294,38,13,8,4,7,106.2,2364,29.1,65.5,2661,Oregon,6.13,13.95,11.6,15.4,51.1,.549,.658,25,10,13,5
48,49.3,4.6,.493,.341,.289,.425,35,13,1,0,12,103.5,2547,29.8,72.5,2627,Prairie View,-9.17,-7.29,12.2,15.2,46.7,.530,.629,22,17,11,9
49,53.6,12.6,.536,.455,.215,.299,36,10,4,0,6,114.4,2421,33.8,66.1,2760,Purdue,11.99,21.40,9.1,13.5,53.7,.563,.722,26,16,15,6
50,53.8,11.9,.467,.329,.236,.394,36,13,8,2,8,99.4,2297,35.7,67.0,2399,Saint Louis,2.23,5.06,10.5,16.0,54.5,.492,.639,23,10,15,4
51,37.9,6.9,.538,.352,.216,.291,34,12,5,3,5,112.2,2185,30.8,64.3,2463,Saint Mary's (CA),4.40,12.58,9.2,14.1,54.4,.568,.647,22,11,14,5
52,51.7,11.2,.499,.367,.243,.345,34,14,9,4,8,104.1,2443,29.6,70.1,2508,Seton Hall,8.34,10.25,9.8,15.2,50.0,.533,.588,20,9,11,3
53,50.0,9.8,.518,.385,.212,.295,34,13,10,4,7,105.0,2542,21.4,72.6,2623,St. John's (NY),5.50,7.88,12.1,13.0,45.8,.548,.618,21,8,11,4
54,50.5,16.8,.496,.432,.252,.368,34,14,8,6,4,103.4,2246,30.0,67.2,2370,Syracuse,10.09,13.73,12.1,15.9,48.4,.529,.588,20,10,13,6
55,54.5,6.2,.499,.374,.236,.325,33,10,5,2,5,104.4,2358,26.1,70.5,2465,Temple,4.93,8.17,12.0,13.8,48.2,.534,.697,23,13,13,8
56,59.7,15.2,.554,.320,.251,.333,37,6,3,0,3,116.2,2580,30.9,69.4,3035,Tennessee,10.16,21.55,8.5,13.7,52.3,.587,.838,31,15,18,7
57,52.3,15.4,.535,.360,.241,.329,38,7,4,1,3,106.9,2261,26.3,67.6,2765,Texas Tech,9.53,22.79,10.7,15.8,50.8,.567,.816,31,14,17,6
58,62.4,12.2,.538,.379,.274,.367,35,7,3,1,4,111.5,2349,31.9,70.0,2753,Utah State,0.89,11.98,8.7,15.8,56.2,.575,.800,28,15,14,9
59,46.2,11.9,.530,.403,.269,.359,34,7,2,2,4,110.2,2143,27.3,66.5,2508,Vermont,-4.18,4.88,8.3,14.6,53.2,.568,.794,27,14,16,11
60,56.9,8.7,.532,.535,.251,.344,36,10,5,2,6,112.2,2425,30.1,65.0,2654,Villanova,7.97,14.33,8.2,14.2,51.3,.565,.722,26,13,13,5
61,54.9,12.2,.501,.412,.251,.357,33,8,2,1,4,102.1,2044,31.0,69.0,2344,Virginia Commonwealth,2.87,11.96,11.5,17.3,50.8,.535,.758,25,16,16,8
62,59.5,8.4,.556,.437,.243,.319,35,9,6,2,5,113.3,2172,29.2,64.4,2574,Virginia Tech,7.79,19.28,10.4,15.2,51.9,.588,.743,26,12,14,5
63,55.9,13.0,.552,.395,.216,.291,38,3,2,1,1,116.3,2132,29.7,60.8,2714,Virginia,10.15,25.46,9.0,12.8,53.9,.580,.921,35,16,15,10
64,47.5,16.3,.521,.399,.241,.347,36,9,3,1,4,103.2,2331,28.8,67.4,2511,Washington,7.01,12.01,13.3,17.4,47.6,.551,.750,27,15,15,7
65,49.2,11.0,.511,.346,.177,.273,34,11,6,3,5,103.9,2099,24.3,64.8,2333,Wisconsin,11.01,17.90,7.9,13.0,49.8,.531,.676,23,14,12,8
66,50.6,9.1,.580,.436,.190,.271,35,5,0,1,3,119.2,2295,32.5,68.5,2879,Wofford,0.80,13.92,9.6,13.5,54.5,.598,.857,30,18,15,11
67,56.3,11.2,.556,.350,.227,.307,30,8,4,2,5,109.7,2202,25.8,72.9,2427,Yale,-1.24,5.52,8.0,15.9,52.9,.584,.733,22,10,11,8
