,ast_per_g,blk_per_g,class,drb_per_g,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,height,hometown,mp_per_g,number,orb_per_g,pf_per_g,player,pos,pts_per_g,rsci,stl_per_g,summary,team_name,tov_per_g,trb_per_g,type,weight
86,2.2,0.1,SR,2.5,.462,2.3,4.9,.415,1.5,3.7,.442,3.8,8.6,.719,2.9,4.0,32,31,6-4,"Kalamazoo, MI",25.6,11,1.8,1.7,Milo Stovall,G,12.0,,1.6," 12.0 Pts, 4.3 Reb, 2.2 Ast",valparaiso,1.9,4.3,per_game,204
87,0.8,0.0,JR,2.8,.565,2.8,4.9,.364,1.2,3.3,.483,4.0,8.2,.532,2.0,3.8,33,1,6-3,,22.2,32,1.2,1.7,Stalin Ortiz,G,11.2,,1.7," 11.2 Pts, 4.1 Reb, 0.8 Ast",valparaiso,1.2,4.1,per_game,182
88,3.1,0.0,JR,1.6,.522,3.9,7.5,.233,0.9,4.0,.422,4.9,11.5,.722,1.7,2.4,15,10,6-5,,26.8,14,0.5,0.7,Antonio Falu,G,12.4,1999,0.7," 12.4 Pts, 2.1 Reb, 3.1 Ast",valparaiso,1.9,2.1,per_game,175
89,0.8,0.3,SO,2.3,.429,1.4,3.2,.377,0.6,1.6,.411,2.0,4.8,.581,0.8,1.3,33,23,6-9,,17.2,10,1.6,2.3,Joaquim Gomes,F,5.3,,0.4," 5.3 Pts, 4.0 Reb, 0.8 Ast",valparaiso,1.3,4.0,per_game,220
90,1.9,0.2,FR,1.3,.493,1.1,2.2,.255,0.4,1.5,.395,1.5,3.7,.660,1.1,1.7,31,0,6-6,,14.0,33,0.4,1.8,Ali Berdiel,G,4.4,,1.0," 4.4 Pts, 1.7 Reb, 1.9 Ast",valparaiso,1.6,1.7,per_game,200
91,2.8,0.0,SR,0.8,.526,0.4,0.7,.413,1.2,2.9,.436,1.6,3.6,.821,0.9,1.1,26,19,5-11,"Eden Prairie, MN",20.5,21,0.3,1.5,Jared Nuness,G,5.2,,0.8," 5.2 Pts, 1.0 Reb, 2.8 Ast",valparaiso,1.1,1.0,per_game,164
92,2.6,0.0,SO,1.0,.346,0.3,0.8,.304,0.8,2.8,.314,1.1,3.6,.588,0.3,0.5,33,13,6-0,"St. Louis, MO",17.4,5,0.4,0.6,Mike Nelke,G,3.4,,1.0," 3.4 Pts, 1.5 Reb, 2.6 Ast",valparaiso,1.0,1.5,per_game,175
93,0.4,0.7,JR,1.4,.525,1.3,2.4,,0.0,0.0,.525,1.3,2.4,.564,0.7,1.2,33,1,7-0,,10.3,50,1.4,1.9,Antti Nikkila,C,3.2,,0.2," 3.2 Pts, 2.7 Reb, 0.4 Ast",valparaiso,0.5,2.7,per_game,260
94,1.1,0.1,JR,0.7,.375,0.2,0.4,.263,0.3,1.0,.296,0.4,1.4,1.000,0.5,0.5,20,2,6-3,"LaPorte, IN",8.6,12,0.3,0.9,Greg Tonagel,G,1.6,,0.6," 1.6 Pts, 1.0 Reb, 1.1 Ast",valparaiso,0.3,1.0,per_game,190
95,0.0,0.5,JR,0.6,.500,0.4,0.8,.000,0.0,0.1,.429,0.4,0.9,.615,0.5,0.9,15,0,6-10,"Hilliard, OH",4.2,52,0.4,0.7,Phil Wille,C,1.3,,0.1," 1.3 Pts, 1.0 Reb, 0.0 Ast",valparaiso,0.2,1.0,per_game,250
96,0.0,0.0,SR,0.3,.333,0.2,0.5,.333,0.1,0.3,.333,0.3,0.8,.400,0.2,0.4,12,0,6-3,"Avon, CO",1.7,25,0.3,0.2,Jon Kedrowski,G,0.8,,0.2," 0.8 Pts, 0.5 Reb, 0.0 Ast",valparaiso,0.3,0.5,per_game,186
97,0.1,0.0,JR,0.3,.250,0.2,0.7,.000,0.0,0.3,.167,0.2,1.0,,0.0,0.0,12,0,5-11,"Gary, IN",1.7,15,0.0,0.3,Jason Hawkins,G,0.3,,0.2," 0.3 Pts, 0.3 Reb, 0.1 Ast",valparaiso,0.3,0.3,per_game,160
98,1.7,0.1,SO,1.7,.434,2.1,4.8,.444,2.4,5.3,.439,4.4,10.1,.746,1.8,2.4,30,30,6-4,"Fargo, ND",33.3,15,0.3,1.8,Nick Jacobson,G,13.0,,0.9," 13.0 Pts, 2.0 Reb, 1.7 Ast",utah,1.3,2.0,per_game,206
99,1.5,0.5,JR,4.3,.565,3.3,5.9,.356,1.0,2.9,.496,4.4,8.8,.601,2.9,4.8,30,30,6-10,"Murray, UT",27.9,31,2.0,2.8,Britton Johnsen,F,12.6,,1.0," 12.6 Pts, 6.3 Reb, 1.5 Ast",utah,2.2,6.3,per_game,210
100,2.8,0.2,SR,2.3,.486,2.3,4.7,.355,1.3,3.7,.429,3.6,8.4,.736,2.1,2.9,30,26,6-4,"Murray, UT",29.8,35,0.7,1.9,Jeff Johnsen,G,10.6,,1.3," 10.6 Pts, 3.0 Reb, 2.8 Ast",utah,1.8,3.0,per_game,200
101,1.0,0.3,SR,2.0,.370,0.6,1.5,.432,1.6,3.7,.414,2.2,5.2,.816,1.3,1.6,30,0,6-9,"Chelan, WA",16.4,40,0.7,2.2,Phil Cullen,F,7.3,,0.5," 7.3 Pts, 2.7 Reb, 1.0 Ast",utah,1.2,2.7,per_game,215
102,4.5,0.3,SR,3.6,.506,1.6,3.1,.326,0.5,1.5,.447,2.0,4.6,.602,2.2,3.7,29,29,6-1,"Myrtle Beach, SC",31.0,11,0.5,2.8,Travis Spivey,G,6.8,,1.1," 6.8 Pts, 4.1 Reb, 4.5 Ast",utah,2.4,4.1,per_game,205
103,0.5,1.2,SR,4.5,.660,5.6,8.5,,0.0,0.0,.660,5.6,8.5,.568,1.9,3.4,11,11,6-10,"Irvine, CA",25.5,34,2.7,1.9,Chris Burgess,C,13.2,,0.5," 13.2 Pts, 7.2 Reb, 0.5 Ast",utah,1.8,7.2,per_game,245
104,1.3,0.1,JR,0.9,.417,0.7,1.6,.500,0.9,1.8,.461,1.6,3.4,.828,0.8,1.0,30,4,6-5,"Alamosa, CO",22.2,21,1.2,2.2,Trace Caton,F,4.8,,0.3," 4.8 Pts, 2.1 Reb, 1.3 Ast",utah,0.9,2.1,per_game,214
105,0.3,0.8,JR,1.9,.667,1.5,2.3,,0.0,0.0,.667,1.5,2.3,.630,0.7,1.1,24,13,7-0,"Plain City, UT",9.9,42,0.6,1.6,Cameron Koford,C,3.7,,0.4," 3.7 Pts, 2.5 Reb, 0.3 Ast",utah,0.7,2.5,per_game,230
106,0.1,0.2,SO,0.9,.436,0.8,1.8,,0.0,0.0,.436,0.8,1.8,.826,0.9,1.0,22,6,6-11,"Salt Lake City, UT",10.5,50,0.5,1.5,Lance Allred,C,2.4,,0.1," 2.4 Pts, 1.4 Reb, 0.1 Ast",utah,0.7,1.4,per_game,250
107,0.7,0.0,FR,0.8,.432,0.6,1.3,.273,0.1,0.4,.396,0.7,1.7,.417,0.2,0.4,29,1,6-5,"Carlsbad, CA",9.0,14,0.1,1.0,Eric Osmundson,G,1.6,,0.1," 1.6 Pts, 0.8 Reb, 0.7 Ast",utah,0.8,0.8,per_game,200
108,0.9,0.0,FR,0.9,.500,0.2,0.4,.500,0.1,0.2,.500,0.3,0.6,.750,0.4,0.6,28,0,6-4,"Hialeah, FL",8.0,5,0.1,1.3,Martin Osimani,G,1.2,,0.3," 1.2 Pts, 1.0 Reb, 0.9 Ast",utah,0.8,1.0,per_game,205
109,0.0,0.0,SO,0.3,.333,0.3,1.0,,0.0,0.0,.333,0.3,1.0,.000,0.0,0.3,3,0,,,1.3,25,0.0,0.0,Paul Moss,,0.7,,0.3," 0.7 Pts, 0.3 Reb, 0.0 Ast",utah,0.3,0.3,per_game,0
110,0.0,0.0,SO,0.0,1.000,1.0,1.0,,0.0,0.0,1.000,1.0,1.0,,0.0,0.0,1,0,6-4,,2.0,14,0.0,1.0,Mike Walkenhorst,G,2.0,,0.0," 2.0 Pts, 0.0 Reb, 0.0 Ast",utah,0.0,0.0,per_game,0
111,2.1,0.1,JR,3.7,.466,2.5,5.4,.453,2.6,5.8,.459,5.2,11.2,.856,3.1,3.6,33,33,6-8,"Lakewood, CA",34.6,24,1.4,2.0,Jason Kapono,F,16.0,1999,0.6," 16.0 Pts, 5.1 Reb, 2.1 Ast",ucla,1.9,5.1,per_game,213
112,1.4,0.1,SR,2.2,.512,2.6,5.1,.397,1.8,4.6,.458,4.4,9.7,.826,3.5,4.2,33,33,6-6,"Los Angeles, CA",29.0,3,1.3,2.2,Billy Knight,G,14.1,,1.2," 14.1 Pts, 3.5 Reb, 1.4 Ast",ucla,2.0,3.5,per_game,210
113,3.5,0.3,SR,4.7,.495,3.5,7.1,.417,1.4,3.3,.471,4.9,10.4,.619,2.4,3.8,31,31,6-7,"Citrus Heights, CA",30.7,23,1.5,2.4,Matt Barnes,F,13.5,1998,1.1," 13.5 Pts, 6.2 Reb, 3.5 Ast",ucla,2.8,6.2,per_game,235
114,0.7,1.3,SR,4.9,.556,5.0,8.9,.000,0.0,0.0,.554,5.0,9.0,.472,1.8,3.7,33,33,6-11,,26.2,50,2.8,2.7,Dan Gadzuric,C,11.7,1998,0.5," 11.7 Pts, 7.7 Reb, 0.7 Ast",ucla,1.6,7.7,per_game,240
115,0.5,0.2,SO,2.2,.526,3.0,5.8,.250,0.1,0.4,.510,3.1,6.1,.745,1.2,1.7,33,1,6-10,"Homewood, IL",17.5,43,0.8,2.2,T.J. Cummings,F,7.6,2000,0.2," 7.6 Pts, 3.1 Reb, 0.5 Ast",ucla,1.3,3.1,per_game,215
116,1.1,0.3,FR,1.5,.518,1.3,2.6,.271,0.4,1.5,.429,1.7,4.0,.870,0.6,0.7,33,1,6-7,,15.0,1,0.7,1.2,Dijon Thompson,G,4.5,2001,0.8," 4.5 Pts, 2.2 Reb, 1.1 Ast",ucla,1.2,2.2,per_game,195
117,3.5,0.1,FR,1.9,.452,1.5,3.2,.280,0.3,1.0,.413,1.7,4.2,.286,0.2,0.8,26,21,6-6,,23.4,21,0.6,1.4,Cedric Bozeman,G,4.0,2001,0.2," 4.0 Pts, 2.5 Reb, 3.5 Ast",ucla,2.5,2.5,per_game,207
118,1.2,0.0,FR,0.4,.483,0.5,1.0,.346,0.3,0.9,.418,0.8,2.0,.700,0.5,0.7,28,0,6-1,"Phoenix, AZ",10.4,10,0.1,1.2,Ryan Walcott,G,2.5,,0.4," 2.5 Pts, 0.5 Reb, 1.2 Ast",ucla,1.2,0.5,per_game,190
119,0.3,0.6,FR,1.3,.509,1.0,1.9,.000,0.0,0.0,.500,1.0,1.9,.647,0.4,0.6,29,0,6-7,"Los Angeles, CA",9.2,22,0.9,0.9,Andre Patterson,F,2.3,2001,0.3," 2.3 Pts, 2.1 Reb, 0.3 Ast",ucla,0.6,2.1,per_game,217
120,1.4,0.0,SR,1.3,.355,0.4,1.1,.083,0.0,0.4,.279,0.4,1.5,.545,0.2,0.4,29,12,6-5,"Greenville, NC",16.2,22,0.8,1.7,Rico Hines,G,1.1,,0.5," 1.1 Pts, 2.1 Reb, 1.4 Ast",ucla,0.8,2.1,per_game,217
121,0.1,0.0,FR,0.3,.250,0.1,0.5,.000,0.0,0.1,.200,0.1,0.6,1.000,0.5,0.5,8,0,6-8,"Los Angeles, CA",1.6,54,0.0,0.3,Josiah Johnson,F,0.8,,0.0," 0.8 Pts, 0.3 Reb, 0.1 Ast",ucla,0.0,0.3,per_game,255
122,0.1,0.0,SO,0.0,1.000,0.1,0.1,,0.0,0.0,1.000,0.1,0.1,1.000,0.1,0.1,7,0,6-10,"Davis, CA",1.4,52,0.0,0.0,John Hoffart,C,0.4,,0.0," 0.4 Pts, 0.0 Reb, 0.1 Ast",ucla,0.1,0.0,per_game,250
123,0.9,2.1,JR,3.9,.593,5.3,9.0,.367,0.3,0.9,.573,5.6,9.9,.825,2.9,3.5,34,32,6-7,"Missouri City, TX",26.8,34,1.5,2.5,Kevin Johnson,F,14.5,,0.5," 14.5 Pts, 5.5 Reb, 0.9 Ast",tulsa,1.3,5.5,per_game,222
124,5.2,0.1,SR,3.0,.519,2.8,5.4,.385,1.4,3.6,.466,4.2,9.0,.857,3.2,3.7,34,34,6-2,"Carrollton, TX",31.8,10,0.6,1.9,Greg Harrington,G,13.0,,1.0," 13.0 Pts, 3.6 Reb, 5.2 Ast",tulsa,2.8,3.6,per_game,185
125,2.4,0.5,JR,2.7,.514,1.7,3.2,.490,2.2,4.5,.500,3.9,7.8,.794,1.6,2.1,33,33,5-10,"Wagoner, OK",29.4,1,1.2,1.7,Dante Swanson,G,11.6,,1.3," 11.6 Pts, 3.9 Reb, 2.4 Ast",tulsa,1.2,3.9,per_game,180
126,4.1,0.0,JR,2.6,.371,1.9,5.0,.412,1.6,4.0,.389,3.5,9.0,.739,2.4,3.3,34,34,5-10,"Tulsa, OK",28.4,3,0.4,1.4,Antonio Reed,G,11.1,,1.6," 11.1 Pts, 3.0 Reb, 4.1 Ast",tulsa,2.7,3.0,per_game,170
127,2.1,0.0,SO,1.4,.492,1.7,3.5,.397,1.4,3.4,.445,3.1,6.9,.594,1.1,1.9,34,1,6-2,"Tulsa, OK",19.8,14,0.6,1.2,Jason Parker,G,8.6,,1.2," 8.6 Pts, 2.0 Reb, 2.1 Ast",tulsa,1.0,2.0,per_game,180
128,1.0,0.5,JR,4.4,.629,3.1,4.9,,0.0,0.0,.629,3.1,4.9,.683,2.0,3.0,34,34,6-7,"Grand Prairie, TX",24.6,33,2.4,2.7,Charlie Davis,F,8.2,,0.7," 8.2 Pts, 6.7 Reb, 1.0 Ast",tulsa,1.4,6.7,per_game,232
129,0.9,0.2,FR,1.3,.479,1.7,3.5,.235,0.1,0.5,.449,1.8,4.0,.654,1.0,1.5,34,0,6-6,"Decatur, GA",12.3,4,0.7,1.4,Jarius Glenn,F,4.7,,0.5," 4.7 Pts, 2.1 Reb, 0.9 Ast",tulsa,0.8,2.1,per_game,220
130,0.4,0.9,SO,2.1,.443,1.3,2.9,.344,0.3,0.9,.419,1.6,3.8,.853,0.9,1.0,34,0,6-10,"San Antonio, TX",13.1,50,1.3,2.1,Jack Ingram,C,4.4,,0.4," 4.4 Pts, 3.5 Reb, 0.4 Ast",tulsa,0.6,3.5,per_game,245
131,0.4,0.2,JR,1.5,.396,1.2,3.1,.306,0.3,1.1,.372,1.5,4.2,.674,0.9,1.4,33,2,6-8,"Baton Rouge, LA",15.4,32,0.8,1.7,Marqus Ledoux,F,4.4,1998,0.7," 4.4 Pts, 2.3 Reb, 0.4 Ast",tulsa,0.9,2.3,per_game,210
132,0.0,0.0,FR,0.3,.400,0.2,0.5,,0.0,0.0,.400,0.2,0.5,.500,0.1,0.2,10,0,6-0,"Shreveport, LA",0.9,12,0.1,0.1,Kyle Blankenship,G,0.5,,0.4," 0.5 Pts, 0.4 Reb, 0.0 Ast",tulsa,0.2,0.4,per_game,185
133,0.0,0.0,SO,0.1,1.000,0.1,0.1,.000,0.0,0.1,.500,0.1,0.3,,0.0,0.0,8,0,5-10,,1.1,5,0.0,0.1,Gianni Martins,G,0.3,,0.0," 0.3 Pts, 0.1 Reb, 0.0 Ast",tulsa,0.1,0.1,per_game,170
134,1.3,0.4,SO,2.8,.424,3.0,7.1,.394,1.9,4.9,.412,4.9,12.0,.756,1.9,2.5,34,34,6-5,"Lafayette, LA",30.2,3,1.8,2.0,Brandon Mouton,G,13.7,2000,0.8," 13.7 Pts, 4.6 Reb, 1.3 Ast",texas,1.8,4.6,per_game,205
135,1.4,0.2,SO,1.8,.507,3.1,6.2,.377,0.8,2.0,.475,3.9,8.2,.780,2.3,2.9,34,34,6-3,,28.3,24,1.8,3.1,Royal Ivey,G,10.9,,0.8," 10.9 Pts, 3.5 Reb, 1.4 Ast",texas,1.6,3.5,per_game,200
136,0.4,0.7,SO,5.7,.545,3.8,6.9,,0.0,0.0,.545,3.8,6.9,.633,3.1,5.0,34,25,6-8,"Schenectady, NY",25.4,0,3.2,2.8,James Thomas,C,10.7,2000,0.4," 10.7 Pts, 8.9 Reb, 0.4 Ast",texas,1.4,8.9,per_game,235
137,8.3,0.1,FR,3.1,.445,3.6,8.0,.152,0.2,1.0,.413,3.7,9.0,.775,3.2,4.2,33,33,6-0,"Houston, TX",32.4,11,0.7,2.8,T.J. Ford,G,10.8,2001,2.2," 10.8 Pts, 3.8 Reb, 8.3 Ast",texas,4.0,3.8,per_game,165
138,0.7,0.3,SO,2.4,.405,1.4,3.6,.354,1.0,2.9,.382,2.5,6.5,.649,1.1,1.7,34,6,6-9,"Duncanville, TX",20.5,33,1.5,2.6,Brian Boddicker,F,7.1,2000,0.4," 7.1 Pts, 3.9 Reb, 0.7 Ast",texas,1.1,3.9,per_game,228
139,0.4,0.8,JR,1.9,.572,3.3,5.7,,0.0,0.0,.572,3.3,5.7,.642,1.2,1.9,28,23,6-6,"Gonzales, TX",18.9,15,1.3,1.6,Deginald Erskin,F,7.7,,0.2," 7.7 Pts, 3.2 Reb, 0.4 Ast",texas,0.9,3.2,per_game,218
140,0.4,0.1,FR,0.7,.576,0.6,1.0,.395,1.4,3.6,.434,2.0,4.6,.750,0.5,0.6,33,1,6-5,,12.6,13,0.6,0.5,Sydmill Harris,G,5.9,,0.2," 5.9 Pts, 1.2 Reb, 0.4 Ast",texas,0.6,1.2,per_game,200
141,0.8,1.9,SR,4.5,.518,5.4,10.4,.300,0.3,0.9,.500,5.6,11.3,.627,4.3,6.8,11,11,6-7,"Duncanville, TX",27.2,20,2.9,2.5,Chris Owens,F,15.8,,0.7," 15.8 Pts, 7.4 Reb, 0.8 Ast",texas,1.7,7.4,per_game,245
142,0.1,0.6,FR,1.9,.462,1.4,3.1,,0.0,0.0,.462,1.4,3.1,.548,0.7,1.2,34,3,6-9,"Klein, TX",12.0,21,1.3,1.7,Jason Klotz,C,3.5,,0.1," 3.5 Pts, 3.2 Reb, 0.1 Ast",texas,0.6,3.2,per_game,245
143,2.2,0.1,SR,1.3,.423,0.9,2.2,.393,0.5,1.2,.413,1.4,3.3,.695,1.7,2.5,24,0,5-11,"Evans, GA",16.0,10,0.7,1.9,Fredie Williams,G,4.9,,1.3," 4.9 Pts, 2.0 Reb, 2.2 Ast",texas,1.4,2.0,per_game,178
144,0.4,0.0,JR,0.3,,0.0,0.0,.389,0.5,1.3,.389,0.5,1.3,.571,0.3,0.5,14,0,6-7,"Seminole, TX",4.6,45,0.3,0.7,Chris Ogden,F,1.8,,0.1," 1.8 Pts, 0.6 Reb, 0.4 Ast",texas,0.0,0.6,per_game,220
145,0.4,0.1,JR,0.6,.286,0.1,0.5,.333,0.0,0.1,.294,0.2,0.6,.167,0.0,0.2,30,0,6-3,"Laurel, MD",5.8,23,0.2,0.4,Terrell Ross,G,0.4,,0.0," 0.4 Pts, 0.8 Reb, 0.4 Ast",texas,0.4,0.8,per_game,190
146,0.2,0.0,SO,0.0,1.000,0.2,0.2,,0.0,0.0,1.000,0.2,0.2,.000,0.0,0.4,5,0,6-0,"Austin, TX",1.6,32,0.0,0.0,Drew Gressett,G,0.4,,0.0," 0.4 Pts, 0.0 Reb, 0.2 Ast",texas,0.0,0.0,per_game,180
147,1.5,0.4,SO,4.2,.532,7.3,13.7,.321,0.3,0.9,.519,7.6,14.6,.675,3.3,4.9,32,31,6-5,,32.8,14,2.4,1.5,Andre Emmett,G,18.7,,1.3," 18.7 Pts, 6.6 Reb, 1.5 Ast",texas-tech,1.9,6.6,per_game,230
148,1.1,1.7,SR,4.4,.507,5.4,10.7,.511,0.8,1.5,.508,6.2,12.1,.740,3.5,4.7,32,32,6-11,"Lamesa, TX",34.7,55,2.6,2.4,Andy Ellis,C,16.5,,0.7," 16.5 Pts, 7.0 Reb, 1.1 Ast",texas-tech,1.9,7.0,per_game,225
149,3.8,0.8,JR,4.1,.508,5.7,11.1,.250,0.3,1.0,.487,5.9,12.1,.662,3.1,4.6,32,32,6-7,"Teaneck, NJ",35.7,22,2.1,2.3,Kasib Powell,F,15.1,,1.3," 15.1 Pts, 6.2 Reb, 3.8 Ast",texas-tech,1.4,6.2,per_game,215
150,3.5,0.1,FR,2.3,.492,0.9,1.9,.409,1.1,2.8,.443,2.1,4.7,.770,2.4,3.1,32,24,5-10,"Philadelphia, PA",24.2,10,0.4,1.7,Will Chavis,G,7.7,,1.3," 7.7 Pts, 2.8 Reb, 3.5 Ast",texas-tech,1.4,2.8,per_game,190
151,2.1,0.1,JR,2.5,.380,2.2,5.7,.333,0.0,0.1,.379,2.2,5.8,.595,1.9,3.2,25,18,6-8,,20.3,11,1.4,2.3,Pawel Storozynski,F,6.3,,0.8," 6.3 Pts, 4.0 Reb, 2.1 Ast",texas-tech,2.2,4.0,per_game,249
152,1.2,0.1,FR,1.3,.323,0.3,1.0,.385,1.4,3.5,.371,1.7,4.5,.429,0.2,0.5,31,6,6-4,"Rockwall, TX",15.3,11,0.4,1.2,Nathan Doudney,G,4.9,,0.5," 4.9 Pts, 1.7 Reb, 1.2 Ast",texas-tech,0.4,1.7,per_game,208
153,2.5,0.2,JR,2.5,.431,0.9,2.1,.423,0.4,1.0,.429,1.3,3.1,.660,1.1,1.7,27,9,6-7,"Arvada, CO",18.5,32,0.9,2.1,Nick Valdez,F,4.2,,0.9," 4.2 Pts, 3.4 Reb, 2.5 Ast",texas-tech,1.8,3.4,per_game,204
154,1.0,0.0,FR,0.7,.543,1.3,2.3,.000,0.0,0.3,.487,1.3,2.6,.654,0.6,0.9,30,5,6-2,"Hobbs, NM",10.6,24,0.4,1.1,Ronald Ross,G,3.1,,0.4," 3.1 Pts, 1.1 Reb, 1.0 Ast",texas-tech,0.8,1.1,per_game,185
155,1.6,0.6,SO,1.7,.449,0.7,1.6,.000,0.0,0.3,.379,0.7,1.9,.625,0.5,0.8,30,1,6-4,"Tulia, TX",12.1,23,1.0,1.0,Mikey Marshall,G,2.0,,0.5," 2.0 Pts, 2.7 Reb, 1.6 Ast",texas-tech,0.9,2.7,per_game,225
156,1.2,0.0,SO,0.4,.111,0.1,0.8,.414,0.5,1.2,.298,0.6,2.0,.778,0.3,0.4,24,2,6-0,"Grand Prairie, TX",5.8,10,0.2,0.7,Marcus Shropshire,G,2.0,,0.3," 2.0 Pts, 0.6 Reb, 1.2 Ast",texas-tech,0.2,0.6,per_game,197
157,0.1,0.5,FR,1.1,.444,0.7,1.6,,0.0,0.0,.444,0.7,1.6,.500,0.2,0.4,17,0,6-10,"Skiatook, OK",4.5,45,0.6,1.2,Mickey Michalec,C,1.6,,0.1," 1.6 Pts, 1.6 Reb, 0.1 Ast",texas-tech,0.3,1.6,per_game,270
158,0.4,0.1,SR,0.0,.400,0.2,0.4,.333,0.2,0.5,.364,0.3,0.9,1.000,0.3,0.3,12,0,5-11,"Corpus Christi, TX",2.5,30,0.1,0.0,Chris Cassidy,G,1.2,,0.4," 1.2 Pts, 0.1 Reb, 0.4 Ast",texas-tech,0.0,0.1,per_game,175
159,0.2,0.1,SR,0.3,.200,0.3,1.3,.333,0.1,0.3,.222,0.3,1.5,.500,0.2,0.3,12,0,6-7,"Lubbock, TX",2.8,35,0.2,0.3,Jesus Arenas,F,0.9,,0.0," 0.9 Pts, 0.5 Reb, 0.2 Ast",texas-tech,0.3,0.5,per_game,195
160,3.5,0.1,JR,3.0,.481,4.7,9.8,.372,2.1,5.7,.441,6.8,15.5,.776,6.1,7.9,30,30,6-6,"Glendora, CA",35.3,23,1.5,1.8,Casey Jacobsen,G,21.9,1999,0.6," 21.9 Pts, 4.5 Reb, 3.5 Ast",stanford,2.4,4.5,per_game,215
161,2.0,2.9,JR,7.7,.593,5.5,9.3,.407,0.4,0.9,.576,5.9,10.2,.670,4.8,7.1,29,29,7-0,"Redmond, WA",30.9,2,3.8,2.8,Curtis Borchardt,C,16.9,1999,0.6," 16.9 Pts, 11.4 Reb, 2.0 Ast",stanford,2.0,11.4,per_game,240
162,2.9,0.2,JR,1.7,.493,2.3,4.7,.338,1.5,4.5,.417,3.9,9.3,.814,1.6,2.0,30,24,6-1,"Rowland Heights, CA",26.9,24,0.6,1.8,Julius Barnes,G,10.9,,0.9," 10.9 Pts, 2.3 Reb, 2.9 Ast",stanford,1.7,2.3,per_game,185
163,0.8,0.4,FR,3.3,.468,2.4,5.1,.275,0.7,2.7,.402,3.1,7.8,.694,0.8,1.2,30,6,6-8,,21.5,1,1.5,1.8,Josh Childress,F,7.8,2001,0.6," 7.8 Pts, 4.8 Reb, 0.8 Ast",stanford,1.1,4.8,per_game,210
164,0.9,0.2,SO,2.6,.463,1.5,3.2,.361,0.5,1.4,.431,2.0,4.6,.596,1.2,2.1,25,11,6-7,"San Diego, CA",16.8,5,1.4,2.7,Teyo Johnson,F,5.8,,0.4," 5.8 Pts, 4.0 Reb, 0.9 Ast",stanford,1.2,4.0,per_game,240
165,0.9,0.2,SO,2.2,.589,1.9,3.2,,0.0,0.0,.589,1.9,3.2,.414,0.9,2.1,28,18,6-9,"Berkeley, CA",16.5,22,1.9,2.9,Justin Davis,F,4.6,1999,0.5," 4.6 Pts, 4.1 Reb, 0.9 Ast",stanford,1.4,4.1,per_game,230
166,2.4,0.0,SR,2.2,.225,0.3,1.3,.348,0.8,2.3,.303,1.1,3.6,.750,0.8,1.1,30,30,6-2,"Salt Lake City, UT",21.6,25,0.3,1.9,Tony Giovacchini,G,3.8,,0.6," 3.8 Pts, 2.5 Reb, 2.4 Ast",stanford,1.6,2.5,per_game,180
167,1.6,0.0,FR,0.9,.391,0.3,0.8,.316,0.4,1.3,.344,0.7,2.1,.762,1.1,1.4,29,0,6-2,"Fresno, CA",13.6,11,0.3,1.5,Chris Hernandez,G,3.0,2001,0.5," 3.0 Pts, 1.2 Reb, 1.6 Ast",stanford,1.1,1.2,per_game,190
168,0.4,0.2,SO,1.0,.605,0.9,1.4,,0.0,0.0,.605,0.9,1.4,.818,1.0,1.2,27,1,6-9,"Elk Grove, CA",7.9,0,0.9,0.7,Joe Kirchofer,F,2.7,,0.0," 2.7 Pts, 1.9 Reb, 0.4 Ast",stanford,0.3,1.9,per_game,250
169,0.2,0.3,FR,1.2,.531,0.9,1.6,,0.0,0.0,.531,0.9,1.6,.576,0.6,1.1,30,1,6-10,"Fairfax, VA",8.8,42,0.9,1.6,Rob Little,C,2.4,2001,0.2," 2.4 Pts, 2.2 Reb, 0.2 Ast",stanford,0.6,2.2,per_game,260
170,0.5,0.0,SO,0.7,.500,0.3,0.7,.300,0.5,1.7,.357,0.9,2.4,.600,0.3,0.4,23,0,6-4,"Winnetka, IL",6.2,33,0.5,0.3,Matt Lottich,G,2.5,2000,0.2," 2.5 Pts, 1.1 Reb, 0.5 Ast",stanford,0.3,1.1,per_game,205
171,0.4,0.0,FR,0.7,.333,0.3,0.9,.400,0.1,0.4,.353,0.4,1.2,.769,0.7,0.9,14,0,6-6,"Liberty, MO",7.3,21,0.7,0.7,Nick Robinson,F,1.7,,0.1," 1.7 Pts, 1.4 Reb, 0.4 Ast",stanford,0.5,1.4,per_game,205
172,0.0,0.0,SR,0.3,.600,0.8,1.3,.000,0.0,0.5,.429,0.8,1.8,,0.0,0.0,4,0,6-5,"Hagerstown, MD",3.3,3,0.0,0.0,Kyle Logan,G,1.5,,0.0," 1.5 Pts, 0.3 Reb, 0.0 Ast",stanford,0.8,0.3,per_game,202
173,0.4,0.0,SO,0.8,.000,0.0,0.6,.333,0.2,0.6,.167,0.2,1.2,.500,0.2,0.4,5,0,6-6,"Bellvue, WA",2.0,14,0.0,0.4,Tyler Besecker,F,0.8,,0.0," 0.8 Pts, 0.8 Reb, 0.4 Ast",stanford,0.2,0.8,per_game,210
