,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace,pts,school_name,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
0,51.7,12.0,.491,.273,.257,.362,33,12,7,3,6,102.2,1918,33.5,62.9,2135,Alabama,7.18,13.76,11.4,17.3,49.9,.529,.636,21,9,12,4
1,56.8,12.5,.528,.315,.266,.353,38,8,6,3,3,111.0,2483,38.4,67.1,2839,Baylor,8.03,16.54,11.2,17.2,52.0,.566,.789,30,12,14,8
2,62.2,5.7,.558,.403,.282,.385,35,8,2,1,6,117.0,2363,34.5,68.7,2831,Belmont,-1.22,11.81,10.5,15.2,49.7,.591,.771,27,16,13,10
3,61.3,11.9,.521,.323,.257,.367,35,9,4,3,3,106.7,2358,30.6,73.0,2727,Brigham Young,1.55,11.25,11.6,16.1,50.2,.553,.743,26,12,13,8
4,60.5,8.0,.517,.229,.254,.341,34,10,5,1,6,107.3,2104,32.1,66.3,2419,University of California,4.53,13.79,7.1,15.8,51.4,.554,.706,24,13,17,5
5,51.8,12.0,.480,.348,.189,.293,37,11,6,4,5,104.9,2276,35.7,64.1,2522,Cincinnati,6.28,12.93,12.4,13.9,48.1,.505,.703,26,12,14,7
6,50.9,5.7,.530,.292,.324,.423,32,12,6,1,9,107.4,2177,28.7,64.5,2243,Colorado State,5.23,6.58,8.2,17.3,49.2,.576,.625,20,8,14,3
7,50.5,9.0,.499,.305,.299,.432,36,12,7,2,7,101.9,2269,30.1,66.0,2429,Colorado,5.73,7.91,8.8,17.2,50.2,.538,.667,24,11,14,4
8,53.3,17.6,.500,.293,.229,.346,34,14,10,4,7,106.0,2193,36.3,64.1,2336,Connecticut,8.07,12.27,9.0,15.9,49.3,.528,.588,20,8,13,3
9,63.2,5.8,.578,.350,.276,.381,35,6,4,2,3,116.9,2439,30.8,67.3,2772,Creighton,3.41,12.92,7.1,15.6,52.1,.607,.829,29,14,14,10
10,51.8,8.7,.511,.386,.283,.371,33,8,2,2,5,112.4,2238,35.4,68.8,2571,Davidson,-1.68,7.26,8.0,14.3,52.1,.555,.758,25,16,13,8
11,51.3,13.2,.491,.275,.312,.427,36,14,7,4,8,107.1,2432,35.8,67.1,2597,Detroit Mercy,-0.01,2.40,11.2,15.7,49.2,.538,.611,22,11,13,6
12,48.4,9.0,.528,.386,.316,.451,34,7,3,3,1,112.3,2334,34.7,68.3,2628,Duke,8.40,17.05,9.0,15.1,49.8,.565,.794,27,13,13,8
13,48.7,17.0,.512,.318,.246,.348,35,10,4,2,5,102.3,2201,35.0,67.3,2443,Florida State,7.62,14.53,11.1,19.7,50.0,.545,.714,25,12,15,5
14,56.5,8.8,.548,.446,.237,.332,37,11,6,2,7,115.4,2404,33.5,65.1,2808,Florida,7.33,18.25,9.6,14.4,49.2,.576,.703,26,10,14,4
15,55.6,13.2,.519,.308,.270,.386,33,9,6,1,5,107.4,1959,35.8,63.3,2278,Georgetown,7.69,16.81,9.4,16.8,52.1,.552,.727,24,12,15,6
16,55.3,8.5,.535,.326,.330,.461,33,7,3,1,4,110.7,2086,34.6,66.4,2436,Gonzaga,3.25,13.86,10.1,17.0,52.0,.574,.788,26,13,15,6
17,57.7,12.1,.529,.348,.307,.411,31,5,2,1,3,107.3,1724,30.3,60.9,2033,Harvard,-1.56,7.84,9.7,17.5,51.3,.571,.839,26,12,11,12
18,51.3,8.5,.552,.275,.340,.445,36,9,7,1,6,115.5,2392,35.3,66.9,2782,Indiana,7.80,18.63,9.7,16.5,50.8,.596,.750,27,11,18,5
19,62.5,5.5,.565,.323,.216,.303,33,8,3,1,4,114.8,2400,32.1,71.4,2736,Iona,-1.82,8.36,10.1,15.1,48.1,.588,.758,25,15,10,11
20,57.1,7.1,.526,.416,.266,.387,34,11,6,2,7,108.5,2286,32.3,67.5,2490,Iowa State,7.32,13.32,8.5,15.8,51.8,.557,.676,23,12,16,4
21,57.6,13.0,.489,.295,.290,.432,33,11,8,4,4,104.8,2114,40.7,67.0,2343,Kansas State,7.53,14.47,8.9,17.5,51.3,.526,.667,22,10,11,6
22,57.4,15.0,.523,.296,.275,.398,39,7,2,0,2,108.8,2407,34.9,67.3,2867,Kansas,9.93,21.72,10.8,16.4,52.1,.556,.821,32,16,16,8
23,48.4,20.4,.538,.265,.302,.417,40,2,0,0,1,116.5,2423,37.1,66.4,3095,Kentucky,7.93,24.73,9.1,14.2,52.9,.575,.950,38,16,18,8
24,49.7,10.5,.469,.218,.295,.410,35,12,5,2,9,106.6,2296,37.8,68.7,2573,Lamar,-3.77,2.41,11.7,14.4,51.7,.516,.657,23,11,12,8
25,50.6,8.0,.507,.358,.291,.378,35,8,3,1,6,110.3,2288,31.7,68.1,2648,Lehigh,-5.14,4.27,11.2,14.0,47.9,.553,.771,27,11,12,12
26,54.1,7.1,.527,.329,.281,.420,34,9,1,0,7,109.1,2175,34.7,67.2,2510,Cal State Long Beach,0.87,9.52,10.5,16.3,50.7,.556,.735,25,15,12,8
27,54.3,6.7,.532,.312,.363,.497,34,9,2,0,8,108.5,2641,34.2,74.8,2769,Long Island University,-5.10,-1.34,8.1,18.5,48.6,.577,.735,25,16,15,7
28,55.2,12.8,.473,.321,.249,.362,40,10,8,4,5,100.5,2440,35.7,67.0,2727,Louisville,9.02,16.19,13.0,17.4,49.7,.510,.750,30,10,16,6
29,52.1,11.7,.472,.273,.309,.429,33,9,5,2,6,103.1,2120,38.1,65.3,2222,Loyola (MD),-2.72,0.37,11.8,17.2,49.6,.520,.727,24,13,10,11
30,63.1,8.8,.501,.293,.295,.409,35,8,4,1,5,106.6,2308,33.9,70.7,2638,Marquette,7.50,16.92,12.3,16.0,47.4,.543,.771,27,14,15,6
31,54.1,14.6,.540,.269,.296,.413,35,9,3,2,4,110.1,2208,31.3,67.1,2614,Memphis,5.26,16.86,11.7,16.3,48.7,.575,.743,26,13,18,7
32,59.0,12.4,.527,.276,.264,.377,37,8,5,1,4,109.7,2195,36.1,65.1,2651,Michigan State,9.82,21.32,11.0,16.7,54.1,.559,.784,29,13,17,7
33,53.3,6.1,.532,.443,.204,.283,34,10,5,1,6,107.2,2090,28.0,61.2,2255,Michigan,8.98,13.19,8.0,15.5,47.3,.559,.706,24,13,15,5
34,55.5,7.0,.463,.384,.225,.350,34,13,1,0,11,96.9,2345,33.9,70.0,2332,Mississippi Valley State,-7.65,-8.03,12.5,17.8,47.4,.494,.618,21,17,9,8
35,57.7,7.2,.580,.379,.287,.375,35,5,4,1,3,120.7,2321,30.4,66.4,2814,Missouri,5.68,19.77,12.2,13.5,48.0,.614,.857,30,14,16,7
36,55.8,9.7,.520,.310,.285,.398,32,7,1,2,4,105.4,1985,28.3,66.1,2239,Montana,-3.39,4.55,10.8,16.6,47.0,.557,.781,25,15,16,9
37,51.5,11.0,.537,.349,.318,.439,33,2,1,1,0,109.8,2001,34.9,66.1,2412,Murray State,-2.60,8.74,12.6,18.0,49.2,.576,.939,31,15,13,13
38,65.4,12.5,.527,.387,.241,.356,35,9,5,0,7,108.2,2307,32.8,69.3,2671,Nevada-Las Vegas,4.37,13.55,12.1,16.2,50.2,.554,.743,26,9,17,5
39,51.3,10.8,.515,.247,.346,.517,36,10,4,3,5,110.1,2459,41.1,70.7,2812,New Mexico State,0.08,8.73,9.5,17.3,54.6,.552,.722,26,10,14,7
40,65.4,9.6,.531,.368,.279,.394,35,7,4,2,3,109.3,2076,34.7,66.3,2545,New Mexico,3.34,15.60,10.3,17.2,52.7,.565,.800,28,10,14,7
41,49.5,12.3,.490,.321,.275,.419,36,10,3,4,4,99.8,2416,34.2,68.4,2482,Norfolk State,-5.39,-3.68,9.6,18.5,48.9,.523,.722,26,13,10,10
42,61.5,6.9,.541,.330,.358,.468,34,10,2,2,5,114.0,2426,34.4,70.5,2745,North Carolina-Asheville,-2.72,3.06,11.8,16.4,49.1,.589,.706,24,16,15,8
43,59.1,10.5,.504,.261,.255,.363,37,13,7,6,4,107.3,2501,35.8,67.7,2697,North Carolina State,6.80,12.10,9.9,15.8,51.0,.539,.649,24,9,13,5
44,58.1,14.0,.498,.235,.254,.373,38,6,2,1,2,111.3,2549,39.1,72.8,3091,North Carolina,7.07,21.34,9.3,13.3,54.8,.531,.842,32,14,17,8
45,63.6,8.3,.495,.369,.263,.374,34,12,5,1,5,106.3,2097,30.5,61.6,2257,Notre Dame,6.47,11.18,8.3,13.9,47.4,.532,.647,22,13,16,5
46,53.7,9.3,.521,.269,.270,.381,39,8,5,2,4,111.6,2333,34.9,66.9,2913,Ohio State,9.07,23.95,10.8,14.6,53.7,.556,.795,31,13,17,7
47,54.2,8.5,.494,.384,.245,.355,37,8,5,1,6,104.4,2311,33.9,66.8,2597,Ohio,0.17,7.17,14.0,16.3,46.7,.527,.784,29,11,16,8
48,52.9,8.9,.511,.373,.224,.341,35,13,8,4,5,111.2,2310,31.8,64.6,2514,Purdue,8.05,13.88,10.0,11.5,46.6,.536,.629,22,10,13,5
49,56.4,8.0,.515,.366,.259,.360,34,8,4,1,5,108.3,1960,31.6,63.2,2336,Saint Louis,4.06,15.15,10.9,15.2,48.4,.550,.765,26,12,15,6
50,60.7,7.8,.541,.394,.281,.385,33,6,2,1,3,115.0,2068,35.9,64.8,2467,Saint Mary's (CA),0.78,11.26,10.6,15.2,54.2,.576,.818,27,14,16,8
51,48.3,6.4,.505,.304,.259,.369,34,8,4,2,4,105.1,2166,31.5,66.6,2416,San Diego State,3.79,9.04,8.2,16.0,51.1,.540,.765,26,10,17,7
52,54.5,4.9,.540,.371,.290,.399,35,8,3,0,7,114.9,2329,31.2,66.1,2689,South Dakota State,-1.87,7.34,10.1,13.7,48.9,.576,.771,27,15,14,8
53,54.8,10.8,.485,.303,.239,.338,36,14,6,2,8,98.6,2037,34.2,59.7,2134,South Florida,7.29,9.20,9.2,19.1,50.5,.521,.611,22,12,14,5
54,45.7,8.1,.469,.304,.290,.394,34,9,5,0,6,107.9,2212,37.2,64.5,2426,Southern Mississippi,3.61,7.79,9.1,13.8,50.9,.517,.735,25,11,15,7
55,57.7,11.5,.508,.299,.320,.421,32,12,6,2,8,107.0,2081,35.5,65.0,2254,St. Bonaventure,2.84,8.25,8.8,17.8,51.8,.557,.625,20,10,11,6
56,56.1,19.4,.521,.310,.230,.329,37,3,1,0,1,113.3,2257,36.3,65.2,2742,Syracuse,8.02,21.12,14.0,13.5,46.7,.550,.919,34,17,19,9
57,57.3,10.1,.531,.313,.246,.342,32,8,3,1,4,108.8,2225,31.5,67.6,2401,Temple,4.94,10.44,10.4,15.8,48.4,.563,.750,24,13,10,10
58,50.1,9.7,.485,.312,.312,.426,34,14,9,3,7,108.1,2270,38.5,66.7,2470,Texas,8.12,14.00,10.1,15.5,49.6,.533,.588,20,9,15,4
59,51.8,10.4,.541,.412,.280,.401,36,11,6,5,5,109.7,2339,31.6,65.5,2615,Vanderbilt,8.04,15.71,9.0,16.9,48.6,.572,.694,25,10,13,6
60,56.0,6.5,.493,.293,.276,.373,36,12,3,4,6,105.0,2193,34.3,63.2,2415,Vermont,-5.19,0.98,9.6,16.5,50.2,.536,.667,24,13,10,10
61,51.7,10.4,.476,.392,.249,.363,36,7,3,1,3,103.6,2154,33.4,65.2,2448,Virginia Commonwealth,0.63,8.79,16.0,14.7,46.8,.512,.806,29,15,13,10
62,54.6,8.2,.507,.298,.256,.354,32,10,7,3,4,101.9,1735,27.1,61.1,2000,Virginia,4.23,12.51,10.5,16.6,49.9,.543,.688,22,9,13,7
63,56.9,6.7,.483,.305,.259,.386,33,14,9,5,6,106.8,2194,40.9,64.8,2346,West Virginia,7.53,12.13,9.6,15.7,52.1,.518,.576,19,9,11,4
64,50.1,10.1,.444,.327,.276,.402,35,19,9,7,8,94.2,2383,34.1,68.4,2272,Western Kentucky,0.51,-2.66,8.1,18.7,48.1,.489,.457,16,7,8,3
65,53.2,10.4,.543,.328,.260,.347,33,6,2,1,1,113.3,2060,33.5,67.0,2545,Wichita State,3.80,17.42,9.3,15.5,52.8,.577,.818,27,16,14,10
66,53.7,9.1,.501,.413,.227,.307,36,10,6,4,4,108.4,1915,30.6,58.6,2304,Wisconsin,8.24,19.04,8.5,13.0,49.8,.536,.722,26,12,14,7
67,52.4,10.2,.497,.252,.287,.412,36,13,6,3,6,103.6,2422,31.3,67.5,2543,Xavier,6.22,9.59,8.8,15.9,49.1,.535,.639,23,10,13,5
