,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace,pts,school_name,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
0,51.3,11.3,.536,.294,.316,.438,34,9,6,1,5,112.8,2342,34.9,69.8,2735,Arizona,7.23,18.79,6.8,15.7,56.5,.575,.735,25,12,17,5
1,50.9,9.6,.520,.354,.229,.315,35,5,3,0,4,108.8,2129,27.3,64.6,2487,Little Rock,-1.76,7.12,10.1,13.6,50.1,.553,.857,30,17,14,12
2,50.7,7.7,.516,.315,.306,.457,36,18,9,7,9,106.4,2765,33.0,70.5,2740,Austin Peay,-2.98,-6.04,9.7,16.8,51.8,.549,.500,18,7,7,7
3,64.6,11.2,.518,.286,.272,.375,34,12,8,5,5,112.8,2366,40.1,67.6,2621,Baylor,9.76,16.13,11.6,15.5,55.6,.555,.647,22,10,15,6
4,48.2,9.2,.499,.370,.294,.414,35,15,8,5,9,105.9,2634,32.2,72.6,2709,Buffalo,0.90,1.34,9.4,15.9,51.7,.540,.571,20,10,10,5
5,51.0,8.9,.526,.305,.287,.393,33,11,8,3,5,114.1,2344,32.1,69.8,2638,Butler,7.55,16.46,9.8,12.5,52.3,.564,.667,22,10,13,5
6,59.0,14.2,.497,.270,.245,.374,33,9,3,1,7,105.8,2104,34.6,68.4,2405,Cal State Bakersfield,-5.15,2.58,11.6,15.1,52.8,.527,.727,24,11,14,7
7,48.3,10.9,.522,.337,.274,.417,34,11,6,0,7,108.5,2289,32.6,68.2,2545,University of California,7.87,15.39,5.9,15.3,54.5,.550,.676,23,12,18,4
8,56.2,13.1,.524,.371,.304,.413,35,6,3,1,4,110.5,2364,32.6,68.1,2652,Chattanooga,-3.46,3.24,11.3,15.7,52.3,.565,.829,29,15,13,10
9,59.7,15.5,.493,.366,.234,.332,33,11,6,3,6,108.9,2090,36.6,65.5,2418,Cincinnati,5.25,15.19,11.6,13.7,53.2,.527,.667,22,12,14,6
10,53.3,11.6,.488,.319,.293,.398,34,12,8,1,7,106.3,2407,35.3,70.8,2576,Colorado,7.64,12.04,7.3,15.8,55.7,.534,.647,22,10,16,4
11,51.8,14.0,.516,.336,.235,.296,36,11,7,3,4,108.9,2285,28.3,66.2,2631,Connecticut,6.28,15.89,8.7,14.0,51.1,.555,.694,25,11,14,6
12,57.4,12.2,.516,.350,.272,.408,33,8,4,3,2,104.5,2176,28.7,68.6,2393,Dayton,4.76,11.34,8.6,16.3,53.2,.546,.758,25,14,14,8
13,48.6,9.8,.537,.398,.293,.405,36,11,7,3,4,117.7,2609,33.0,68.4,2920,Duke,10.59,19.23,9.1,12.2,49.5,.573,.694,25,11,15,5
14,50.8,7.2,.517,.324,.228,.327,33,15,7,6,8,105.8,2600,28.6,72.4,2558,Fairleigh Dickinson,-8.31,-10.90,10.3,15.3,46.3,.546,.545,18,11,9,9
15,47.9,10.3,.523,.250,.238,.369,35,14,6,4,8,108.1,2473,32.9,69.7,2703,Florida Gulf Coast,-3.82,-0.79,9.2,15.0,53.5,.546,.600,21,8,16,4
16,50.3,11.8,.487,.300,.263,.379,35,10,5,2,7,105.7,2475,31.1,70.1,2630,Fresno State,2.24,5.27,11.9,13.1,50.4,.524,.714,25,13,16,6
17,49.6,7.7,.553,.355,.258,.340,36,8,3,4,2,115.4,2360,32.3,68.1,2840,Gonzaga,4.23,16.92,7.5,14.7,55.2,.587,.778,28,15,11,9
18,47.8,11.1,.500,.311,.282,.429,36,13,7,3,9,107.1,2880,30.9,77.3,3013,Green Bay,-0.67,1.16,12.7,13.5,48.7,.533,.639,23,11,11,8
19,47.0,9.0,.464,.345,.273,.414,32,11,3,2,7,101.0,2370,34.6,71.7,2363,Hampton,-8.45,-8.74,7.2,15.7,53.1,.502,.656,21,13,9,8
20,58.8,10.0,.520,.379,.307,.449,34,6,3,3,2,107.2,2267,31.0,71.6,2620,Hawaii,-1.04,9.03,10.5,15.8,53.0,.555,.824,28,13,16,7
21,61.9,7.8,.479,.409,.248,.361,35,20,13,6,13,98.4,2445,23.1,64.6,2267,Holy Cross,-6.11,-11.20,9.5,14.9,45.6,.515,.429,15,5,8,5
22,54.8,9.8,.587,.409,.248,.338,35,8,3,0,4,119.2,2447,37.0,69.1,2891,Indiana,6.90,19.59,9.9,16.7,54.9,.612,.771,27,15,17,6
23,60.0,10.6,.538,.440,.230,.324,33,11,4,2,6,109.5,2451,29.2,72.5,2628,Iona,-1.78,3.59,10.3,15.4,49.7,.566,.667,22,16,11,8
24,53.1,9.8,.571,.351,.183,.261,35,12,8,2,7,113.1,2625,26.1,71.5,2862,Iowa State,10.16,16.93,8.6,14.1,49.7,.590,.657,23,10,14,4
25,57.7,12.5,.513,.355,.237,.330,33,11,6,2,5,111.5,2287,31.8,69.1,2561,Iowa,8.71,17.01,9.7,12.6,50.6,.546,.667,22,12,13,6
26,55.3,10.7,.564,.330,.272,.382,38,5,3,0,3,115.0,2570,32.3,69.7,3089,Kansas,11.22,23.87,9.4,15.5,53.9,.592,.868,33,15,16,7
27,49.8,14.1,.535,.310,.261,.378,36,9,5,0,7,115.3,2451,36.8,68.2,2861,Kentucky,8.84,20.23,8.3,13.3,53.6,.564,.750,27,13,17,4
28,51.7,13.9,.555,.381,.295,.384,36,9,6,1,6,112.1,2400,28.6,67.3,2725,Maryland,8.31,16.71,8.6,16.6,51.9,.594,.750,27,12,16,4
29,48.3,9.1,.542,.339,.305,.407,35,8,5,1,5,113.3,2359,29.9,66.2,2633,Miami (FL),10.69,18.52,9.3,14.5,51.7,.582,.771,27,13,15,6
30,71.3,12.9,.563,.356,.218,.300,35,6,5,2,3,118.3,2245,36.4,67.0,2793,Michigan State,6.94,22.59,6.6,14.6,58.0,.588,.829,29,13,14,7
31,56.7,6.4,.546,.440,.205,.278,36,13,8,4,6,111.9,2426,24.7,65.7,2656,Michigan,7.92,13.75,8.6,13.1,49.2,.573,.639,23,10,13,4
32,50.1,9.9,.518,.354,.218,.355,35,10,5,3,6,104.7,2410,29.1,69.1,2539,Middle Tennessee,-0.70,2.66,8.9,15.0,51.4,.537,.714,25,13,11,8
33,47.0,9.0,.505,.306,.284,.410,34,12,6,3,7,105.8,2313,31.9,70.4,2552,North Carolina-Asheville,-3.25,1.10,12.9,15.9,51.5,.541,.647,22,12,11,6
34,47.2,11.2,.512,.332,.262,.373,33,8,4,2,5,110.0,2379,32.2,71.3,2620,North Carolina-Wilmington,0.35,6.25,10.3,13.5,50.6,.546,.758,25,14,12,8
35,57.3,11.5,.526,.268,.241,.323,40,7,4,1,5,118.0,2801,40.3,70.2,3311,North Carolina,10.69,23.44,9.6,12.7,55.9,.561,.825,33,14,15,6
36,50.5,7.7,.535,.427,.257,.340,36,13,7,3,8,106.2,2303,17.6,64.1,2475,Northern Iowa,4.44,8.78,8.8,14.2,46.8,.572,.639,23,11,11,6
37,49.4,10.1,.540,.343,.244,.329,36,12,7,2,5,115.2,2541,32.3,65.0,2704,Notre Dame,9.57,14.10,8.4,13.2,51.1,.573,.667,24,11,14,5
