,ast_per_g,blk_per_g,class,drb_per_g,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,height,high_school,hometown,mp_per_g,number,orb_per_g,pf_per_g,player,pos,pts_per_g,rsci,stl_per_g,summary,team_name,tov_per_g,trb_per_g,type,weight
469,0.1,0.2,FR,1.8,.652,1.5,2.3,,0.0,0.0,.652,1.5,2.3,.407,0.4,0.9,29,4,6-7,Alpharetta HS,"Riverdale, GA",9.1,15,1.1,2.0,Devontae Cacok,F,3.3,,0.4," 3.3 Pts, 2.9 Reb, 0.1 Ast",north-carolina-wilmington,0.5,2.9,per_game,240
470,0.6,0.0,FR,1.1,.500,0.9,1.7,.286,0.3,1.2,.412,1.2,3.0,.706,0.5,0.7,23,0,6-6,Fort Myers HS,"Fort Myers, FL",8.9,2,0.5,0.6,Mark Matthews,G,3.3,,0.4," 3.3 Pts, 1.6 Reb, 0.6 Ast",north-carolina-wilmington,0.5,1.6,per_game,210
471,0.1,1.2,JR,1.9,.638,1.6,2.5,,0.0,0.0,.638,1.6,2.5,.400,0.3,0.8,19,8,6-9,High Point Christian Academy,"Enugu, Nigeria",11.2,13,1.4,2.7,Chuck Ogbodo,F,3.5,,0.2," 3.5 Pts, 3.3 Reb, 0.1 Ast",north-carolina-wilmington,1.1,3.3,per_game,230
472,0.2,0.2,FR,0.6,.536,0.9,1.6,.100,0.1,0.6,.421,0.9,2.2,.643,0.5,0.8,17,0,6-6,Henry Clay,"Lexington, KY",7.2,3,0.5,1.7,Trey Grundy,F,2.5,,0.3," 2.5 Pts, 1.2 Reb, 0.2 Ast",north-carolina-wilmington,0.5,1.2,per_game,210
473,0.0,0.1,SR,0.3,.500,0.4,0.8,,0.0,0.0,.500,0.4,0.8,.000,0.0,0.2,10,1,6-8,Providence Day,"Charlotte, NC",3.4,30,0.1,1.4,Kevin Hickson,F,0.8,,0.2," 0.8 Pts, 0.4 Reb, 0.0 Ast",north-carolina-wilmington,0.2,0.4,per_game,215
474,0.1,0.0,SO,0.0,.500,0.2,0.4,.000,0.0,0.2,.333,0.2,0.6,.500,0.2,0.4,10,0,6-4,Northwest Guilford HS,"Greensboro, NC",1.7,32,0.0,0.3,Nick Powell,G,0.6,,0.0," 0.6 Pts, 0.0 Reb, 0.1 Ast",north-carolina-wilmington,0.3,0.0,per_game,200
475,1.9,0.3,FR,2.3,.405,1.6,3.9,.349,2.4,6.8,.369,3.9,10.7,.822,3.3,4.0,34,19,6-5,Hoover HS,"Mobile, AL",27.3,24,0.4,2.4,Dylan Smith,G,13.5,,1.0," 13.5 Pts, 2.6 Reb, 1.9 Ast",north-carolina-asheville,2.6,2.6,per_game,170
476,1.3,0.7,FR,5.4,.521,3.2,6.2,.314,0.6,2.1,.470,3.9,8.3,.632,3.6,5.7,34,34,6-5,DuPont Manual HS,"Louisville, KY",30.5,22,2.3,2.6,Dwayne Sutton,G,12.0,,1.6," 12.0 Pts, 7.7 Reb, 1.3 Ast",north-carolina-asheville,1.7,7.7,per_game,215
477,2.7,0.1,SO,3.5,.591,2.6,4.4,.378,1.1,2.9,.506,3.7,7.3,.795,3.1,3.9,34,34,6-3,Upper Arlington HS,"Upper Arlington, OH",34.0,10,0.7,1.8,Kevin Vannatta,G,11.5,,1.2," 11.5 Pts, 4.2 Reb, 2.7 Ast",north-carolina-asheville,1.7,4.2,per_game,188
478,1.9,0.1,SO,5.0,.519,4.4,8.4,.300,0.3,0.9,.498,4.6,9.3,.654,1.6,2.4,34,33,6-5,Hargrave Military Academy,"Danville, VA",27.9,14,1.6,2.8,Ahmad Thomas,G,11.1,,2.1," 11.1 Pts, 6.6 Reb, 1.9 Ast",north-carolina-asheville,2.0,6.6,per_game,175
479,1.2,1.3,SR,2.8,.512,3.9,7.6,.389,0.2,0.5,.504,4.1,8.2,.718,2.5,3.4,34,30,6-4,Greenfield School,"Battleboro, NC",26.4,31,1.7,2.7,Sam Hughes,F,10.9,,1.3," 10.9 Pts, 4.5 Reb, 1.2 Ast",north-carolina-asheville,1.8,4.5,per_game,205
480,1.8,0.1,JR,2.6,.516,2.8,5.5,,0.0,0.0,.516,2.8,5.5,.514,1.2,2.2,33,4,6-6,Christ School,"Charlotte, NC",24.9,32,1.6,1.8,Will Weeks,F,6.8,,1.1," 6.8 Pts, 4.3 Reb, 1.8 Ast",north-carolina-asheville,1.2,4.3,per_game,235
481,0.9,0.1,SO,0.8,.500,0.5,1.0,.321,1.0,3.1,.365,1.5,4.1,.600,0.8,1.4,18,0,6-3,McDowell HS,"Marion, NC",12.0,12,0.3,1.3,Raekwon Miller,G,4.8,,0.9," 4.8 Pts, 1.1 Reb, 0.9 Ast",north-carolina-asheville,0.7,1.1,per_game,160
482,1.7,0.1,JR,1.0,.378,0.9,2.5,.214,0.8,3.7,.280,1.7,6.2,.769,0.7,0.9,15,15,6-3,Green Hope HS,"Cary, NC",21.5,13,0.5,1.3,David Robertson,G,4.9,,0.1," 4.9 Pts, 1.5 Reb, 1.7 Ast",north-carolina-asheville,0.8,1.5,per_game,195
483,0.1,0.6,SR,0.9,.641,1.5,2.3,.000,0.0,0.1,.610,1.5,2.4,.571,0.5,0.8,17,1,6-10,Mountain Heritage,"Burnsville, NC",6.4,41,0.6,0.8,John Cannon,C,3.4,,0.1," 3.4 Pts, 1.5 Reb, 0.1 Ast",north-carolina-asheville,0.4,1.5,per_game,240
484,0.6,0.1,FR,1.1,.417,0.5,1.1,.222,0.4,1.6,.300,0.8,2.7,.800,0.4,0.5,22,0,6-1,Hoggard HS,"Wilmington, NC",10.6,3,0.2,1.0,Trae Bryant,G,2.4,,0.4," 2.4 Pts, 1.3 Reb, 0.6 Ast",north-carolina-asheville,0.9,1.3,per_game,180
485,0.2,0.1,SO,0.9,.647,0.6,0.9,.200,0.1,0.3,.545,0.6,1.2,.286,0.1,0.4,19,0,6-6,Christ School,"Cary, NC",5.6,2,0.4,0.9,Alec Wnuk,F,1.4,,0.1," 1.4 Pts, 1.3 Reb, 0.2 Ast",north-carolina-asheville,0.5,1.3,per_game,195
486,0.1,0.1,JR,0.6,.471,0.6,1.2,,0.0,0.0,.471,0.6,1.2,.714,0.4,0.5,14,0,6-9,Mt. Zion (NC),"Udine, Italy",5.0,21,0.2,1.0,Giacomo Zilli,F,1.5,,0.1," 1.5 Pts, 0.8 Reb, 0.1 Ast",north-carolina-asheville,0.6,0.8,per_game,225
487,0.0,0.0,FR,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,6-5,Centennial HS,"Ellicott City, MD",0.0,11,1.0,0.0,Isaiah White,G,0.0,,0.0," 0.0 Pts, 1.0 Reb, 0.0 Ast",north-carolina-asheville,0.0,1.0,per_game,195
488,2.2,0.8,JR,5.6,.525,4.5,8.6,.380,0.8,2.0,.497,5.3,10.6,.494,2.4,4.8,35,35,6-7,Baylor School,"Chattanooga, TN",31.2,30,2.9,2.3,Reggie Upshaw,F,13.7,,1.5," 13.7 Pts, 8.5 Reb, 2.2 Ast",middle-tennessee,1.8,8.5,per_game,222
489,2.0,1.1,SR,4.1,.517,4.2,8.2,.421,0.5,1.1,.506,4.7,9.3,.685,2.2,3.2,35,30,6-6,Hillcrest-Tuscaloosa,"Decatur, AL",29.0,2,1.8,2.6,Perrin Buford,G,12.0,,0.7," 12.0 Pts, 5.9 Reb, 2.0 Ast",middle-tennessee,1.9,5.9,per_game,212
490,1.2,0.3,SO,4.3,.476,2.1,4.3,.506,2.7,5.4,.493,4.8,9.7,.763,2.1,2.8,29,27,6-2,Athens,"Athens, AL",28.0,20,0.9,2.9,Giddy Potts,G,14.4,,1.0," 14.4 Pts, 5.2 Reb, 1.2 Ast",middle-tennessee,1.1,5.2,per_game,220
491,1.2,0.7,SR,2.7,.421,2.3,5.4,.397,1.7,4.2,.411,3.9,9.6,.641,2.1,3.3,35,32,6-8,,"Milwaukee, WI",26.6,0,1.4,2.6,Darnell Harris,F,11.7,,0.5," 11.7 Pts, 4.0 Reb, 1.2 Ast",middle-tennessee,1.3,4.0,per_game,231
492,1.8,0.1,SR,1.7,.491,0.8,1.6,.352,0.9,2.6,.404,1.7,4.2,.643,1.0,1.6,35,15,6-4,Statesboro,"Statesboro, GA",23.7,10,0.4,2.4,Jaqawn Raymond,G,5.3,,1.0," 5.3 Pts, 2.1 Reb, 1.8 Ast",middle-tennessee,1.3,2.1,per_game,200
493,1.8,0.0,SO,0.9,.491,1.6,3.2,.239,0.3,1.3,.418,1.9,4.5,.647,0.6,1.0,35,8,6-1,Southside HS (SC),"Greenville, SC",15.0,24,0.1,1.2,Quavius Copeland,G,4.7,,0.4," 4.7 Pts, 0.9 Reb, 1.8 Ast",middle-tennessee,1.5,0.9,per_game,178
494,1.8,0.1,SO,2.2,.423,0.7,1.7,.341,1.0,2.8,.372,1.7,4.6,.487,0.6,1.3,30,14,6-2,St. Martin,"Ocean Springs, MS",21.7,11,0.4,1.8,Edward Simpson,G,5.0,,0.5," 5.0 Pts, 2.6 Reb, 1.8 Ast",middle-tennessee,0.9,2.6,per_game,190
495,0.3,0.1,JR,1.2,.366,0.4,1.2,.344,0.6,1.9,.352,1.1,3.1,.529,0.3,0.5,34,2,6-6,East Laurens,"Dublin, GA",11.2,4,0.4,1.3,Xavier Habersham,F,3.1,,0.1," 3.1 Pts, 1.5 Reb, 0.3 Ast",middle-tennessee,0.4,1.5,per_game,205
496,0.4,0.0,JR,1.6,.508,1.0,2.0,.364,0.1,0.4,.486,1.2,2.4,.565,0.4,0.8,29,0,6-6,Peoria Central High School,"Peoria, IL",8.7,15,0.6,1.6,Aldonis Foote,G,2.9,,0.4," 2.9 Pts, 2.1 Reb, 0.4 Ast",middle-tennessee,0.5,2.1,per_game,210
497,1.8,0.1,SO,1.4,.382,0.8,2.1,.143,0.1,0.4,.341,0.9,2.6,.912,1.9,2.1,16,11,5-9,Murrah,"Jackson, MS",16.1,5,0.1,1.7,Jacob Ivory,G,3.8,,0.7," 3.8 Pts, 1.6 Reb, 1.8 Ast",middle-tennessee,1.0,1.6,per_game,165
498,0.0,0.1,JR,1.1,.522,0.4,0.9,.000,0.0,0.0,.500,0.4,0.9,.438,0.3,0.6,27,1,6-8,Pope John Paul II,"Hendersonville, TN",5.3,3,0.4,1.1,Joshua Phillips,F,1.1,,0.1," 1.1 Pts, 1.6 Reb, 0.0 Ast",middle-tennessee,0.6,1.6,per_game,230
499,0.0,0.2,FR,0.7,.333,0.3,0.9,,0.0,0.0,.333,0.3,0.9,.435,0.3,0.7,32,0,6-9,A.C. Flora High School,"Columbia, SC",4.3,25,0.4,0.9,Karl Gamble,F,0.9,,0.0," 0.9 Pts, 1.1 Reb, 0.0 Ast",middle-tennessee,0.3,1.1,per_game,220
500,3.1,0.0,JR,4.0,.484,3.1,6.4,.298,1.4,4.6,.407,4.5,11.0,.658,1.4,2.2,35,34,6-6,Hamilton Southeastern HS,"Fishers, IN",32.8,21,0.5,1.1,Zak Irvin,G,11.8,2013,0.8," 11.8 Pts, 4.5 Reb, 3.1 Ast",michigan,1.9,4.5,per_game,215
501,1.8,0.2,SO,2.9,.476,1.1,2.3,.450,2.6,5.9,.457,3.7,8.1,.886,1.1,1.2,36,27,6-8,Phillips Exeter Academy (NH),"New Castle, NH",28.9,22,0.6,2.3,Duncan Robinson,F,11.2,,0.6," 11.2 Pts, 3.5 Reb, 1.8 Ast",michigan,1.0,3.5,per_game,190
502,4.5,0.1,JR,4.9,.366,1.6,4.3,.387,1.9,4.9,.377,3.5,9.2,.813,2.8,3.4,33,33,6-0,Chandler Park Academy,"Detroit, MI",33.6,10,0.5,1.9,Derrick Walton,G,11.6,2013,1.8," 11.6 Pts, 5.5 Reb, 4.5 Ast",michigan,2.0,5.5,per_game,185
503,1.7,0.3,SO,2.1,.506,2.4,4.7,.365,0.9,2.4,.458,3.2,7.0,.706,1.3,1.9,36,25,6-4,Central Catholic HS,"Allentown, PA",27.8,12,0.6,1.6,Muhammad-Ali Abdur-Rahkman,G,8.6,,0.6," 8.6 Pts, 2.7 Reb, 1.7 Ast",michigan,0.8,2.7,per_game,175
504,0.4,0.7,SO,2.0,.635,2.8,4.4,.303,0.3,1.0,.575,3.1,5.3,.712,1.4,1.9,34,25,6-9,Anthony Wayne HS,"Monclova, OH",19.4,34,1.7,2.5,Mark Donnal,F,7.8,,0.4," 7.8 Pts, 3.7 Reb, 0.4 Ast",michigan,0.7,3.7,per_game,240
505,4.9,0.2,SR,4.7,.546,3.5,6.5,.446,1.9,4.3,.506,5.5,10.8,.794,3.6,4.5,15,14,6-7,Central HS,"Pickerington, OH",30.9,23,0.6,1.2,Caris LeVert,G,16.5,,1.0," 16.5 Pts, 5.3 Reb, 4.9 Ast",michigan,1.7,5.3,per_game,200
506,0.5,0.1,SO,1.8,.586,1.1,1.9,.440,1.2,2.8,.500,2.4,4.7,.724,0.6,0.8,36,9,6-6,New Hampton Prep (NH),"Durham, NC",15.8,24,0.6,1.3,Aubrey Dawkins,G,6.5,,0.4," 6.5 Pts, 2.5 Reb, 0.5 Ast",michigan,0.6,2.5,per_game,205
507,0.1,0.2,SO,1.1,.642,1.4,2.3,,0.0,0.0,.642,1.4,2.3,.635,0.9,1.4,36,11,6-10,Bishop Verot HS,"Cape Coral, FL",12.2,32,0.9,1.8,Ricky Doyle,F,3.8,,0.1," 3.8 Pts, 2.0 Reb, 0.1 Ast",michigan,0.6,2.0,per_game,240
508,0.1,0.2,FR,0.9,.714,1.2,1.6,.167,0.1,0.4,.607,1.2,2.0,.556,0.3,0.6,30,0,6-10,Alba Berlin,"Berlin, Germany",8.6,13,0.7,1.6,Moritz Wagner,F,2.9,2015,0.2," 2.9 Pts, 1.6 Reb, 0.1 Ast",michigan,0.5,1.6,per_game,210
509,0.5,0.1,SO,0.8,.476,0.7,1.5,.265,0.3,1.2,.382,1.0,2.7,.733,0.4,0.5,28,2,6-7,Columbia Christian HS,"Portland, OR",7.2,3,0.6,0.8,Kameron Chatman,G,2.8,2014,0.2," 2.8 Pts, 1.4 Reb, 0.5 Ast",michigan,0.3,1.4,per_game,210
510,0.3,0.4,FR,0.5,.576,0.7,1.3,.333,0.3,0.9,.474,1.0,2.2,.727,0.3,0.4,26,0,6-9,Capital Christian,"Sacramento, CA",6.1,5,0.2,0.8,D.J. Wilson,F,2.7,,0.2," 2.7 Pts, 0.7 Reb, 0.3 Ast",michigan,0.3,0.7,per_game,220
511,1.2,0.0,SR,0.6,.500,0.2,0.4,.286,0.2,0.8,.364,0.4,1.2,.714,0.6,0.8,9,0,5-11,Northfield Mount Hermon Prep,"Crown Point, IN",8.1,2,0.1,0.2,Spike Albrecht,G,1.7,,0.3," 1.7 Pts, 0.7 Reb, 1.2 Ast",michigan,0.1,0.7,per_game,175
512,0.6,0.0,JR,0.5,.667,0.2,0.3,.167,0.0,0.3,.417,0.2,0.5,1.000,0.1,0.1,24,0,6-2,Zionsville Community HS,"Zionsville, IN",4.6,11,0.1,0.5,Andrew Dakich,G,0.6,,0.3," 0.6 Pts, 0.7 Reb, 0.6 Ast",michigan,0.3,0.7,per_game,190
513,7.8,0.2,SR,6.7,.481,3.3,6.8,.444,3.4,7.5,.462,6.6,14.3,.853,2.6,3.1,31,30,6-5,Sexton HS,"Lansing, MI",33.0,45,0.8,1.7,Denzel Valentine,G,19.2,2012,1.0," 19.2 Pts, 7.5 Reb, 7.8 Ast",michigan-state,2.7,7.5,per_game,220
514,1.5,0.0,SR,1.7,.482,1.5,3.1,.481,3.2,6.7,.481,4.7,9.8,.840,1.8,2.1,35,34,6-3,Sexton,"Lansing, MI",28.1,5,0.3,1.5,Bryn Forbes,G,14.4,,0.4," 14.4 Pts, 2.1 Reb, 1.5 Ast",michigan-state,0.9,2.1,per_game,175
515,1.3,1.2,SR,5.3,.570,4.2,7.3,.250,0.1,0.2,.561,4.2,7.5,.752,2.2,2.9,35,35,6-9,Bay City Western HS,"Linwood, MI",22.9,10,2.9,2.1,Matt Costello,F,10.7,2012,0.7," 10.7 Pts, 8.2 Reb, 1.3 Ast",michigan-state,1.1,8.2,per_game,245
516,2.1,0.1,JR,1.9,.430,1.9,4.3,.439,1.2,2.8,.434,3.1,7.1,.798,1.9,2.4,35,22,6-3,Lawrence North,"Indianapolis, IN",20.9,14,0.7,2.2,Eron Harris,G,9.3,,0.3," 9.3 Pts, 2.6 Reb, 2.1 Ast",michigan-state,1.5,2.6,per_game,195
517,0.7,1.8,FR,3.4,.598,3.4,5.7,,0.0,0.0,.598,3.4,5.7,.605,0.7,1.1,35,16,6-10,Muckegon HS,"Muskegon, MI",18.6,23,2.1,2.3,Deyonta Davis,F,7.5,2015,0.3," 7.5 Pts, 5.5 Reb, 0.7 Ast",michigan-state,0.9,5.5,per_game,245
518,1.6,0.3,FR,0.5,.362,0.5,1.3,.409,0.8,1.9,.389,1.3,3.2,.727,0.2,0.3,35,1,6-5,Duncanville HS,"Duncanville, TX",15.8,20,0.3,1.7,Matt McQuaid,G,3.5,2015,0.4," 3.5 Pts, 0.8 Reb, 1.6 Ast",michigan-state,0.8,0.8,per_game,200
519,0.3,0.4,SO,1.8,.596,1.1,1.9,.423,0.4,0.9,.542,1.5,2.8,.750,0.5,0.7,30,1,6-7,Sunrise Christian Academy,"Kansas City, MO",9.7,15,0.7,1.6,Marvin Clark,F,3.9,,0.3," 3.9 Pts, 2.5 Reb, 0.3 Ast",michigan-state,0.6,2.5,per_game,230
520,0.7,0.2,SO,1.6,.476,0.9,2.0,.111,0.0,0.3,.431,1.0,2.3,.574,1.0,1.7,32,13,6-6,Gahanna Lincoln HS,"Columbus, OH",11.0,2,0.7,1.2,Javon Bess,F,2.9,,0.3," 2.9 Pts, 2.3 Reb, 0.7 Ast",michigan-state,0.4,2.3,per_game,220
521,0.6,0.3,JR,2.1,.500,1.4,2.8,,0.0,0.0,.500,1.4,2.8,.615,1.0,1.6,24,4,6-9,Findlay Prep (NV),"Chicago, IL",12.5,34,1.0,1.8,Gavin Schilling,F,3.8,,0.3," 3.8 Pts, 3.1 Reb, 0.6 Ast",michigan-state,0.9,3.1,per_game,240
522,1.1,0.1,JR,1.1,.452,0.4,0.9,.400,0.4,1.1,.424,0.8,2.0,.708,0.5,0.7,33,0,6-4,Chicago De La Salle HS,"Matteson, IL",7.6,3,0.3,0.8,Alvin Ellis,F,2.6,,0.4," 2.6 Pts, 1.5 Reb, 1.1 Ast",michigan-state,0.4,1.5,per_game,205
523,3.3,0.0,SO,1.0,.423,1.1,2.5,.188,0.1,0.6,.379,1.2,3.1,.435,0.4,0.8,28,18,5-10,Sunrise Christian Academy (KS),"Nassau, Bahamas",18.7,11,0.1,1.5,Lourawls Nairn,G,2.8,2014,0.3," 2.8 Pts, 1.1 Reb, 3.3 Ast",michigan-state,0.9,1.1,per_game,170
524,0.8,0.4,FR,2.0,.690,0.8,1.1,,0.0,0.0,.690,0.8,1.1,.571,0.5,0.8,26,0,6-7,Warren Mott HS,"Troy, MI",10.2,25,0.9,1.2,Kenny Goins,F,2.0,,0.2," 2.0 Pts, 2.9 Reb, 0.8 Ast",michigan-state,0.6,2.9,per_game,230
525,0.6,0.1,SR,1.0,.542,0.4,0.8,,0.0,0.0,.542,0.4,0.8,.733,0.4,0.5,31,1,6-7,Big Horn HS,"Big Horn, WY",6.0,41,0.6,0.9,Colby Wollenman,F,1.2,,0.0," 1.2 Pts, 1.6 Reb, 0.6 Ast",michigan-state,0.5,1.6,per_game,235
526,0.3,0.1,FR,0.3,.545,0.2,0.4,.308,0.2,0.5,.417,0.4,0.9,.700,0.3,0.4,26,0,6-6,Versailles HS,"Versailles, OH",3.3,0,0.3,0.4,Kyle Ahrens,G,1.2,,0.1," 1.2 Pts, 0.6 Reb, 0.3 Ast",michigan-state,0.3,0.6,per_game,210
527,0.2,0.1,JR,0.5,.500,0.3,0.7,,0.0,0.0,.500,0.3,0.7,.692,0.4,0.6,21,0,6-5,Imlay City HS,"Imlay City, MI",2.3,30,0.1,0.4,Matt Van Dyk,F,1.1,,0.1," 1.1 Pts, 0.6 Reb, 0.2 Ast",michigan-state,0.1,0.6,per_game,205
528,0.0,0.0,FR,0.0,,0.0,0.0,.000,0.0,0.3,.000,0.0,0.3,,0.0,0.0,3,0,6-3,North Crowley (TX),"Fort Worth, TX",1.0,51,0.0,0.0,Greg Roy,F,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",michigan-state,0.3,0.0,per_game,200
529,1.6,0.3,SR,2.7,.568,3.5,6.1,.406,1.6,3.9,.504,5.1,10.0,.838,4.6,5.5,35,34,6-5,Bellaire,"Houston, TX",32.9,10,0.5,1.8,Sheldon McClellan,G,16.3,2011,1.0," 16.3 Pts, 3.2 Reb, 1.6 Ast",miami-fl,1.3,3.2,per_game,206
530,4.5,0.2,SR,1.9,.543,2.5,4.6,.341,1.6,4.7,.442,4.1,9.3,.800,2.7,3.4,35,35,5-11,Krop,"Cupey, Puerto Rico",30.1,13,0.7,2.6,Angel Rodriguez,G,12.6,,1.7," 12.6 Pts, 2.5 Reb, 4.5 Ast",miami-fl,2.5,2.5,per_game,180
531,1.2,0.4,JR,3.5,.535,2.4,4.4,.383,1.3,3.4,.469,3.7,7.9,.816,2.4,2.9,35,35,6-6,Princeton Day School,"Ewing, NJ",28.8,5,0.6,2.1,Davon Reed,G,11.1,,0.8," 11.1 Pts, 4.1 Reb, 1.2 Ast",miami-fl,1.3,4.1,per_game,208
532,2.5,0.2,SO,1.8,.475,3.1,6.5,.346,0.3,0.8,.461,3.4,7.4,.734,3.4,4.6,31,1,6-1,Neumann-Goretti HS,"Philadelphia, PA",22.7,0,0.5,1.5,Ja'Quan Newton,G,10.5,2014,0.9," 10.5 Pts, 2.3 Reb, 2.5 Ast",miami-fl,2.1,2.3,per_game,185
533,0.8,1.0,SR,5.9,.535,3.3,6.1,.000,0.0,0.1,.525,3.3,6.2,.576,1.1,1.9,35,35,7-0,Champagnat Catholic HS,"Hialeah, FL",28.4,23,2.7,3.1,Tonye Jekiri,C,7.6,,0.4," 7.6 Pts, 8.6 Reb, 0.8 Ast",miami-fl,1.4,8.6,per_game,244
534,0.5,0.9,SR,4.5,.534,2.4,4.6,.000,0.0,0.2,.510,2.4,4.8,.558,0.8,1.3,32,28,6-8,Lincoln,"Brooklyn, NY",24.9,21,1.5,2.1,Kamari Murphy,F,5.6,,0.4," 5.6 Pts, 6.0 Reb, 0.5 Ast",miami-fl,0.8,6.0,per_game,216
535,0.2,0.2,SR,2.1,.606,0.6,1.1,.448,1.3,2.8,.492,1.9,3.9,1.000,0.3,0.3,31,7,6-10,Harcum College (PA),"Madrid, Spain",13.6,33,0.5,1.8,Ivan Cruz Uceda,F,5.4,,0.2," 5.4 Pts, 2.6 Reb, 0.2 Ast",miami-fl,0.6,2.6,per_game,237
536,0.8,0.3,FR,1.0,.580,0.9,1.5,.429,0.5,1.3,.511,1.4,2.8,.600,0.7,1.2,33,0,6-7,Lakewood Senior HS,"St. Petersburg, FL",12.0,3,0.9,1.2,Anthony Lawrence Jr.,F,4.1,,0.5," 4.1 Pts, 1.9 Reb, 0.8 Ast",miami-fl,0.4,1.9,per_game,207
537,0.7,0.1,SO,0.8,.433,0.8,1.8,.277,0.4,1.4,.364,1.1,3.1,.676,0.7,1.1,34,0,6-6,St. John's College HS,"Washington, DC",11.6,12,0.3,0.6,James Palmer,G,3.4,,0.4," 3.4 Pts, 1.1 Reb, 0.7 Ast",miami-fl,0.4,1.1,per_game,207
538,0.2,0.2,FR,0.4,.625,0.7,1.1,,0.0,0.0,.625,0.7,1.1,.632,0.9,1.4,14,0,6-10,Victory Christian Center School (NC),"Charlotte, NC",5.6,15,0.9,1.2,Ebuka Izundu,C,2.3,,0.1," 2.3 Pts, 1.4 Reb, 0.2 Ast",miami-fl,0.4,1.4,per_game,232
539,0.0,0.0,FR,0.1,.500,0.1,0.2,.571,0.4,0.8,.556,0.6,1.0,,0.0,0.0,9,0,5-10,New Britain HS,"New Britain, CT",1.6,20,0.0,0.3,Mike Robinson,G,1.6,,0.0," 1.6 Pts, 0.1 Reb, 0.0 Ast",miami-fl,0.0,0.1,per_game,170
540,0.0,0.1,SO,0.3,,0.0,0.0,.000,0.0,0.1,.000,0.0,0.1,,0.0,0.0,9,0,6-6,Tilton (NH),"Exeter, NH",1.6,35,0.0,0.1,Chris Stowell,F,0.0,,0.0," 0.0 Pts, 0.3 Reb, 0.0 Ast",miami-fl,0.1,0.3,per_game,208
541,4.9,0.2,SO,3.3,.495,2.8,5.7,.315,1.6,5.1,.410,4.4,10.8,.868,4.4,5.1,36,36,6-3,Bishop O'Connell HS,"Upper Marlboro, MD",32.9,2,0.3,1.9,Melo Trimble,G,14.8,2014,1.3," 14.8 Pts, 3.6 Reb, 4.9 Ast",maryland,2.7,3.6,per_game,190
542,1.9,1.3,JR,5.3,.629,4.0,6.4,.333,0.7,2.2,.554,4.7,8.5,.748,2.1,2.9,36,36,6-9,Shiloh,"Thomasville, GA",26.4,4,1.7,2.8,Robert Carter,F,12.3,2012,0.8," 12.3 Pts, 6.9 Reb, 1.9 Ast",maryland,2.2,6.9,per_game,240
543,0.4,1.6,FR,3.2,.568,4.8,8.4,,0.0,0.0,.568,4.8,8.4,.761,2.9,3.8,35,22,6-11,Dominican HS,"Milwaukee, WI",23.1,33,2.2,2.3,Diamond Stone,C,12.5,2015,0.5," 12.5 Pts, 5.4 Reb, 0.4 Ast",maryland,1.5,5.4,per_game,255
544,1.1,1.0,SR,4.2,.610,2.3,3.8,.396,1.6,4.0,.500,3.9,7.8,.832,2.2,2.6,36,36,6-9,King Philip Regional HS,"Wrentham, MA",30.9,10,1.1,1.9,Jake Layman,F,11.6,2012,1.1," 11.6 Pts, 5.3 Reb, 1.1 Ast",maryland,1.7,5.3,per_game,205
545,3.5,0.1,SR,3.3,.497,2.2,4.5,.422,1.6,3.8,.463,3.8,8.2,.747,2.1,2.8,36,36,6-5,Strake Jesuit College Prep,"Houston, TX",32.9,0,0.3,1.4,Rasheed Sulaimon,G,11.3,2012,1.2," 11.3 Pts, 3.5 Reb, 3.5 Ast",maryland,1.8,3.5,per_game,195
546,0.5,0.2,SO,1.6,.481,0.4,0.8,.347,1.4,4.2,.367,1.8,4.9,.800,0.3,0.4,36,0,6-7,Westtown,"Monmouth Junction, NJ",19.3,11,0.3,1.4,Jared Nickens,G,5.4,2014,0.3," 5.4 Pts, 1.9 Reb, 0.5 Ast",maryland,0.5,1.9,per_game,200
547,0.3,0.8,JR,1.8,.631,1.1,1.8,,0.0,0.0,.631,1.1,1.8,.667,0.7,1.0,36,13,6-11,Massanutten Military Academy,"Centreville, MD",15.8,35,1.0,2.4,Damonte Dodd,F,2.9,,0.1," 2.9 Pts, 2.8 Reb, 0.3 Ast",maryland,0.9,2.8,per_game,245
548,0.6,0.0,SO,0.8,.517,0.5,0.9,.429,0.4,0.9,.474,0.8,1.8,.643,0.3,0.4,32,0,5-11,Notre Dame Prep,"Springfield, MA",8.1,1,0.1,0.7,Jaylen Brantley,G,2.3,,0.2," 2.3 Pts, 1.0 Reb, 0.6 Ast",maryland,0.3,1.0,per_game,170
549,0.1,0.4,SO,1.4,.571,0.8,1.4,.000,0.0,0.0,.558,0.8,1.5,.514,0.7,1.3,29,1,7-1,Canarias Academy,"Kosice, Slovakia",8.6,15,0.5,1.6,Michal Cekovsky,F,2.3,2014,0.2," 2.3 Pts, 1.9 Reb, 0.1 Ast",maryland,0.6,1.9,per_game,235
