,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace,pts,school_name,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
0,59.1,13.0,.477,.297,.259,.350,36,16,6,4,8,101.5,2452,34.2,65.9,2476,Alabama-Birmingham,1.62,1.94,9.7,16.8,51.0,.520,.556,20,12,13,3
1,47.9,5.5,.499,.343,.296,.390,33,9,1,3,5,106.4,1996,32.6,61.2,2156,Albany (NY),-5.18,-0.34,9.2,16.2,53.5,.546,.727,24,15,12,12
2,52.3,9.8,.535,.259,.338,.471,38,4,2,0,3,114.7,2268,34.5,66.5,2911,Arizona,7.41,24.33,10.8,14.2,56.8,.575,.895,34,16,17,8
3,59.2,12.0,.500,.310,.270,.373,36,9,5,2,5,109.6,2525,35.7,70.1,2787,Arkansas,6.79,14.07,10.9,14.3,50.2,.539,.750,27,13,17,7
4,61.1,11.2,.497,.334,.260,.386,34,10,7,2,5,109.2,2048,42.4,62.8,2349,Baylor,9.33,17.85,12.2,16.4,55.9,.530,.706,24,11,16,6
5,58.7,5.5,.567,.480,.225,.324,33,11,5,2,8,109.9,2330,29.0,67.5,2450,Belmont,-2.77,0.35,9.4,17.8,50.3,.589,.667,22,11,12,7
6,49.2,7.0,.537,.416,.236,.324,34,9,4,1,5,110.5,2045,28.4,62.4,2390,Boise State,1.38,10.01,9.5,14.2,52.1,.568,.735,25,14,13,8
7,60.9,7.4,.539,.365,.325,.424,35,10,5,3,3,116.7,2561,34.1,70.7,2931,Brigham Young,5.02,13.53,10.2,14.2,53.2,.584,.714,25,13,13,8
8,51.7,11.3,.487,.303,.306,.426,33,10,6,2,7,108.5,2253,34.5,68.7,2462,Buffalo,1.60,7.93,10.9,14.1,52.0,.533,.697,23,12,11,9
9,47.5,8.8,.484,.287,.279,.408,34,11,6,3,4,105.9,2073,34.7,64.2,2346,Butler,8.62,16.64,9.8,14.3,54.2,.522,.676,23,12,13,7
10,56.2,12.6,.520,.301,.200,.292,34,13,5,3,9,105.2,2113,30.2,63.7,2295,UC-Irvine,0.45,3.63,8.9,15.8,51.2,.544,.618,21,11,10,6
11,51.8,15.4,.495,.297,.249,.371,34,11,5,3,5,102.8,1898,37.3,59.6,2113,Cincinnati,4.40,10.72,10.8,17.7,53.5,.527,.676,23,13,15,6
12,46.1,10.2,.500,.333,.283,.411,34,10,6,2,7,110.0,2121,37.5,65.2,2438,Coastal Carolina,-6.18,-1.02,10.8,15.0,55.7,.537,.706,24,12,14,8
13,60.9,7.5,.556,.456,.203,.287,32,8,4,1,4,117.1,2221,30.0,67.2,2529,Davidson,3.19,11.97,7.9,12.2,50.3,.578,.750,24,14,14,9
14,60.5,7.2,.530,.382,.330,.482,36,9,5,0,6,105.1,2190,23.3,64.2,2439,Dayton,4.06,10.98,10.8,16.1,48.6,.565,.750,27,13,16,5
15,53.5,9.0,.566,.334,.278,.398,39,4,3,1,2,119.4,2502,35.8,65.9,3091,Duke,9.87,24.97,10.7,13.9,53.9,.593,.897,35,15,15,9
16,46.5,13.0,.562,.421,.255,.352,35,9,4,2,6,117.1,2588,29.9,68.3,2820,Eastern Washington,-3.84,0.79,9.1,13.6,50.0,.591,.743,26,14,13,11
17,53.4,14.1,.513,.325,.309,.439,33,11,6,3,4,108.1,2153,34.3,64.6,2340,Georgetown,9.81,15.48,11.6,16.4,52.2,.552,.667,22,12,13,5
18,53.1,13.5,.527,.278,.277,.383,35,10,5,1,8,109.8,2184,30.0,64.3,2499,Georgia State,-2.03,5.47,14.1,14.2,48.9,.563,.714,25,15,12,8
19,55.0,12.4,.485,.311,.331,.477,33,12,7,4,4,102.8,2124,32.2,64.8,2250,Georgia,8.60,12.42,8.4,16.5,53.0,.530,.636,21,11,12,8
20,57.2,8.4,.584,.317,.267,.387,38,3,1,1,1,120.3,2343,34.1,65.2,2989,Gonzaga,5.12,21.12,9.1,13.9,55.5,.606,.921,35,17,15,10
21,46.7,10.5,.456,.326,.286,.438,35,18,8,5,12,96.1,2387,31.8,69.5,2346,Hampton,-7.08,-8.25,9.6,17.3,50.1,.496,.486,17,8,6,5
22,57.2,13.1,.481,.266,.283,.393,30,8,3,2,4,103.2,1727,32.7,61.2,1926,Harvard,-0.25,4.47,11.4,16.0,52.5,.524,.733,22,12,12,9
23,51.2,7.8,.544,.395,.235,.327,34,14,9,4,6,115.3,2438,35.2,66.9,2633,Indiana,7.20,12.94,7.4,14.6,52.2,.573,.588,20,9,15,3
24,58.1,9.7,.543,.368,.254,.365,34,9,6,1,5,111.4,2346,28.3,69.8,2645,Iowa State,9.15,17.94,9.2,13.9,50.5,.571,.735,25,12,15,6
25,58.7,13.1,.481,.302,.282,.380,34,12,6,4,4,107.4,2119,35.6,64.5,2372,Iowa,8.39,15.83,9.9,14.4,52.9,.527,.647,22,12,14,7
26,54.7,12.3,.494,.284,.309,.426,36,9,5,0,5,106.3,2333,34.9,66.7,2561,Kansas,12.13,18.47,9.8,16.3,52.6,.539,.750,27,13,15,5
27,55.0,18.2,.515,.271,.319,.439,39,1,0,0,0,115.5,2118,39.5,63.8,2900,Kentucky,8.67,28.72,10.1,13.6,54.9,.558,.974,38,18,19,10
28,58.9,6.9,.557,.356,.234,.305,33,13,9,5,7,112.9,2409,28.4,64.8,2426,Lafayette,-3.12,-3.37,8.4,15.1,48.3,.589,.606,20,9,11,9
29,57.8,14.0,.503,.284,.229,.335,33,11,7,4,3,103.1,2233,33.9,69.6,2423,Louisiana State,5.63,11.39,10.2,17.3,51.5,.533,.667,22,11,13,8
30,47.7,14.4,.477,.314,.258,.387,36,9,6,4,3,104.5,2154,34.7,65.6,2483,Louisville,8.98,18.12,11.9,14.4,51.8,.512,.750,27,12,15,7
31,60.8,7.5,.494,.366,.328,.474,33,14,7,2,9,100.7,2234,30.9,68.2,2300,Manhattan,-3.34,-1.34,11.6,18.3,48.6,.537,.576,19,13,9,5
32,48.1,11.9,.512,.387,.336,.445,35,7,4,1,4,106.1,2218,28.9,64.7,2417,Maryland,7.63,13.32,7.4,16.7,51.1,.562,.800,28,14,18,6
33,63.7,12.6,.532,.350,.207,.327,39,12,6,4,4,109.7,2482,33.4,63.0,2773,Michigan State,10.00,17.46,8.0,14.9,53.9,.550,.692,27,12,12,7
34,53.1,11.3,.478,.331,.279,.361,34,13,7,7,4,107.9,2326,34.8,67.0,2475,Mississippi,7.01,11.39,9.8,13.9,51.8,.527,.618,21,11,9,8
35,50.2,9.2,.509,.257,.306,.441,34,11,1,2,8,107.5,2033,39.9,62.9,2316,New Mexico State,-3.67,3.71,10.2,18.2,54.9,.548,.676,23,13,15,6
36,46.4,13.1,.493,.322,.243,.354,36,14,8,6,5,108.0,2367,34.0,64.5,2525,North Carolina State,9.72,14.11,5.9,13.5,52.3,.526,.611,22,10,14,5
37,60.1,11.3,.516,.223,.247,.353,38,12,7,5,4,111.6,2616,40.0,69.2,2953,North Carolina,11.76,20.63,9.5,15.1,55.2,.548,.684,26,11,10,7
38,42.4,10.7,.501,.350,.248,.358,33,10,4,0,8,103.7,2057,25.6,61.9,2141,North Dakota State,-3.63,-1.72,7.6,14.0,51.3,.534,.697,23,12,14,5
39,56.4,9.9,.553,.424,.283,.391,35,12,2,2,9,112.0,2385,30.1,67.7,2651,North Florida,-5.94,-0.82,9.0,16.1,50.7,.585,.657,23,12,12,9
40,59.7,9.3,.545,.305,.300,.413,35,12,6,3,7,106.7,2279,30.1,63.5,2397,Northeastern,-1.34,2.03,8.1,19.0,54.2,.581,.657,23,12,9,8
41,53.2,7.8,.559,.399,.292,.398,35,4,2,0,3,111.9,1912,27.0,57.4,2281,Northern Iowa,2.00,12.54,10.2,15.9,51.9,.593,.886,31,16,16,9
42,54.9,9.1,.583,.376,.272,.367,38,6,4,2,2,120.4,2499,27.9,63.7,2963,Notre Dame,7.02,19.23,10.4,12.9,49.8,.612,.842,32,14,17,7
43,55.4,14.6,.542,.319,.236,.347,35,11,7,2,6,113.2,2204,33.5,66.0,2635,Ohio State,7.37,19.68,11.4,14.6,51.5,.567,.686,24,11,18,4
44,49.9,13.7,.507,.388,.281,.387,32,14,10,4,8,103.6,2011,27.8,64.6,2160,Oklahoma State,9.63,12.95,12.1,16.6,48.6,.547,.563,18,8,12,3
45,48.6,12.9,.493,.338,.243,.328,35,11,6,1,6,105.2,2196,31.5,67.4,2501,Oklahoma,9.94,18.65,10.0,15.1,51.1,.532,.686,24,12,14,5
46,51.2,11.0,.524,.339,.217,.286,36,10,5,2,4,109.3,2550,30.8,68.0,2713,Oregon,7.65,11.43,8.3,14.7,50.9,.557,.722,26,13,17,6
47,57.2,13.5,.484,.289,.287,.407,34,12,7,4,6,105.4,2227,35.1,65.7,2370,Providence,9.50,13.71,10.8,15.3,52.9,.526,.647,22,11,13,5
48,61.1,13.6,.502,.324,.285,.417,34,13,6,3,6,106.4,2195,36.5,64.9,2375,Purdue,7.64,12.93,8.3,16.8,53.5,.539,.618,21,12,14,4
49,50.1,8.1,.501,.306,.252,.355,35,15,6,6,8,102.6,2397,31.0,66.7,2414,Robert Morris,-3.50,-3.02,12.8,17.2,47.9,.536,.571,20,12,10,8
50,47.1,14.1,.467,.308,.228,.362,36,9,4,1,5,100.7,1939,35.4,60.8,2226,San Diego State,4.24,11.81,11.2,15.4,52.4,.496,.750,27,14,16,6
