,ast_per_g,blk_per_g,class,drb_per_g,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,height,high_school,hometown,mp_per_g,number,orb_per_g,pf_per_g,player,pos,pts_per_g,rsci,stl_per_g,summary,team_name,tov_per_g,trb_per_g,type,weight
224,0.2,0.8,JR,1.5,.449,1.3,2.8,,0.0,0.0,.449,1.3,2.8,.553,0.6,1.1,35,1,6-11,Progressive Christian Academy,"Fredricksburg, VA",11.0,20,1.1,1.6,Waverly Austin,F,3.1,,0.4," 3.1 Pts, 2.7 Reb, 0.2 Ast",oregon,1.0,2.7,per_game,257
225,0.5,0.4,FR,1.4,.386,0.7,1.9,,0.0,0.0,.386,0.7,1.9,.833,0.9,1.1,37,0,6-8,Bishop Gorman,"Las Vegas, NV",10.4,32,0.9,1.4,Ben Carter,F,2.4,,0.5," 2.4 Pts, 2.3 Reb, 0.5 Ast",oregon,0.6,2.3,per_game,225
226,0.5,0.0,FR,0.3,.519,0.5,1.0,.176,0.1,0.7,.386,0.7,1.7,.696,0.6,0.9,26,2,6-3,Aiken,"Cincinnati, OH",6.9,24,0.3,1.0,Willie Moore,G,2.0,,0.4," 2.0 Pts, 0.7 Reb, 0.5 Ast",oregon,0.9,0.7,per_game,198
227,0.1,0.0,FR,0.5,.556,0.5,0.9,.375,0.3,0.8,.471,0.8,1.7,.714,0.5,0.7,10,0,6-7,Clear Brook,"Houston, TX",5.1,5,0.3,0.2,Fred Richardson,G,2.4,,0.1," 2.4 Pts, 0.8 Reb, 0.1 Ast",oregon,0.2,0.8,per_game,212
228,0.1,0.2,FR,0.6,.538,0.8,1.4,1.000,0.1,0.1,.571,0.9,1.6,.833,0.6,0.7,9,0,6-9,Westview,"Portland, OR",5.7,40,0.1,1.2,Austin Kuemper,C,2.4,,0.0," 2.4 Pts, 0.7 Reb, 0.1 Ast",oregon,0.1,0.7,per_game,225
229,0.1,0.0,JR,0.1,.000,0.0,0.2,.500,0.1,0.2,.250,0.1,0.4,.500,0.1,0.2,11,0,6-3,Oakland,"Sutherlin, OR",2.9,12,0.0,0.6,Coleton Baker,G,0.4,,0.2," 0.4 Pts, 0.1 Reb, 0.1 Ast",oregon,0.1,0.1,per_game,200
230,2.4,0.8,JR,3.9,.478,3.5,7.4,.364,1.6,4.3,.436,5.1,11.8,.760,3.5,4.5,33,33,6-3,Peabody Magnet,"Alexandria, LA",34.1,22,0.5,2.1,Markel Brown,G,15.3,,1.0," 15.3 Pts, 4.4 Reb, 2.4 Ast",oklahoma-state,1.7,4.4,per_game,190
231,1.8,0.2,SO,3.2,.500,4.5,9.0,.240,0.4,1.5,.462,4.8,10.5,.741,3.9,5.3,33,32,6-7,Lincoln,"Dallas, TX",31.9,2,0.8,2.7,Le'Bryan Nash,G,14.0,2011,0.6," 14.0 Pts, 4.1 Reb, 1.8 Ast",oklahoma-state,2.6,4.1,per_game,235
232,0.8,0.0,FR,1.1,.469,0.9,1.9,.338,2.1,6.1,.370,3.0,8.0,.913,2.2,2.4,33,1,5-11,Marcus HS,"Flower Mound, TX",25.3,10,0.4,1.1,Phil Forte,G,10.2,,1.1," 10.2 Pts, 1.5 Reb, 0.8 Ast",oklahoma-state,0.5,1.5,per_game,185
233,0.3,1.5,SO,4.1,.562,2.9,5.2,,0.0,0.0,.562,2.9,5.2,.707,1.0,1.5,28,18,6-8,Palo Duro,"Amarillo, TX",26.0,20,2.0,2.5,Michael Cobbins,F,6.9,2010,0.4," 6.9 Pts, 6.1 Reb, 0.3 Ast",oklahoma-state,0.9,6.1,per_game,230
234,0.6,0.6,FR,2.4,.459,1.5,3.4,.500,0.1,0.1,.461,1.6,3.5,.514,0.5,1.1,33,15,6-8,Lincoln,"Brooklyn, NY",18.1,21,1.6,2.2,Kamari Murphy,F,3.8,,0.2," 3.8 Pts, 3.9 Reb, 0.6 Ast",oklahoma-state,1.1,3.9,per_game,216
235,0.3,1.1,SR,3.7,.620,1.3,2.2,,0.0,0.0,.620,1.3,2.2,.417,0.2,0.4,33,31,6-11,East Ridge,"Chattanooga, TN",17.3,44,2.1,2.8,Philip Jurick,C,2.8,,0.2," 2.8 Pts, 5.8 Reb, 0.3 Ast",oklahoma-state,0.9,5.8,per_game,260
236,1.1,0.1,SO,1.4,.462,1.3,2.8,.235,0.3,1.2,.393,1.6,4.0,.625,0.7,1.1,14,0,6-5,Glen Oaks,"Baton Rouge, LA",15.7,4,0.6,1.4,Brian Williams,F,4.1,,0.8," 4.1 Pts, 1.9 Reb, 1.1 Ast",oklahoma-state,0.9,1.9,per_game,210
237,1.7,0.2,FR,2.1,.422,0.8,2.0,.333,0.8,2.3,.374,1.6,4.3,.739,1.6,2.2,32,29,6-3,Grace Preparatory Academy,"Arlington, TX",22.7,5,0.6,2.3,Je'lon Hornbeak,G,5.6,,1.0," 5.6 Pts, 2.7 Reb, 1.7 Ast",oklahoma,1.6,2.7,per_game,190
238,3.2,0.0,JR,1.5,.484,1.5,3.0,.400,0.2,0.5,.472,1.6,3.5,.696,1.5,2.2,31,8,6-1,Charis Prep,"Greensboro, NC",20.6,1,0.2,1.2,Sam Grooms,G,5.0,,0.3," 5.0 Pts, 1.7 Reb, 3.2 Ast",oklahoma,1.2,1.7,per_game,203
239,1.6,0.1,FR,1.8,.296,0.7,2.2,.250,0.3,1.3,.279,1.0,3.5,.684,0.4,0.6,32,14,6-4,Mount Vernon HS,"Mount Vernon, NY",15.9,11,0.2,1.7,Isaiah Cousins,G,2.7,,0.7," 2.7 Pts, 2.0 Reb, 1.6 Ast",oklahoma,1.3,2.0,per_game,187
240,0.1,0.0,JR,1.2,.158,0.1,0.7,.261,0.2,0.9,.214,0.3,1.6,.667,0.2,0.3,27,0,6-7,Putnam City West,"Oklahoma City, OK",6.8,15,0.3,0.6,Tyler Neal,F,1.1,,0.1," 1.1 Pts, 1.4 Reb, 0.1 Ast",oklahoma,0.3,1.4,per_game,234
241,0.0,0.0,JR,0.7,.500,0.2,0.3,,0.0,0.0,.500,0.2,0.3,1.000,0.3,0.3,6,0,6-10,Del Oro,"Penryn, CA",5.2,32,0.5,0.5,Casey Arent,C,0.7,,0.0," 0.7 Pts, 1.2 Reb, 0.0 Ast",oklahoma,0.0,1.2,per_game,223
242,0.3,0.0,JR,0.0,1.000,0.3,0.3,.000,0.0,0.4,.400,0.3,0.6,,0.0,0.0,8,0,6-2,Loyola,"Los Angeles, CA",1.9,4,0.3,0.1,Nicholas Lucenti,G,0.5,,0.1," 0.5 Pts, 0.3 Reb, 0.3 Ast",oregon,0.0,0.3,per_game,205
243,0.9,0.0,JR,0.7,.359,0.4,1.2,.133,0.1,0.5,.296,0.5,1.6,.533,0.2,0.5,33,0,6-2,Eisenhower,"Rialto, CA",9.5,1,0.3,0.8,Kirby Gardner,G,1.3,,0.4," 1.3 Pts, 1.0 Reb, 0.9 Ast",oklahoma-state,0.6,1.0,per_game,200
244,1.0,0.0,SR,2.0,.833,2.5,3.0,.333,0.5,1.5,.667,3.0,4.5,1.000,2.0,2.0,2,2,6-6,Stoneridge Prep,"LaHabra, CA",19.5,0,1.0,2.5,Jean-Paul Olukemi,G,8.5,,0.5," 8.5 Pts, 3.0 Reb, 1.0 Ast",oklahoma-state,2.0,3.0,per_game,215
245,0.2,0.0,SO,0.6,.571,0.3,0.5,.500,0.1,0.3,.545,0.4,0.8,.143,0.1,0.5,14,0,6-4,Rider (TX),"Wichita Falls, TX",4.1,15,0.4,0.6,Christien Sager,G,1.1,,0.1," 1.1 Pts, 1.0 Reb, 0.2 Ast",oklahoma-state,0.2,1.0,per_game,205
246,0.2,0.2,SO,0.3,.750,0.5,0.7,.167,0.2,1.0,.400,0.7,1.7,1.000,0.3,0.3,6,0,7-0,Canarias Academy,,6.8,14,0.5,1.8,Marek Soucek,F,1.8,,0.5," 1.8 Pts, 0.8 Reb, 0.2 Ast",oklahoma-state,0.2,0.8,per_game,240
247,0.1,0.0,FR,0.2,1.000,0.2,0.2,.000,0.0,0.2,.500,0.2,0.4,,0.0,0.0,9,0,6-3,Henderson County/IMG Academy (FL),"Henderson, KY",1.7,5,0.0,0.0,Ford Stuen,G,0.4,,0.1," 0.4 Pts, 0.2 Reb, 0.1 Ast",oklahoma-state,0.0,0.2,per_game,190
248,0.0,0.0,SO,0.2,.000,0.0,0.1,.250,0.1,0.4,.200,0.1,0.6,,0.0,0.0,9,0,6-2,Stillwater,"Stillwater, OK",1.3,23,0.0,0.2,Alex Budke,G,0.3,,0.0," 0.3 Pts, 0.2 Reb, 0.0 Ast",oklahoma-state,0.1,0.2,per_game,190
249,0.0,0.0,FR,0.0,,0.0,0.0,.000,0.0,0.4,.000,0.0,0.4,.500,0.2,0.4,5,0,5-10,Highland Park,"Dallas, TX",1.8,13,0.0,0.0,James Fraschilla,G,0.2,,0.0," 0.2 Pts, 0.0 Reb, 0.0 Ast",oklahoma,0.2,0.0,per_game,153
250,0.0,0.0,SR,0.6,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,8,0,6-10,Marcus,"Highland Village, TX",1.5,30,0.3,0.1,Mason Cox,F,0.0,,0.0," 0.0 Pts, 0.9 Reb, 0.0 Ast",oklahoma-state,0.4,0.9,per_game,230
251,1.3,0.3,JR,4.2,.500,5.1,10.1,.344,1.9,5.6,.444,7.0,15.8,.834,3.8,4.6,37,37,6-7,Bishop Luers,"Fort Wayne, IN",35.4,1,1.7,1.5,Deshaun Thomas,F,19.8,2010,0.5," 19.8 Pts, 5.9 Reb, 1.3 Ast",ohio-state,1.4,5.9,per_game,215
252,4.6,0.2,JR,3.1,.466,2.8,5.9,.300,0.7,2.4,.417,3.5,8.4,.768,2.3,3.0,37,37,6-2,Liberty Benton,"Findlay, OH",34.1,4,0.5,2.2,Aaron Craft,G,10.0,,2.1," 10.0 Pts, 3.6 Reb, 4.6 Ast",ohio-state,1.9,3.6,per_game,195
253,1.5,0.1,JR,3.6,.477,2.0,4.2,.374,1.3,3.5,.430,3.3,7.7,.687,1.2,1.8,37,37,6-4,Zion-Benton,"Zion, IL",27.4,32,1.2,1.9,Lenzelle Smith,G,9.2,,0.5," 9.2 Pts, 4.8 Reb, 1.5 Ast",ohio-state,1.2,4.8,per_game,210
254,0.5,0.3,SO,2.0,.517,2.0,3.9,.389,0.9,2.4,.468,3.0,6.4,.776,1.4,1.8,37,0,6-8,Life Center Academy (NJ),"Jackson, MS",16.9,10,0.9,1.3,LaQuinton Ross,F,8.3,2011,0.4," 8.3 Pts, 2.9 Reb, 0.5 Ast",ohio-state,1.6,2.9,per_game,220
255,1.0,0.8,SO,2.8,.532,2.2,4.2,.404,0.6,1.5,.498,2.9,5.8,.703,1.4,2.0,37,37,6-7,Whitney Young,"Chicago, IL",25.1,12,0.7,1.5,Sam Thompson,F,7.8,2011,0.7," 7.8 Pts, 3.5 Reb, 1.0 Ast",ohio-state,0.9,3.5,per_game,200
256,0.3,0.7,SR,2.8,.521,2.0,3.8,.000,0.0,0.0,.518,2.0,3.8,.649,1.0,1.5,37,11,6-8,Brandon,"Tampa, FL",16.8,30,1.3,2.5,Evan Ravenel,F,4.9,,0.4," 4.9 Pts, 4.2 Reb, 0.3 Ast",ohio-state,0.8,4.2,per_game,250
257,3.8,0.3,SO,2.0,.432,1.5,3.4,.333,0.3,0.9,.411,1.8,4.3,.627,1.1,1.8,37,0,6-1,Milton,"Alpharetta, GA",20.9,3,0.8,1.8,Shannon Scott,G,4.9,2011,1.7," 4.9 Pts, 2.8 Reb, 3.8 Ast",ohio-state,1.2,2.8,per_game,185
258,5.5,0.2,JR,2.5,.446,3.0,6.7,.344,1.5,4.3,.406,4.5,11.0,.737,2.9,3.9,35,34,6-5,DeMatha,"Bowie, MD",36.3,22,0.3,1.8,Jerian Grant,G,13.3,,1.3," 13.3 Pts, 2.9 Reb, 5.5 Ast",notre-dame,2.9,2.9,per_game,203
259,1.7,0.6,JR,3.4,.585,5.6,9.5,.000,0.0,0.0,.583,5.6,9.5,.700,2.9,4.1,29,3,6-7,Park,"Racine, WI",20.2,32,2.4,2.5,DeQuan Hicks,F,14.0,,1.6," 14.0 Pts, 5.9 Reb, 1.7 Ast",northwestern-state,2.3,5.9,per_game,230
260,0.1,1.4,SO,2.2,.556,1.1,1.9,,0.0,0.0,.556,1.1,1.9,.557,1.3,2.4,37,26,6-11,Detroit Country Day,"Detroit, MI",16.5,23,1.7,2.4,Amir Williams,C,3.5,2011,0.3," 3.5 Pts, 3.9 Reb, 0.1 Ast",ohio-state,0.8,3.9,per_game,250
261,0.3,0.4,FR,1.3,.333,0.1,0.4,.385,0.7,1.7,.375,0.8,2.1,.500,0.3,0.5,15,0,6-5,Findlay Prep,,7.2,33,0.2,0.7,Amedeo Della Valle,G,2.5,,0.3," 2.5 Pts, 1.5 Reb, 0.3 Ast",ohio-state,0.4,1.5,per_game,190
262,0.1,0.2,SO,0.7,.556,0.5,0.9,,0.0,0.0,.556,0.5,0.9,.313,0.3,0.8,19,0,6-8,Battle Creek Central,"Battle Creek, MI",7.6,55,0.5,1.1,Trey McDonald,C,1.3,,0.1," 1.3 Pts, 1.2 Reb, 0.1 Ast",ohio-state,0.4,1.2,per_game,240
263,0.0,0.0,SO,0.3,,0.0,0.0,.000,0.0,0.3,.000,0.0,0.3,.500,0.7,1.3,3,0,6-7,St. Edward HS,"Elyria, OH",1.3,34,0.0,0.0,Jake Lohrbach,F,0.7,,0.0," 0.7 Pts, 0.3 Reb, 0.0 Ast",ohio-state,0.0,0.3,per_game,210
264,0.2,0.0,JR,0.3,.111,0.1,0.9,,0.0,0.0,.111,0.1,0.9,,0.0,0.0,10,0,6-2,Oak Hills,"Cincinnati, OH",2.1,14,0.1,0.2,Alex Rogers,G,0.2,,0.0," 0.2 Pts, 0.4 Reb, 0.2 Ast",ohio-state,0.2,0.4,per_game,200
265,0.8,1.2,SR,6.1,.579,4.9,8.5,.500,0.0,0.1,.579,4.9,8.5,.703,3.2,4.5,35,35,6-9,Glenbrook South,"Glenview, IL",29.3,45,4.0,2.7,Jack Cooley,F,13.1,,0.7," 13.1 Pts, 10.1 Reb, 0.8 Ast",notre-dame,1.4,10.1,per_game,246
266,5.5,0.1,JR,1.9,.454,2.5,5.6,.415,1.4,3.4,.439,3.9,9.0,.654,1.9,3.0,35,35,6-2,Mount Saint Joseph,"Columbia, MD",38.3,0,0.7,1.9,Eric Atkins,G,11.2,,1.4," 11.2 Pts, 2.6 Reb, 5.5 Ast",notre-dame,2.1,2.6,per_game,182
267,2.1,0.3,SO,4.0,.560,1.5,2.6,.377,1.7,4.4,.445,3.1,7.0,.708,1.0,1.4,35,35,6-5,St. John's Prep,"Arlington, MA",32.1,24,0.7,1.5,Pat Connaughton,G,8.9,,0.5," 8.9 Pts, 4.7 Reb, 2.1 Ast",notre-dame,0.9,4.7,per_game,218
268,0.4,0.4,SR,2.2,.549,3.0,5.5,,0.0,0.0,.549,3.0,5.5,.660,1.0,1.6,30,2,6-11,Kenton,"Kenton, OH",15.6,11,1.2,1.4,Garrick Sherman,C,7.0,,0.2," 7.0 Pts, 3.4 Reb, 0.4 Ast",notre-dame,1.2,3.4,per_game,255
269,1.0,0.3,FR,1.2,.440,1.0,2.2,.303,1.1,3.5,.356,2.0,5.7,.818,1.1,1.3,34,0,6-7,Cardinal Ritter,"St. Louis, MO",17.4,1,0.2,1.0,Cam Biedscheid,F,6.2,2012,0.2," 6.2 Pts, 1.4 Reb, 1.0 Ast",notre-dame,0.9,1.4,per_game,205
270,0.8,0.9,SR,2.3,.489,2.3,4.7,,0.0,0.0,.489,2.3,4.7,.743,0.9,1.3,28,16,6-10,Dirigo,"Dixfield, ME",17.5,25,1.2,2.0,Tom Knight,F,5.5,,0.3," 5.5 Pts, 3.5 Reb, 0.8 Ast",notre-dame,0.6,3.5,per_game,258
271,1.3,0.4,SR,5.4,.432,1.1,2.4,.463,1.7,3.7,.450,2.8,6.2,.632,0.7,1.1,18,18,6-8,Valparaiso,"Valparaiso, IN",29.7,14,0.6,2.1,Scott Martin,G,7.9,2007,0.7," 7.9 Pts, 5.9 Reb, 1.3 Ast",notre-dame,0.7,5.9,per_game,218
272,2.1,0.0,SR,1.4,.454,2.6,5.7,.323,1.0,3.1,.408,3.6,8.8,.730,4.1,5.6,32,32,6-0,Huntington,"Shreveport, LA",25.3,3,0.7,1.6,Shamir Davis,G,12.3,,0.8," 12.3 Pts, 2.0 Reb, 2.1 Ast",northwestern-state,1.8,2.0,per_game,185
273,0.9,0.9,SR,3.9,.580,3.2,5.4,.364,1.1,3.1,.502,4.3,8.5,.667,2.1,3.2,32,5,6-8,Booker T. Washington,"Shreveport, LA",21.5,33,1.8,1.8,James Hulbin,F,11.8,,0.6," 11.8 Pts, 5.7 Reb, 0.9 Ast",northwestern-state,1.2,5.7,per_game,232
274,5.2,0.1,FR,2.0,.518,1.8,3.4,.347,1.6,4.5,.421,3.3,7.9,.836,1.9,2.3,32,5,5-10,Bossier HS,"Bossier City, LA",25.2,12,0.5,2.0,Jalan West,G,10.2,,2.3," 10.2 Pts, 2.5 Reb, 5.2 Ast",northwestern-state,1.9,2.5,per_game,175
275,2.2,0.1,JR,1.2,.516,2.6,5.0,.288,0.6,2.1,.449,3.2,7.0,.603,1.1,1.8,32,0,6-0,Wichita North,"Wichita, KS",18.6,22,0.5,1.9,Brison White,G,8.0,,1.6," 8.0 Pts, 1.7 Reb, 2.2 Ast",northwestern-state,1.3,1.7,per_game,185
276,0.6,0.2,SR,1.7,.554,2.2,3.9,.294,0.3,1.1,.497,2.5,5.0,.582,1.0,1.8,31,6,6-4,Natchitoches Central,"Natchitoches, LA",16.1,34,1.2,2.1,Gary Roberson,G,6.3,,0.4," 6.3 Pts, 2.9 Reb, 0.6 Ast",northwestern-state,1.0,2.9,per_game,240
277,0.9,0.3,JR,2.1,.457,1.0,2.2,.310,0.8,2.7,.376,1.8,4.9,.725,0.9,1.3,32,27,6-4,Vidalia,"Vidalia, LA",18.0,44,0.8,1.2,Gary Stewart,G,5.4,,0.5," 5.4 Pts, 2.8 Reb, 0.9 Ast",northwestern-state,1.4,2.8,per_game,197
278,0.3,1.3,SO,2.8,.518,1.8,3.6,.273,0.1,0.3,.496,1.9,3.9,.690,0.9,1.3,32,26,6-8,Zwolle,"Zwolle, LA",15.9,40,1.3,1.9,Marvin Frazier,C,4.9,,0.6," 4.9 Pts, 4.1 Reb, 0.3 Ast",northwestern-state,0.7,4.1,per_game,220
279,0.2,0.5,FR,1.7,.520,1.6,3.0,,0.0,0.0,.520,1.6,3.0,.682,0.6,0.9,25,0,6-10,New Hampton School,"Marlborough, MA",10.7,2,1.0,1.6,Zach Auguste,F,3.7,,0.4," 3.7 Pts, 2.7 Reb, 0.2 Ast",notre-dame,0.9,2.7,per_game,242
280,0.1,0.0,FR,0.5,.667,0.1,0.2,.167,0.1,0.3,.333,0.2,0.5,1.000,0.2,0.2,18,0,6-9,Avon HS,"Avon, IN",3.3,20,0.1,0.2,Austin Burgett,F,0.6,,0.0," 0.6 Pts, 0.6 Reb, 0.1 Ast",notre-dame,0.1,0.6,per_game,227
281,0.1,0.0,JR,0.3,.333,0.1,0.2,,0.0,0.0,.333,0.1,0.2,,0.0,0.0,15,0,6-3,St Francis,"Los Gatos, CA",2.0,4,0.0,0.0,Patrick Crowley,G,0.1,,0.1," 0.1 Pts, 0.3 Reb, 0.1 Ast",notre-dame,0.1,0.3,per_game,201
282,1.0,0.6,JR,1.8,.593,1.0,1.7,.212,0.2,1.1,.448,1.3,2.8,.714,1.0,1.4,31,25,6-5,Christian Life Academy,"Baton Rouge, LA",18.3,10,1.4,2.2,Patrick Robinson,F,3.7,,0.8," 3.7 Pts, 3.2 Reb, 1.0 Ast",northwestern-state,1.3,3.2,per_game,200
283,0.3,0.6,SR,2.3,.433,1.4,3.3,,0.0,0.0,.433,1.4,3.3,.575,0.7,1.3,32,27,6-9,Mansfield,"Mansfield, LA",15.7,35,1.3,1.6,O.J. Evans,C,3.5,,0.3," 3.5 Pts, 3.7 Reb, 0.3 Ast",northwestern-state,0.7,3.7,per_game,220
284,0.2,0.0,FR,0.4,.286,0.2,0.8,.286,0.2,0.8,.286,0.5,1.6,.000,0.0,0.1,17,3,6-1,Castor,"Castor, LA",5.1,20,0.2,0.6,Dadrian Harris,G,1.2,,0.2," 1.2 Pts, 0.6 Reb, 0.2 Ast",northwestern-state,0.5,0.6,per_game,185
285,0.0,0.1,FR,0.5,.375,0.3,0.8,,0.0,0.0,.375,0.3,0.8,.667,0.4,0.6,10,0,6-7,Salmen,"Slidell, LA",3.2,1,0.4,0.3,Dustin Adams,F,1.0,,0.0," 1.0 Pts, 0.9 Reb, 0.0 Ast",northwestern-state,0.1,0.9,per_game,225
286,0.3,0.1,FR,0.6,.300,0.2,0.6,.000,0.0,0.3,.200,0.2,0.9,.500,0.2,0.4,16,1,6-5,Hornbeck HS,"Hornbeck, LA",5.6,13,0.3,0.6,Matt Killian,F,0.6,,0.3," 0.6 Pts, 0.9 Reb, 0.3 Ast",northwestern-state,0.2,0.9,per_game,180
287,0.0,0.1,FR,0.7,.333,0.1,0.3,.143,0.1,0.7,.200,0.2,1.0,.500,0.3,0.6,10,0,6-7,Salmen,"Slidell, LA",2.4,0,0.1,0.1,Austin Adams,F,0.8,,0.1," 0.8 Pts, 0.8 Reb, 0.0 Ast",northwestern-state,0.4,0.8,per_game,220
288,0.1,0.1,SR,0.4,,0.0,0.0,.000,0.0,0.4,.000,0.0,0.4,.250,0.1,0.5,8,0,6-5,DePaul Catholic,"Livingston, NJ",1.5,15,0.3,0.0,David Ulak,F,0.1,,0.0," 0.1 Pts, 0.6 Reb, 0.1 Ast",northwestern-state,0.0,0.6,per_game,210
289,0.0,0.1,FR,0.4,.000,0.0,0.6,,0.0,0.0,.000,0.0,0.6,.000,0.0,0.2,9,0,6-7,Summit Christian,"West Palm Beach, FL",1.8,11,0.1,0.3,Brandon Williams,F,0.0,,0.2," 0.0 Pts, 0.6 Reb, 0.0 Ast",northwestern-state,0.0,0.6,per_game,205
290,1.1,0.4,SO,4.8,.447,5.8,13.0,.000,0.0,0.1,.445,5.8,13.1,.578,2.8,4.8,36,36,6-9,Norfolk Christian,"Norfolk, VA",30.0,43,2.5,2.3,James Michael McAdoo,F,14.4,2011,1.5," 14.4 Pts, 7.3 Reb, 1.1 Ast",north-carolina,2.7,7.3,per_game,230
291,1.4,0.4,SO,2.4,.486,2.1,4.2,.396,2.6,6.6,.431,4.7,10.9,.779,2.6,3.3,34,14,6-6,Hargrave Military Academy (VA),"Greensboro, NC",23.6,15,1.9,1.9,P.J. Hairston,G,14.6,2011,1.3," 14.6 Pts, 4.3 Reb, 1.4 Ast",north-carolina,1.1,4.3,per_game,220
292,2.9,0.3,JR,4.4,.545,2.4,4.4,.436,2.5,5.8,.483,4.9,10.2,.767,1.6,2.1,35,35,6-7,Kinston,"Kinston, NC",31.4,35,2.0,1.4,Reggie Bullock,G,13.9,2010,1.3," 13.9 Pts, 6.5 Reb, 2.9 Ast",north-carolina,1.2,6.5,per_game,205
293,4.6,0.1,FR,2.5,.368,1.4,3.9,.344,1.3,3.7,.356,2.7,7.6,.836,1.5,1.7,35,34,6-1,Linn-Mar HS,"Marion, IA",29.2,5,0.2,1.7,Marcus Paige,G,8.2,2012,1.4," 8.2 Pts, 2.7 Reb, 4.6 Ast",north-carolina,2.5,2.7,per_game,175
294,4.2,0.1,SR,1.9,.463,2.8,6.1,.174,0.1,0.6,.436,2.9,6.7,.694,1.9,2.7,36,36,6-3,St. Patrick,"Rahway, NJ",27.7,1,0.6,1.6,Dexter Strickland,G,7.8,2009,1.2," 7.8 Pts, 2.4 Reb, 4.2 Ast",north-carolina,1.3,2.4,per_game,180
295,1.2,0.1,JR,1.4,.354,1.0,2.7,.359,1.4,3.9,.357,2.4,6.6,.795,1.0,1.3,30,1,6-5,Briarcrest Christian School,"Memphis, TN",17.9,2,0.7,1.4,Leslie McDonald,G,7.2,2009,0.5," 7.2 Pts, 2.1 Reb, 1.2 Ast",north-carolina,0.7,2.1,per_game,215
296,1.5,1.2,JR,5.5,.522,5.4,10.4,.333,0.1,0.2,.519,5.5,10.6,.612,4.1,6.6,35,33,6-9,Word of God Academy,"Holly Springs, NC",32.4,5,1.9,2.5,C.J. Leslie,F,15.1,2010,1.0," 15.1 Pts, 7.4 Reb, 1.5 Ast",north-carolina-state,3.0,7.4,per_game,200
297,2.2,0.2,JR,2.8,.424,2.8,6.6,.273,0.8,3.0,.377,3.6,9.6,.700,4.3,6.1,37,37,6-3,Enloe,"Bronx, NY",30.9,30,1.4,2.2,Lamont Middleton,G,12.4,,0.9," 12.4 Pts, 4.1 Reb, 2.2 Ast",north-carolina-at,2.8,4.1,per_game,205
298,0.3,0.5,FR,2.3,.511,2.5,4.9,,0.0,0.0,.511,2.5,4.9,.577,0.4,0.7,36,2,6-9,Edisto HS,"Orangeburg, SC",10.6,11,0.9,1.6,Brice Johnson,F,5.4,2012,0.5," 5.4 Pts, 3.2 Reb, 0.3 Ast",north-carolina,0.5,3.2,per_game,228
299,0.7,0.1,FR,0.9,.549,1.1,2.0,.091,0.0,0.3,.488,1.1,2.3,.385,0.3,0.7,35,0,6-6,Menomonee Falls,"Menomonee Falls, WI",8.6,25,0.8,0.8,J.P. Tokoto,F,2.6,2012,0.5," 2.6 Pts, 1.7 Reb, 0.7 Ast",north-carolina,0.9,1.7,per_game,200
300,0.2,0.3,FR,1.5,.509,1.0,1.9,,0.0,0.0,.509,1.0,1.9,.563,0.3,0.5,30,3,6-10,Dwyer HS,"West Palm Beach, FL",9.4,0,0.9,1.2,Joel James,F,2.2,2012,0.2," 2.2 Pts, 2.4 Reb, 0.2 Ast",north-carolina,0.7,2.4,per_game,280
301,0.3,0.1,SO,0.8,.667,0.8,1.2,,0.0,0.0,.667,0.8,1.2,.643,0.3,0.4,32,0,6-7,Smoky Mountain,"Webster, NC",7.3,21,0.9,0.8,Jackson Simmons,F,1.9,,0.1," 1.9 Pts, 1.8 Reb, 0.3 Ast",north-carolina,0.2,1.8,per_game,225
302,0.1,0.8,SO,0.9,.543,0.5,1.0,,0.0,0.0,.543,0.5,1.0,.214,0.1,0.4,36,18,6-10,New Egypt,"Cream Ridge, NJ",9.3,14,0.7,0.8,Desmond Hubert,F,1.1,,0.2," 1.1 Pts, 1.7 Reb, 0.1 Ast",north-carolina,0.4,1.7,per_game,225
303,1.2,0.0,SO,0.2,,0.0,0.0,1.000,0.1,0.1,1.000,0.1,0.1,1.000,0.1,0.1,20,0,6-0,Ravenscroft,"Raleigh, NC",4.1,4,0.0,0.3,Luke Davis,G,0.4,,0.2," 0.4 Pts, 0.2 Reb, 1.2 Ast",north-carolina,0.4,0.2,per_game,178
304,0.2,0.0,JR,0.0,.250,0.1,0.3,.333,0.1,0.2,.286,0.2,0.5,,0.0,0.0,13,0,6-0,Mount Airy,"Mount Airy, NC",1.4,3,0.1,0.2,Wade Moody,G,0.4,,0.1," 0.4 Pts, 0.1 Reb, 0.2 Ast",north-carolina,0.3,0.1,per_game,175
305,1.7,0.9,SR,7.1,.570,5.2,9.2,,0.0,0.0,.570,5.2,9.2,.648,2.3,3.5,35,35,6-8,Wheeler,"Marietta, GA",31.6,1,3.7,3.0,Richard Howell,F,12.7,2009,1.0," 12.7 Pts, 10.9 Reb, 1.7 Ast",north-carolina-state,1.6,10.9,per_game,257
