,year,school_name,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,max,final
692,2010,UNC,6,6,11,10,11,10,10,9,9,12,24,0,0,0,0,0,0,0,0,6,0
720,2010,UNLV,0,0,0,24,18,0,0,0,0,0,0,0,0,23,0,0,0,0,0,18,0
721,2010,UTEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0,24,0
750,2010,Vanderbilt,0,0,24,0,0,0,0,0,0,0,0,21,18,22,17,16,13,20,21,13,21
751,2010,Villanova,5,5,4,3,3,8,8,8,6,4,4,3,2,4,3,7,9,10,9,2,9
780,2010,Wake Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0
781,2010,Washington,14,14,14,12,17,24,22,17,24,0,0,0,0,0,0,0,0,0,0,12,0
805,2010,West Virginia,8,8,8,7,6,6,6,6,8,10,11,9,6,5,8,8,10,7,6,5,6
806,2010,Wisconsin,0,0,0,0,20,0,0,23,17,13,18,16,16,11,14,17,15,13,16,11,16
826,2010,Xavier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,25,24,25
