,year,school_name,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,max,final
9,2009,Arizona State,15,15,14,19,20,20,20,17,20,16,17,14,24,18,14,14,21,23,19,14,19
15,2009,BYU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0
27,2009,Baylor,0,0,0,24,22,21,21,19,23,21,0,0,0,0,0,0,0,0,0,19,0
37,2009,Boston College,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,0
60,2009,Butler,0,0,0,0,0,0,0,25,21,17,16,13,11,15,21,24,22,16,22,11,22
61,2009,California,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,0
83,2009,Clemson,0,0,0,0,0,25,22,20,12,10,10,12,10,12,13,12,18,17,24,10,24
84,2009,Davidson,20,21,24,22,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
107,2009,Dayton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0
132,2009,Duke,8,10,7,4,7,6,5,5,2,3,2,1,4,6,9,7,7,9,6,1,6
159,2009,Florida,19,18,17,23,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,17,0
187,2009,Florida State,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,24,22,16,16,16
211,2009,Georgetown,22,22,21,20,19,15,12,11,9,13,12,25,0,0,0,0,0,0,0,9,0
212,2009,Gonzaga,10,9,9,5,4,8,7,16,0,0,23,20,18,19,17,17,14,12,10,4,10
236,2009,Illinois,0,0,0,0,0,0,0,0,0,0,25,19,23,22,18,20,23,0,0,18,0
237,2009,Kansas,24,24,22,0,25,0,0,0,0,0,0,0,21,16,15,15,9,11,14,9,14
259,2009,Kentucky,0,0,0,0,0,0,0,0,0,0,0,24,19,0,0,0,0,0,0,19,0
260,2009,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,12,20,21,12,21
290,2009,Louisville,3,3,3,11,9,9,19,18,23,20,9,7,5,5,7,6,6,5,1,1,1
314,2009,Marquette,16,15,15,25,24,24,0,0,18,14,11,8,8,10,10,8,13,21,23,8,23
315,2009,Memphis,13,13,18,18,17,23,0,0,0,0,22,18,14,8,5,5,5,4,3,3,3
347,2009,Miami (FL),17,17,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
348,2009,Michigan,0,0,0,0,0,0,24,23,0,25,0,0,0,0,0,0,0,0,0,23,0
382,2009,Michigan State,6,5,5,13,18,19,11,10,8,7,7,9,13,9,6,9,8,7,8,5,8
418,2009,Minnesota,0,0,0,0,0,0,23,21,22,18,21,0,0,0,0,0,0,0,0,18,0
419,2009,Missouri,0,0,0,0,0,0,25,0,0,0,0,0,0,17,11,11,15,14,9,9,9
454,2009,Notre Dame,9,8,8,7,12,12,8,7,13,12,19,0,0,0,0,0,0,0,0,7,0
489,2009,Ohio State,0,0,0,0,21,17,15,24,0,0,0,0,0,24,0,0,0,0,0,15,0
490,2009,Oklahoma,12,12,11,6,5,4,4,4,6,6,6,4,2,2,2,3,4,6,7,2,7
520,2009,Pitt,5,6,4,3,3,3,3,3,1,1,4,3,6,4,4,1,3,2,4,1,4
554,2009,Purdue,11,11,10,9,14,13,10,9,14,19,18,16,12,20,19,16,19,24,17,9,17
555,2009,Saint Mary's,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0
589,2009,Syracuse,0,0,0,16,13,11,17,13,11,8,8,15,20,23,24,0,25,18,13,8,13
590,2009,Tennessee,14,14,12,10,8,16,16,14,15,24,0,0,0,0,0,0,0,0,0,8,0
621,2009,Texas,7,7,6,8,6,5,9,8,7,11,14,11,16,0,0,25,0,0,0,5,0
622,2009,UCLA,4,4,13,12,16,14,13,12,10,9,13,17,15,11,20,22,20,15,18,4,18
655,2009,UConn,2,2,2,2,2,2,2,2,5,4,3,2,1,1,1,2,1,3,5,1,5
685,2009,UNC,1,1,1,1,1,1,1,1,3,5,5,5,3,3,3,4,2,1,2,1,2
713,2009,USC,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
714,2009,Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25
742,2009,Utah State,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,21,0
743,2009,Villanova,23,23,20,17,15,18,18,15,18,23,20,21,17,13,12,10,11,10,11,10,11
772,2009,Wake Forest,21,20,19,15,11,10,6,6,4,2,1,6,7,7,8,13,10,8,12,1,12
773,2009,Washington,0,0,0,0,0,0,0,0,0,0,0,23,22,0,22,21,16,13,15,13,15
798,2009,West Virginia,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0
799,2009,Wisconsin,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
821,2009,Xavier,0,0,16,14,10,7,14,22,16,15,15,10,9,14,16,19,17,19,20,7,20
