,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace,pts,school_name,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
0,49.2,8.6,.488,.261,.315,.420,34,15,7,3,11,103.3,2174,31.9,63.0,2239,Albany (NY),-5.22,-3.31,8.5,17.1,52.5,.539,.559,19,9,10,7
1,65.8,9.9,.558,.358,.248,.350,33,13,5,3,9,103.4,1951,26.5,60.7,2081,American,-3.25,0.69,9.8,20.7,50.6,.584,.606,20,13,11,9
2,56.3,12.8,.524,.371,.295,.425,33,12,8,1,7,107.2,2291,24.5,69.0,2486,Arizona State,7.41,13.32,7.2,14.5,48.4,.558,.636,21,10,16,4
3,57.6,11.5,.517,.264,.270,.410,38,5,3,0,3,112.3,2225,36.4,64.1,2769,Arizona,9.04,23.36,9.0,13.2,55.1,.546,.868,33,15,18,8
4,58.7,14.0,.521,.344,.306,.450,38,12,9,4,5,115.1,2577,40.6,64.2,2843,Baylor,10.11,15.80,8.0,14.7,54.8,.556,.684,26,9,13,5
5,53.8,7.3,.503,.228,.334,.483,35,12,5,1,7,111.9,2706,34.7,73.5,2931,Brigham Young,5.72,11.63,9.6,12.8,53.3,.545,.657,23,13,14,5
6,52.3,8.0,.466,.354,.224,.326,34,20,10,6,12,103.5,2163,31.8,60.8,2141,Cal Poly,1.69,-1.34,9.6,12.4,48.8,.501,.412,14,6,6,3
7,52.8,16.0,.477,.309,.274,.387,34,7,3,1,3,107.5,1986,39.1,63.6,2325,Cincinnati,5.28,15.26,12.4,14.4,53.2,.519,.794,27,15,18,7
8,42.0,8.6,.491,.319,.266,.385,34,13,5,5,7,104.2,2326,35.1,68.6,2458,Coastal Carolina,-6.31,-5.21,9.2,16.9,53.2,.528,.618,21,11,14,6
9,48.8,9.0,.483,.304,.346,.483,35,12,8,2,6,103.7,2387,34.0,67.0,2457,Colorado,8.80,10.80,8.7,16.8,54.3,.534,.657,23,10,16,5
10,50.3,15.2,.515,.343,.298,.383,40,8,6,3,4,108.9,2529,30.4,65.5,2873,Connecticut,8.63,17.23,10.7,15.2,50.2,.562,.800,32,12,14,6
11,64.2,3.8,.589,.446,.252,.339,35,8,4,0,4,120.6,2376,27.7,65.3,2756,Creighton,7.17,18.03,6.1,13.3,51.7,.616,.771,27,14,16,7
12,51.9,7.3,.524,.319,.277,.406,37,11,6,4,4,109.6,2478,34.0,65.4,2671,Dayton,5.34,10.55,9.1,15.5,52.7,.555,.703,26,10,13,7
13,40.3,8.5,.504,.345,.312,.439,35,10,2,2,7,111.7,2648,29.1,70.9,2782,Delaware,-1.10,2.73,8.4,11.6,48.1,.546,.714,25,14,10,11
14,54.8,7.4,.538,.397,.283,.388,35,9,5,0,5,119.4,2359,34.5,65.5,2745,Duke,8.48,19.51,10.6,12.1,51.5,.574,.743,26,13,17,4
15,56.5,6.4,.574,.446,.331,.441,34,10,5,2,6,116.3,2411,23.6,67.5,2677,Eastern Kentucky,-4.34,0.60,13.0,14.1,44.3,.611,.706,24,11,12,8
16,53.9,8.6,.522,.346,.283,.424,39,3,0,0,2,111.1,2253,34.7,62.9,2727,Florida,8.54,20.69,11.2,14.5,53.8,.552,.923,36,18,17,10
17,54.9,11.2,.515,.284,.304,.466,33,9,5,1,5,107.3,2211,35.1,68.0,2415,George Washington,4.42,10.60,10.4,16.2,52.5,.546,.727,24,11,14,6
18,54.0,10.2,.560,.328,.286,.404,36,7,3,0,4,114.1,2372,30.6,68.1,2761,Gonzaga,5.36,15.56,9.7,15.2,52.3,.590,.806,29,15,15,8
19,57.1,13.4,.519,.283,.347,.480,32,5,1,1,3,111.6,1952,32.8,64.6,2343,Harvard,-0.47,10.79,11.6,15.0,52.1,.564,.844,27,13,11,11
20,62.4,7.0,.542,.375,.252,.364,36,8,7,1,6,113.9,2678,28.8,71.7,2989,Iowa State,9.88,18.52,8.2,12.6,51.1,.569,.778,28,11,15,4
21,57.9,13.5,.511,.275,.333,.453,33,13,9,4,6,115.0,2321,37.7,69.9,2689,Iowa,7.43,18.58,10.0,13.3,54.7,.558,.606,20,9,13,4
22,63.0,8.0,.488,.325,.264,.403,33,13,8,2,7,104.2,2159,34.7,65.6,2280,Kansas State,8.47,12.14,9.4,15.6,50.7,.520,.606,20,10,15,2
