,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace,pts,school_name,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
0,50.3,14.7,.519,.355,.281,.419,36,16,10,4,8,103.0,2543,29.3,70.2,2604,Alabama,10.64,12.34,9.0,17.8,50.3,.550,.556,20,8,12,2
1,51.6,9.9,.538,.413,.303,.413,32,12,10,4,6,113.6,2395,27.9,72.2,2645,Arizona State,6.56,14.37,9.0,13.0,49.0,.576,.625,20,8,13,4
2,52.6,12.0,.563,.321,.281,.370,35,8,4,1,3,115.6,2509,33.2,68.7,2818,Arizona,6.84,15.67,7.1,15.3,55.6,.598,.771,27,14,15,8
3,49.9,13.8,.538,.321,.255,.374,35,12,8,2,7,111.8,2647,28.7,71.3,2819,Arkansas,9.85,14.76,8.6,13.2,48.9,.565,.657,23,10,15,3
4,53.1,15.2,.508,.432,.308,.398,34,8,5,1,4,111.4,2488,31.8,73.5,2783,Auburn,7.29,15.97,10.1,14.1,51.7,.557,.765,26,13,15,7
5,52.3,10.4,.539,.392,.306,.425,35,10,2,1,8,110.3,2559,26.9,72.4,2837,Bucknell,-3.46,4.48,7.5,15.1,50.8,.576,.714,25,16,15,10
6,54.0,10.1,.549,.406,.208,.298,36,9,3,1,5,113.3,2742,31.6,73.9,3047,Buffalo,0.25,7.99,8.4,14.3,51.4,.572,.750,27,15,14,8
7,47.9,8.2,.540,.374,.202,.261,35,14,9,3,7,110.9,2540,27.1,69.7,2763,Butler,10.55,16.92,9.3,13.9,51.3,.570,.600,21,9,14,3
8,50.1,8.6,.516,.291,.316,.433,32,12,6,4,7,102.7,2245,26.8,70.0,2318,Cal State Fullerton,-1.02,-0.92,8.9,18.0,51.1,.559,.625,20,10,9,7
9,60.4,15.8,.512,.353,.249,.360,36,5,2,1,2,112.2,2071,38.4,66.2,2673,Cincinnati,3.53,20.25,10.7,14.1,55.6,.543,.861,31,16,15,9
10,51.5,13.3,.529,.399,.253,.335,35,10,7,1,6,108.5,2307,27.0,67.6,2584,Clemson,9.25,17.17,8.3,15.3,51.7,.566,.714,25,11,15,4
11,44.2,9.8,.527,.378,.277,.367,34,8,4,0,6,111.1,2331,25.6,65.9,2536,College of Charleston,-3.29,1.83,7.8,13.2,49.6,.567,.765,26,14,14,7
12,58.3,6.7,.575,.450,.194,.259,33,12,8,2,7,113.7,2444,22.3,72.9,2756,Creighton,8.10,16.35,7.7,13.9,51.0,.599,.636,21,10,16,4
13,61.3,6.1,.574,.484,.196,.246,33,12,5,1,8,115.6,2240,22.3,65.3,2519,Davidson,2.57,11.02,7.1,13.1,50.8,.602,.636,21,13,11,6
14,57.6,12.4,.559,.363,.246,.346,37,8,5,1,5,118.5,2576,38.6,70.7,3121,Duke,9.71,24.44,10.4,14.7,55.5,.586,.784,29,13,15,6
15,52.6,14.0,.532,.368,.256,.370,35,12,9,2,7,109.4,2551,31.7,72.2,2806,Florida State,8.50,15.79,9.4,15.4,51.8,.562,.657,23,9,13,4
16,49.8,12.7,.507,.403,.234,.326,34,13,7,5,4,109.6,2353,28.7,68.4,2577,Florida,10.08,16.67,10.1,12.3,48.5,.540,.618,21,11,12,5
17,48.6,15.1,.540,.413,.205,.303,35,11,6,3,6,108.7,2356,25.6,68.0,2614,Georgia State,-2.78,3.23,10.6,14.5,47.7,.562,.686,24,12,11,9
18,50.1,9.6,.570,.394,.227,.321,37,5,1,1,1,118.0,2505,32.4,69.8,3091,Gonzaga,2.59,18.43,8.9,13.9,56.0,.593,.865,32,17,15,10
19,53.0,9.0,.533,.372,.234,.326,35,8,4,0,5,111.9,2271,33.4,68.5,2685,Houston,4.16,15.99,9.1,14.9,54.6,.563,.771,27,14,15,6
20,56.6,7.6,.539,.408,.223,.302,34,14,7,3,8,109.1,2602,24.3,71.5,2702,Iona,-2.19,0.76,9.2,14.3,47.2,.569,.588,20,11,8,7
21,54.4,9.3,.525,.368,.248,.338,37,12,8,3,5,106.3,2478,25.5,66.6,2630,Kansas State,8.74,12.84,11.9,15.3,47.4,.560,.676,25,10,14,6
22,55.7,10.9,.575,.412,.191,.270,39,8,5,3,3,115.3,2803,28.8,70.3,3174,Kansas,11.87,21.39,9.2,14.6,50.3,.594,.795,31,13,14,8
23,49.0,13.7,.518,.258,.307,.440,37,11,8,2,6,109.6,2599,35.3,69.8,2840,Kentucky,10.73,17.24,8.0,15.8,53.6,.555,.703,26,10,16,4
24,56.0,8.0,.518,.399,.291,.405,33,10,4,2,7,105.0,2564,28.3,77.0,2708,Lipscomb,-3.80,-2.10,8.4,16.9,52.2,.557,.697,23,10,13,10
25,47.3,7.6,.523,.397,.266,.382,35,17,8,4,11,105.3,2674,29.6,72.9,2696,Long Island University,-8.19,-8.61,7.6,17.0,51.0,.555,.514,18,10,12,5
26,59.7,6.8,.577,.357,.231,.319,38,6,3,1,4,108.4,2377,21.8,66.0,2721,Loyola (IL),1.81,10.38,9.6,17.3,51.3,.602,.842,32,15,14,9
27,59.0,12.7,.548,.453,.256,.335,36,11,6,2,8,108.6,2849,22.2,76.4,3017,Marshall,0.44,4.21,9.1,15.5,46.7,.583,.694,25,12,15,6
28,59.1,7.3,.531,.450,.198,.307,36,11,4,2,7,105.6,2466,26.8,69.2,2630,Maryland-Baltimore County,-3.84,-2.02,10.8,15.5,49.1,.550,.694,25,12,15,9
29,48.5,11.0,.531,.360,.192,.291,32,10,7,3,4,107.9,2173,29.1,67.8,2361,Miami (FL),6.96,12.83,9.6,14.6,50.6,.551,.688,22,11,11,8
30,67.6,18.5,.569,.363,.268,.359,35,5,2,1,1,117.2,2271,36.8,68.2,2807,Michigan State,7.10,22.41,6.0,16.4,57.6,.601,.857,30,16,16,8
31,53.6,8.1,.545,.433,.203,.307,41,8,5,1,5,110.8,2596,24.9,65.9,3019,Michigan,9.41,19.03,9.6,12.4,50.3,.564,.805,33,13,15,6
32,55.8,11.3,.537,.453,.286,.390,33,13,8,3,6,107.1,2246,31.1,67.3,2399,Missouri,9.19,13.81,7.6,18.3,53.2,.573,.606,20,10,13,5
33,45.3,9.2,.513,.272,.273,.386,34,8,2,0,6,108.7,2329,33.1,70.0,2625,Montana,-2.25,6.28,10.9,15.0,53.3,.549,.765,26,16,14,8
34,54.1,8.7,.558,.399,.280,.381,32,6,2,2,3,115.3,2117,33.0,68.2,2515,Murray State,-3.53,6.87,9.9,15.3,54.1,.591,.813,26,16,14,10
35,57.0,10.9,.548,.404,.269,.363,37,8,3,1,3,115.5,2703,26.2,70.6,3055,Nevada,4.93,14.44,8.7,12.0,49.4,.582,.784,29,15,14,11
36,49.9,8.6,.519,.367,.184,.287,34,6,2,1,3,107.5,2183,34.2,70.1,2572,New Mexico State,-1.10,9.06,7.9,15.2,56.0,.538,.824,28,12,14,8
37,57.4,9.4,.512,.311,.199,.290,35,16,7,2,13,104.2,2425,33.6,68.9,2520,North Carolina Central,-12.31,-13.19,7.4,17.4,53.4,.538,.543,19,9,12,3
38,52.7,12.4,.525,.452,.185,.265,35,8,3,1,6,107.1,2189,34.1,66.9,2562,North Carolina-Greensboro,-3.87,4.54,11.2,17.1,55.0,.548,.771,27,15,16,8
39,55.0,9.2,.534,.344,.238,.342,33,12,7,3,5,112.3,2477,33.3,72.1,2682,North Carolina State,6.70,12.91,10.2,14.3,50.3,.562,.636,21,11,16,4
40,61.0,11.1,.520,.351,.208,.280,37,11,7,3,5,113.4,2711,37.4,71.7,3018,North Carolina,11.78,20.08,8.0,14.0,56.4,.551,.703,26,11,12,6
41,52.5,11.3,.541,.342,.227,.311,34,9,3,2,2,110.9,2297,29.8,68.0,2591,Ohio State,9.03,17.67,8.9,14.9,53.6,.570,.735,25,15,16,6
42,50.2,11.0,.535,.405,.247,.332,32,14,10,2,9,109.7,2614,28.3,76.5,2718,Oklahoma,10.56,13.81,8.4,15.2,49.8,.569,.563,18,8,13,2
43,56.9,7.0,.533,.427,.220,.334,33,9,2,3,4,105.3,2274,23.6,70.2,2506,Pennsylvania,-3.17,2.24,8.2,14.8,51.0,.555,.727,24,12,11,9
44,53.9,9.8,.496,.329,.272,.386,35,14,8,4,7,104.0,2544,28.7,69.5,2575,Providence,10.23,11.12,9.6,15.1,49.6,.534,.600,21,10,13,4
45,57.9,12.5,.577,.401,.265,.356,37,7,3,1,2,117.5,2431,27.3,68.2,2974,Purdue,8.74,23.41,8.3,14.0,51.8,.606,.811,30,15,16,8
46,52.0,9.1,.494,.397,.223,.307,36,13,6,2,10,104.3,2336,33.6,63.4,2422,Radford,-4.08,-2.61,9.7,16.1,52.3,.528,.639,23,12,12,7
47,54.5,9.5,.511,.320,.209,.301,34,8,3,1,4,108.9,2338,30.8,69.2,2583,Rhode Island,4.61,11.81,10.5,13.1,50.0,.539,.765,26,15,15,7
48,54.1,9.4,.519,.360,.255,.357,33,11,7,2,7,109.6,2240,31.8,70.4,2545,San Diego State,3.91,12.23,8.9,14.6,53.7,.553,.667,22,11,13,5
49,54.3,9.1,.529,.330,.246,.352,34,12,8,3,6,110.9,2512,34.0,71.1,2701,Seton Hall,10.11,15.67,8.6,15.2,53.1,.558,.647,22,10,14,5
50,46.6,5.9,.554,.432,.269,.354,35,7,1,0,5,115.6,2599,24.7,72.3,2958,South Dakota State,-0.38,6.84,6.7,12.3,52.2,.590,.800,28,13,15,8
51,53.4,10.8,.516,.337,.305,.405,34,8,4,1,4,109.5,2407,29.2,69.4,2620,St. Bonaventure,2.61,8.87,10.0,14.3,50.5,.561,.765,26,14,13,9
52,49.8,9.7,.544,.316,.280,.398,35,7,4,1,5,109.1,2386,33.3,73.8,2819,Stephen F. Austin,-6.46,2.67,14.0,18.1,52.6,.576,.800,28,14,16,9
53,47.5,17.4,.469,.328,.298,.405,37,14,10,5,6,102.2,2360,34.1,64.3,2466,Syracuse,10.02,12.89,10.7,16.2,52.6,.518,.622,23,8,14,4
54,62.1,12.8,.508,.357,.269,.355,35,9,5,2,4,109.3,2301,33.3,67.1,2584,Tennessee,10.12,18.20,9.4,15.2,51.4,.549,.743,26,13,13,8
