,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace,pts,school_name,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
0,58.3,9.2,.499,.379,.220,.313,36,13,7,2,9,102.9,2365,28.3,67.0,2524,Akron,-1.02,2.15,9.8,15.4,47.9,.530,.639,23,9,14,5
1,55.6,8.2,.508,.405,.213,.297,31,9,4,2,5,105.7,1940,33.4,63.1,2119,Alabama-Birmingham,2.78,8.55,8.2,16.4,51.7,.538,.710,22,12,13,8
2,55.5,13.1,.440,.317,.285,.473,35,18,7,3,14,91.5,2234,35.7,66.5,2146,Alabama State,-10.31,-13.37,10.9,19.6,50.7,.476,.486,17,11,10,4
3,55.3,6.5,.541,.361,.325,.436,38,8,4,0,4,112.8,2580,34.0,66.9,2905,Arizona,7.99,16.54,7.7,16.3,53.1,.583,.789,30,14,17,7
4,52.5,7.4,.488,.317,.292,.423,36,17,9,5,10,103.3,2426,29.9,65.4,2457,Little Rock,-2.97,-4.32,8.9,15.5,48.9,.528,.528,19,7,10,3
5,60.9,9.7,.542,.422,.281,.382,35,5,1,0,4,114.3,2178,37.4,69.2,2790,Belmont,-4.42,13.07,13.9,16.6,52.5,.577,.857,30,19,12,12
6,46.1,10.5,.473,.401,.272,.373,35,14,4,2,10,103.0,2222,34.0,62.7,2270,Boston University,-3.85,-2.48,8.6,16.0,50.2,.517,.600,21,12,12,4
7,52.8,9.9,.518,.382,.292,.382,37,5,2,1,1,113.4,2512,31.2,71.1,3012,Brigham Young,5.76,18.65,11.2,13.1,51.9,.562,.865,32,14,13,10
8,59.4,8.9,.509,.315,.269,.341,34,9,1,1,6,105.9,2174,25.2,66.1,2387,Bucknell,-3.87,2.39,7.1,15.0,49.7,.554,.735,25,13,14,10
9,49.2,4.7,.501,.387,.273,.377,38,10,5,2,6,109.0,2437,33.2,64.5,2707,Butler,5.02,11.53,9.1,14.3,52.3,.541,.737,28,13,12,7
10,61.6,12.2,.523,.373,.281,.373,32,14,8,4,8,102.9,2105,28.4,65.2,2170,UC-Santa Barbara,0.12,1.22,11.0,19.1,49.6,.563,.563,18,8,9,5
11,58.6,10.2,.494,.336,.256,.383,35,9,7,3,4,107.9,2086,38.1,63.6,2412,Cincinnati,6.10,15.41,11.5,14.9,53.2,.526,.743,26,11,15,7
12,54.9,13.2,.503,.345,.270,.385,34,12,7,2,7,104.5,2086,34.2,65.1,2330,Clemson,6.58,13.76,12.2,17.2,51.2,.539,.647,22,9,15,3
13,50.7,13.6,.482,.293,.258,.338,41,9,9,4,5,109.2,2659,38.7,65.1,2967,Connecticut,10.44,17.95,9.5,14.2,52.9,.526,.780,32,9,13,5
14,50.9,9.7,.537,.353,.282,.374,37,5,3,0,4,115.2,2394,35.1,70.2,2993,Duke,8.32,24.51,10.4,14.7,51.9,.576,.865,32,13,17,6
15,51.1,17.5,.490,.333,.253,.381,34,11,5,3,5,99.3,2109,35.6,69.3,2348,Florida State,6.45,13.48,12.2,19.4,53.3,.522,.676,23,11,12,8
16,53.8,9.5,.521,.317,.239,.357,37,8,3,3,2,110.3,2345,37.2,63.9,2667,Florida,7.57,16.27,9.1,15.6,54.0,.547,.784,29,13,14,8
17,55.1,8.9,.532,.308,.266,.386,34,7,2,0,3,111.9,2124,32.9,64.3,2474,George Mason,1.37,11.66,10.1,14.6,51.5,.562,.794,27,16,14,10
18,59.5,11.2,.541,.371,.245,.334,32,11,8,4,5,108.5,2123,33.7,64.8,2258,Georgetown,10.39,14.61,9.3,18.0,52.0,.572,.656,21,10,10,7
19,60.1,12.8,.495,.250,.255,.366,33,12,7,4,4,104.0,2125,36.8,64.6,2267,Georgia,6.13,10.43,9.7,17.2,53.4,.530,.636,21,9,12,7
20,58.2,10.5,.531,.281,.317,.416,35,10,3,2,4,111.3,2307,35.4,68.4,2684,Gonzaga,4.01,13.86,10.5,16.9,54.8,.576,.714,25,11,14,6
21,51.9,14.2,.463,.357,.267,.412,33,9,5,3,5,97.5,2070,29.7,67.3,2197,Hampton,-8.77,-5.20,10.7,15.8,47.0,.499,.727,24,11,8,8
22,63.5,12.1,.529,.314,.206,.282,34,14,9,2,7,106.8,2222,31.7,66.2,2413,Illinois,11.11,16.72,8.3,16.7,51.2,.557,.588,20,9,14,3
23,56.0,12.4,.494,.362,.268,.377,34,14,6,3,8,100.8,2192,30.9,64.8,2253,Indiana State,2.90,3.41,9.5,18.4,50.8,.533,.588,20,12,10,6
24,55.8,12.1,.499,.325,.280,.427,34,11,6,1,5,105.9,2249,40.9,68.8,2477,Kansas State,8.41,14.59,8.9,17.6,54.7,.531,.676,23,10,16,5
25,60.5,10.7,.570,.324,.267,.393,38,3,2,1,1,116.0,2458,36.7,69.7,3084,Kansas,7.62,24.10,11.1,16.3,55.7,.593,.921,35,14,16,9
26,48.1,15.5,.523,.324,.257,.361,38,9,6,0,7,112.8,2412,34.3,66.2,2845,Kentucky,8.91,20.30,8.4,13.7,52.5,.556,.763,29,10,15,3
27,54.2,7.6,.519,.316,.321,.497,33,6,2,2,3,108.9,2466,37.4,75.3,2730,Long Island University,-5.77,2.23,9.8,16.9,52.8,.550,.818,27,16,14,13
28,64.1,13.5,.526,.407,.198,.299,35,10,6,2,6,108.6,2259,34.8,67.8,2623,Louisville,8.20,18.60,13.5,16.1,50.1,.548,.714,25,12,19,4
29,59.0,9.5,.510,.261,.308,.443,37,15,9,4,7,110.2,2546,36.1,68.0,2782,Marquette,8.51,14.89,10.5,15.2,51.7,.549,.595,22,9,14,4
30,57.5,13.4,.504,.324,.269,.396,35,10,6,2,6,103.2,2392,35.3,69.1,2524,Memphis,3.14,6.91,12.1,18.6,50.6,.538,.714,25,10,17,3
31,62.3,13.1,.489,.327,.256,.365,34,15,9,3,8,103.1,2263,34.5,66.0,2338,Michigan State,11.67,13.70,9.7,17.0,52.9,.526,.559,19,9,12,3
32,56.7,6.0,.523,.426,.186,.266,35,14,9,5,5,106.3,2187,25.5,62.1,2328,Michigan,10.68,14.21,7.7,14.2,48.6,.547,.600,21,9,14,5
33,56.8,12.5,.515,.312,.250,.339,34,11,8,1,7,110.3,2435,33.9,72.5,2748,Missouri,6.50,14.77,13.2,14.8,48.6,.552,.676,23,8,17,2
34,49.8,10.2,.509,.321,.270,.401,35,10,5,1,8,106.2,2162,41.6,64.3,2412,Morehead State,-3.13,2.81,13.2,19.1,56.9,.541,.714,25,13,14,8
35,60.5,10.7,.509,.304,.270,.391,33,9,5,4,3,106.0,2077,33.1,67.3,2363,Nevada-Las Vegas,6.00,14.67,12.0,16.0,51.0,.543,.727,24,11,11,8
36,55.8,11.9,.495,.264,.295,.415,34,14,7,5,8,102.9,2333,33.2,70.1,2506,North Carolina-Asheville,-2.89,-0.69,12.7,17.8,49.3,.537,.588,20,11,10,8
37,54.9,13.3,.492,.250,.255,.379,37,8,2,0,3,106.5,2545,37.1,72.6,2868,North Carolina,10.15,18.87,8.6,15.3,54.0,.524,.784,29,14,15,7
