,ast_per_g,blk_per_g,class,drb_per_g,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,height,hometown,mp_per_g,number,orb_per_g,pf_per_g,player,pos,pts_per_g,rsci,stl_per_g,summary,team_name,tov_per_g,trb_per_g,type,weight
12,1.4,0.8,JR,3.6,.490,3.5,7.2,.352,0.5,1.5,.466,4.1,8.7,.765,2.2,2.8,36,36,6-7,"Milwaukee, WI",29.4,1,1.8,2.0,Marcus Landry,F,10.8,,0.4," 10.8 Pts, 5.4 Reb, 1.4 Ast",wisconsin,1.8,5.4,per_game,230
13,2.7,0.1,SR,2.9,.471,2.1,4.4,.412,1.4,3.3,.446,3.4,7.7,.704,1.4,2.0,36,29,6-2,"Madison, WI",31.6,22,0.9,2.5,Michael Flowers,G,9.6,,1.6," 9.6 Pts, 3.9 Reb, 2.7 Ast",wisconsin,2.0,3.9,per_game,183
14,1.4,0.1,SO,1.9,.508,0.9,1.8,.393,1.5,3.8,.429,2.4,5.5,.867,2.0,2.3,36,2,6-2,"Marion, IA",26.3,12,0.4,1.3,Jason Bohannon,G,8.2,2006,0.4," 8.2 Pts, 2.4 Reb, 1.4 Ast",wisconsin,1.1,2.4,per_game,198
15,2.5,0.2,JR,4.4,.530,2.4,4.6,.214,0.2,0.8,.485,2.6,5.4,.750,2.2,2.9,36,36,6-7,"Sioux Falls, SD",31.1,45,2.0,1.8,Joe Krabbenhoft,F,7.6,2005,0.7," 7.6 Pts, 6.5 Reb, 2.5 Ast",wisconsin,1.6,6.5,per_game,219
16,0.7,1.1,SR,2.0,.548,1.5,2.7,,0.0,0.0,.548,1.5,2.7,.826,0.5,0.7,35,7,6-11,"Randolph, WI",11.5,34,1.1,1.5,Greg Stiemsma,C,3.5,2004,0.4," 3.5 Pts, 3.1 Reb, 0.7 Ast",wisconsin,0.7,3.1,per_game,260
17,0.4,0.1,FR,0.7,.478,0.7,1.4,.462,0.4,0.8,.472,1.1,2.3,.483,0.4,0.9,32,0,6-10,"Orono, MN",8.6,30,0.6,0.4,Jon Leuer,F,2.9,2007,0.1," 2.9 Pts, 1.3 Reb, 0.4 Ast",wisconsin,0.6,1.3,per_game,228
18,0.3,0.2,FR,0.3,.250,0.1,0.3,.500,0.1,0.2,.333,0.2,0.5,,0.0,0.0,13,0,6-6,"Indianapolis, IN",3.2,33,0.2,0.5,Joe Hughes,F,0.4,,0.1," 0.4 Pts, 0.5 Reb, 0.3 Ast",xavier,0.1,0.5,per_game,205
19,0.0,0.0,FR,0.3,.000,0.0,0.3,.333,0.1,0.3,.143,0.1,0.6,,0.0,0.0,12,0,6-4,"Memphis, TN",2.5,13,0.0,0.3,Stephen Duckett,G,0.3,,0.3," 0.3 Pts, 0.3 Reb, 0.0 Ast",xavier,0.2,0.3,per_game,190
20,0.4,0.0,JR,0.5,.500,0.7,1.3,.000,0.0,0.1,.455,0.7,1.5,.500,0.3,0.7,15,0,6-7,"Stillwater, MN",6.7,43,0.6,0.7,Kevin Gullikson,F,1.7,,0.1," 1.7 Pts, 1.1 Reb, 0.4 Ast",wisconsin,0.5,1.1,per_game,235
21,0.1,0.0,FR,0.4,.800,0.2,0.2,.400,0.1,0.2,.600,0.3,0.5,.250,0.0,0.2,22,0,6-6,"Oshkosh, WI",4.0,24,0.0,0.3,Tim Jarmusz,F,0.7,,0.0," 0.7 Pts, 0.5 Reb, 0.1 Ast",wisconsin,0.2,0.5,per_game,205
22,0.1,0.0,SR,0.3,.000,0.0,0.1,.429,0.1,0.3,.300,0.1,0.5,.250,0.0,0.2,21,0,5-11,"Glendale, WI",1.6,14,0.0,0.0,Tanner Bronson,G,0.5,,0.1," 0.5 Pts, 0.3 Reb, 0.1 Ast",wisconsin,0.2,0.3,per_game,170
23,0.1,0.1,FR,0.4,.250,0.1,0.4,,0.0,0.0,.250,0.1,0.4,.500,0.2,0.3,19,0,6-8,"Madison, WI",2.4,52,0.5,0.2,Keaton Nankivil,F,0.4,,0.0," 0.4 Pts, 0.8 Reb, 0.1 Ast",wisconsin,0.1,0.8,per_game,240
24,0.0,0.0,FR,0.3,.286,0.3,1.0,.000,0.0,0.1,.250,0.3,1.1,.250,0.1,0.6,7,0,6-11,"Wisconsin Dells, WI",2.1,44,0.4,0.9,J.P. Gavinski,C,0.7,,0.0," 0.7 Pts, 0.7 Reb, 0.0 Ast",wisconsin,0.0,0.7,per_game,255
25,0.1,0.0,JR,0.4,.500,0.2,0.4,,0.0,0.0,.500,0.2,0.4,,0.0,0.0,10,0,6-5,"Milwaukee, WI",1.7,21,0.0,0.1,Morris Cain,G,0.4,,0.0," 0.4 Pts, 0.4 Reb, 0.1 Ast",wisconsin,0.1,0.4,per_game,210
26,0.0,0.0,FR,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,2,0,5-10,"Milwaukee, WI",1.0,2,0.0,0.0,Wquinton Smith,G,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",wisconsin,0.5,0.0,per_game,205
27,0.2,0.0,FR,0.2,.000,0.0,0.1,.000,0.0,0.1,.000,0.0,0.2,,0.0,0.0,10,0,6-4,"Verona, WI",1.5,15,0.0,0.0,Brett Valentyn,G,0.0,,0.1," 0.0 Pts, 0.2 Reb, 0.2 Ast",wisconsin,0.0,0.2,per_game,195
28,2.1,0.8,SR,3.5,.515,5.3,10.3,.397,1.9,4.8,.477,7.2,15.1,.822,4.1,5.0,36,36,6-5,"Indianapolis, IN",30.0,32,1.3,2.4,Courtney Lee,G,20.4,,1.8," 20.4 Pts, 4.9 Reb, 2.1 Ast",western-kentucky,2.3,4.9,per_game,200
29,3.7,0.1,SR,2.2,.461,2.9,6.3,.429,1.9,4.5,.447,4.8,10.8,.673,2.8,4.2,36,36,6-0,"Chicago, IL",27.4,3,0.6,3.0,Tyrone Brazelton,G,14.4,,1.1," 14.4 Pts, 2.8 Reb, 3.7 Ast",western-kentucky,2.8,2.8,per_game,180
30,2.5,0.4,SR,3.2,.465,2.7,5.8,.368,2.2,5.9,.416,4.9,11.7,.713,2.0,2.8,34,34,6-3,"Kinston, NC",31.9,11,0.9,2.3,Michael Jenkins,G,13.9,,1.1," 13.9 Pts, 4.1 Reb, 2.5 Ast",winthrop,1.9,4.1,per_game,195
31,1.4,0.5,SR,4.1,.541,3.7,6.8,.273,0.7,2.6,.467,4.4,9.4,.603,2.1,3.6,34,32,6-7,"Atlanta, GA",28.3,31,1.7,2.5,Taj McCullough,F,11.6,,1.4," 11.6 Pts, 5.8 Reb, 1.4 Ast",winthrop,1.8,5.8,per_game,222
32,4.1,0.1,SR,3.1,.449,1.3,2.9,.434,1.9,4.5,.440,3.2,7.4,.605,1.4,2.4,34,34,5-10,"Winston-Salem, NC",32.9,10,0.4,1.5,Chris Gaynor,G,9.9,,2.9," 9.9 Pts, 3.5 Reb, 4.1 Ast",winthrop,1.6,3.5,per_game,164
33,2.4,1.5,JR,4.5,.480,5.8,12.0,.268,0.3,1.1,.462,6.1,13.2,.814,4.4,5.4,36,34,6-8,"Mount Airy, MD",31.6,11,1.9,2.9,Joe Alexander,G,16.9,,0.7," 16.9 Pts, 6.4 Reb, 2.4 Ast",west-virginia,2.2,6.4,per_game,230
34,1.1,0.1,SO,1.5,.435,1.8,4.1,.436,0.9,2.2,.436,2.7,6.3,.754,1.2,1.6,36,7,6-3,"Shelbyville, KY",18.8,4,0.6,1.6,A.J. Slaughter,G,7.6,,1.1," 7.6 Pts, 2.1 Reb, 1.1 Ast",western-kentucky,1.4,2.1,per_game,180
35,1.1,0.0,SR,1.7,.606,1.1,1.8,.368,1.3,3.5,.450,2.4,5.3,.650,0.4,0.6,36,29,6-3,"Eddyville, KY",21.7,5,0.5,2.1,Ty Rogers,G,6.4,,0.8," 6.4 Pts, 2.3 Reb, 1.1 Ast",western-kentucky,0.7,2.3,per_game,195
36,2.2,0.2,JR,1.3,.475,0.8,1.6,.389,1.0,2.6,.422,1.8,4.3,.792,1.1,1.3,36,0,6-1,"San Antonio, TX",19.0,20,0.4,1.9,Orlando Mendez-Valdez,G,5.7,,1.0," 5.7 Pts, 1.6 Reb, 2.2 Ast",western-kentucky,1.8,1.6,per_game,185
37,0.6,1.5,SO,3.4,.661,2.1,3.2,.421,0.2,0.6,.625,2.4,3.8,.642,1.0,1.6,34,33,6-9,"Crossett, AR",21.1,40,1.8,2.3,Jeremy Evans,F,5.9,,0.5," 5.9 Pts, 5.2 Reb, 0.6 Ast",western-kentucky,1.1,5.2,per_game,196
38,0.6,0.1,SR,2.0,.568,1.5,2.6,.143,0.0,0.2,.539,1.5,2.8,.700,1.8,2.5,36,1,6-7,,18.3,21,1.8,2.0,Boris Siakam,F,4.8,,0.4," 4.8 Pts, 3.9 Reb, 0.6 Ast",western-kentucky,1.4,3.9,per_game,225
39,0.6,0.4,FR,1.6,.514,2.1,4.1,,0.0,0.0,.514,2.1,4.1,.613,0.5,0.9,36,33,6-9,"Bradenton, FL",15.7,35,1.7,3.0,D.J. Magley,F,4.8,,0.6," 4.8 Pts, 3.3 Reb, 0.6 Ast",western-kentucky,0.7,3.3,per_game,265
40,0.9,0.2,FR,2.2,.440,2.5,5.7,.500,0.0,0.1,.441,2.5,5.7,.556,1.5,2.6,34,29,6-7,"Griffin, GA",20.4,42,1.9,2.6,Charles Corbin,F,6.6,,0.5," 6.6 Pts, 4.1 Reb, 0.9 Ast",winthrop,1.3,4.1,per_game,220
41,0.9,0.9,SO,2.8,.483,1.6,3.4,.200,0.2,1.2,.410,1.9,4.6,.677,1.9,2.7,34,25,6-5,"Charlotte, NC",24.7,33,1.6,2.2,Mantoris Robinson,F,5.9,,0.9," 5.9 Pts, 4.4 Reb, 0.9 Ast",winthrop,1.6,4.4,per_game,205
42,0.8,0.1,SR,2.1,.493,2.4,4.8,.188,0.1,0.5,.463,2.5,5.3,.606,1.4,2.4,30,12,6-4,"Clarksville, TN",17.4,21,0.8,1.5,Antwon Harris,G,6.5,,0.5," 6.5 Pts, 2.9 Reb, 0.8 Ast",winthrop,1.4,2.9,per_game,204
43,0.6,0.2,SO,0.7,.447,0.6,1.4,.431,0.7,1.7,.438,1.4,3.1,.600,0.4,0.7,34,0,6-2,"Sumter, SC",10.3,25,0.2,0.9,Byron Faison,G,3.9,,0.2," 3.9 Pts, 0.9 Reb, 0.6 Ast",winthrop,0.5,0.9,per_game,200
44,0.4,0.7,JR,1.8,.404,1.2,2.9,.000,0.0,0.0,.400,1.2,3.0,.465,0.6,1.3,32,2,6-9,,15.5,15,1.7,2.1,Andy Buechert,C,3.0,,0.1," 3.0 Pts, 3.5 Reb, 0.4 Ast",winthrop,1.3,3.5,per_game,235
45,0.7,0.0,FR,0.5,.326,0.4,1.3,.667,0.4,0.6,.438,0.8,1.9,.636,0.2,0.3,34,0,5-10,"Durham, NC",7.5,3,0.0,0.5,Justin Burton,G,2.3,,0.3," 2.3 Pts, 0.6 Reb, 0.7 Ast",winthrop,0.6,0.6,per_game,165
46,0.5,0.6,FR,1.5,.500,0.8,1.7,,0.0,0.0,.500,0.8,1.7,.278,0.3,1.1,33,2,6-8,"Fayetteville, NC",13.3,43,1.1,1.3,George Valentine,F,2.0,,0.5," 2.0 Pts, 2.6 Reb, 0.5 Ast",winthrop,0.6,2.6,per_game,235
47,2.8,0.3,JR,2.6,.623,1.9,3.1,.410,2.6,6.5,.479,4.6,9.5,.826,2.1,2.5,37,37,6-6,"Spring Hill, FL",31.9,22,0.9,2.1,Alex Ruoff,G,13.8,,1.5," 13.8 Pts, 3.5 Reb, 2.8 Ast",west-virginia,1.7,3.5,per_game,220
48,1.7,0.2,SO,3.8,.537,4.1,7.6,.366,0.9,2.5,.495,5.0,10.2,.640,2.0,3.1,37,37,6-7,"Newark, NJ",30.6,1,2.3,2.7,Da'Sean Butler,F,12.9,2006,0.7," 12.9 Pts, 6.2 Reb, 1.7 Ast",west-virginia,1.5,6.2,per_game,230
49,3.2,0.5,SR,2.7,.503,1.9,3.9,.385,1.7,4.4,.441,3.6,8.2,.722,1.8,2.4,37,37,6-3,"Radford, VA",34.6,14,0.6,2.1,Darris Nichols,G,10.7,,1.2," 10.7 Pts, 3.3 Reb, 3.2 Ast",west-virginia,1.1,3.3,per_game,200
50,2.3,0.0,SO,2.5,.460,1.5,3.4,.450,0.2,0.5,.458,1.8,3.9,.649,2.0,3.1,37,0,6-2,"Johnston, RI",18.5,21,0.5,2.2,Joe Mazzulla,G,5.8,,0.9," 5.8 Pts, 3.0 Reb, 2.3 Ast",west-virginia,1.4,3.0,per_game,200
51,0.9,1.6,SO,2.2,.496,1.6,3.3,.250,0.4,1.4,.422,2.0,4.7,.540,0.9,1.7,37,2,6-7,"Summit, NJ",20.2,35,1.5,2.9,Wellington Smith,F,5.2,,0.7," 5.2 Pts, 3.8 Reb, 0.9 Ast",west-virginia,1.2,3.8,per_game,245
52,0.6,0.8,FR,1.4,.475,1.6,3.4,.286,0.3,1.0,.433,1.9,4.4,.380,0.5,1.4,36,3,6-7,"Waldorf, MD",12.4,41,1.1,1.5,John Flowers,F,4.6,,0.4," 4.6 Pts, 2.5 Reb, 0.6 Ast",west-virginia,0.8,2.5,per_game,215
53,0.8,0.1,SR,0.9,.552,0.4,0.8,.183,0.3,1.6,.303,0.7,2.4,.714,0.4,0.6,37,35,7-0,"East Grand Rapids, MI",11.7,43,0.9,1.6,Jamie Smalligan,C,2.2,,0.3," 2.2 Pts, 1.8 Reb, 0.8 Ast",west-virginia,0.5,1.8,per_game,265
54,0.2,0.3,FR,1.7,.413,1.2,2.9,.250,0.1,0.2,.402,1.3,3.1,.708,1.3,1.8,36,0,6-5,"Elizabethtown, KY",11.4,30,1.2,1.2,Steffphon Pettigrew,F,3.8,,0.4," 3.8 Pts, 2.8 Reb, 0.2 Ast",western-kentucky,0.7,2.8,per_game,223
55,0.4,0.4,SR,2.4,.615,1.5,2.4,.000,0.0,0.0,.606,1.5,2.4,.286,0.4,1.3,27,4,6-7,"Macon, GA",16.9,23,1.9,2.0,Mike Walker,F,3.3,,0.4," 3.3 Pts, 4.2 Reb, 0.4 Ast",western-kentucky,0.9,4.2,per_game,225
56,0.1,0.0,SR,0.1,.400,0.1,0.3,.250,0.1,0.5,.308,0.3,0.8,.714,0.6,0.9,16,1,5-11,"Ashland, KY",2.3,14,0.0,0.1,Adam Howard,G,1.3,,0.1," 1.3 Pts, 0.1 Reb, 0.1 Ast",western-kentucky,0.3,0.1,per_game,180
57,0.2,0.1,JR,0.3,.500,0.2,0.4,.500,0.1,0.1,.500,0.3,0.5,.000,0.0,0.1,20,0,6-8,"Bowling Green, KY",,41,0.2,0.4,Matt Maresca,F,0.6,,0.1," 0.6 Pts, 0.4 Reb, 0.2 Ast",western-kentucky,0.2,0.4,per_game,225
58,1.5,2.0,JR,3.0,.667,1.0,1.5,.000,0.0,1.0,.400,1.0,2.5,.800,2.0,2.5,2,0,6-9,,20.0,31,1.0,1.5,Japeth Aguilar,C,4.0,,1.0," 4.0 Pts, 4.0 Reb, 1.5 Ast",western-kentucky,3.0,4.0,per_game,225
59,0.2,0.0,FR,0.5,.250,0.1,0.5,.143,0.1,0.4,.200,0.2,0.9,.000,0.0,0.3,17,0,6-7,"Stone Mountain, GA",,22,0.1,0.4,B.J. Frazier,F,0.4,,0.1," 0.4 Pts, 0.6 Reb, 0.2 Ast",western-kentucky,0.2,0.6,per_game,215
60,0.1,0.0,JR,0.3,.200,0.1,0.3,,0.0,0.0,.200,0.1,0.3,.000,0.0,0.1,17,0,6-2,,2.3,1,0.0,0.1,Desire Gabou,G,0.1,,0.0," 0.1 Pts, 0.3 Reb, 0.1 Ast",western-kentucky,0.2,0.3,per_game,190
61,0.3,0.0,FR,0.8,.500,0.2,0.3,.286,0.2,0.6,.364,0.3,0.9,.125,0.1,0.7,12,0,6-4,,3.7,13,0.3,0.3,Marc-David Vil,G,0.9,,0.1," 0.9 Pts, 1.0 Reb, 0.3 Ast",winthrop,0.6,1.0,per_game,196
62,0.1,0.0,JR,0.3,.500,0.3,0.6,,0.0,0.0,.500,0.3,0.6,,0.0,0.0,7,0,6-5,"Columbia, SC",3.3,44,0.3,0.4,Jonathan Rice,F,0.6,,0.0," 0.6 Pts, 0.6 Reb, 0.1 Ast",winthrop,0.0,0.6,per_game,231
63,0.1,0.0,SO,0.3,.500,0.6,1.3,.444,0.3,0.6,.483,0.9,1.8,.400,0.1,0.3,16,0,6-7,"Scott Depot, WV",2.4,20,0.1,0.4,Josh Sowards,F,2.1,,0.1," 2.1 Pts, 0.3 Reb, 0.1 Ast",west-virginia,0.1,0.3,per_game,215
64,0.5,0.1,JR,0.5,.400,0.1,0.2,.462,0.3,0.6,.444,0.4,0.8,.625,0.2,0.4,22,0,6-2,"New Martinsville, WV",5.1,32,0.0,0.4,Ted Talkington,G,1.2,,0.1," 1.2 Pts, 0.5 Reb, 0.5 Ast",west-virginia,0.3,0.5,per_game,200
65,0.1,0.0,FR,0.5,.625,0.2,0.3,.231,0.1,0.6,.381,0.3,0.9,.750,0.1,0.2,23,0,6-3,"Memphis, TN",2.5,4,0.0,0.1,Jonnie West,G,1.0,,0.1," 1.0 Pts, 0.5 Reb, 0.1 Ast",west-virginia,0.1,0.5,per_game,195
66,0.0,0.0,FR,0.5,.333,0.1,0.2,.500,0.2,0.5,.444,0.3,0.7,1.000,0.2,0.2,13,0,,"West Palm Beach, FL",3.5,31,0.2,0.2,Jarrett Brown,,1.0,,0.2," 1.0 Pts, 0.6 Reb, 0.0 Ast",west-virginia,0.2,0.6,per_game,220
67,2.0,0.5,SR,7.9,.641,6.1,9.5,1.000,0.0,0.0,.642,6.1,9.5,.672,3.8,5.6,34,34,6-7,"Baltimore, MD",35.6,34,2.5,1.8,Will Thomas,F,16.1,,0.9," 16.1 Pts, 10.4 Reb, 2.0 Ast",george-mason,1.5,10.4,per_game,230
68,0.4,0.1,FR,0.5,.273,0.2,0.7,.000,0.0,0.1,.250,0.2,0.8,.429,0.2,0.4,16,0,6-7,"Portsmouth, OH",5.8,2,0.8,1.2,Cam Thoroughman,F,0.6,,0.2," 0.6 Pts, 1.3 Reb, 0.4 Ast",west-virginia,0.3,1.3,per_game,235
69,0.3,0.4,FR,1.3,.200,0.1,0.5,,0.0,0.0,.200,0.1,0.5,.545,0.6,1.1,10,0,6-9,"Clinton, MD",7.5,32,0.7,0.8,Jacob Green,F,0.8,,0.5," 0.8 Pts, 2.0 Reb, 0.3 Ast",west-virginia,0.1,2.0,per_game,220
70,1.6,0.2,SR,3.8,.610,3.2,5.2,.469,3.9,8.4,.523,7.1,13.6,.760,2.1,2.8,34,34,6-6,"Kenner, LA",33.7,32,1.1,1.9,Shan Foster,G,20.3,2004,1.1," 20.3 Pts, 4.9 Reb, 1.6 Ast",vanderbilt,1.7,4.9,per_game,205
71,1.2,1.4,FR,4.7,.591,5.9,10.0,.000,0.0,0.1,.588,5.9,10.1,.769,5.2,6.7,34,33,6-10,,26.4,4,2.1,3.1,A.J. Ogilvy,C,17.0,,0.7," 17.0 Pts, 6.7 Reb, 1.2 Ast",vanderbilt,2.5,6.7,per_game,250
72,3.1,0.0,SR,2.2,.410,1.0,2.4,.401,2.3,5.6,.404,3.3,8.1,.784,2.0,2.6,34,34,5-11,"Pensacola, FL",29.8,3,0.1,1.9,Alex Gordon,G,10.8,,1.0," 10.8 Pts, 2.4 Reb, 3.1 Ast",vanderbilt,2.1,2.4,per_game,170
73,2.0,0.5,SR,4.0,.470,2.8,5.9,.344,0.3,0.9,.453,3.1,6.8,.792,1.8,2.3,34,32,6-9,"Fort Thomas, KY",27.0,41,1.6,2.4,Ross Neltner,F,8.3,,1.0," 8.3 Pts, 5.6 Reb, 2.0 Ast",vanderbilt,2.0,5.6,per_game,240
74,4.6,0.0,SO,1.5,.465,1.2,2.5,.313,0.9,2.9,.384,2.1,5.4,.757,2.5,3.3,34,33,6-3,"DeSoto, TX",27.5,0,0.6,1.8,Jermaine Beal,G,7.6,,0.7," 7.6 Pts, 2.1 Reb, 4.6 Ast",vanderbilt,1.5,2.1,per_game,205
75,0.2,0.2,SR,1.5,.478,1.6,3.3,.444,0.4,0.8,.471,1.9,4.1,.750,1.1,1.4,34,1,6-9,,11.6,11,0.8,1.8,Alan Metcalfe,F,5.3,,0.3," 5.3 Pts, 2.3 Reb, 0.2 Ast",vanderbilt,1.0,2.3,per_game,265
76,2.8,0.0,FR,1.0,.200,0.1,0.4,.346,0.8,2.3,.323,0.9,2.7,.500,0.1,0.3,34,0,6-1,"Hazel Green, AL",13.5,3,0.2,1.1,Keegan Bell,G,2.7,,0.2," 2.7 Pts, 1.2 Reb, 2.8 Ast",vanderbilt,1.5,1.2,per_game,185
77,0.7,0.4,FR,1.9,.433,0.9,2.0,.400,0.1,0.3,.429,1.0,2.3,.500,0.6,1.3,34,2,6-7,"Fresno, CA",14.1,21,1.1,1.5,Darshawn McClellan,F,2.7,,0.4," 2.7 Pts, 3.0 Reb, 0.7 Ast",vanderbilt,0.8,3.0,per_game,240
78,3.2,0.0,SO,2.6,.443,2.4,5.5,.383,2.3,5.9,.412,4.7,11.4,.779,4.2,5.4,35,34,6-2,"Herndon, VA",32.5,1,0.5,2.1,Scottie Reynolds,G,15.9,2006,1.5," 15.9 Pts, 3.1 Reb, 3.2 Ast",villanova,3.1,3.1,per_game,195
79,1.1,0.9,JR,3.6,.544,4.1,7.5,,0.0,0.0,.544,4.1,7.5,.690,2.3,3.3,35,35,6-9,"Silver Spring, MD",30.0,33,2.9,3.1,Dante Cunningham,F,10.4,,1.3," 10.4 Pts, 6.5 Reb, 1.1 Ast",villanova,2.3,6.5,per_game,230
80,1.1,0.3,FR,1.2,.412,0.8,2.0,.200,0.1,0.3,.385,0.9,2.3,.543,0.6,1.0,34,0,6-8,"Flossmoor, IL",11.2,54,0.8,1.7,Andre Walker,F,2.4,,0.3," 2.4 Pts, 2.0 Reb, 1.1 Ast",vanderbilt,0.8,2.0,per_game,225
81,0.4,0.3,SO,0.7,.324,0.7,2.1,.211,0.1,0.6,.299,0.8,2.6,.545,0.4,0.7,33,1,6-4,"Calera, AL",8.0,34,0.5,0.7,George Drake,G,2.1,,0.4," 2.1 Pts, 1.2 Reb, 0.4 Ast",vanderbilt,0.4,1.2,per_game,215
82,0.3,0.0,FR,0.5,.727,0.5,0.7,.500,0.1,0.1,.692,0.6,0.9,1.000,0.2,0.2,15,0,5-10,"Nashville, TN",4.3,22,0.3,0.6,Jamie Graham,G,1.5,,0.2," 1.5 Pts, 0.7 Reb, 0.3 Ast",vanderbilt,0.4,0.7,per_game,180
83,0.0,0.0,FR,0.1,.800,0.4,0.5,.000,0.0,0.1,.667,0.4,0.5,1.000,0.2,0.2,11,0,6-8,"Charlotte, NC",1.7,50,0.1,0.2,Joe Duffy,F,0.9,,0.1," 0.9 Pts, 0.2 Reb, 0.0 Ast",vanderbilt,0.0,0.2,per_game,225
84,0.0,0.0,FR,0.4,.000,0.0,0.4,.000,0.0,0.4,.000,0.0,0.8,,0.0,0.0,5,0,5-9,"Memphis, TN",0.8,15,0.2,0.0,Elliott Cole,G,0.0,,0.0," 0.0 Pts, 0.6 Reb, 0.0 Ast",vanderbilt,0.0,0.6,per_game,180
