,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,opp_pts,pts,sos,srs,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_JR,num_SR,num_FR,num_SO,num_G,num_F,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,ast_per_g_14,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,blk_per_g_14,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,drb_per_g_14,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_pct_14,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2_per_g_14,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg2a_per_g_14,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_pct_14,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3_per_g_14,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg3a_per_g_14,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_pct_14,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fg_per_g_14,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,fga_per_g_14,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_pct_14,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,ft_per_g_14,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,fta_per_g_14,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,height_14,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,mp_per_g_14,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,orb_per_g_14,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pf_per_g_14,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,pts_per_g_14,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,stl_per_g_14,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,tov_per_g_14,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,trb_per_g_14,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,ast_per_g_15,blk_per_g_15,drb_per_g_15,fg2_pct_15,fg2_per_g_15,fg2a_per_g_15,fg3_pct_15,fg3_per_g_15,fg3a_per_g_15,fg_pct_15,fg_per_g_15,fga_per_g_15,ft_pct_15,ft_per_g_15,fta_per_g_15,height_15,mp_per_g_15,orb_per_g_15,pf_per_g_15,pts_per_g_15,stl_per_g_15,tov_per_g_15,trb_per_g_15,weight_15,ast_per_g_16,blk_per_g_16,drb_per_g_16,fg2_pct_16,fg2_per_g_16,fg2a_per_g_16,fg3_pct_16,fg3_per_g_16,fg3a_per_g_16,fg_pct_16,fg_per_g_16,fga_per_g_16,ft_pct_16,ft_per_g_16,fta_per_g_16,height_16,mp_per_g_16,orb_per_g_16,pf_per_g_16,pts_per_g_16,stl_per_g_16,tov_per_g_16,trb_per_g_16,weight_16,ast_per_g_17,blk_per_g_17,drb_per_g_17,fg2_pct_17,fg2_per_g_17,fg2a_per_g_17,fg3_pct_17,fg3_per_g_17,fg3a_per_g_17,fg_pct_17,fg_per_g_17,fga_per_g_17,ft_pct_17,ft_per_g_17,fta_per_g_17,height_17,mp_per_g_17,orb_per_g_17,pf_per_g_17,pts_per_g_17,stl_per_g_17,tov_per_g_17,trb_per_g_17,weight_17,year
0,North Carolina,ACC,32.77,122.5,89.7,73.1,0.011000000000000001,11.64,108.7,97.1,4.26,33,4,62.6,6.2,0.56,0.304,0.32,0.442,2,0,2,2600,3257,10.66,28.42,17.8,55.1,0.596,14,15,8,0.0,0.0,0.0,0.0,0.0,44.9,0.0,0.0,0.0,0.401,0.0,0.0,0.0,7.0,3,5,2,8,5,2.0,6.9,2.7,1.7,1.5,1.5,1.4,1.3,1.1,0.7,0.5,0.3,0.2,0.2,0.2,1.0,0.7,0.5,0.5,0.3,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,6.9,4.8,3.7,2.5,2.2,1.7,1.3,1.0,0.7,0.5,0.4,0.3,0.2,0.2,0.616,0.595,0.5710000000000001,0.5710000000000001,0.544,0.522,0.519,0.5,0.5,0.474,0.47100000000000003,0.46799999999999997,0.455,0.439,6.2,3.7,3.4,2.9,2.2,1.9,1.4,0.5,0.4,0.4,0.3,0.3,0.2,0.2,10.8,6.2,6.1,5.6,4.8,3.6,2.3,1.1,1.0,0.9,0.8,0.7,0.6,0.5,1.0,0.6,0.44,0.43200000000000005,0.423,0.381,0.35700000000000004,0.35,0.33299999999999996,0.313,0.278,0.25,0.0,0.0,2.2,1.9,1.2,1.1,0.5,0.4,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,5.1,4.4,3.4,2.8,1.2,0.7,0.6,0.5,0.5,0.4,0.1,0.1,0.0,0.0,0.625,0.5670000000000001,0.5479999999999999,0.542,0.541,0.506,0.49,0.489,0.47100000000000003,0.455,0.455,0.455,0.4,0.377,6.2,5.5,4.8,4.2,3.5,2.0,1.7,1.5,0.8,0.4,0.4,0.3,0.3,0.3,11.3,10.9,9.2,8.9,6.9,4.5,4.1,2.8,1.5,1.0,1.0,0.8,0.8,0.7,0.847,0.813,0.758,0.7390000000000001,0.722,0.701,0.7,0.6920000000000001,0.6920000000000001,0.598,0.537,0.5,0.33299999999999996,0.33299999999999996,5.2,3.8,2.8,2.6,2.4,1.3,0.6,0.5,0.4,0.4,0.3,0.2,0.2,0.1,6.8,4.5,3.8,3.7,2.9,2.2,1.1,0.8,0.6,0.6,0.5,0.4,0.4,0.4,83.0,81.0,81.0,81.0,81.0,79.0,78.0,77.0,76.0,75.0,75.0,75.0,74.0,73.0,31.7,26.8,25.9,24.0,22.2,21.8,16.9,16.3,6.3,4.5,3.8,3.0,2.8,2.1,3.8,1.8,1.5,1.5,1.0,0.8,0.6,0.5,0.4,0.3,0.3,0.3,0.1,0.1,2.6,2.5,2.4,2.4,2.0,1.7,1.5,1.2,0.8,0.8,0.5,0.5,0.4,0.3,17.5,16.0,13.1,12.9,11.3,5.5,5.1,3.9,2.3,1.3,1.1,0.8,0.8,0.7,2.0,1.3,1.3,1.2,1.1,0.9,0.7,0.7,0.4,0.4,0.3,0.3,0.1,0.0,3.6,2.5,1.9,1.6,1.5,1.3,1.3,0.9,0.8,0.7,0.5,0.3,0.2,0.2,10.7,6.6,4.3,4.0,3.0,2.8,2.6,1.4,0.9,0.8,0.7,0.7,0.5,0.4,266.0,260.0,238.0,232.0,230.0,230.0,218.0,210.0,207.0,198.0,192.0,190.0,190.0,190.0,0.1,0.0,0.2,0.25,0.0,0.3,0.0,0.0,0.0,0.3,0.2,0.6,0.2,0.1,0.3,71.0,2.0,0.0,0.2,0.5,0.0,0.2,0.2,190.0,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.1,0.0,1.8,0.0,0.2,0.2,0.0,0.2,0.2,190.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.6,0.0,0.1,0.0,0.0,0.1,0.2,188.0,2005
1,Illinois,B10,32.68,122.3,89.6,64.1,-0.006999999999999999,8.16,107.3,99.1,0.31,37,2,66.6,5.9,0.56,0.38799999999999996,0.21,0.28800000000000003,1,0,1,2382,3002,8.47,24.1,14.3,52.3,0.585,15,15,9,0.0,0.0,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0.415,0.0,0.0,0.0,3.0,5,1,2,4,4,3.0,6.8,4.5,3.8,1.1,0.8,0.6,0.4,0.4,0.2,0.1,0.0,0.0,0.0,0.0,1.2,0.5,0.5,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,5.0,3.4,3.3,3.1,2.1,1.5,1.4,1.2,0.9,0.4,0.1,0.0,0.0,0.0,0.621,0.611,0.6,0.581,0.5539999999999999,0.547,0.491,0.488,0.41700000000000004,0.41,0.385,0.0,0.0,0.0,4.0,3.6,2.8,2.5,2.1,1.6,1.3,0.9,0.5,0.3,0.1,0.0,0.0,0.0,6.8,5.8,5.7,4.6,3.4,3.3,3.2,1.7,1.2,0.6,0.3,0.0,0.0,0.0,0.434,0.41,0.391,0.385,0.364,0.364,0.31,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,1.7,0.7,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.8,4.8,2.3,1.3,0.6,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.621,0.6,0.5489999999999999,0.516,0.499,0.473,0.46299999999999997,0.433,0.406,0.385,0.32299999999999995,0.0,0.0,0.0,5.5,4.6,4.6,4.5,3.6,1.8,1.4,1.0,0.8,0.5,0.3,0.0,0.0,0.0,11.8,10.5,9.2,8.2,5.8,3.8,3.5,2.6,1.9,1.2,0.6,0.0,0.0,0.0,1.0,0.7929999999999999,0.7879999999999999,0.772,0.748,0.7290000000000001,0.677,0.652,0.5,0.474,0.0,0.0,0.0,0.0,2.8,2.5,2.0,1.7,1.6,0.6,0.4,0.4,0.3,0.2,0.0,0.0,0.0,0.0,3.8,3.4,2.5,2.5,2.0,0.9,0.7,0.6,0.6,0.2,0.1,0.0,0.0,0.0,86.0,82.0,82.0,82.0,81.0,78.0,77.0,75.0,75.0,75.0,72.0,0.0,0.0,0.0,33.7,33.3,32.6,26.6,25.1,15.1,14.4,10.9,7.9,4.6,2.4,0.0,0.0,0.0,2.6,2.6,1.3,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.2,0.0,0.0,0.0,2.6,2.1,2.1,2.0,1.8,1.4,1.3,1.1,0.8,0.8,0.4,0.0,0.0,0.0,15.9,13.3,12.5,12.0,10.1,4.5,3.3,2.6,2.2,1.4,0.7,0.0,0.0,0.0,1.8,1.7,1.0,0.9,0.7,0.6,0.4,0.3,0.3,0.1,0.0,0.0,0.0,0.0,2.8,1.9,1.8,1.2,1.1,0.6,0.5,0.5,0.4,0.4,0.3,0.0,0.0,0.0,7.6,5.7,4.0,3.6,2.7,2.7,2.1,1.8,1.3,0.9,0.3,0.0,0.0,0.0,250.0,245.0,245.0,235.0,235.0,235.0,220.0,210.0,205.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
2,Duke,ACC,27.41,115.7,88.3,68.3,-0.002,10.89,109.5,98.6,1.51,27,6,49.4,11.0,0.521,0.39799999999999996,0.305,0.429,5,1,4,2153,2581,10.04,23.01,16.5,51.1,0.56,11,14,5,0.0,0.0,0.0,0.0,0.0,48.9,0.0,0.0,0.0,0.39,0.0,0.0,0.0,6.0,3,2,3,7,6,1.0,4.0,2.6,2.3,0.9,0.9,0.9,0.8,0.5,0.4,0.2,0.1,0.0,0.0,0.0,3.7,1.5,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,7.3,2.8,2.8,2.5,2.5,2.4,2.1,1.3,0.6,0.6,0.2,0.2,0.0,0.0,0.6,0.5820000000000001,0.528,0.498,0.484,0.444,0.434,0.43200000000000005,0.415,0.413,0.0,0.0,0.0,0.0,5.8,3.4,2.5,1.5,1.5,1.0,0.7,0.7,0.6,0.1,0.0,0.0,0.0,0.0,9.9,6.8,5.9,3.6,3.6,2.0,1.6,1.5,1.4,0.2,0.2,0.2,0.1,0.0,0.429,0.40299999999999997,0.396,0.34700000000000003,0.33299999999999996,0.319,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.1,1.7,0.9,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,6.0,4.4,2.1,1.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5820000000000001,0.47700000000000004,0.469,0.436,0.42700000000000005,0.408,0.406,0.4,0.39299999999999996,0.0,0.0,0.0,0.0,6.1,5.8,5.5,2.4,2.0,1.9,1.6,0.7,0.7,0.1,0.0,0.0,0.0,0.0,15.0,12.8,9.9,6.0,5.0,4.0,4.0,1.6,1.5,0.2,0.2,0.2,0.1,0.0,1.0,1.0,0.938,0.769,0.6920000000000001,0.662,0.643,0.5329999999999999,0.5329999999999999,0.532,0.429,0.0,0.0,0.0,5.9,4.0,2.2,1.8,1.5,1.1,1.1,0.3,0.2,0.1,0.1,0.0,0.0,0.0,6.3,6.0,3.4,3.2,2.1,1.9,1.7,0.6,0.3,0.2,0.1,0.0,0.0,0.0,82.0,81.0,81.0,78.0,78.0,78.0,76.0,76.0,76.0,76.0,75.0,74.0,74.0,73.0,37.3,34.5,33.6,26.7,21.7,19.2,18.9,10.2,7.4,4.0,1.8,1.2,1.0,0.0,3.8,1.9,1.8,1.4,0.8,0.8,0.7,0.7,0.5,0.4,0.0,0.0,0.0,0.0,3.1,3.0,3.0,2.9,2.1,1.9,1.9,1.1,0.8,0.6,0.5,0.4,0.2,0.0,21.8,15.5,15.3,7.7,6.2,6.2,4.4,1.7,1.6,0.4,0.2,0.0,0.0,0.0,2.0,1.6,1.3,1.1,1.0,0.8,0.7,0.6,0.4,0.0,0.0,0.0,0.0,0.0,3.0,2.6,2.5,1.5,1.4,1.1,1.0,0.5,0.4,0.2,0.1,0.0,0.0,0.0,11.2,4.5,4.3,3.4,3.3,3.2,2.8,2.7,1.4,1.1,0.2,0.2,0.0,0.0,250.0,250.0,240.0,225.0,215.0,205.0,200.0,200.0,190.0,190.0,190.0,185.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
3,Louisville,CUSA,25.78,118.8,93.0,66.3,0.045,6.42,106.1,99.7,-2.03,33,5,58.4,7.0,0.55,0.418,0.315,0.436,2,2,1,2436,3066,6.18,22.57,17.0,54.1,0.586,14,15,10,0.0,0.0,0.0,0.0,0.0,45.9,0.0,0.0,0.0,0.389,0.0,0.0,0.0,2.0,3,3,4,5,6,1.0,3.9,3.4,2.4,2.0,1.4,1.0,0.8,0.7,0.2,0.2,0.1,0.1,0.0,0.0,1.5,0.8,0.5,0.5,0.4,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,5.7,3.9,3.3,3.0,2.8,2.8,1.9,1.2,0.7,0.6,0.4,0.3,0.0,0.0,0.6920000000000001,0.6,0.57,0.5589999999999999,0.545,0.544,0.519,0.517,0.496,0.44,0.222,0.125,0.0,0.0,3.3,3.1,2.9,2.5,2.0,1.4,1.0,0.9,0.8,0.5,0.1,0.1,0.0,0.0,6.4,6.2,5.7,4.3,3.6,3.1,1.8,1.6,1.3,0.8,0.6,0.5,0.0,0.0,0.447,0.425,0.41200000000000003,0.39299999999999996,0.385,0.366,0.316,0.077,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.2,1.9,0.7,0.7,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.3,5.1,1.8,1.7,1.6,0.9,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.6920000000000001,0.583,0.547,0.506,0.49,0.488,0.478,0.445,0.43700000000000006,0.429,0.326,0.095,0.0,0.0,4.9,4.7,4.7,3.6,3.3,2.0,1.7,1.4,0.8,0.5,0.5,0.1,0.0,0.0,11.3,10.5,9.6,7.4,6.6,3.7,3.6,3.2,1.5,1.3,1.3,0.8,0.0,0.0,0.9,0.877,0.857,0.847,0.833,0.813,0.691,0.654,0.629,0.5710000000000001,0.5,0.435,0.0,0.0,3.9,3.7,3.5,1.8,1.8,1.5,1.0,0.7,0.4,0.3,0.3,0.2,0.0,0.0,6.5,4.5,4.1,2.8,2.4,2.2,1.4,0.9,0.8,0.4,0.4,0.3,0.0,0.0,82.0,81.0,80.0,80.0,79.0,78.0,77.0,76.0,76.0,75.0,75.0,73.0,0.0,0.0,31.9,30.4,29.3,27.1,27.0,20.0,19.2,9.9,7.8,6.5,3.9,3.8,0.0,0.0,3.5,2.6,2.2,1.2,0.7,0.7,0.6,0.5,0.4,0.3,0.3,0.1,0.0,0.0,3.1,2.9,2.8,2.3,2.2,1.9,1.7,1.1,0.9,0.8,0.6,0.2,0.0,0.0,15.7,15.2,14.4,10.4,9.7,5.5,5.2,3.9,1.9,1.6,1.2,0.6,0.0,0.0,1.7,1.4,1.1,1.1,1.1,0.9,0.8,0.5,0.4,0.3,0.2,0.1,0.0,0.0,3.0,2.7,1.7,1.7,1.7,1.2,0.8,0.7,0.7,0.5,0.1,0.1,0.0,0.0,9.2,6.5,4.9,4.2,4.0,3.5,2.2,1.7,1.3,0.8,0.6,0.6,0.0,0.0,250.0,245.0,225.0,225.0,225.0,215.0,200.0,195.0,185.0,185.0,185.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
4,Michigan State,B10,25.67,119.7,94.0,66.4,-0.013000000000000001,7.89,107.0,99.1,-3.18,26,7,61.8,5.0,0.546,0.32799999999999996,0.29,0.373,3,1,4,2159,2590,7.41,20.47,17.0,55.2,0.5870000000000001,13,14,6,0.0,0.0,0.0,0.0,0.0,44.8,0.0,0.0,0.0,0.428,0.0,0.0,0.0,4.0,5,1,4,7,5,2.0,4.2,2.9,1.8,1.7,1.7,1.6,1.5,0.8,0.4,0.3,0.3,0.0,0.0,0.0,0.6,0.6,0.4,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,5.3,3.7,2.8,2.2,2.1,2.0,1.5,1.3,1.3,0.8,0.8,0.6,0.2,0.0,1.0,0.688,0.615,0.611,0.593,0.5670000000000001,0.5529999999999999,0.53,0.528,0.505,0.475,0.42200000000000004,0.25,0.0,4.9,3.8,2.9,2.9,2.4,1.2,0.8,0.8,0.7,0.6,0.5,0.4,0.1,0.0,8.8,6.2,5.7,5.5,3.9,2.2,1.9,1.4,1.2,1.0,0.8,0.4,0.3,0.2,0.402,0.385,0.365,0.345,0.33,0.327,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.6,0.9,0.9,0.8,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.0,2.8,2.5,2.0,1.5,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,1.0,0.688,0.5670000000000001,0.556,0.541,0.509,0.48700000000000004,0.47600000000000003,0.475,0.447,0.414,0.381,0.14300000000000002,0.0,4.9,4.5,4.5,3.8,3.3,3.0,1.3,0.8,0.7,0.6,0.6,0.4,0.1,0.0,9.5,9.1,8.5,8.1,7.2,6.5,3.4,1.4,1.2,1.2,1.0,0.5,0.4,0.3,0.877,0.848,0.8270000000000001,0.8220000000000001,0.7440000000000001,0.7,0.67,0.667,0.65,0.643,0.625,0.556,0.5,0.0,3.5,3.4,2.4,2.4,2.0,1.0,0.6,0.5,0.4,0.3,0.3,0.2,0.1,0.0,4.1,3.9,3.6,2.8,2.5,1.3,1.0,0.7,0.6,0.6,0.4,0.3,0.2,0.1,83.0,82.0,80.0,78.0,78.0,78.0,77.0,77.0,76.0,76.0,75.0,74.0,74.0,72.0,26.9,26.6,26.3,25.1,24.1,22.6,16.4,11.6,9.5,9.0,7.8,2.3,1.6,1.4,2.8,1.8,1.1,1.1,1.1,1.0,0.8,0.6,0.6,0.4,0.3,0.2,0.2,0.1,2.7,2.5,2.1,1.9,1.8,1.7,1.6,1.6,1.6,1.5,1.0,0.2,0.0,0.0,14.1,13.2,12.3,10.9,9.5,8.8,3.5,2.3,1.8,1.5,1.5,0.9,0.3,0.0,1.3,1.2,1.1,1.0,0.7,0.7,0.6,0.5,0.4,0.3,0.2,0.0,0.0,0.0,2.0,1.8,1.8,1.6,1.5,1.4,1.1,0.7,0.7,0.5,0.4,0.3,0.3,0.1,8.0,5.6,3.9,3.3,3.2,2.9,2.2,1.9,1.8,1.3,1.1,0.7,0.4,0.1,270.0,250.0,244.0,227.0,220.0,218.0,215.0,215.0,205.0,205.0,202.0,197.0,190.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
