,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,opp_pts,pts,sos,srs,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_JR,num_SR,num_FR,num_SO,num_F,num_G,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,ast_per_g_14,blk_per_g_14,drb_per_g_14,fg2_pct_14,fg2_per_g_14,fg2a_per_g_14,fg3_pct_14,fg3_per_g_14,fg3a_per_g_14,fg_pct_14,fg_per_g_14,fga_per_g_14,ft_pct_14,ft_per_g_14,fta_per_g_14,height_14,mp_per_g_14,orb_per_g_14,pf_per_g_14,pts_per_g_14,stl_per_g_14,tov_per_g_14,trb_per_g_14,weight_14,ast_per_g_15,ast_per_g_16,blk_per_g_15,blk_per_g_16,drb_per_g_15,drb_per_g_16,fg2_pct_15,fg2_pct_16,fg2_per_g_15,fg2_per_g_16,fg2a_per_g_15,fg2a_per_g_16,fg3_pct_15,fg3_pct_16,fg3_per_g_15,fg3_per_g_16,fg3a_per_g_15,fg3a_per_g_16,fg_pct_15,fg_pct_16,fg_per_g_15,fg_per_g_16,fga_per_g_15,fga_per_g_16,ft_pct_15,ft_pct_16,ft_per_g_15,ft_per_g_16,fta_per_g_15,fta_per_g_16,height_15,height_16,mp_per_g_15,mp_per_g_16,orb_per_g_15,orb_per_g_16,pf_per_g_15,pf_per_g_16,pts_per_g_15,pts_per_g_16,stl_per_g_15,stl_per_g_16,tov_per_g_15,tov_per_g_16,trb_per_g_15,trb_per_g_16,weight_15,weight_16,ast_per_g_17,ast_per_g_18,ast_per_g_19,blk_per_g_17,blk_per_g_18,blk_per_g_19,drb_per_g_17,drb_per_g_18,drb_per_g_19,fg2_pct_17,fg2_pct_18,fg2_pct_19,fg2_per_g_17,fg2_per_g_18,fg2_per_g_19,fg2a_per_g_17,fg2a_per_g_18,fg2a_per_g_19,fg3_pct_17,fg3_pct_18,fg3_pct_19,fg3_per_g_17,fg3_per_g_18,fg3_per_g_19,fg3a_per_g_17,fg3a_per_g_18,fg3a_per_g_19,fg_pct_17,fg_pct_18,fg_pct_19,fg_per_g_17,fg_per_g_18,fg_per_g_19,fga_per_g_17,fga_per_g_18,fga_per_g_19,ft_pct_17,ft_pct_18,ft_pct_19,ft_per_g_17,ft_per_g_18,ft_per_g_19,fta_per_g_17,fta_per_g_18,fta_per_g_19,height_17,height_18,height_19,mp_per_g_17,mp_per_g_18,mp_per_g_19,orb_per_g_17,orb_per_g_18,orb_per_g_19,pf_per_g_17,pf_per_g_18,pf_per_g_19,pts_per_g_17,pts_per_g_18,pts_per_g_19,stl_per_g_17,stl_per_g_18,stl_per_g_19,tov_per_g_17,tov_per_g_18,tov_per_g_19,trb_per_g_17,trb_per_g_18,trb_per_g_19,weight_17,weight_18,weight_19,year
0,North Carolina,ACC,31.37,121.0,89.6,72.4,-0.046,10.95,111.0,100.1,3.1,31,7,58.6,7.5,0.544,0.252,0.281,0.395,5,1,4,2608,3258,9.3,26.41,15.6,55.8,0.5770000000000001,11,16,7,0.0,0.0,0.0,0.0,0.0,44.2,0.0,0.0,0.0,0.41600000000000004,0.0,0.0,0.0,1.0,4.0,5,5.0,8,7,0.0,5.6,2.1,1.7,1.7,1.6,1.5,1.2,1.1,1.1,1.0,0.4,0.3,0.1,1.8,0.7,0.6,0.4,0.4,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.0,4.8,4.1,4.1,2.2,2.1,1.9,1.7,1.4,1.4,0.9,0.6,0.5,0.4,0.6459999999999999,0.564,0.5579999999999999,0.532,0.531,0.528,0.5,0.5,0.495,0.488,0.45799999999999996,0.35700000000000004,0.33299999999999996,6.2,6.0,2.9,2.6,2.2,2.0,1.4,1.1,0.8,0.4,0.4,0.2,0.1,11.3,9.5,5.3,5.1,4.2,3.6,2.7,2.1,1.6,0.9,0.7,0.5,0.3,0.43700000000000006,0.371,0.368,0.35600000000000004,0.33299999999999996,0.29600000000000004,0.28600000000000003,0.273,0.25,0.0,0.0,0.0,0.0,1.7,1.2,0.8,0.7,0.6,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,4.7,2.7,2.3,2.2,2.1,1.4,0.7,0.3,0.1,0.1,0.1,0.0,0.0,0.6459999999999999,0.5579999999999999,0.525,0.5,0.5,0.5,0.494,0.473,0.433,0.41100000000000003,0.40299999999999997,0.322,0.313,6.2,6.0,4.3,3.7,3.4,2.0,1.8,1.4,0.9,0.8,0.7,0.4,0.2,11.4,10.0,9.5,7.4,6.9,4.3,3.6,3.0,2.3,2.2,1.6,0.7,0.7,0.848,0.836,0.792,0.768,0.7390000000000001,0.733,0.688,0.667,0.667,0.649,0.5670000000000001,0.514,0.5,6.4,2.4,2.0,1.7,1.3,1.1,1.1,0.6,0.5,0.3,0.2,0.1,0.1,8.3,4.2,2.9,2.3,1.6,1.4,1.2,1.0,0.9,0.4,0.3,0.3,0.2,81.0,81.0,81.0,80.0,79.0,79.0,77.0,77.0,77.0,76.0,75.0,75.0,72.0,29.9,27.4,25.7,23.9,21.5,16.9,13.6,12.4,10.6,10.1,6.4,6.1,2.2,3.1,2.1,1.5,1.2,1.1,0.8,0.8,0.7,0.7,0.3,0.2,0.1,0.1,2.4,2.4,2.2,1.8,1.5,1.4,1.4,1.3,0.8,0.8,0.8,0.7,0.2,18.4,14.7,11.7,10.2,9.7,5.2,4.7,4.1,2.5,2.4,2.1,0.9,0.7,1.5,1.1,1.1,1.0,0.8,0.7,0.6,0.5,0.5,0.3,0.2,0.1,0.1,2.2,1.9,1.8,1.6,1.2,1.1,0.9,0.8,0.8,0.8,0.4,0.4,0.2,7.9,6.2,5.4,3.2,2.9,2.9,2.8,2.4,2.2,0.9,0.8,0.7,0.5,250.0,245.0,235.0,235.0,232.0,210.0,210.0,210.0,210.0,205.0,200.0,195.0,190.0,0.1,0.0,0.4,0.16699999999999998,0.0,0.2,0.0,0.0,0.0,0.28600000000000003,0.2,0.6,0.375,0.1,0.2,71.0,1.5,0.0,0.1,0.5,0.0,0.1,0.5,190.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007
1,Florida,SEC,30.81,122.8,92.0,65.8,0.027999999999999997,8.73,109.1,100.3,-6.87,35,5,54.6,8.4,0.596,0.34,0.302,0.43799999999999994,3,0,4,2504,3193,7.34,23.82,18.0,56.4,0.618,13,18,5,0.0,0.0,0.0,0.0,0.0,43.6,0.0,0.0,0.0,0.40700000000000003,0.0,0.0,0.0,6.0,3.0,4,1.0,4,7,3.0,3.7,2.9,2.3,2.2,1.5,1.3,0.8,0.5,0.4,0.4,0.3,0.1,0.0,1.8,1.8,0.5,0.4,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,6.9,5.9,3.6,2.2,2.1,1.5,1.1,1.0,0.9,0.8,0.2,0.2,0.1,1.0,0.69,0.6709999999999999,0.612,0.606,0.584,0.544,0.542,0.5,0.5,0.49700000000000005,0.48100000000000004,0.41700000000000004,4.9,4.3,3.5,2.5,1.8,1.7,1.1,0.8,0.5,0.3,0.3,0.2,0.1,8.0,7.1,6.4,3.6,3.6,2.6,1.9,1.5,1.2,0.7,0.4,0.4,0.3,1.0,0.643,0.5,0.5,0.45899999999999996,0.406,0.4,0.336,0.28600000000000003,0.22399999999999998,0.0,0.0,0.0,2.8,2.1,1.1,0.9,0.4,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,6.2,5.1,3.2,1.7,1.5,0.6,0.4,0.3,0.2,0.1,0.1,0.0,0.0,0.75,0.69,0.6709999999999999,0.611,0.608,0.607,0.545,0.475,0.475,0.444,0.415,0.4,0.385,4.9,4.6,4.3,3.9,3.6,2.5,2.0,1.7,0.7,0.6,0.5,0.3,0.3,9.6,8.7,8.1,7.6,7.1,3.6,3.6,2.6,2.2,1.4,0.8,0.8,0.7,0.8490000000000001,0.723,0.6920000000000001,0.667,0.6629999999999999,0.644,0.636,0.627,0.5,0.455,0.41700000000000004,0.0,0.0,3.5,3.4,3.3,3.0,1.3,0.9,0.6,0.2,0.2,0.2,0.1,0.0,0.0,5.3,5.0,4.2,4.2,2.1,1.4,0.9,0.4,0.4,0.3,0.3,0.0,0.0,83.0,82.0,82.0,81.0,81.0,79.0,79.0,79.0,78.0,75.0,74.0,74.0,72.0,33.2,30.4,28.5,27.8,25.9,18.4,17.7,8.9,6.2,5.7,4.0,2.7,1.4,2.6,2.5,1.6,1.2,1.1,0.5,0.3,0.3,0.2,0.2,0.1,0.1,0.1,2.5,2.3,2.3,1.9,1.5,1.5,1.3,1.2,1.1,0.4,0.3,0.2,0.1,13.3,13.2,13.2,12.0,10.3,6.2,5.7,4.1,1.8,1.6,1.4,0.7,0.7,1.9,1.1,1.1,0.7,0.5,0.4,0.4,0.3,0.2,0.2,0.2,0.1,0.0,2.7,2.5,2.5,1.8,1.2,1.2,1.1,0.5,0.4,0.3,0.2,0.2,0.2,9.5,8.4,4.7,3.7,2.6,2.4,1.3,1.3,1.2,1.2,0.4,0.3,0.3,270.0,245.0,245.0,232.0,230.0,225.0,215.0,200.0,200.0,192.0,185.0,180.0,177.0,0.0,0.0,0.1,0.33299999999999996,0.1,0.2,0.0,0.0,0.0,0.306,0.3,0.4,0.0,0.0,0.0,72.0,1.4,0.1,0.0,0.7,0.0,0.1,0.2,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007
2,Ohio State,B10,29.33,121.0,91.7,64.9,0.057,9.82,109.0,99.2,-1.71,35,4,56.7,9.7,0.5379999999999999,0.365,0.257,0.366,1,0,3,2417,2905,9.03,21.54,14.8,52.1,0.568,15,19,7,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.0,0.40399999999999997,0.0,0.0,0.0,3.0,2.0,6,0.0,3,7,1.0,6.1,3.6,1.3,1.0,1.0,0.8,0.7,0.3,0.2,0.1,0.0,0.0,0.0,3.3,1.1,0.4,0.3,0.3,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,6.0,3.6,2.8,2.7,2.3,2.2,1.7,1.5,1.1,0.1,0.1,0.0,0.0,0.616,0.579,0.565,0.518,0.49200000000000005,0.486,0.465,0.452,0.451,0.2,0.0,0.0,0.0,5.9,3.6,2.3,2.2,2.2,1.4,1.1,0.7,0.7,0.1,0.0,0.0,0.0,9.6,6.2,4.8,4.4,3.9,2.8,2.3,1.6,1.5,0.4,0.0,0.0,0.0,0.5,0.415,0.4,0.392,0.376,0.344,0.304,0.25,0.2,0.0,0.0,0.0,0.0,1.9,1.6,1.5,1.4,0.5,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,5.2,4.8,3.8,3.3,1.8,1.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.616,0.56,0.518,0.5,0.451,0.445,0.43200000000000005,0.42700000000000005,0.39399999999999996,0.374,0.2,0.0,0.0,5.9,4.1,3.9,3.6,2.8,2.7,2.3,1.3,0.8,0.1,0.1,0.0,0.0,9.6,9.1,8.1,7.9,6.8,6.6,4.1,3.4,1.8,0.4,0.1,0.0,0.0,1.0,0.855,0.778,0.6970000000000001,0.6940000000000001,0.6920000000000001,0.685,0.6829999999999999,0.628,0.621,0.0,0.0,0.0,3.8,3.2,2.6,1.2,1.2,1.1,0.9,0.5,0.5,0.1,0.0,0.0,0.0,6.1,4.2,3.7,1.7,1.6,1.4,1.4,0.7,0.7,0.1,0.0,0.0,0.0,84.0,81.0,80.0,80.0,77.0,77.0,76.0,76.0,74.0,74.0,73.0,0.0,0.0,31.6,31.5,28.9,28.8,20.0,19.7,17.4,16.3,10.6,1.3,1.2,0.0,0.0,3.5,2.2,1.1,0.8,0.7,0.7,0.7,0.7,0.4,0.0,0.0,0.0,0.0,2.7,1.7,1.6,1.5,1.4,1.4,1.2,1.2,1.2,0.2,0.1,0.0,0.0,15.7,12.7,11.3,9.8,8.5,7.6,5.7,3.7,2.2,0.4,0.2,0.0,0.0,2.2,1.0,0.9,0.7,0.6,0.5,0.4,0.3,0.3,0.1,0.0,0.0,0.0,2.2,2.0,1.6,1.5,1.4,1.2,0.6,0.5,0.4,0.4,0.0,0.0,0.0,9.6,4.5,4.3,3.6,3.4,3.3,2.3,2.1,1.8,0.1,0.1,0.0,0.0,250.0,245.0,225.0,220.0,220.0,215.0,205.0,200.0,185.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007
3,Georgetown,BE,28.48,122.0,93.5,59.4,0.006,10.41,109.7,99.3,-1.02,30,7,59.0,9.8,0.57,0.348,0.26,0.365,3,3,3,2146,2555,9.48,19.62,18.8,54.3,0.596,13,14,9,0.0,0.0,0.0,0.0,0.0,45.7,0.0,0.0,0.0,0.38299999999999995,0.0,0.0,0.0,5.0,2.0,3,3.0,7,5,1.0,3.5,3.2,3.1,1.1,1.1,1.1,0.9,0.9,0.5,0.3,0.0,0.0,0.0,2.4,1.2,0.6,0.5,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,4.7,4.2,3.1,2.8,2.2,2.0,1.3,1.2,1.1,0.7,0.2,0.2,0.0,0.741,0.6709999999999999,0.595,0.585,0.5589999999999999,0.535,0.528,0.5,0.489,0.483,0.429,0.0,0.0,5.0,4.3,2.2,1.9,1.8,1.8,1.3,1.1,0.4,0.2,0.2,0.0,0.0,7.7,7.5,4.2,3.6,3.4,3.2,1.8,1.7,0.9,0.4,0.4,0.1,0.1,0.5,0.49,0.444,0.385,0.375,0.331,0.29600000000000004,0.25,0.24100000000000002,0.235,0.0,0.0,0.0,2.0,1.1,1.1,1.0,0.5,0.5,0.4,0.1,0.1,0.1,0.0,0.0,0.0,4.0,3.6,3.4,2.6,2.2,1.3,1.0,0.5,0.3,0.1,0.1,0.0,0.0,0.741,0.6709999999999999,0.535,0.513,0.507,0.451,0.444,0.424,0.41200000000000003,0.41200000000000003,0.391,0.2,0.0,5.3,5.0,3.8,3.3,2.9,2.5,1.5,1.3,0.7,0.5,0.3,0.1,0.0,10.3,7.8,7.5,7.5,7.1,5.5,2.8,1.8,1.7,1.4,0.6,0.3,0.1,1.0,0.872,0.775,0.764,0.73,0.6859999999999999,0.63,0.535,0.5,0.5,0.444,0.435,0.0,2.8,2.7,2.2,2.1,1.8,1.4,0.6,0.3,0.1,0.1,0.1,0.1,0.0,4.1,3.5,2.9,2.8,2.2,2.1,1.2,0.7,0.3,0.1,0.1,0.1,0.0,86.0,81.0,81.0,81.0,81.0,80.0,80.0,79.0,78.0,77.0,75.0,75.0,73.0,33.3,32.8,32.2,26.4,26.4,24.1,14.5,11.7,9.8,7.9,2.3,1.4,1.0,2.7,1.7,1.6,1.2,0.9,0.8,0.7,0.7,0.3,0.3,0.2,0.1,0.0,2.8,2.5,2.1,2.1,2.0,1.9,1.2,1.0,0.9,0.9,0.3,0.2,0.1,14.3,12.9,11.4,9.2,9.1,7.5,4.1,2.9,2.0,1.3,0.6,0.3,0.1,1.2,0.8,0.8,0.8,0.5,0.5,0.4,0.3,0.2,0.1,0.0,0.0,0.0,2.6,2.3,2.1,1.8,1.2,0.9,0.9,0.9,0.6,0.5,0.3,0.1,0.1,6.9,6.4,4.0,4.0,3.7,2.7,2.1,1.5,1.4,1.4,0.4,0.2,0.1,278.0,245.0,240.0,240.0,236.0,235.0,225.0,225.0,224.0,212.0,210.0,205.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007
