,Seed,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace_x,pts,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace_y,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_JR,num_SR,num_SO,num_FR,num_G,num_F,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,ast_per_g_14,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,blk_per_g_14,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,drb_per_g_14,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_pct_14,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2_per_g_14,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg2a_per_g_14,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_pct_14,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3_per_g_14,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg3a_per_g_14,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_pct_14,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fg_per_g_14,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,fga_per_g_14,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_pct_14,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,ft_per_g_14,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,fta_per_g_14,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,height_14,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,mp_per_g_14,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,orb_per_g_14,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pf_per_g_14,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,pts_per_g_14,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,stl_per_g_14,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,tov_per_g_14,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,trb_per_g_14,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,ast_per_g_15,blk_per_g_15,drb_per_g_15,fg2_pct_15,fg2_per_g_15,fg2a_per_g_15,fg3_pct_15,fg3_per_g_15,fg3a_per_g_15,fg_pct_15,fg_per_g_15,fga_per_g_15,ft_pct_15,ft_per_g_15,fta_per_g_15,height_15,mp_per_g_15,orb_per_g_15,pf_per_g_15,pts_per_g_15,stl_per_g_15,tov_per_g_15,trb_per_g_15,weight_15,ast_per_g_16,ast_per_g_17,ast_per_g_18,ast_per_g_19,blk_per_g_16,blk_per_g_17,blk_per_g_18,blk_per_g_19,drb_per_g_16,drb_per_g_17,drb_per_g_18,drb_per_g_19,fg2_pct_16,fg2_pct_17,fg2_pct_18,fg2_pct_19,fg2_per_g_16,fg2_per_g_17,fg2_per_g_18,fg2_per_g_19,fg2a_per_g_16,fg2a_per_g_17,fg2a_per_g_18,fg2a_per_g_19,fg3_pct_16,fg3_pct_17,fg3_pct_18,fg3_pct_19,fg3_per_g_16,fg3_per_g_17,fg3_per_g_18,fg3_per_g_19,fg3a_per_g_16,fg3a_per_g_17,fg3a_per_g_18,fg3a_per_g_19,fg_pct_16,fg_pct_17,fg_pct_18,fg_pct_19,fg_per_g_16,fg_per_g_17,fg_per_g_18,fg_per_g_19,fga_per_g_16,fga_per_g_17,fga_per_g_18,fga_per_g_19,ft_pct_16,ft_pct_17,ft_pct_18,ft_pct_19,ft_per_g_16,ft_per_g_17,ft_per_g_18,ft_per_g_19,fta_per_g_16,fta_per_g_17,fta_per_g_18,fta_per_g_19,height_16,height_17,height_18,height_19,mp_per_g_16,mp_per_g_17,mp_per_g_18,mp_per_g_19,orb_per_g_16,orb_per_g_17,orb_per_g_18,orb_per_g_19,pf_per_g_16,pf_per_g_17,pf_per_g_18,pf_per_g_19,pts_per_g_16,pts_per_g_17,pts_per_g_18,pts_per_g_19,stl_per_g_16,stl_per_g_17,stl_per_g_18,stl_per_g_19,tov_per_g_16,tov_per_g_17,tov_per_g_18,tov_per_g_19,trb_per_g_16,trb_per_g_17,trb_per_g_18,trb_per_g_19,weight_16,weight_17,weight_18,weight_19,num_Fr,year,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,max,final
0,1,Kentucky,SEC,32.59,122.2,89.6,65.4,0.032,7.99,106.8,98.8,-1.06,38,2,48.4,20.4,0.5379999999999999,0.265,0.302,0.41700000000000004,0,0,1,116.5,2423,37.1,66.4,3095,7.93,24.73,9.1,14.2,52.9,0.575,16,18,8,66.4,91.2,0.258,0.29,0.45399999999999996,47.1,47.2,8.2,8.0,0.42,14.8,33.4,0.179,1,2,3.0,6.0,7,5,0.0,4.8,2.1,1.9,1.5,1.3,1.3,0.4,0.2,0.1,0.1,0.1,0.0,0.0,0.0,4.7,1.8,0.9,0.4,0.3,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.4,4.9,4.6,2.3,2.1,1.9,1.1,1.1,0.4,0.4,0.3,0.1,0.0,0.0,0.653,0.569,0.535,0.528,0.5,0.48100000000000004,0.444,0.43799999999999994,0.34299999999999997,0.0,0.0,0.0,0.0,0.0,5.2,4.2,3.7,3.0,2.5,2.2,0.9,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.0,7.9,6.9,6.8,5.2,3.8,2.0,1.1,1.0,0.1,0.1,0.1,0.0,0.0,0.466,0.43200000000000005,0.376,0.327,0.325,0.255,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.4,0.9,0.7,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.7,2.0,2.0,1.3,1.3,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.623,0.5,0.5,0.491,0.474,0.474,0.43799999999999994,0.41200000000000003,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,5.3,4.7,4.4,4.0,3.6,3.6,1.8,0.5,0.4,0.0,0.0,0.0,0.0,0.0,9.3,9.2,8.8,8.4,8.2,7.6,4.1,1.1,1.0,0.2,0.1,0.1,0.0,0.0,0.826,0.815,0.797,0.745,0.7140000000000001,0.7090000000000001,0.627,0.5,0.308,0.25,0.0,0.0,0.0,0.0,3.6,3.6,3.1,2.6,2.1,1.4,0.6,0.2,0.1,0.1,0.0,0.0,0.0,0.0,5.1,4.8,4.2,3.7,3.0,1.7,0.7,0.4,0.4,0.3,0.0,0.0,0.0,0.0,83.0,82.0,82.0,81.0,80.0,79.0,77.0,76.0,74.0,74.0,71.0,69.0,0.0,0.0,32.6,32.0,31.2,31.1,29.3,26.1,11.6,6.0,2.8,2.8,2.2,1.4,0.0,0.0,3.0,2.6,2.5,0.9,0.7,0.6,0.4,0.4,0.1,0.1,0.0,0.0,0.0,0.0,2.4,2.4,2.3,2.2,2.0,1.8,1.1,0.8,0.4,0.0,0.0,0.0,0.0,0.0,14.2,13.7,12.3,11.9,10.0,9.9,5.0,1.0,0.8,0.2,0.1,0.0,0.0,0.0,1.4,1.3,1.0,0.9,0.8,0.5,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,2.7,2.2,1.6,1.5,1.1,1.0,0.7,0.7,0.5,0.2,0.1,0.0,0.0,0.0,10.4,7.4,7.2,2.8,2.7,2.5,1.8,1.7,0.5,0.4,0.3,0.2,0.0,0.0,252,244,240,232,225,220,210,202,189,185,182.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,2,Ohio State,B10,30.07,118.1,88.1,66.9,-0.05,10.1,108.9,98.8,-3.34,31,8,53.7,9.3,0.521,0.26899999999999996,0.27,0.381,5,2,4,111.6,2333,34.9,66.9,2913,9.07,23.95,10.8,14.6,53.7,0.556,13,17,7,66.9,89.4,0.29,0.35,0.49700000000000005,46.3,47.3,7.4,7.2,0.46399999999999997,19.7,26.7,0.203,1,1,6.0,5.0,5,6,2.0,4.6,2.7,2.0,1.7,1.2,0.9,0.8,0.7,0.3,0.2,0.1,0.1,0.1,0.0,1.1,0.8,0.4,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,6.1,4.1,3.3,2.8,2.7,1.4,1.2,1.2,0.9,0.8,0.4,0.4,0.2,0.0,0.644,0.6,0.599,0.5539999999999999,0.5479999999999999,0.541,0.531,0.528,0.45299999999999996,0.429,0.379,0.358,0.16699999999999998,0.0,5.7,4.9,3.7,2.4,1.5,1.2,1.2,0.8,0.7,0.5,0.5,0.3,0.1,0.0,10.8,8.3,8.1,4.3,2.7,2.2,1.8,1.5,1.4,1.2,1.2,0.8,0.5,0.0,0.4,0.37799999999999995,0.359,0.358,0.345,0.26,0.25,0.071,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,1.6,1.3,0.8,0.6,0.5,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,3.7,2.1,2.1,1.6,1.1,0.9,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.617,0.541,0.528,0.52,0.519,0.5,0.493,0.473,0.419,0.33299999999999996,0.304,0.282,0.16699999999999998,0.0,6.2,6.2,5.3,2.9,2.3,1.2,1.2,1.0,0.9,0.7,0.6,0.6,0.1,0.0,12.5,12.0,11.9,5.9,4.8,3.3,2.2,2.0,1.9,1.8,1.7,1.2,0.5,0.0,0.857,0.825,0.768,0.755,0.713,0.695,0.626,0.581,0.556,0.545,0.35700000000000004,0.222,0.0,0.0,4.7,2.4,2.4,2.1,1.5,1.1,0.7,0.7,0.4,0.3,0.3,0.1,0.0,0.0,6.2,3.3,2.9,2.8,2.3,1.5,1.2,1.0,0.8,0.8,0.6,0.3,0.0,0.0,83.0,81.0,80.0,80.0,80.0,79.0,79.0,78.0,78.0,76.0,76.0,74.0,73.0,0.0,33.8,32.2,31.4,30.4,25.4,11.4,10.6,10.6,10.2,6.6,6.3,3.9,2.9,0.0,3.1,2.6,1.3,0.9,0.9,0.8,0.6,0.6,0.3,0.2,0.2,0.1,0.0,0.0,2.9,2.5,1.9,1.8,1.8,1.7,1.3,0.9,0.9,0.8,0.6,0.3,0.2,0.0,17.5,15.9,14.5,8.8,6.8,3.4,3.0,3.0,2.1,2.0,1.7,1.2,0.2,0.0,2.5,1.2,0.9,0.8,0.5,0.5,0.4,0.3,0.2,0.2,0.2,0.0,0.0,0.0,2.2,2.2,1.9,1.2,1.2,1.0,0.7,0.6,0.5,0.3,0.3,0.3,0.3,0.0,9.2,5.4,5.0,4.6,3.2,2.2,2.1,1.4,1.1,1.1,1.1,0.5,0.4,0.0,265,250,250,240,220,220,215,215,210,200,195.0,187.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,6.0,4.0,3.0,3.0,6.0,8.0,10.0,7.0,7.0,2.0,7.0
2,1,Michigan State,B10,27.87,114.7,86.9,64.3,-0.027000000000000003,10.21,108.6,98.4,-1.07,29,8,59.0,12.4,0.527,0.276,0.264,0.377,5,1,4,109.7,2195,36.1,65.1,2651,9.82,21.32,11.0,16.7,54.1,0.5589999999999999,13,17,7,65.1,90.9,0.344,0.361,0.47600000000000003,45.9,52.5,9.6,7.5,0.433,16.8,29.2,0.242,1,5,3.0,7.0,9,4,3.0,3.9,3.8,1.9,1.8,1.1,1.0,0.9,0.6,0.4,0.3,0.1,0.1,0.1,0.0,1.1,0.9,0.8,0.4,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,8.5,2.7,2.4,2.4,2.3,2.2,1.9,1.6,0.6,0.4,0.3,0.3,0.2,0.1,0.586,0.579,0.5670000000000001,0.561,0.5579999999999999,0.522,0.507,0.5,0.473,0.469,0.34600000000000003,0.33299999999999996,0.3,0.0,4.3,3.5,3.5,2.9,2.6,2.1,0.7,0.6,0.6,0.4,0.1,0.1,0.0,0.0,9.1,6.2,6.0,5.7,4.6,3.8,1.6,1.3,1.3,0.7,0.4,0.2,0.2,0.1,0.5,0.5,0.47700000000000004,0.405,0.38799999999999996,0.385,0.36200000000000004,0.273,0.25,0.0,0.0,0.0,0.0,0.0,1.4,1.3,0.9,0.8,0.6,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.5,2.6,2.3,1.8,1.2,0.4,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.579,0.5770000000000001,0.5660000000000001,0.5579999999999999,0.5,0.5,0.474,0.47200000000000003,0.465,0.449,0.42700000000000005,0.381,0.33299999999999996,0.27899999999999997,5.7,3.5,3.5,3.5,3.4,2.6,1.5,1.5,0.7,0.5,0.4,0.1,0.1,0.0,12.8,8.3,7.3,6.2,6.1,4.7,3.9,3.1,1.6,1.3,1.1,0.3,0.2,0.2,1.0,0.871,0.8,0.7879999999999999,0.723,0.6970000000000001,0.622,0.594,0.581,0.5760000000000001,0.524,0.5,0.5,0.28600000000000003,3.6,3.4,1.7,1.5,1.3,1.2,0.8,0.6,0.4,0.3,0.2,0.1,0.1,0.0,4.7,4.6,2.4,2.2,2.0,1.7,1.2,1.0,0.7,0.4,0.2,0.2,0.2,0.1,82.0,81.0,81.0,81.0,79.0,79.0,79.0,78.0,78.0,77.0,76.0,75.0,74.0,73.0,33.2,30.8,26.9,21.8,20.6,18.9,17.9,17.2,9.6,5.5,4.7,1.7,1.1,1.1,2.2,2.1,1.6,1.5,0.9,0.9,0.5,0.4,0.3,0.3,0.2,0.1,0.1,0.0,2.8,2.4,2.3,2.0,1.8,1.6,1.5,1.3,0.9,0.8,0.7,0.1,0.1,0.1,16.2,11.4,8.8,8.4,8.1,7.0,5.2,4.5,1.8,1.5,1.2,0.4,0.2,0.2,1.5,1.2,0.9,0.8,0.7,0.7,0.6,0.6,0.2,0.2,0.1,0.0,0.0,0.0,3.0,2.3,1.4,1.4,1.2,1.1,1.0,0.7,0.4,0.3,0.3,0.3,0.2,0.1,10.6,4.5,4.2,3.8,3.3,2.9,2.8,1.8,0.8,0.8,0.6,0.4,0.3,0.1,270,260,250,245,235,230,225,215,210,205,190.0,190.0,188.0,185.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,73.0,1.1,0.0,0.1,0.1,0.0,0.1,0.1,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,0.0,21.0,19.0,16.0,10.0,6.0,9.0,10.0,9.0,11.0,7.0,6.0,5.0,8.0,5.0,5.0,5.0
3,2,Kansas,B12,26.91,114.0,87.1,66.3,0.027000000000000003,11.15,108.8,97.6,5.21,32,7,57.4,15.0,0.523,0.29600000000000004,0.275,0.39799999999999996,2,0,2,108.8,2407,34.9,67.3,2867,9.93,21.72,10.8,16.4,52.1,0.556,16,16,8,67.3,91.4,0.331,0.319,0.478,47.9,52.8,9.6,9.0,0.434,17.5,31.3,0.239,5,3,3.0,3.0,8,5,1.0,4.8,3.5,1.8,1.8,1.1,0.7,0.7,0.6,0.4,0.1,0.1,0.1,0.0,0.0,3.6,0.9,0.4,0.4,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,9.0,4.2,2.8,2.6,2.1,1.6,1.4,0.9,0.5,0.3,0.3,0.2,0.1,0.0,0.667,0.585,0.583,0.5670000000000001,0.564,0.536,0.522,0.505,0.494,0.486,0.313,0.0,0.0,0.0,6.5,4.3,2.9,2.4,2.0,1.2,0.5,0.4,0.4,0.3,0.2,0.0,0.0,0.0,12.9,8.3,5.4,4.1,3.6,2.3,0.9,0.8,0.8,0.5,0.5,0.4,0.0,0.0,0.5,0.382,0.33799999999999997,0.336,0.33299999999999996,0.33299999999999996,0.325,0.273,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,1.8,1.5,1.3,0.7,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,5.2,3.9,3.9,2.1,0.7,0.4,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.5670000000000001,0.556,0.536,0.505,0.498,0.48,0.47700000000000004,0.444,0.43,0.364,0.289,0.0,0.0,0.0,6.7,5.8,3.8,3.1,2.9,1.7,1.2,0.5,0.4,0.4,0.3,0.0,0.0,0.0,13.3,12.2,8.8,6.1,5.4,4.8,2.6,1.2,1.2,0.8,0.8,0.6,0.0,0.0,0.8390000000000001,0.795,0.696,0.688,0.682,0.654,0.647,0.5,0.423,0.33299999999999996,0.0,0.0,0.0,0.0,4.2,3.5,3.2,1.7,0.9,0.8,0.7,0.3,0.1,0.0,0.0,0.0,0.0,0.0,6.1,5.1,4.0,2.7,1.3,1.2,0.8,0.7,0.4,0.3,0.1,0.1,0.0,0.0,84.0,81.0,81.0,80.0,79.0,78.0,78.0,77.0,76.0,75.0,75.0,75.0,71.0,71.0,33.4,32.2,31.8,30.9,24.8,21.0,11.3,8.6,5.5,3.1,2.2,2.1,2.0,1.0,2.9,2.1,1.6,1.4,0.7,0.6,0.4,0.2,0.1,0.1,0.1,0.0,0.0,0.0,2.7,2.5,2.4,2.1,2.0,1.8,1.7,1.7,0.6,0.4,0.3,0.3,0.0,0.0,17.7,16.6,10.2,9.0,8.5,5.5,3.4,1.3,1.2,0.9,0.9,0.0,0.0,0.0,1.4,1.3,1.2,1.1,0.7,0.6,0.5,0.3,0.2,0.2,0.1,0.1,0.0,0.0,3.5,2.7,1.8,1.3,0.9,0.9,0.8,0.7,0.3,0.3,0.1,0.1,0.0,0.0,11.9,6.3,4.2,3.2,3.0,2.3,2.1,1.6,0.5,0.3,0.3,0.3,0.3,0.0,237,235,220,212,210,205,205,195,195,190,185.0,185.0,175.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,13.0,12.0,14.0,15.0,13.0,12.0,12.0,17.0,14.0,10.0,7.0,5.0,8.0,7.0,4.0,4.0,3.0,3.0,6.0,3.0,6.0
