,Seed,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,opp_pts,pts,sos,srs,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_FR,num_JR,num_SR,num_SO,num_F,num_G,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,ast_per_g_14,ast_per_g_15,ast_per_g_16,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,blk_per_g_14,blk_per_g_15,blk_per_g_16,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,drb_per_g_14,drb_per_g_15,drb_per_g_16,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_pct_14,fg2_pct_15,fg2_pct_16,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2_per_g_14,fg2_per_g_15,fg2_per_g_16,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg2a_per_g_14,fg2a_per_g_15,fg2a_per_g_16,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_pct_14,fg3_pct_15,fg3_pct_16,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3_per_g_14,fg3_per_g_15,fg3_per_g_16,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg3a_per_g_14,fg3a_per_g_15,fg3a_per_g_16,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_pct_14,fg_pct_15,fg_pct_16,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fg_per_g_14,fg_per_g_15,fg_per_g_16,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,fga_per_g_14,fga_per_g_15,fga_per_g_16,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_pct_14,ft_pct_15,ft_pct_16,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,ft_per_g_14,ft_per_g_15,ft_per_g_16,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,fta_per_g_14,fta_per_g_15,fta_per_g_16,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,height_14,height_15,height_16,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,mp_per_g_14,mp_per_g_15,mp_per_g_16,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,orb_per_g_14,orb_per_g_15,orb_per_g_16,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pf_per_g_14,pf_per_g_15,pf_per_g_16,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,pts_per_g_14,pts_per_g_15,pts_per_g_16,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,stl_per_g_14,stl_per_g_15,stl_per_g_16,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,tov_per_g_14,tov_per_g_15,tov_per_g_16,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,trb_per_g_14,trb_per_g_15,trb_per_g_16,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,weight_15,weight_16,ast_per_g_17,ast_per_g_18,blk_per_g_17,blk_per_g_18,drb_per_g_17,drb_per_g_18,fg2_pct_17,fg2_pct_18,fg2_per_g_17,fg2_per_g_18,fg2a_per_g_17,fg2a_per_g_18,fg3_pct_17,fg3_pct_18,fg3_per_g_17,fg3_per_g_18,fg3a_per_g_17,fg3a_per_g_18,fg_pct_17,fg_pct_18,fg_per_g_17,fg_per_g_18,fga_per_g_17,fga_per_g_18,ft_pct_17,ft_pct_18,ft_per_g_17,ft_per_g_18,fta_per_g_17,fta_per_g_18,height_17,height_18,mp_per_g_17,mp_per_g_18,orb_per_g_17,orb_per_g_18,pf_per_g_17,pf_per_g_18,pts_per_g_17,pts_per_g_18,stl_per_g_17,stl_per_g_18,tov_per_g_17,tov_per_g_18,trb_per_g_17,trb_per_g_18,weight_17,weight_18,year,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,max,final
0,1,Kansas,B12,35.21,120.9,85.7,66.8,0.012,9.57,109.2,99.6,-1.41,37,3,61.3,10.4,0.5670000000000001,0.295,0.258,0.368,3,0,3,2460,3221,8.2,26.9,16.3,55.6,0.5920000000000001,13,19,8,0.0,0.0,0.0,0.0,0.0,44.4,0.0,0.0,0.0,0.379,0.0,0.0,0.0,4.0,4.0,5.0,3.0,2,11,3.0,4.3,4.1,3.1,2.1,1.4,1.1,0.9,0.9,0.8,0.3,0.3,0.3,0.2,0.1,0.1,0.1,1.3,1.2,0.9,0.8,0.6,0.5,0.4,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,4.7,4.0,3.6,2.7,2.3,2.3,2.1,1.8,1.2,0.4,0.4,0.3,0.3,0.2,0.2,0.1,0.75,0.636,0.633,0.619,0.5710000000000001,0.562,0.557,0.555,0.545,0.534,0.518,0.44799999999999995,0.429,0.375,0.33299999999999996,0.0,5.3,4.2,2.7,2.6,2.3,2.3,1.2,1.1,0.9,0.3,0.3,0.2,0.2,0.2,0.1,0.0,9.6,6.7,5.9,4.4,4.3,4.2,2.2,2.1,1.7,0.5,0.5,0.4,0.3,0.3,0.2,0.1,0.6,0.46799999999999997,0.45799999999999996,0.419,0.4,0.379,0.36200000000000004,0.33299999999999996,0.318,0.313,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,2.1,1.9,1.1,0.9,0.6,0.5,0.4,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.1,2.8,1.0,1.0,1.0,0.5,0.5,0.4,0.3,0.3,0.2,0.0,0.0,0.0,0.626,0.619,0.593,0.556,0.5429999999999999,0.518,0.516,0.514,0.493,0.462,0.435,0.429,0.424,0.37799999999999995,0.111,0.0,5.4,4.7,4.3,4.2,3.4,2.7,2.1,1.1,1.1,0.8,0.8,0.6,0.4,0.2,0.1,0.0,10.9,9.9,8.2,7.4,6.8,5.0,4.4,2.2,2.1,1.5,1.5,1.3,0.8,0.7,0.4,0.3,1.0,1.0,1.0,0.779,0.779,0.7759999999999999,0.746,0.7020000000000001,0.691,0.684,0.607,0.541,0.5,0.33299999999999996,0.0,0.0,2.6,2.5,2.2,2.0,1.8,1.7,1.3,0.7,0.5,0.2,0.2,0.1,0.1,0.1,0.0,0.0,3.7,3.3,3.1,2.9,2.8,2.3,1.7,1.0,0.8,0.3,0.2,0.2,0.1,0.1,0.0,0.0,83.0,83.0,82.0,81.0,81.0,78.0,77.0,76.0,76.0,75.0,75.0,73.0,73.0,73.0,73.0,72.0,30.0,29.7,27.5,24.7,24.3,23.8,17.7,11.6,8.3,6.3,4.9,3.0,2.2,2.0,1.8,1.6,2.3,2.0,1.6,1.5,1.1,0.9,0.5,0.4,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.0,3.0,2.5,2.4,2.3,1.9,1.6,1.6,1.2,0.9,0.4,0.3,0.3,0.3,0.3,0.1,0.0,13.3,12.8,12.8,11.2,9.3,7.3,7.1,2.8,2.8,2.2,2.0,1.6,1.2,0.4,0.2,0.2,2.5,2.0,1.1,0.8,0.8,0.5,0.4,0.4,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,2.1,2.0,1.9,1.9,1.8,1.3,0.8,0.8,0.5,0.4,0.3,0.2,0.2,0.2,0.1,0.0,6.7,6.3,5.1,3.9,3.1,3.0,2.8,2.2,2.2,0.7,0.4,0.4,0.4,0.3,0.3,0.3,253,250,250,245,225,212,210,210,205,205,200,193.0,190.0,190.0,190.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,2008,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,6.0,5.0,5.0,4.0,2.0,4.0
1,1,Memphis,CUSA,31.51,118.0,86.5,68.1,0.012,5.83,107.0,101.1,5.45,38,2,55.7,10.7,0.527,0.35200000000000004,0.248,0.40399999999999997,0,1,0,2477,3196,5.76,23.73,13.8,54.1,0.546,16,19,10,0.0,0.0,0.0,0.0,0.0,45.9,0.0,0.0,0.0,0.391,0.0,0.0,0.0,2.0,4.0,2.0,5.0,6,7,0.0,4.7,3.4,2.1,1.8,1.5,1.1,0.5,0.5,0.4,0.4,0.1,0.1,0.0,0.0,0.0,0.0,1.9,1.8,0.9,0.5,0.4,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.1,3.2,2.9,2.8,2.5,1.7,1.2,0.9,0.8,0.4,0.4,0.0,0.0,0.0,0.0,1.0,0.647,0.578,0.575,0.5710000000000001,0.527,0.521,0.5,0.489,0.45799999999999996,0.444,0.4,0.34,0.0,0.0,0.0,5.4,4.3,3.1,2.8,2.0,1.6,0.8,0.6,0.5,0.4,0.3,0.2,0.2,0.0,0.0,0.0,9.3,8.3,6.8,4.4,3.8,3.1,1.4,1.4,1.2,0.9,0.6,0.5,0.2,0.0,0.0,0.0,0.413,0.36700000000000005,0.363,0.35700000000000004,0.337,0.33299999999999996,0.303,0.294,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.3,1.3,1.1,0.9,0.6,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.8,3.5,2.7,2.6,2.2,1.2,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.647,0.5710000000000001,0.541,0.5,0.47700000000000004,0.446,0.44,0.408,0.4,0.389,0.38299999999999995,0.311,0.0,0.0,0.0,6.5,5.2,3.4,2.8,2.8,2.3,2.3,1.7,1.2,1.1,0.3,0.2,0.2,0.0,0.0,0.0,12.0,10.9,7.7,6.9,5.9,4.6,4.4,4.4,3.6,2.6,0.6,0.5,0.2,0.0,0.0,0.0,0.7120000000000001,0.7120000000000001,0.675,0.667,0.6459999999999999,0.64,0.57,0.43200000000000005,0.37799999999999995,0.364,0.278,0.2,0.0,0.0,0.0,0.0,4.0,3.7,2.1,1.6,1.2,1.1,0.6,0.4,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,5.7,5.1,3.2,3.1,2.9,1.7,1.0,0.9,0.8,0.7,0.6,0.4,0.4,0.0,0.0,0.0,82.0,82.0,81.0,80.0,80.0,79.0,78.0,77.0,77.0,75.0,74.0,74.0,70.0,0.0,0.0,0.0,29.5,29.2,28.7,26.0,25.2,17.1,14.1,13.8,12.5,9.1,3.8,3.1,2.2,0.0,0.0,0.0,3.5,2.6,1.7,1.4,1.3,0.8,0.6,0.5,0.4,0.3,0.3,0.2,0.2,0.0,0.0,0.0,2.8,2.7,2.2,1.7,1.7,1.7,1.5,1.2,1.1,0.9,0.8,0.6,0.4,0.0,0.0,0.0,18.1,14.9,9.2,8.6,6.9,6.9,5.9,5.0,3.3,3.0,0.7,0.6,0.4,0.0,0.0,0.0,1.2,1.2,1.2,1.1,1.1,0.9,0.6,0.5,0.5,0.4,0.1,0.1,0.0,0.0,0.0,0.0,2.7,2.1,1.5,1.3,1.1,1.1,0.6,0.5,0.5,0.4,0.3,0.2,0.0,0.0,0.0,0.0,9.5,6.8,4.5,4.2,4.1,3.7,2.3,1.6,1.2,1.0,0.8,0.7,0.2,0.0,0.0,0.0,300,275,268,238,230,220,214,205,200,190,187,184.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
2,1,North Carolina,ACC,30.22,122.1,91.9,72.5,0.05,10.18,108.0,97.8,1.5,36,3,52.5,7.0,0.53,0.226,0.28800000000000003,0.38,2,2,0,2828,3454,8.12,24.17,15.6,57.2,0.5710000000000001,14,14,13,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,0.0,0.426,0.0,0.0,0.0,2.0,8.0,2.0,5.0,8,8,0.0,5.2,3.1,2.2,2.1,2.0,2.0,1.1,0.9,0.4,0.3,0.2,0.2,0.2,0.1,0.1,0.1,1.3,1.2,0.9,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,6.4,3.4,3.2,2.9,2.8,2.6,2.3,1.7,1.2,0.9,0.5,0.3,0.3,0.2,0.2,0.2,0.667,0.615,0.5820000000000001,0.547,0.545,0.544,0.539,0.51,0.5,0.5,0.48100000000000004,0.44799999999999995,0.308,0.25,0.2,0.14300000000000002,7.4,4.1,3.6,3.4,2.7,2.2,1.9,1.1,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.1,13.5,8.0,7.6,5.9,4.9,4.9,3.5,1.8,0.7,0.7,0.7,0.6,0.5,0.4,0.2,0.1,0.442,0.41700000000000004,0.4,0.4,0.373,0.361,0.33299999999999996,0.3,0.231,0.2,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.9,0.8,0.5,0.3,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,5.0,3.8,2.6,2.5,1.2,0.8,0.7,0.6,0.4,0.3,0.3,0.2,0.0,0.0,0.0,0.0,0.667,0.551,0.545,0.54,0.539,0.515,0.48100000000000004,0.469,0.467,0.441,0.391,0.385,0.342,0.3,0.28600000000000003,0.182,7.4,6.1,4.4,4.1,3.6,2.5,1.9,1.2,1.1,0.8,0.5,0.4,0.3,0.2,0.2,0.1,13.7,13.0,8.8,8.5,7.6,5.7,3.5,3.2,2.1,1.9,1.1,0.7,0.7,0.6,0.5,0.4,0.873,0.835,0.826,0.8059999999999999,0.7809999999999999,0.667,0.649,0.595,0.583,0.5,0.5,0.447,0.33299999999999996,0.0,0.0,0.0,7.8,3.0,2.4,1.8,1.6,1.1,0.7,0.6,0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,9.7,3.6,2.9,2.5,2.0,1.9,1.3,0.9,0.5,0.4,0.4,0.4,0.3,0.0,0.0,0.0,81.0,81.0,80.0,79.0,78.0,77.0,77.0,77.0,76.0,76.0,75.0,75.0,74.0,72.0,72.0,71.0,33.0,31.1,28.2,25.3,22.3,21.4,16.3,15.9,14.5,5.2,4.1,2.0,1.9,1.8,1.8,1.6,3.9,1.9,1.9,1.8,1.7,1.1,0.5,0.5,0.4,0.3,0.2,0.2,0.2,0.2,0.1,0.1,2.4,2.3,2.3,2.0,2.0,1.8,1.6,1.5,0.8,0.6,0.5,0.3,0.2,0.1,0.1,0.1,22.6,16.6,12.7,11.5,8.4,6.9,4.3,3.2,3.1,2.2,1.2,0.8,0.8,0.5,0.4,0.3,1.6,1.5,1.2,1.1,1.1,1.0,0.7,0.5,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.0,2.2,2.1,1.9,1.7,1.7,1.6,1.4,0.9,0.8,0.6,0.4,0.3,0.2,0.2,0.1,0.1,10.2,4.9,4.8,4.5,4.5,4.5,2.7,1.8,1.4,1.4,0.8,0.5,0.5,0.5,0.3,0.2,250,245,240,235,235,210,210,210,210,210,200,195.0,195.0,190.0,190.0,185.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,175.0,0.0,2008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
3,1,UCLA,P10,29.94,118.0,88.1,64.1,0.047,10.03,109.3,99.3,-1.63,35,4,54.6,8.0,0.525,0.28300000000000003,0.275,0.376,2,2,1,2300,2867,7.71,21.71,16.1,56.3,0.562,16,16,9,0.0,0.0,0.0,0.0,0.0,43.7,0.0,0.0,0.0,0.418,0.0,0.0,0.0,2.0,7.0,2.0,5.0,6,8,2.0,4.3,3.8,2.3,2.1,1.9,1.5,0.7,0.4,0.3,0.2,0.2,0.2,0.2,0.0,0.0,0.0,1.4,1.1,0.6,0.5,0.4,0.3,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,7.0,3.8,2.7,2.4,2.1,2.0,1.7,1.4,1.4,1.0,0.6,0.3,0.3,0.2,0.1,0.0,1.0,0.611,0.588,0.579,0.5720000000000001,0.511,0.509,0.49700000000000005,0.495,0.462,0.462,0.33299999999999996,0.182,0.0,0.0,0.0,5.1,4.0,3.4,3.3,2.5,1.3,1.2,0.9,0.5,0.4,0.3,0.3,0.2,0.0,0.0,0.0,8.3,8.1,7.1,6.7,4.4,2.6,2.3,1.8,1.5,1.0,0.7,0.5,0.3,0.2,0.1,0.0,0.525,0.375,0.354,0.33799999999999997,0.33299999999999996,0.33299999999999996,0.324,0.28600000000000003,0.28600000000000003,0.267,0.23800000000000002,0.2,0.0,0.0,0.0,0.0,1.8,1.6,0.7,0.7,0.7,0.4,0.3,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,5.5,3.1,2.3,2.1,2.0,1.7,0.8,0.8,0.6,0.6,0.6,0.1,0.1,0.0,0.0,0.0,1.0,0.5589999999999999,0.505,0.495,0.491,0.48100000000000004,0.478,0.465,0.434,0.40399999999999997,0.35700000000000004,0.33899999999999997,0.25,0.24,0.0,0.0,5.8,4.9,4.7,4.3,3.5,1.3,1.2,1.0,1.0,0.8,0.8,0.4,0.3,0.2,0.0,0.0,10.4,10.2,10.0,10.0,7.4,4.2,2.6,2.4,2.4,2.1,1.9,1.1,0.7,0.3,0.3,0.0,1.0,0.872,0.77,0.767,0.75,0.713,0.6890000000000001,0.565,0.528,0.5,0.5,0.452,0.33299999999999996,0.0,0.0,0.0,5.1,3.1,2.7,1.7,1.5,0.8,0.5,0.5,0.5,0.5,0.2,0.2,0.0,0.0,0.0,0.0,6.6,3.8,3.5,2.2,2.2,1.1,1.0,0.9,0.9,0.5,0.5,0.3,0.1,0.1,0.0,0.0,82.0,81.0,81.0,81.0,80.0,80.0,80.0,80.0,77.0,77.0,77.0,76.0,75.0,74.0,73.0,72.0,34.7,33.8,32.5,29.6,29.0,15.5,15.2,13.5,11.7,9.2,5.8,4.9,2.7,2.3,1.5,1.3,3.6,2.2,1.6,1.4,1.3,0.8,0.5,0.4,0.3,0.3,0.1,0.1,0.0,0.0,0.0,0.0,2.4,2.3,1.9,1.9,1.7,1.7,1.5,1.3,0.8,0.6,0.5,0.4,0.3,0.3,0.1,0.0,17.5,14.5,12.7,12.2,8.8,3.1,2.9,2.8,2.8,2.5,1.8,1.3,1.2,0.5,0.0,0.0,1.8,1.6,1.3,1.0,0.7,0.5,0.4,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.0,2.5,2.2,2.0,1.9,1.7,1.2,0.6,0.6,0.6,0.5,0.4,0.4,0.4,0.3,0.0,0.0,10.6,6.0,3.9,3.5,3.2,2.7,2.6,2.2,1.7,1.4,0.7,0.5,0.4,0.2,0.1,0.0,260,245,237,235,230,225,220,220,215,204,200,197.0,195.0,187.0,172.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,2.0,2.0,2.0,2.0,7.0,8.0,8.0,5.0,5.0,5.0,4.0,8.0,5.0,5.0,6.0,6.0,4.0,3.0,3.0,3.0,2.0,3.0
