,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace_x,pts,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace_y,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_SR,num_SO,num_FR,num_JR,num_G,num_F,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,ast_per_g_14,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,blk_per_g_14,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,drb_per_g_14,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_pct_14,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2_per_g_14,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg2a_per_g_14,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_pct_14,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3_per_g_14,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg3a_per_g_14,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_pct_14,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fg_per_g_14,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,fga_per_g_14,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_pct_14,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,ft_per_g_14,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,fta_per_g_14,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,height_14,high_school_1,high_school_2,high_school_3,high_school_4,high_school_5,high_school_6,high_school_7,high_school_8,high_school_9,high_school_10,high_school_11,high_school_12,high_school_13,high_school_14,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,mp_per_g_14,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,orb_per_g_14,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pf_per_g_14,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,pts_per_g_14,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,stl_per_g_14,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,tov_per_g_14,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,trb_per_g_14,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,ast_per_g_15,ast_per_g_16,blk_per_g_15,blk_per_g_16,drb_per_g_15,drb_per_g_16,fg2_pct_15,fg2_pct_16,fg2_per_g_15,fg2_per_g_16,fg2a_per_g_15,fg2a_per_g_16,fg3_pct_15,fg3_pct_16,fg3_per_g_15,fg3_per_g_16,fg3a_per_g_15,fg3a_per_g_16,fg_pct_15,fg_pct_16,fg_per_g_15,fg_per_g_16,fga_per_g_15,fga_per_g_16,ft_pct_15,ft_pct_16,ft_per_g_15,ft_per_g_16,fta_per_g_15,fta_per_g_16,height_15,height_16,high_school_15,high_school_16,mp_per_g_15,mp_per_g_16,orb_per_g_15,orb_per_g_16,pf_per_g_15,pf_per_g_16,pts_per_g_15,pts_per_g_16,stl_per_g_15,stl_per_g_16,tov_per_g_15,tov_per_g_16,trb_per_g_15,trb_per_g_16,weight_15,weight_16,year
0,Louisville,BE,32.92,117.7,84.8,65.8,-0.016,10.23,107.4,97.2,2.15,35,5,55.7,12.1,0.506,0.3,0.28300000000000003,0.4,4,1,3,110.3,2351,38.2,66.4,2978,9.13,24.81,15.9,15.3,51.1,0.544,14,15,8,66.4,87.1,0.349,0.33299999999999996,0.483,48.9,49.7,8.3,8.1,0.44799999999999995,23.1,35.4,0.23,2.0,4.0,3.0,5.0,8,4,2.0,5.7,2.9,2.0,1.4,1.1,0.8,0.6,0.2,0.2,0.2,0.1,0.0,0.0,0.0,2.5,0.7,0.4,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,6.0,3.6,2.6,2.3,2.1,2.1,1.9,1.5,1.4,0.8,0.8,0.4,0.4,0.0,0.667,0.65,0.5770000000000001,0.55,0.534,0.5329999999999999,0.524,0.5,0.47600000000000003,0.46299999999999997,0.45799999999999996,0.0,0.0,0.0,4.3,3.9,3.8,2.5,2.4,1.5,1.2,0.9,0.7,0.5,0.1,0.0,0.0,0.0,9.3,7.4,7.1,5.3,4.2,2.8,2.6,1.7,1.1,1.0,0.9,0.2,0.2,0.1,0.405,0.39899999999999997,0.32799999999999996,0.324,0.3,0.28800000000000003,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.2,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.0,3.6,3.3,1.0,0.7,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.65,0.5770000000000001,0.534,0.5329999999999999,0.507,0.447,0.429,0.423,0.414,0.40399999999999997,0.348,0.0,0.0,0.0,5.8,3.9,3.8,3.5,2.7,2.4,2.4,1.6,0.7,0.5,0.3,0.0,0.0,0.0,14.0,8.6,7.7,7.1,6.4,5.7,4.2,3.6,1.1,1.0,0.9,0.9,0.6,0.5,1.0,0.867,0.804,0.7609999999999999,0.706,0.6940000000000001,0.667,0.652,0.547,0.508,0.5,0.5,0.0,0.0,5.6,2.2,2.1,1.9,1.7,1.1,0.9,0.8,0.5,0.3,0.3,0.3,0.0,0.0,6.9,3.6,3.4,2.5,2.2,1.6,1.6,1.4,0.7,0.5,0.5,0.5,0.0,0.0,83.0,82.0,81.0,80.0,78.0,78.0,77.0,74.0,74.0,74.0,72.0,72.0,72.0,72.0,South Kent,Rockdale County,Ravenscroft/Hargrave Military Academy,Ohio County,Morgan Park,Lawrence North,Jeffersontown,Hidden Valley/Hargrave Military Academy,Hargrave Military Academy,Franklin,Covenant/Huntington Prep,Christian Academy,Bryan Station,Bowling Green,31.2,31.1,30.3,26.1,22.4,20.1,16.6,16.2,11.2,7.7,3.7,3.4,2.8,2.0,3.4,2.9,1.6,1.6,1.0,0.7,0.6,0.6,0.4,0.3,0.2,0.2,0.0,0.0,2.6,2.6,2.6,2.5,2.1,1.7,1.6,1.4,1.3,1.2,0.3,0.3,0.2,0.0,18.7,10.0,9.8,9.8,8.1,7.6,5.7,4.5,1.7,1.3,0.8,0.5,0.3,0.0,2.3,2.1,1.4,1.3,1.1,1.0,0.9,0.5,0.5,0.2,0.2,0.1,0.0,0.0,2.7,2.7,1.8,1.6,1.1,1.0,0.6,0.6,0.4,0.3,0.3,0.2,0.0,0.0,9.4,6.5,3.6,3.3,3.1,3.1,2.6,2.4,1.8,1.4,0.8,0.6,0.4,0.2,250,250,245,245,235,215,200,195,185,170,170.0,165.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
1,Florida,SEC,31.18,117.2,86.0,61.9,-0.08900000000000001,7.0,105.6,98.6,4.09,29,8,56.3,9.4,0.552,0.395,0.21,0.31,4,0,5,113.5,2012,33.4,62.9,2642,6.83,23.86,11.4,14.8,51.4,0.573,14,15,7,62.9,86.4,0.299,0.32799999999999996,0.46399999999999997,48.6,50.9,9.3,7.9,0.433,19.4,31.0,0.195,3.0,1.0,4.0,4.0,8,3,1.0,5.0,2.8,2.0,1.4,1.0,1.0,0.9,0.9,0.3,0.2,0.1,0.1,0.0,0.0,1.6,0.7,0.6,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,3.7,2.7,2.5,2.3,2.3,1.8,0.5,0.4,0.4,0.2,0.0,0.0,0.642,0.586,0.579,0.5710000000000001,0.541,0.518,0.516,0.503,0.444,0.35700000000000004,0.353,0.2,0.0,0.0,4.1,2.8,2.7,2.6,2.3,2.0,1.9,0.3,0.3,0.2,0.2,0.1,0.0,0.0,7.1,5.3,4.4,4.4,4.1,4.0,3.5,0.8,0.7,0.6,0.4,0.4,0.0,0.0,1.0,0.46799999999999997,0.45299999999999996,0.36700000000000005,0.359,0.321,0.28600000000000003,0.25,0.2,0.14300000000000002,0.1,0.0,0.0,0.0,2.0,1.9,1.7,1.4,1.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.6,4.4,3.1,2.9,0.4,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.625,0.622,0.586,0.531,0.516,0.45299999999999996,0.44799999999999995,0.446,0.39399999999999996,0.318,0.263,0.182,0.0,0.0,4.6,4.4,4.1,3.9,3.3,2.7,1.9,1.7,0.3,0.3,0.2,0.2,0.0,0.0,9.9,9.9,8.8,7.3,7.1,4.4,3.9,3.6,1.0,0.9,0.8,0.4,0.0,0.0,0.8390000000000001,0.831,0.8220000000000001,0.7859999999999999,0.784,0.725,0.583,0.57,0.5,0.489,0.364,0.0,0.0,0.0,2.2,1.9,1.8,1.6,1.4,1.1,0.7,0.7,0.4,0.2,0.1,0.0,0.0,0.0,3.8,2.8,2.7,2.3,2.0,1.4,1.2,0.9,0.6,0.5,0.1,0.0,0.0,0.0,82.0,81.0,80.0,78.0,78.0,78.0,76.0,76.0,75.0,74.0,74.0,73.0,0.0,0.0,Winter Haven HS,United Faith,The Rock,St Marks (MA),Saint Anthony,Providence HS,North Side,Montverde Academy,Hagerty,Florida Air Academy,First Academy,American Heritage,0,0,31.9,31.6,29.5,26.5,26.4,20.9,17.9,17.1,4.7,4.0,3.5,2.0,0.0,0.0,2.6,1.9,1.6,1.4,0.8,0.6,0.5,0.4,0.2,0.2,0.0,0.0,0.0,0.0,2.8,2.3,1.9,1.9,1.9,1.5,1.1,0.8,0.4,0.3,0.3,0.2,0.0,0.0,12.5,12.2,12.0,10.1,9.1,6.2,5.6,5.5,0.8,0.8,0.6,0.5,0.0,0.0,1.5,1.2,0.9,0.9,0.9,0.8,0.6,0.6,0.2,0.1,0.1,0.0,0.0,0.0,2.1,1.8,1.5,1.4,1.3,1.3,1.0,0.8,0.4,0.2,0.1,0.0,0.0,0.0,6.3,5.8,5.5,3.7,3.1,3.0,2.9,2.6,0.7,0.6,0.6,0.2,0.0,0.0,240,238,230,212,210,203,194,190,187,185,183.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
2,Indiana,B10,29.31,120.8,91.5,66.0,-0.021,8.86,106.7,97.8,-5.16,29,7,54.0,9.3,0.5479999999999999,0.32299999999999995,0.341,0.45899999999999996,4,2,2,116.3,2236,39.0,67.1,2831,8.38,24.9,10.5,16.3,53.3,0.59,14,17,7,67.1,91.9,0.27,0.327,0.474,46.7,43.3,9.4,11.2,0.44,17.8,34.0,0.191,3.0,4.0,4.0,5.0,7,8,1.0,4.1,2.9,2.1,1.3,1.3,0.9,0.9,0.4,0.4,0.3,0.2,0.1,0.1,0.0,1.3,0.8,0.5,0.4,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.0,5.2,4.9,3.7,2.4,2.4,2.1,1.3,1.1,0.8,0.8,0.7,0.7,0.6,0.3,0.75,0.667,0.667,0.644,0.5670000000000001,0.551,0.511,0.462,0.45299999999999996,0.44299999999999995,0.39399999999999996,0.385,0.33299999999999996,0.23800000000000002,5.5,4.2,2.7,1.9,1.9,1.0,0.8,0.7,0.4,0.3,0.2,0.2,0.2,0.2,9.8,6.6,4.9,4.7,4.2,2.2,1.8,1.4,0.9,0.7,0.6,0.6,0.3,0.2,0.485,0.48,0.447,0.441,0.34600000000000003,0.33299999999999996,0.32299999999999995,0.303,0.233,0.222,0.0,0.0,0.0,0.0,2.2,1.7,0.8,0.8,0.6,0.4,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,5.0,3.5,2.3,2.1,1.9,1.3,0.9,0.9,0.5,0.4,0.1,0.0,0.0,0.0,0.667,0.667,0.599,0.5710000000000001,0.564,0.486,0.469,0.446,0.431,0.40299999999999997,0.40299999999999997,0.385,0.28800000000000003,0.28600000000000003,5.5,5.1,3.5,3.5,3.2,2.5,1.3,0.9,0.6,0.6,0.3,0.3,0.2,0.2,9.8,8.4,8.2,7.2,7.2,6.3,2.7,2.3,2.2,1.1,1.0,0.7,0.3,0.2,0.8109999999999999,0.8,0.7979999999999999,0.7759999999999999,0.757,0.75,0.746,0.7,0.6559999999999999,0.632,0.5710000000000001,0.41200000000000003,0.0,0.0,5.4,3.6,2.7,1.9,1.8,1.1,1.0,0.7,0.6,0.4,0.4,0.2,0.0,0.0,7.2,4.4,3.6,2.7,2.3,1.4,1.3,1.2,1.0,0.9,0.5,0.2,0.2,0.0,84.0,84.0,81.0,81.0,81.0,80.0,80.0,79.0,78.0,77.0,77.0,76.0,75.0,72.0,Westfield,Washington,United Faith Christian Academy/Indiana,Tipton,South,Shades Valley,Sagemont,Riley,Park Tudor HS,Lawrence Central,La Lumiere School,Hargrave Military Academy,Hamilton Heights,Eastern,29.5,28.8,28.4,28.1,28.0,22.3,12.6,9.7,7.8,6.7,6.3,5.8,2.9,2.3,2.8,2.6,1.3,1.1,0.8,0.7,0.7,0.6,0.3,0.3,0.3,0.3,0.1,0.1,2.5,2.4,2.3,2.2,1.7,1.7,1.4,1.2,1.2,1.0,0.8,0.5,0.2,0.1,16.5,13.6,12.3,9.7,9.5,7.6,4.0,2.8,1.9,1.8,1.1,0.9,0.3,0.3,2.2,1.0,0.8,0.8,0.8,0.6,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.0,2.3,2.3,2.1,1.6,1.2,1.1,0.9,0.8,0.7,0.4,0.4,0.3,0.2,0.0,8.0,6.3,6.3,3.5,2.8,2.4,2.1,1.7,1.5,1.5,0.9,0.8,0.7,0.4,240,232,230,225,225,216,215,214,210,200,195.0,195.0,187.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,72.0,70.0,DeMatha,Bishop Chatard,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,178.0,172.0,2013
3,Michigan,B10,27.86,121.9,94.0,64.0,-0.006999999999999999,11.13,108.2,97.0,-3.09,31,8,51.7,7.3,0.5489999999999999,0.34,0.19899999999999998,0.284,6,1,5,116.1,2467,32.7,64.1,2932,10.05,21.28,9.5,12.5,49.9,0.5720000000000001,12,17,5,64.1,97.7,0.226,0.335,0.501,50.1,52.5,8.3,8.3,0.478,16.0,32.3,0.154,5.0,2.0,6.0,2.0,9,5,1.0,6.7,2.4,1.3,1.1,0.8,0.7,0.6,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.7,0.5,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,4.4,3.8,3.3,2.6,2.6,2.5,1.5,0.9,0.8,0.8,0.7,0.6,0.6,0.1,0.652,0.598,0.5770000000000001,0.5760000000000001,0.506,0.5,0.5,0.5,0.5,0.483,0.385,0.326,0.28600000000000003,0.25,4.7,3.7,3.4,3.4,2.0,1.5,1.1,0.5,0.5,0.3,0.2,0.2,0.1,0.1,9.3,7.0,5.7,5.7,3.4,3.0,1.8,1.4,0.9,0.8,0.7,0.3,0.3,0.2,0.667,0.545,0.44,0.384,0.374,0.33299999999999996,0.324,0.302,0.263,0.182,0.0,0.0,0.0,0.0,2.1,1.9,1.9,0.6,0.5,0.4,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,5.1,5.1,4.7,1.8,1.3,0.8,0.7,0.7,0.6,0.2,0.1,0.0,0.0,0.0,0.598,0.5770000000000001,0.5760000000000001,0.5720000000000001,0.475,0.46299999999999997,0.46299999999999997,0.45,0.43700000000000006,0.429,0.33299999999999996,0.315,0.308,0.267,6.6,5.3,4.3,3.5,3.4,2.0,1.1,0.8,0.7,0.5,0.4,0.3,0.2,0.2,14.4,12.1,7.6,7.5,5.7,3.4,2.7,1.8,1.5,1.4,1.0,1.0,0.9,0.5,0.851,0.833,0.8009999999999999,0.75,0.7040000000000001,0.6940000000000001,0.6759999999999999,0.667,0.5579999999999999,0.5,0.5,0.5,0.442,0.41700000000000004,3.4,2.0,1.9,1.8,0.7,0.6,0.6,0.3,0.3,0.2,0.2,0.1,0.1,0.1,4.3,2.9,2.7,2.2,1.3,1.2,0.8,0.6,0.4,0.3,0.3,0.2,0.2,0.1,82.0,82.0,82.0,80.0,79.0,79.0,78.0,78.0,78.0,76.0,75.0,75.0,74.0,72.0,Worcester Academy (MA),St. Mark's School,Phillips Exeter Academy (NH),Palmetto Senior,Notre Dame,Northland,Northfield Mount Hermon Prep,Lake Forest,Lake Central,Grand Ledge,Gabriel Richard Catholic,Detroit Jesuit,Central HS,Central,35.3,34.8,33.6,30.5,19.7,15.9,10.7,8.8,8.1,5.6,5.3,2.8,2.5,1.8,2.5,2.1,1.7,0.8,0.8,0.5,0.5,0.2,0.2,0.2,0.1,0.1,0.1,0.0,2.4,1.9,1.9,1.4,1.4,1.2,1.1,0.7,0.6,0.4,0.3,0.3,0.2,0.2,18.6,14.5,11.0,11.0,7.5,4.6,2.7,2.3,2.2,1.2,1.2,1.0,0.8,0.6,1.6,1.1,1.0,0.7,0.6,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.0,2.2,1.9,1.2,1.1,0.9,0.8,0.4,0.4,0.3,0.2,0.1,0.1,0.1,0.1,6.3,5.4,4.7,4.3,3.2,3.0,2.2,1.6,1.1,0.9,0.8,0.8,0.7,0.1,255,250,245,245,240,225,220,210,210,205,205.0,200.0,200.0,190.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,71.0,0.0,Brewster Academy,0,1.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,2013
4,Gonzaga,WCC,27.81,120.5,92.7,63.3,0.026000000000000002,4.37,105.4,101.0,5.03,32,3,55.2,8.2,0.555,0.315,0.28300000000000003,0.402,0,1,1,118.0,2095,37.8,65.3,2696,4.18,20.47,12.1,14.6,53.3,0.585,16,15,10,65.3,91.7,0.294,0.387,0.48200000000000004,46.7,47.6,9.5,8.5,0.449,18.1,32.2,0.2,3.0,2.0,3.0,5.0,8,3,2.0,3.4,3.3,2.1,1.7,1.6,1.1,1.0,0.4,0.3,0.3,0.3,0.2,0.1,0.0,1.1,0.6,0.4,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,4.9,2.3,1.9,1.9,1.8,1.6,1.6,1.6,1.1,1.0,0.3,0.1,0.0,0.66,0.659,0.6,0.5820000000000001,0.5670000000000001,0.555,0.5,0.456,0.444,0.43799999999999994,0.33299999999999996,0.0,0.0,0.0,6.4,4.7,2.6,2.2,1.6,1.5,0.9,0.8,0.6,0.3,0.1,0.0,0.0,0.0,9.8,8.5,4.5,3.9,3.7,3.4,1.9,1.7,1.2,0.5,0.4,0.3,0.0,0.0,0.591,0.444,0.41700000000000004,0.4,0.392,0.35,0.3,0.294,0.28800000000000003,0.28600000000000003,0.17,0.0,0.0,0.0,2.2,1.6,0.9,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,5.3,4.2,1.9,1.5,1.4,1.0,0.9,0.6,0.6,0.6,0.4,0.3,0.0,0.0,0.629,0.595,0.5670000000000001,0.5579999999999999,0.501,0.493,0.444,0.426,0.42,0.40700000000000003,0.4,0.33799999999999997,0.0,0.0,6.7,5.0,3.9,3.2,2.7,2.2,1.4,1.1,1.0,0.8,0.6,0.2,0.0,0.0,10.7,9.9,9.1,7.6,4.9,3.9,3.4,2.4,2.3,2.3,1.1,0.8,0.6,0.0,0.807,0.7759999999999999,0.768,0.754,0.723,0.655,0.65,0.563,0.5479999999999999,0.5,0.5,0.444,0.0,0.0,4.4,4.1,1.9,1.3,1.2,1.0,0.9,0.5,0.4,0.4,0.3,0.1,0.0,0.0,5.7,5.3,2.4,2.1,1.8,1.7,1.4,0.9,0.7,0.6,0.6,0.5,0.2,0.0,85.0,84.0,81.0,79.0,78.0,78.0,78.0,77.0,74.0,74.0,74.0,72.0,71.0,0.0,Sylmar,Stevenson,South Kamloops,Skyview HS,Osseo,Nocolaus Copernicus HS,Mark Morris HS,Kentridge,Jesuit,Gonzaga Prep,Friedrich-Magnus-Schwerd-Gymnasium,Denison Secondary School,Christian Brothers,0,32.2,28.6,27.8,26.4,18.7,16.9,16.0,10.7,10.7,10.4,8.3,2.4,2.3,0.0,2.4,2.0,2.0,1.1,0.9,0.5,0.5,0.5,0.4,0.4,0.3,0.1,0.0,0.0,2.3,2.0,2.0,2.0,1.7,1.4,1.3,1.0,0.9,0.8,0.8,0.3,0.2,0.0,17.8,14.6,11.9,9.0,6.9,5.4,3.7,3.2,3.0,2.9,2.0,0.8,0.0,0.0,1.5,1.5,1.2,0.9,0.8,0.7,0.5,0.4,0.3,0.3,0.2,0.2,0.1,0.0,2.4,1.8,1.5,1.3,1.2,0.9,0.8,0.8,0.6,0.3,0.2,0.1,0.0,0.0,7.4,7.3,3.9,2.7,2.7,2.6,2.2,2.1,1.7,1.5,1.4,0.8,0.1,0.0,288,255,240,238,218,214,206,202,185,185,182.0,167.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
