,Seed,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,opp_pts,pts,sos,srs,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_SO,num_FR,num_JR,num_SR,num_G,num_F,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,ast_per_g_14,ast_per_g_15,blk_per_g_14,blk_per_g_15,drb_per_g_14,drb_per_g_15,fg2_pct_14,fg2_pct_15,fg2_per_g_14,fg2_per_g_15,fg2a_per_g_14,fg2a_per_g_15,fg3_pct_14,fg3_pct_15,fg3_per_g_14,fg3_per_g_15,fg3a_per_g_14,fg3a_per_g_15,fg_pct_14,fg_pct_15,fg_per_g_14,fg_per_g_15,fga_per_g_14,fga_per_g_15,ft_pct_14,ft_pct_15,ft_per_g_14,ft_per_g_15,fta_per_g_14,fta_per_g_15,height_14,height_15,mp_per_g_14,mp_per_g_15,orb_per_g_14,orb_per_g_15,pf_per_g_14,pf_per_g_15,pts_per_g_14,pts_per_g_15,stl_per_g_14,stl_per_g_15,tov_per_g_14,tov_per_g_15,trb_per_g_14,trb_per_g_15,weight_14,weight_15,ast_per_g_16,ast_per_g_17,blk_per_g_16,blk_per_g_17,drb_per_g_16,drb_per_g_17,fg2_pct_16,fg2_pct_17,fg2_per_g_16,fg2_per_g_17,fg2a_per_g_16,fg2a_per_g_17,fg3_pct_16,fg3_pct_17,fg3_per_g_16,fg3_per_g_17,fg3a_per_g_16,fg3a_per_g_17,fg_pct_16,fg_pct_17,fg_per_g_16,fg_per_g_17,fga_per_g_16,fga_per_g_17,ft_pct_16,ft_pct_17,ft_per_g_16,ft_per_g_17,fta_per_g_16,fta_per_g_17,height_16,height_17,mp_per_g_16,mp_per_g_17,orb_per_g_16,orb_per_g_17,pf_per_g_16,pf_per_g_17,pts_per_g_16,pts_per_g_17,stl_per_g_16,stl_per_g_17,tov_per_g_16,tov_per_g_17,trb_per_g_16,trb_per_g_17,weight_16,weight_17,year,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,max,final
0,1,North Carolina,ACC,31.14,123.2,92.1,72.9,-0.011000000000000001,9.91,108.2,98.3,1.06,34,4,56.8,11.9,0.5329999999999999,0.272,0.295,0.392,3,1,2,2735,3413,8.35,25.46,13.7,54.1,0.573,13,14,8,0.0,0.0,0.0,0.111,0.0,45.9,0.0,0.0,0.0,0.466,0.0,0.0,0.0,1,4.0,4.0,8.0,9,8,0.0,6.6,2.7,2.7,1.9,1.4,1.3,1.0,0.8,0.7,0.6,0.5,0.2,0.2,1.7,1.3,1.1,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,5.1,4.4,3.8,3.4,2.8,2.3,1.5,1.4,1.3,0.9,0.7,0.5,0.5,0.6,0.6,0.583,0.56,0.539,0.521,0.518,0.517,0.5,0.5,0.49200000000000005,0.47200000000000003,0.452,6.3,4.3,3.7,3.4,2.8,2.6,1.1,1.1,0.4,0.4,0.3,0.3,0.3,12.1,8.8,6.7,6.3,5.4,5.0,2.4,1.8,1.3,1.0,1.0,0.8,0.8,0.47200000000000003,0.418,0.41700000000000004,0.391,0.35700000000000004,0.278,0.27399999999999997,0.231,0.2,0.0,0.0,0.0,0.0,2.2,2.0,1.5,0.5,0.5,0.3,0.2,0.2,0.1,0.0,0.0,0.0,0.0,5.4,4.8,3.1,1.9,1.8,0.7,0.7,0.7,0.3,0.2,0.1,0.1,0.0,0.583,0.532,0.518,0.514,0.49200000000000005,0.483,0.47200000000000003,0.47100000000000003,0.43700000000000006,0.42100000000000004,0.364,0.35100000000000003,0.33299999999999996,6.6,5.7,5.2,4.8,4.3,2.6,1.6,1.1,1.0,0.5,0.4,0.3,0.3,12.8,11.7,10.3,9.8,8.8,5.0,3.6,2.9,2.4,1.5,1.3,1.2,0.9,1.0,1.0,0.889,0.852,0.841,0.7979999999999999,0.777,0.765,0.6459999999999999,0.615,0.573,0.5,0.462,7.3,4.7,2.3,1.9,1.4,1.4,0.9,0.7,0.4,0.4,0.3,0.2,0.2,8.7,5.9,3.0,2.9,2.5,1.6,1.3,1.1,0.6,0.5,0.4,0.3,0.3,84.0,82.0,81.0,80.0,79.0,78.0,77.0,77.0,77.0,76.0,76.0,75.0,74.0,30.4,30.3,29.9,27.4,24.8,18.8,17.4,12.3,11.2,9.6,7.8,3.1,2.5,3.0,2.2,2.0,1.8,1.8,1.5,1.1,0.7,0.7,0.6,0.3,0.2,0.2,2.3,2.2,2.2,1.9,1.7,1.7,1.6,1.5,1.4,1.3,0.9,0.5,0.3,20.7,16.6,15.8,13.1,10.6,6.7,4.0,3.1,2.6,1.4,1.3,1.1,1.0,2.1,1.8,1.2,0.9,0.9,0.7,0.6,0.4,0.4,0.4,0.2,0.1,0.1,1.9,1.9,1.7,1.6,1.3,1.2,1.2,1.1,1.0,0.7,0.5,0.4,0.3,8.1,6.6,5.7,4.9,4.7,3.0,2.7,2.6,2.0,2.0,1.1,0.8,0.7,250.0,250.0,245.0,240.0,235.0,225.0,210.0,210.0,210.0,210.0,200.0,195.0,195.0,0.1,0.1,0.0,0.0,0.5,0.3,0.447,0.29600000000000004,0.2,0.2,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.25,0.3,0.2,0.9,0.6,0.429,0.41200000000000003,0.1,0.1,0.3,0.3,74.0,72.0,2.1,2.1,0.1,0.1,0.2,0.2,0.8,0.7,0.1,0.0,0.1,0.1,0.7,0.3,190.0,185.0,0.0,0.0,0.0,0.0,0.2,0.2,0.28600000000000003,0.25,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.242,0.2,0.1,0.6,0.2,0.33299999999999996,0.25,0.1,0.1,0.2,0.1,72.0,71.0,1.9,1.9,0.1,0.0,0.1,0.1,0.5,0.2,0.0,0.0,0.1,0.0,0.3,0.3,180.0,175.0,2009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0
1,1,Connecticut,BE,29.25,116.0,86.8,67.1,0.024,10.37,109.0,98.6,-1.68,31,5,56.9,17.1,0.513,0.23,0.315,0.46399999999999997,3,2,1,2313,2819,8.57,22.17,15.1,55.8,0.5489999999999999,15,14,9,0.0,0.0,0.0,0.092,0.0,44.2,0.0,0.0,0.0,0.424,0.0,0.0,0.0,2,2.0,6.0,6.0,7,6,3.0,4.7,3.2,2.9,2.3,1.7,1.2,0.6,0.5,0.3,0.2,0.2,0.1,0.0,4.2,1.2,1.1,0.8,0.3,0.3,0.3,0.3,0.2,0.0,0.0,0.0,0.0,7.1,6.8,3.9,2.9,2.8,2.6,1.7,1.2,0.7,0.5,0.3,0.3,0.3,1.0,0.667,0.64,0.638,0.556,0.522,0.507,0.5,0.43,0.413,0.391,0.33299999999999996,0.25,5.3,4.9,3.4,3.3,2.7,2.5,1.4,1.2,0.3,0.3,0.1,0.1,0.1,10.4,7.8,7.7,6.1,6.0,5.2,3.1,2.2,0.5,0.4,0.3,0.3,0.3,0.402,0.4,0.348,0.318,0.271,0.26899999999999996,0.13,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.0,0.9,0.4,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.0,2.9,1.5,1.3,0.8,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.64,0.638,0.5710000000000001,0.505,0.505,0.47,0.408,0.408,0.355,0.28600000000000003,0.25,0.25,5.3,4.9,4.9,4.3,3.5,3.1,2.1,1.4,0.5,0.4,0.3,0.1,0.1,11.9,10.6,10.4,7.7,6.9,6.5,6.0,2.2,1.6,0.7,0.4,0.4,0.3,0.833,0.809,0.745,0.7240000000000001,0.721,0.715,0.635,0.627,0.597,0.5,0.0,0.0,0.0,3.7,3.5,3.1,2.7,2.4,2.0,1.4,1.0,0.3,0.1,0.0,0.0,0.0,5.9,5.2,4.8,3.7,3.4,2.5,2.3,1.3,0.5,0.3,0.2,0.1,0.0,87.0,84.0,83.0,81.0,81.0,80.0,79.0,77.0,77.0,76.0,76.0,75.0,75.0,34.6,31.8,31.8,29.3,25.3,25.2,24.9,11.7,4.5,4.1,4.0,2.3,1.4,3.7,3.2,2.0,1.3,1.3,0.9,0.6,0.6,0.4,0.3,0.3,0.2,0.0,2.5,2.0,1.8,1.7,1.6,1.4,1.3,1.0,1.0,0.5,0.4,0.3,0.3,14.7,13.6,13.6,13.2,8.9,8.5,7.2,3.8,1.4,1.2,0.5,0.3,0.2,1.8,1.1,0.7,0.7,0.6,0.6,0.5,0.4,0.2,0.1,0.1,0.1,0.0,2.7,2.0,1.9,1.8,1.8,1.6,0.9,0.6,0.6,0.5,0.3,0.2,0.1,10.8,9.9,5.9,4.1,3.5,3.5,3.0,1.8,1.1,0.7,0.5,0.5,0.3,265.0,263.0,255.0,243.0,240.0,234.0,230.0,210.0,205.0,200.0,190.0,190.0,181.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,73.0,1.3,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.1,176.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,2009,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0
2,1,Pittsburgh,BE,28.96,121.2,92.3,65.2,-0.012,10.11,108.1,98.0,0.79,31,5,60.9,10.3,0.53,0.294,0.222,0.32799999999999996,3,0,2,2320,2787,8.61,21.21,14.8,56.6,0.555,15,19,7,0.0,0.0,0.0,0.11199999999999999,0.0,43.4,0.0,0.0,0.0,0.46299999999999997,0.0,0.0,0.0,6,4.0,1.0,3.0,7,5,1.0,7.5,2.1,2.0,1.7,1.3,1.2,1.1,0.9,0.7,0.6,0.1,0.0,0.0,1.0,0.8,0.7,0.5,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,6.8,4.3,2.9,2.3,2.0,1.9,1.9,1.0,0.8,0.7,0.5,0.1,0.0,0.593,0.552,0.547,0.529,0.517,0.512,0.49,0.484,0.462,0.439,0.4,0.0,0.0,6.5,5.8,2.3,2.3,2.1,1.6,1.2,0.6,0.5,0.5,0.4,0.0,0.0,10.9,10.4,5.3,4.1,3.9,3.3,2.3,1.3,1.1,1.0,0.9,0.3,0.3,0.439,0.396,0.39,0.37200000000000005,0.341,0.33299999999999996,0.294,0.282,0.083,0.0,0.0,0.0,0.0,1.5,1.3,1.0,0.9,0.6,0.5,0.3,0.2,0.1,0.0,0.0,0.0,0.0,4.0,3.8,3.0,2.3,1.6,1.3,1.2,1.2,0.7,0.2,0.0,0.0,0.0,0.593,0.517,0.502,0.495,0.484,0.462,0.44,0.434,0.42700000000000005,0.39799999999999996,0.28600000000000003,0.28,0.0,7.3,6.5,3.6,3.1,2.6,1.9,1.8,1.4,0.7,0.5,0.5,0.2,0.0,14.4,10.9,9.1,7.1,5.2,4.5,4.0,3.3,2.5,1.1,0.9,0.8,0.5,0.8,0.746,0.74,0.7120000000000001,0.698,0.657,0.625,0.605,0.5,0.444,0.4,0.0,0.0,3.2,2.8,2.2,1.5,1.3,1.2,0.7,0.5,0.3,0.2,0.1,0.0,0.0,4.6,4.3,3.1,2.0,1.9,1.7,1.1,0.6,0.6,0.4,0.3,0.0,0.0,83.0,80.0,79.0,78.0,78.0,77.0,76.0,76.0,75.0,74.0,74.0,72.0,70.0,32.4,31.8,27.3,24.6,23.8,19.4,19.0,10.7,9.7,6.7,6.4,1.2,1.2,5.6,1.9,1.9,1.3,0.7,0.6,0.5,0.5,0.4,0.2,0.0,0.0,0.0,2.7,2.3,2.2,1.9,1.7,1.6,1.6,1.3,1.0,0.8,0.7,0.2,0.1,19.2,15.7,10.7,8.4,6.4,5.8,5.4,4.3,1.7,1.2,1.2,0.7,0.0,1.5,1.4,1.0,0.8,0.8,0.6,0.5,0.4,0.2,0.1,0.1,0.0,0.0,2.4,2.0,1.7,1.3,1.1,1.0,1.0,0.6,0.6,0.5,0.5,0.3,0.1,12.3,6.3,4.3,3.3,3.1,2.6,2.5,1.5,1.2,1.0,0.7,0.1,0.0,265.0,250.0,250.0,225.0,220.0,215.0,215.0,210.0,205.0,200.0,190.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,5.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,6.0,4.0,4.0,1.0,3.0,2.0,4.0,1.0,4.0
3,2,Memphis,CUSA,28.67,112.8,84.2,65.9,-0.009000000000000001,4.73,105.5,100.8,4.19,33,4,53.7,15.2,0.501,0.313,0.275,0.39899999999999997,0,1,1,2176,2779,4.63,20.92,15.2,54.2,0.537,16,19,10,0.0,0.0,0.0,0.085,0.0,45.8,0.0,0.0,0.0,0.414,0.0,0.0,0.0,2,4.0,4.0,3.0,7,6,0.0,4.5,3.9,1.4,1.2,1.2,0.8,0.8,0.4,0.2,0.2,0.1,0.1,0.0,1.6,1.4,0.8,0.5,0.5,0.4,0.4,0.4,0.3,0.2,0.0,0.0,0.0,4.6,4.6,4.1,3.8,2.2,1.7,1.4,1.1,1.0,0.6,0.4,0.3,0.1,0.667,0.5489999999999999,0.54,0.523,0.514,0.514,0.48,0.47700000000000004,0.47100000000000003,0.33299999999999996,0.267,0.2,0.14300000000000002,5.3,3.9,3.6,3.1,1.5,1.4,1.0,0.6,0.3,0.3,0.2,0.1,0.1,10.3,7.1,6.8,5.9,2.9,2.8,2.1,1.3,1.2,1.0,0.9,0.4,0.2,1.0,0.47,0.375,0.326,0.27399999999999997,0.263,0.254,0.214,0.174,0.0,0.0,0.0,0.0,1.7,1.5,0.9,0.6,0.6,0.5,0.2,0.1,0.1,0.0,0.0,0.0,0.0,5.2,3.4,3.3,2.2,1.9,1.5,0.6,0.5,0.2,0.0,0.0,0.0,0.0,0.667,0.519,0.509,0.48,0.48,0.47100000000000003,0.455,0.45,0.414,0.4,0.381,0.28300000000000003,0.2,6.2,4.5,3.8,3.5,3.1,1.9,1.5,1.0,0.9,0.6,0.2,0.2,0.1,13.6,8.6,8.2,7.9,7.4,4.5,3.2,3.1,2.1,1.2,1.0,0.6,0.2,0.875,0.8079999999999999,0.75,0.748,0.733,0.721,0.711,0.7,0.636,0.537,0.536,0.51,0.25,3.7,3.4,2.8,2.7,1.4,0.8,0.8,0.6,0.6,0.4,0.4,0.3,0.2,5.2,4.6,3.8,3.6,1.6,1.6,1.5,0.9,0.9,0.8,0.7,0.6,0.4,82.0,81.0,81.0,81.0,80.0,78.0,78.0,77.0,77.0,77.0,75.0,74.0,74.0,34.3,30.2,29.0,25.1,25.0,15.3,13.7,13.5,12.6,9.4,5.8,2.6,1.7,3.0,2.9,1.4,1.3,1.1,0.7,0.6,0.5,0.5,0.4,0.3,0.2,0.2,2.7,2.5,2.4,2.0,2.0,1.8,1.7,1.6,1.6,0.8,0.2,0.1,0.1,17.1,12.9,10.4,10.2,8.7,5.8,4.0,2.9,2.4,1.8,1.4,0.9,0.7,2.1,1.4,1.3,0.9,0.8,0.7,0.7,0.6,0.4,0.3,0.2,0.0,0.0,3.6,2.3,2.0,1.1,1.0,0.8,0.7,0.5,0.4,0.3,0.2,0.1,0.0,7.6,7.5,5.4,4.8,3.6,2.2,2.1,1.6,1.5,1.0,0.9,0.5,0.3,300.0,238.0,230.0,220.0,219.0,215.0,214.0,207.0,196.0,187.0,184.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,13.0,13.0,18.0,18.0,17.0,23.0,0.0,0.0,0.0,0.0,22.0,18.0,14.0,8.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0
4,1,Louisville,BE,26.06,111.2,85.2,66.9,0.068,9.57,108.6,99.0,-0.19,31,6,62.4,15.3,0.527,0.37799999999999995,0.201,0.314,2,2,1,2287,2748,8.41,20.87,16.8,51.8,0.546,16,16,8,0.0,0.0,0.0,0.094,0.0,48.2,0.0,0.0,0.0,0.44299999999999995,0.0,0.0,0.0,2,5.0,4.0,3.0,8,6,0.0,5.0,3.2,2.4,1.8,1.3,1.0,0.9,0.5,0.4,0.3,0.3,0.2,0.2,1.6,1.4,1.3,0.8,0.8,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,7.2,5.9,2.4,1.6,1.4,1.3,1.3,1.1,0.8,0.8,0.4,0.4,0.3,0.6559999999999999,0.625,0.625,0.6,0.594,0.58,0.495,0.493,0.484,0.45899999999999996,0.444,0.419,0.298,4.6,4.4,3.0,1.7,1.5,1.1,1.0,0.6,0.4,0.4,0.3,0.3,0.2,9.4,7.6,6.6,2.9,2.9,2.2,1.7,1.3,1.2,0.8,0.5,0.5,0.4,0.455,0.43200000000000005,0.41200000000000003,0.385,0.373,0.326,0.32299999999999995,0.311,0.304,0.263,0.0,0.0,0.0,1.5,1.5,1.4,1.3,1.0,0.8,0.5,0.3,0.3,0.1,0.0,0.0,0.0,4.0,3.6,3.5,3.3,3.0,2.6,1.5,0.8,0.6,0.5,0.5,0.0,0.0,0.594,0.578,0.526,0.49200000000000005,0.484,0.457,0.43799999999999994,0.431,0.42100000000000004,0.39799999999999996,0.385,0.36,0.354,5.5,4.6,4.4,2.6,2.5,2.3,1.7,1.7,0.7,0.6,0.6,0.6,0.5,11.9,10.6,7.6,6.2,5.3,5.2,4.9,2.9,1.9,1.4,1.4,1.2,1.1,1.0,0.75,0.75,0.731,0.7140000000000001,0.667,0.662,0.647,0.588,0.581,0.556,0.526,0.51,3.0,2.4,1.8,1.3,1.2,0.8,0.5,0.3,0.3,0.2,0.2,0.2,0.1,4.5,3.8,3.2,1.8,1.7,1.5,0.7,0.5,0.5,0.3,0.3,0.3,0.1,82.0,81.0,81.0,80.0,80.0,78.0,76.0,76.0,76.0,76.0,75.0,74.0,73.0,34.3,34.2,25.1,21.2,19.8,19.6,16.7,11.9,6.2,5.5,5.5,5.4,4.5,2.8,2.5,1.6,1.4,0.8,0.6,0.5,0.5,0.4,0.3,0.2,0.2,0.1,3.0,2.0,1.9,1.9,1.7,1.7,1.5,1.3,0.7,0.6,0.5,0.5,0.4,14.2,12.5,11.8,7.8,7.3,6.1,5.3,4.2,2.1,1.6,1.6,1.4,1.4,2.3,1.2,1.1,1.0,0.9,0.8,0.6,0.5,0.3,0.2,0.2,0.1,0.1,3.2,2.3,2.1,1.8,1.1,1.0,0.7,0.6,0.5,0.4,0.2,0.1,0.0,8.7,8.6,4.9,2.9,2.1,2.1,1.7,1.4,1.3,1.1,0.9,0.6,0.4,260.0,230.0,230.0,225.0,220.0,210.0,200.0,195.0,195.0,190.0,190.0,185.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,3.0,3.0,3.0,11.0,9.0,9.0,19.0,18.0,23.0,20.0,9.0,7.0,5.0,5.0,7.0,6.0,6.0,5.0,1.0,1.0,1.0
