,Seed,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace_x,pts,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace_y,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_SR,num_FR,num_JR,num_SO,num_G,num_F,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,high_school_1,high_school_2,high_school_3,high_school_4,high_school_5,high_school_6,high_school_7,high_school_8,high_school_9,high_school_10,high_school_11,high_school_12,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,num_Sr,ast_per_g_13,ast_per_g_14,blk_per_g_13,blk_per_g_14,drb_per_g_13,drb_per_g_14,fg2_pct_13,fg2_pct_14,fg2_per_g_13,fg2_per_g_14,fg2a_per_g_13,fg2a_per_g_14,fg3_pct_13,fg3_pct_14,fg3_per_g_13,fg3_per_g_14,fg3a_per_g_13,fg3a_per_g_14,fg_pct_13,fg_pct_14,fg_per_g_13,fg_per_g_14,fga_per_g_13,fga_per_g_14,ft_pct_13,ft_pct_14,ft_per_g_13,ft_per_g_14,fta_per_g_13,fta_per_g_14,height_13,height_14,high_school_13,high_school_14,mp_per_g_13,mp_per_g_14,orb_per_g_13,orb_per_g_14,pf_per_g_13,pf_per_g_14,pts_per_g_13,pts_per_g_14,stl_per_g_13,stl_per_g_14,tov_per_g_13,tov_per_g_14,trb_per_g_13,trb_per_g_14,weight_13,weight_14,ast_per_g_15,blk_per_g_15,drb_per_g_15,fg2_pct_15,fg2_per_g_15,fg2a_per_g_15,fg3_pct_15,fg3_per_g_15,fg3a_per_g_15,fg_pct_15,fg_per_g_15,fga_per_g_15,ft_pct_15,ft_per_g_15,fta_per_g_15,height_15,high_school_15,mp_per_g_15,orb_per_g_15,pf_per_g_15,pts_per_g_15,stl_per_g_15,tov_per_g_15,trb_per_g_15,weight_15,ast_per_g_16,blk_per_g_16,drb_per_g_16,fg2_pct_16,fg2_per_g_16,fg2a_per_g_16,fg3_pct_16,fg3_per_g_16,fg3a_per_g_16,fg_pct_16,fg_per_g_16,fga_per_g_16,ft_pct_16,ft_per_g_16,fta_per_g_16,height_16,high_school_16,mp_per_g_16,orb_per_g_16,pf_per_g_16,pts_per_g_16,stl_per_g_16,tov_per_g_16,trb_per_g_16,weight_16,ast_per_g_17,blk_per_g_17,drb_per_g_17,fg2_pct_17,fg2_per_g_17,fg2a_per_g_17,fg3_pct_17,fg3_per_g_17,fg3a_per_g_17,fg_pct_17,fg_per_g_17,fga_per_g_17,ft_pct_17,ft_per_g_17,fta_per_g_17,height_17,high_school_17,mp_per_g_17,orb_per_g_17,pf_per_g_17,pts_per_g_17,stl_per_g_17,tov_per_g_17,trb_per_g_17,weight_17,year,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,max,final
0,1,Kentucky,SEC,36.91,121.3,84.4,62.4,0.048,8.58,108.7,100.1,3.13,38,1,55.0,18.2,0.515,0.271,0.319,0.439,0,0,0,115.5,2118,39.5,63.8,2900,8.67,28.72,10.1,13.6,54.9,0.5579999999999999,18,19,10,63.8,84.4,0.318,0.305,0.435,45.1,40.1,7.3,6.0,0.396,18.0,31.8,0.209,3.0,4.0,2.0,7,9,6,1.0,3.6,3.6,1.4,1.1,1.1,1.1,1.0,0.7,0.6,0.3,0.3,0.3,2.3,1.7,1.5,0.9,0.7,0.4,0.2,0.2,0.2,0.1,0.1,0.0,4.3,4.2,3.4,2.9,2.3,2.2,1.9,1.6,1.5,1.4,0.6,0.5,0.667,0.644,0.5770000000000001,0.5720000000000001,0.536,0.527,0.506,0.475,0.457,0.386,0.376,0.35700000000000004,3.7,3.5,3.1,2.2,2.0,2.0,2.0,1.7,1.2,0.9,0.2,0.1,6.4,6.1,5.9,4.7,4.4,4.4,4.0,3.8,2.4,1.9,0.6,0.2,1.0,0.429,0.41100000000000003,0.38299999999999995,0.33299999999999996,0.316,0.25,0.23800000000000002,0.138,0.0,0.0,0.0,1.5,1.5,0.9,0.9,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,4.8,3.7,2.4,2.1,0.9,0.9,0.8,0.8,0.2,0.2,0.1,0.0,1.0,0.644,0.5720000000000001,0.5660000000000001,0.506,0.488,0.47,0.406,0.395,0.389,0.381,0.37799999999999995,3.7,3.7,3.6,3.5,3.3,2.6,2.0,2.0,1.8,1.2,0.4,0.4,9.5,7.6,6.8,6.7,6.6,6.1,5.3,4.5,4.0,1.9,1.5,0.9,1.0,0.857,0.828,0.813,0.8079999999999999,0.792,0.782,0.735,0.625,0.617,0.5,0.5,3.2,2.8,2.3,2.1,2.0,2.0,1.5,1.4,1.1,0.3,0.2,0.2,4.1,3.7,3.4,3.3,2.8,2.6,1.8,1.7,1.4,0.6,0.4,0.3,84,84,83,82,81,81,80,78,78,78,76.0,74.0,Travis,Travis,St. Joseph,Scituate,River Dell,Olathe Northwest,Northeast HS,Moss Point,Montverde Academy,Marian Catholic HS,Madison Central HS,Dunbar,25.9,25.7,25.5,23.8,23.0,21.5,21.1,20.3,16.3,10.9,7.1,3.9,2.4,2.3,1.8,1.7,1.5,1.2,0.4,0.4,0.4,0.3,0.3,0.1,2.9,2.1,2.0,1.8,1.8,1.6,1.6,1.6,1.5,1.5,0.6,0.3,11.0,10.3,10.0,9.3,8.9,8.7,6.4,5.6,5.5,2.6,1.3,1.3,1.2,1.1,1.0,1.0,0.5,0.5,0.5,0.4,0.4,0.3,0.1,0.1,1.6,1.4,1.2,1.1,1.1,1.0,1.0,1.0,0.9,0.5,0.4,0.3,6.7,6.4,5.2,4.6,3.8,2.7,2.6,2.2,2.0,1.8,0.7,0.7,255,250,240,238,235,220,216,212,210,206,200.0,195.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.0,0.1,0.0,0.2,0.1,0.4,0.32,0.1,0.1,0.3,0.2,72.0,71.0,Dunbar,Deer Valley HS,1.6,1.5,0.1,0.0,0.2,0.2,0.4,0.1,0.1,0.1,0.2,0.1,0.4,0.1,190.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,69.0,Bullitt East HS,1.4,0.0,0.0,0.1,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,69.0,Arsenal Tech,1.1,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1,Wisconsin,B10,33.72,129.0,95.2,58.7,0.015,11.03,109.8,98.8,5.3,36,4,49.7,8.2,0.5479999999999999,0.374,0.276,0.36200000000000004,2,1,2,121.1,2327,32.1,59.5,2900,10.29,24.61,7.3,10.7,54.7,0.585,16,15,10,59.5,97.2,0.22399999999999998,0.257,0.503,45.3,40.0,6.8,6.3,0.47700000000000004,14.0,23.7,0.159,4.0,3.0,2.0,4,7,5,1.0,2.6,2.6,2.5,2.0,1.8,1.2,0.6,0.5,0.2,0.2,0.1,0.0,1.5,0.5,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,6.7,4.1,3.6,2.8,1.8,1.5,1.3,0.9,0.8,0.3,0.3,0.2,0.639,0.583,0.581,0.541,0.5379999999999999,0.5,0.49,0.484,0.441,0.424,0.33299999999999996,0.33299999999999996,5.8,4.1,3.2,2.3,1.3,0.8,0.8,0.7,0.6,0.1,0.1,0.1,9.9,6.4,5.8,4.8,3.1,1.7,1.7,1.2,1.1,0.4,0.3,0.2,0.429,0.41600000000000004,0.405,0.396,0.389,0.331,0.319,0.282,0.14300000000000002,0.0,0.0,0.0,1.6,1.3,1.2,1.1,1.0,0.8,0.5,0.2,0.1,0.0,0.0,0.0,3.8,3.8,3.2,2.6,2.5,2.4,1.9,0.5,0.4,0.4,0.1,0.1,0.547,0.525,0.49700000000000005,0.44299999999999995,0.441,0.434,0.43200000000000005,0.414,0.4,0.387,0.33299999999999996,0.28600000000000003,6.8,5.3,4.2,2.9,2.9,1.9,1.6,0.8,0.7,0.3,0.1,0.1,12.5,10.2,8.4,7.0,6.6,4.4,4.1,1.7,1.5,0.7,0.6,0.5,0.889,0.851,0.8270000000000001,0.812,0.78,0.7440000000000001,0.708,0.674,0.588,0.0,0.0,0.0,4.0,3.1,2.0,1.9,1.6,1.4,0.8,0.7,0.3,0.0,0.0,0.0,5.1,4.2,2.8,2.2,1.9,1.7,1.2,0.8,0.5,0.1,0.1,0.0,84,82,81,80,80,80,78,77,76,76,75.0,75.0,Xavier HS,Whitmer HS,Southwest HS,South,Sheboygan Lutheran,Port Washington,Orono HS,Minnetonka HS,Germantown HS,Deerfield,Bowling Green HS,Benet Academy,33.6,33.0,33.0,31.0,28.8,24.1,15.9,7.6,6.3,2.6,2.5,2.0,2.1,1.9,1.5,0.7,0.7,0.5,0.5,0.4,0.3,0.2,0.1,0.1,2.3,1.9,1.7,1.6,1.3,1.3,1.1,1.1,1.1,0.3,0.3,0.2,18.8,13.9,12.4,8.7,8.1,6.6,4.7,2.1,1.8,0.7,0.3,0.2,0.9,0.9,0.8,0.8,0.5,0.3,0.2,0.2,0.2,0.1,0.1,0.0,1.6,1.5,1.3,0.9,0.8,0.7,0.5,0.4,0.4,0.1,0.1,0.1,8.2,6.2,5.5,3.5,2.6,1.8,1.7,1.3,1.3,0.6,0.4,0.3,242,237,235,230,218,215,207,195,192,190,185.0,182.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,Aquinas HS,0,1.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,3.0,3.0,2.0,2.0,5.0,5.0,6.0,4.0,4.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,2.0,3.0
2,1,Duke,ACC,32.48,124.5,92.0,65.8,0.067,11.17,110.7,99.5,1.31,35,4,53.5,9.0,0.5660000000000001,0.33399999999999996,0.278,0.39799999999999996,3,1,2,119.4,2502,35.8,65.9,3091,9.87,24.97,10.7,13.9,53.9,0.593,15,15,9,65.9,96.7,0.24,0.278,0.49200000000000005,46.1,47.0,8.3,8.3,0.465,15.9,30.2,0.166,2.0,4.0,3.0,3,7,3,2.0,5.6,2.6,2.1,1.8,1.3,1.0,0.8,0.4,0.3,0.2,0.2,0.1,1.4,0.9,0.7,0.6,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,5.2,4.9,3.5,3.0,3.0,1.8,1.8,1.5,1.4,0.7,0.2,0.0,0.7559999999999999,0.664,0.631,0.536,0.516,0.5,0.5,0.44799999999999995,0.44,0.42,0.0,0.0,7.3,3.3,2.5,2.4,2.3,1.5,1.1,0.8,0.8,0.2,0.0,0.0,11.1,6.3,5.1,4.6,3.8,3.5,2.5,1.5,1.1,0.3,0.1,0.0,1.0,0.418,0.40399999999999997,0.395,0.379,0.376,0.34600000000000003,0.25,0.25,0.0,0.0,0.0,2.6,1.2,1.2,1.2,1.1,0.7,0.5,0.1,0.0,0.0,0.0,0.0,6.6,3.2,2.9,2.8,2.8,2.7,1.5,0.4,0.1,0.0,0.0,0.0,0.762,0.664,0.631,0.486,0.45299999999999996,0.425,0.41700000000000004,0.413,0.41,0.278,0.2,0.0,7.3,5.1,4.4,3.5,2.6,2.4,2.2,1.3,0.8,0.8,0.1,0.0,11.3,11.1,9.1,8.3,6.3,5.3,3.8,3.0,3.0,1.1,0.5,0.1,0.8909999999999999,0.889,0.8490000000000001,0.7140000000000001,0.71,0.667,0.6409999999999999,0.5710000000000001,0.5539999999999999,0.51,0.0,0.0,3.7,2.6,2.6,2.5,1.3,1.3,1.1,0.7,0.6,0.6,0.0,0.0,5.1,4.2,4.0,2.8,2.4,1.7,1.5,1.2,0.9,0.8,0.0,0.0,84,83,81,80,78,77,77,76,75,75,74.0,73.0,Whitney Young,Strake Jesuit College Prep,St. John's,Ravenscroft,Providence,Ottawa,Oak Hill Academy (VA),Milton Academy,Friends Central School,DeSoto HS,Christ School (NC),Apple Valley,35.8,33.9,30.1,29.1,21.7,21.3,19.3,10.5,9.6,9.2,1.6,1.2,3.5,2.3,1.3,1.0,0.9,0.5,0.5,0.4,0.3,0.2,0.2,0.0,2.8,2.1,2.0,1.9,1.9,1.8,1.7,1.5,1.2,1.2,0.4,0.0,17.3,15.3,12.6,11.8,7.5,6.1,6.0,4.4,3.0,2.2,0.3,0.0,1.5,1.3,1.0,1.0,0.9,0.8,0.6,0.5,0.3,0.2,0.0,0.0,2.5,1.9,1.8,1.3,1.2,1.1,0.7,0.4,0.4,0.0,0.0,0.0,8.5,6.5,5.8,3.5,3.4,2.4,2.3,2.3,2.0,1.0,0.4,0.0,270,255,230,225,215,210,195,195,195,195,190.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0
3,2,Arizona,P12,32.36,119.9,87.5,65.8,-0.033,7.37,108.3,100.9,0.09,34,4,52.3,9.8,0.535,0.259,0.33799999999999997,0.47100000000000003,2,0,3,114.7,2268,34.5,66.5,2911,7.41,24.33,10.8,14.2,56.8,0.575,16,17,8,66.5,89.4,0.373,0.315,0.494,43.2,47.6,7.1,6.3,0.451,18.5,22.4,0.26,3.0,4.0,4.0,3,6,6,2.0,6.3,1.8,1.7,1.6,1.2,0.7,0.4,0.3,0.2,0.1,0.1,0.1,0.8,0.7,0.6,0.4,0.4,0.3,0.3,0.3,0.1,0.1,0.0,0.0,4.8,4.5,3.6,3.4,3.2,1.9,1.5,1.2,0.6,0.5,0.4,0.2,0.7140000000000001,0.615,0.603,0.5720000000000001,0.557,0.537,0.537,0.526,0.48100000000000004,0.478,0.457,0.25,4.1,3.5,3.4,3.4,3.2,1.2,1.1,1.0,0.7,0.5,0.4,0.1,7.6,7.2,6.5,6.2,5.7,2.1,2.0,1.6,1.5,0.9,0.7,0.3,1.0,0.8,0.4,0.391,0.371,0.365,0.33299999999999996,0.321,0.207,0.0,0.0,0.0,1.8,1.1,0.7,0.7,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,4.5,3.1,2.1,1.9,0.9,0.8,0.7,0.4,0.3,0.1,0.1,0.0,0.7140000000000001,0.615,0.615,0.5720000000000001,0.514,0.502,0.498,0.45299999999999996,0.446,0.44,0.39399999999999996,0.33299999999999996,4.6,4.4,4.1,3.6,3.2,2.9,1.3,1.1,1.0,1.0,0.5,0.1,10.3,8.5,8.2,7.2,6.6,5.7,2.9,2.2,2.2,1.6,0.7,0.6,1.0,0.8290000000000001,0.8109999999999999,0.792,0.742,0.7070000000000001,0.703,0.6990000000000001,0.647,0.529,0.512,0.0,3.8,3.5,3.2,2.8,1.6,1.5,1.1,0.6,0.6,0.5,0.3,0.0,5.4,4.7,4.5,4.0,2.1,2.0,1.8,1.1,1.0,0.6,0.3,0.0,84,84,82,80,79,79,78,78,77,75,74.0,73.0,Sunrise Christian Academy,St. Mark's School,Sierra Canyon HS,Sabino,Orange Lutheran HS,Mater Dei,Mater Dei,Loyola HS,Loyola HS,Findlay Prep,Findlay Prep,De La Salle HS,30.5,28.7,28.4,27.8,26.0,23.1,14.9,9.6,8.6,7.1,3.7,1.9,2.0,2.0,1.8,1.6,0.8,0.7,0.6,0.4,0.3,0.2,0.2,0.1,3.1,2.8,2.6,2.5,1.8,1.5,1.3,1.2,1.0,0.5,0.4,0.1,13.8,12.2,11.2,10.4,9.3,9.2,3.5,3.4,3.1,2.9,1.2,0.3,2.2,1.5,1.2,0.6,0.6,0.4,0.4,0.3,0.3,0.1,0.0,0.0,2.2,2.1,1.6,1.4,1.4,1.0,0.7,0.3,0.3,0.3,0.1,0.1,6.8,6.5,5.2,5.2,3.8,2.1,2.1,1.4,1.1,1.0,0.8,0.3,240,235,230,230,225,215,205,205,195,185,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,72.0,68.0,Chester,Chartiers Valley,1.6,1.3,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,160.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2.0,2.0,3.0,3.0,3.0,3.0,3.0,8.0,7.0,10.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,2.0,5.0
