,Seed,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace_x,pts,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace_y,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_SO,num_FR,num_SR,num_JR,num_G,num_F,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,ast_per_g_14,ast_per_g_15,ast_per_g_16,ast_per_g_17,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,blk_per_g_14,blk_per_g_15,blk_per_g_16,blk_per_g_17,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,drb_per_g_14,drb_per_g_15,drb_per_g_16,drb_per_g_17,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_pct_14,fg2_pct_15,fg2_pct_16,fg2_pct_17,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2_per_g_14,fg2_per_g_15,fg2_per_g_16,fg2_per_g_17,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg2a_per_g_14,fg2a_per_g_15,fg2a_per_g_16,fg2a_per_g_17,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_pct_14,fg3_pct_15,fg3_pct_16,fg3_pct_17,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3_per_g_14,fg3_per_g_15,fg3_per_g_16,fg3_per_g_17,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg3a_per_g_14,fg3a_per_g_15,fg3a_per_g_16,fg3a_per_g_17,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_pct_14,fg_pct_15,fg_pct_16,fg_pct_17,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fg_per_g_14,fg_per_g_15,fg_per_g_16,fg_per_g_17,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,fga_per_g_14,fga_per_g_15,fga_per_g_16,fga_per_g_17,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_pct_14,ft_pct_15,ft_pct_16,ft_pct_17,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,ft_per_g_14,ft_per_g_15,ft_per_g_16,ft_per_g_17,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,fta_per_g_14,fta_per_g_15,fta_per_g_16,fta_per_g_17,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,height_14,height_15,height_16,height_17,high_school_1,high_school_2,high_school_3,high_school_4,high_school_5,high_school_6,high_school_7,high_school_8,high_school_9,high_school_10,high_school_11,high_school_12,high_school_13,high_school_14,high_school_15,high_school_16,high_school_17,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,mp_per_g_14,mp_per_g_15,mp_per_g_16,mp_per_g_17,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,orb_per_g_14,orb_per_g_15,orb_per_g_16,orb_per_g_17,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pf_per_g_14,pf_per_g_15,pf_per_g_16,pf_per_g_17,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,pts_per_g_14,pts_per_g_15,pts_per_g_16,pts_per_g_17,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,stl_per_g_14,stl_per_g_15,stl_per_g_16,stl_per_g_17,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,tov_per_g_14,tov_per_g_15,tov_per_g_16,tov_per_g_17,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,trb_per_g_14,trb_per_g_15,trb_per_g_16,trb_per_g_17,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,weight_15,weight_16,weight_17,ast_per_g_18,ast_per_g_19,ast_per_g_20,blk_per_g_18,blk_per_g_19,blk_per_g_20,drb_per_g_18,drb_per_g_19,drb_per_g_20,fg2_pct_18,fg2_pct_19,fg2_pct_20,fg2_per_g_18,fg2_per_g_19,fg2_per_g_20,fg2a_per_g_18,fg2a_per_g_19,fg2a_per_g_20,fg3_pct_18,fg3_pct_19,fg3_pct_20,fg3_per_g_18,fg3_per_g_19,fg3_per_g_20,fg3a_per_g_18,fg3a_per_g_19,fg3a_per_g_20,fg_pct_18,fg_pct_19,fg_pct_20,fg_per_g_18,fg_per_g_19,fg_per_g_20,fga_per_g_18,fga_per_g_19,fga_per_g_20,ft_pct_18,ft_pct_19,ft_pct_20,ft_per_g_18,ft_per_g_19,ft_per_g_20,fta_per_g_18,fta_per_g_19,fta_per_g_20,height_18,height_19,height_20,high_school_18,high_school_19,high_school_20,mp_per_g_18,mp_per_g_19,mp_per_g_20,orb_per_g_18,orb_per_g_19,orb_per_g_20,pf_per_g_18,pf_per_g_19,pf_per_g_20,pts_per_g_18,pts_per_g_19,pts_per_g_20,stl_per_g_18,stl_per_g_19,stl_per_g_20,tov_per_g_18,tov_per_g_19,tov_per_g_20,trb_per_g_18,trb_per_g_19,trb_per_g_20,weight_18,weight_19,weight_20,ast_per_g_21,blk_per_g_21,drb_per_g_21,fg2_pct_21,fg2_per_g_21,fg2a_per_g_21,fg3_pct_21,fg3_per_g_21,fg3a_per_g_21,fg_pct_21,fg_per_g_21,fga_per_g_21,ft_pct_21,ft_per_g_21,fta_per_g_21,height_21,high_school_21,mp_per_g_21,orb_per_g_21,pf_per_g_21,pts_per_g_21,stl_per_g_21,tov_per_g_21,trb_per_g_21,weight_21,ast_per_g_22,blk_per_g_22,drb_per_g_22,fg2_pct_22,fg2_per_g_22,fg2a_per_g_22,fg3_pct_22,fg3_per_g_22,fg3a_per_g_22,fg_pct_22,fg_per_g_22,fga_per_g_22,ft_pct_22,ft_per_g_22,fta_per_g_22,height_22,high_school_22,mp_per_g_22,orb_per_g_22,pf_per_g_22,pts_per_g_22,stl_per_g_22,tov_per_g_22,trb_per_g_22,weight_22,year,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,max,final
0,8,Kansas,B12,30.23,115.8,85.5,67.3,0.04,12.66,107.4,94.7,9.58,28,3,50.8,13.6,0.541,0.32899999999999996,0.23399999999999999,0.35,1,1,1,109.4,1882,32.8,67.9,2312,11.63,24.96,11.2,16.2,54.7,0.564,17,14,11,67.9,89.0,0.233,0.413,0.467,45.3,52.8,9.4,9.4,0.44,16.8,26.3,0.157,3.0,6.0,3.0,3.0,10,4,1.0,4.6,4.0,2.0,0.9,0.6,0.6,0.6,0.5,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.6,0.8,0.4,0.3,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.9,3.5,3.0,2.6,2.2,2.0,1.7,1.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748,0.667,0.541,0.536,0.519,0.47600000000000003,0.473,0.452,0.414,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.8,2.9,2.8,2.2,1.0,0.8,0.8,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,7.8,6.1,5.2,4.3,2.1,1.9,1.7,1.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,0.444,0.429,0.348,0.33799999999999997,0.33299999999999996,0.327,0.309,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.5,1.3,1.0,0.5,0.3,0.3,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.4,4.1,2.3,1.7,1.0,0.8,0.7,0.5,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.748,0.529,0.47100000000000003,0.46799999999999997,0.442,0.431,0.429,0.428,0.387,0.342,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,6.1,5.8,3.7,3.4,2.8,2.6,1.8,0.9,0.9,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,13.0,8.7,7.8,7.7,6.8,5.3,4.2,2.5,1.9,0.8,0.7,0.5,0.4,0.0,0.0,0.0,0.0,0.912,0.83,0.813,0.75,0.731,0.6729999999999999,0.609,0.52,0.5,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.1,1.8,1.3,1.1,1.0,0.7,0.6,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,4.7,3.0,1.7,1.6,1.4,1.1,0.8,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,82.0,81.0,80.0,80.0,80.0,78.0,77.0,77.0,77.0,77.0,76.0,75.0,74.0,73.0,0.0,0.0,Wasatch Academy (UT),Skyline High School,Simeon HS,Rockhurst High School,Rock Bridge HS,Providence Day School,Potter's House Christian Academy,Oak Park HS,Oak Hill Academy,Northfield Mount Hermon School (MA),John H. Guyer HS,Ironwood Ridge High School,IMG Academy,Carroll Senior HS,Blue Valley Northwest HS,0,0,34.9,33.3,32.2,27.7,24.6,18.4,14.7,10.9,8.2,2.7,2.6,2.3,1.0,0.0,0.0,0.0,0.0,3.5,1.6,1.2,1.2,0.7,0.6,0.6,0.6,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,1.9,1.8,1.8,1.7,1.3,1.3,0.7,0.5,0.3,0.3,0.2,0.0,0.0,0.0,0.0,18.1,13.7,10.0,9.2,7.9,6.9,5.3,2.6,2.4,1.2,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2.1,1.8,1.2,0.7,0.5,0.5,0.5,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.4,1.9,1.7,1.1,0.9,0.9,0.8,0.5,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,10.5,4.5,4.2,4.1,4.1,2.9,2.8,2.3,2.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,270.0,265.0,245.0,225.0,215.0,210.0,208.0,205.0,200.0,195.0,195.0,185.0,185.0,185.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,3.0,5.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
1,1,Gonzaga,WCC,26.95,121.3,94.4,71.9,0.05,2.42,103.5,101.0,-2.09,31,2,52.5,9.5,0.575,0.313,0.267,0.38799999999999996,1,0,1,120.1,2239,33.7,72.5,2885,3.13,22.7,10.1,13.2,56.6,0.599,15,17,10,72.5,93.2,0.218,0.341,0.5,43.4,43.4,8.3,6.9,0.47600000000000003,16.5,22.7,0.152,4.0,6.0,3.0,1.0,7,6,1.0,4.2,3.2,2.1,2.0,1.9,1.5,1.5,1.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8,0.8,0.5,0.4,0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.8,3.8,3.8,3.4,3.0,2.1,2.1,0.6,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.632,0.628,0.623,0.621,0.595,0.588,0.573,0.573,0.517,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.8,3.6,2.8,2.7,2.4,2.2,1.8,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,6.2,5.8,5.0,4.6,4.5,4.5,2.9,1.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5710000000000001,0.5,0.43799999999999994,0.43200000000000005,0.4,0.363,0.345,0.33299999999999996,0.33299999999999996,0.182,0.125,0.111,0.0,0.0,0.0,0.0,0.0,2.4,1.5,1.4,1.2,1.0,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.8,3.8,3.6,2.2,0.6,0.6,0.5,0.3,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.619,0.618,0.562,0.5379999999999999,0.535,0.529,0.5,0.483,0.474,0.44,0.429,0.308,0.0,0.0,0.0,0.0,0.0,6.3,5.1,4.7,3.9,3.9,3.8,3.5,1.9,0.7,0.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,11.3,10.0,9.6,8.3,8.1,7.2,6.3,3.5,1.1,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.825,0.81,0.76,0.726,0.655,0.615,0.611,0.61,0.6,0.5710000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.2,2.1,2.0,1.9,1.6,1.5,1.1,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,3.3,2.9,2.6,2.5,2.5,1.9,1.9,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,82.0,82.0,82.0,80.0,79.0,78.0,77.0,77.0,76.0,75.0,75.0,73.0,0.0,0.0,0.0,South Eugene HS,President Valdas Adamkus (Lithuania),Pearce (TX),Montverde Academy,Montverde Academy,Madison HS,Lake Ridge HS,Kittitas HS,"King's (Shoreline, WA)",Jesuit HS,Institut national du sport (France),INSEP Academy,Gonzaga Prep,Canterbury Academy (Spain),0,0,0,33.0,32.7,29.3,25.9,25.6,24.6,20.5,14.7,5.2,4.5,2.9,2.1,0.0,0.0,0.0,0.0,0.0,2.4,2.0,1.5,1.2,1.0,0.9,0.7,0.7,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.5,2.2,1.8,1.8,1.7,1.5,0.8,0.7,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,17.5,13.9,13.6,10.7,10.6,10.1,9.8,4.9,1.9,1.2,0.9,0.6,0.0,0.0,0.0,0.0,0.0,1.4,1.3,1.2,1.1,1.0,0.9,0.6,0.5,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,1.5,1.4,1.2,1.0,1.0,0.8,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.9,6.3,5.4,5.0,4.5,4.0,3.1,2.8,0.9,0.8,0.3,0.1,0.0,0.0,0.0,0.0,0.0,260.0,235.0,235.0,235.0,220.0,220.0,220.0,200.0,200.0,185.0,180.0,180.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,8.0,8.0,8.0,8.0,9.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0
2,17,Baylor,B12,25.49,113.5,88.1,66.2,0.016,10.2,106.4,96.2,1.38,26,4,54.1,12.5,0.494,0.369,0.213,0.308,3,1,2,106.4,1804,35.7,66.6,2134,9.13,20.13,12.2,14.9,52.5,0.523,15,14,8,66.6,89.9,0.308,0.35,0.486,47.5,52.7,8.7,13.0,0.452,19.7,29.9,0.21100000000000002,6.0,2.0,3.0,3.0,10,4,0.0,3.8,3.1,1.9,1.8,1.5,0.8,0.6,0.5,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.7,0.6,0.5,0.4,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.6,3.3,2.7,2.7,2.4,1.7,1.5,1.3,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.48700000000000004,0.48100000000000004,0.467,0.462,0.45799999999999996,0.446,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.0,2.4,2.4,2.1,1.7,1.4,1.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.5,5.1,4.9,4.7,3.6,3.5,2.8,1.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.381,0.37799999999999995,0.355,0.324,0.11800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.1,1.3,1.1,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.0,3.5,3.5,1.5,0.9,0.8,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.48100000000000004,0.475,0.45899999999999996,0.42200000000000004,0.42100000000000004,0.409,0.4,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.3,3.7,3.5,2.7,2.5,1.8,1.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,10.7,8.6,7.1,6.7,5.5,4.3,3.6,1.4,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848,0.775,0.735,0.69,0.684,0.6629999999999999,0.647,0.5670000000000001,0.5,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.3,2.2,1.8,1.0,0.9,0.8,0.7,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.2,3.0,2.7,2.3,1.6,1.1,1.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,81.0,81.0,80.0,79.0,78.0,77.0,75.0,75.0,75.0,75.0,74.0,72.0,0.0,0.0,0.0,Westlake HS,Walnut HIlls High School,Sunrise Christian (KS),Riverside Academy,Prime Prep Academy,NBA Global Academy - Australia,Mountain Mission School,Magnolia HS,Liberty County High School,Findlay College Prep,Faith Baptist (GA),East Ridge (MN),Duluth HS,Bishop Gorman High School,0,0,0,32.6,32.4,30.4,28.4,26.1,25.8,13.1,11.6,9.1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.9,1.0,0.9,0.7,0.7,0.6,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.7,2.7,2.5,2.4,1.7,1.3,1.2,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.9,9.9,9.6,7.6,6.1,4.8,4.0,2.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.6,1.5,1.1,1.0,0.6,0.5,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.2,1.5,1.4,1.3,1.2,0.9,0.7,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.2,4.6,3.6,3.2,2.7,2.4,2.2,1.9,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,245.0,240.0,230.0,225.0,210.0,195.0,195.0,195.0,190.0,190.0,185.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,16.0,24.0,24.0,19.0,18.0,11.0,10.0,7.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,5.0
