,Unnamed: 0,Seed,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace_x,pts,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace_y,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_JR,num_SO,num_FR,num_SR,num_G,num_F,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,ast_per_g_14,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,blk_per_g_14,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,drb_per_g_14,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_pct_14,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2_per_g_14,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg2a_per_g_14,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_pct_14,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3_per_g_14,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg3a_per_g_14,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_pct_14,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fg_per_g_14,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,fga_per_g_14,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_pct_14,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,ft_per_g_14,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,fta_per_g_14,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,height_14,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,mp_per_g_14,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,orb_per_g_14,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pf_per_g_14,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,pts_per_g_14,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,stl_per_g_14,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,tov_per_g_14,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,trb_per_g_14,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,ast_per_g_15,blk_per_g_15,drb_per_g_15,fg2_pct_15,fg2_per_g_15,fg2a_per_g_15,fg3_pct_15,fg3_per_g_15,fg3a_per_g_15,fg_pct_15,fg_per_g_15,fga_per_g_15,ft_pct_15,ft_per_g_15,fta_per_g_15,height_15,mp_per_g_15,orb_per_g_15,pf_per_g_15,pts_per_g_15,stl_per_g_15,tov_per_g_15,trb_per_g_15,weight_15,ast_per_g_16,blk_per_g_16,drb_per_g_16,fg2_pct_16,fg2_per_g_16,fg2a_per_g_16,fg3_pct_16,fg3_per_g_16,fg3a_per_g_16,fg_pct_16,fg_per_g_16,fga_per_g_16,ft_pct_16,ft_per_g_16,fta_per_g_16,height_16,mp_per_g_16,orb_per_g_16,pf_per_g_16,pts_per_g_16,stl_per_g_16,tov_per_g_16,trb_per_g_16,weight_16,ast_per_g_17,blk_per_g_17,drb_per_g_17,fg2_pct_17,fg2_per_g_17,fg2a_per_g_17,fg3_pct_17,fg3_per_g_17,fg3a_per_g_17,fg_pct_17,fg_per_g_17,fga_per_g_17,ft_pct_17,ft_per_g_17,fta_per_g_17,height_17,mp_per_g_17,orb_per_g_17,pf_per_g_17,pts_per_g_17,stl_per_g_17,tov_per_g_17,trb_per_g_17,weight_17,ast_per_g_18,ast_per_g_19,blk_per_g_18,blk_per_g_19,drb_per_g_18,drb_per_g_19,fg2_pct_18,fg2_pct_19,fg2_per_g_18,fg2_per_g_19,fg2a_per_g_18,fg2a_per_g_19,fg3_pct_18,fg3_pct_19,fg3_per_g_18,fg3_per_g_19,fg3a_per_g_18,fg3a_per_g_19,fg_pct_18,fg_pct_19,fg_per_g_18,fg_per_g_19,fga_per_g_18,fga_per_g_19,ft_pct_18,ft_pct_19,ft_per_g_18,ft_per_g_19,fta_per_g_18,fta_per_g_19,height_18,height_19,mp_per_g_18,mp_per_g_19,orb_per_g_18,orb_per_g_19,pf_per_g_18,pf_per_g_19,pts_per_g_18,pts_per_g_19,stl_per_g_18,stl_per_g_19,tov_per_g_18,tov_per_g_19,trb_per_g_18,trb_per_g_19,weight_18,weight_19,year
0,0,1,Duke,ACC,33.29,121.0,87.7,64.7,0.009000000000000001,11.53,107.9,96.4,2.5,35,5,52.9,9.8,0.505,0.32899999999999996,0.287,0.379,3,0,5,115.7,2441,40.3,66.5,3079,9.21,25.21,10.0,13.3,54.4,0.5489999999999999,13,17,5,66.5,91.7,0.34,0.254,0.47700000000000004,45.6,49.0,7.9,9.7,0.43700000000000006,18.2,32.1,0.23399999999999999,4,2.0,3.0,4.0,5,7,1.0,4.9,3.0,2.4,1.0,0.9,0.9,0.8,0.4,0.3,0.3,0.1,0.0,0.0,0.0,0.9,0.8,0.8,0.7,0.4,0.3,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,4.8,4.2,3.3,2.8,2.5,1.9,1.9,1.3,1.0,0.9,0.1,0.1,0.1,0.0,0.75,0.638,0.5579999999999999,0.48,0.46,0.439,0.439,0.424,0.423,0.418,0.33299999999999996,0.0,0.0,0.0,4.7,3.6,2.6,2.3,2.1,1.7,1.4,1.0,0.5,0.3,0.1,0.0,0.0,0.0,10.2,8.4,6.1,3.9,3.7,3.5,2.9,1.3,1.1,0.7,0.2,0.1,0.0,0.0,1.0,0.5,0.39899999999999997,0.392,0.38299999999999995,0.379,0.263,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2.8,2.1,1.6,0.9,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,5.3,4.0,2.5,0.7,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.638,0.583,0.561,0.462,0.441,0.439,0.415,0.39899999999999997,0.397,0.35600000000000004,0.33299999999999996,0.2,0.0,0.0,6.3,5.7,5.3,2.3,2.1,1.7,1.4,1.4,1.2,0.5,0.1,0.0,0.0,0.0,14.3,13.8,13.3,3.9,3.7,3.6,3.5,3.1,2.0,1.3,0.2,0.2,0.0,0.0,0.878,0.7979999999999999,0.767,0.75,0.743,0.735,0.667,0.6609999999999999,0.6,0.551,0.5429999999999999,0.0,0.0,0.0,4.9,4.2,3.2,1.4,1.1,1.0,0.7,0.7,0.3,0.2,0.1,0.0,0.0,0.0,5.5,5.2,4.2,2.0,1.9,1.5,1.4,0.9,0.5,0.3,0.2,0.0,0.0,0.0,85.0,83.0,82.0,82.0,81.0,80.0,79.0,77.0,77.0,77.0,76.0,74.0,73.0,0.0,36.8,35.9,35.5,25.3,18.7,16.4,14.1,12.6,10.2,6.5,2.6,1.7,1.1,0.0,3.6,2.4,2.3,1.6,1.1,0.9,0.8,0.7,0.2,0.2,0.1,0.1,0.0,0.0,3.5,3.0,2.6,2.2,2.1,1.8,1.4,1.0,0.9,0.7,0.3,0.0,0.0,0.0,18.2,17.7,17.4,5.6,5.2,4.8,4.4,3.7,2.5,1.2,0.4,0.4,0.0,0.0,1.6,1.2,1.0,0.7,0.6,0.5,0.5,0.3,0.3,0.2,0.1,0.0,0.0,0.0,2.0,1.8,1.6,1.5,1.2,1.1,0.9,0.5,0.4,0.2,0.1,0.1,0.0,0.0,7.7,7.0,4.9,4.9,3.6,3.1,2.8,2.0,1.1,1.1,0.2,0.2,0.1,0.0,260,245,240,235,230,230,225,215,210,200,190,185.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
1,1,1,Kansas,B12,31.85,120.4,88.5,67.2,0.038,9.53,108.2,98.7,1.13,33,3,59.0,16.0,0.551,0.307,0.28800000000000003,0.413,1,0,2,116.8,2312,38.4,69.4,2937,8.25,24.68,12.0,15.7,54.6,0.5820000000000001,15,18,9,69.4,91.9,0.314,0.32299999999999995,0.47,45.4,55.1,9.3,9.1,0.43200000000000005,16.9,31.7,0.215,5,4.0,5.0,1.0,10,2,3.0,4.5,3.4,2.9,1.5,1.3,1.1,1.1,1.0,0.9,0.3,0.3,0.3,0.1,0.0,3.5,1.0,0.5,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,6.8,3.6,3.4,3.2,1.9,1.9,1.7,1.6,1.3,1.1,0.7,0.6,0.5,0.2,1.0,0.708,0.593,0.5710000000000001,0.562,0.5589999999999999,0.5379999999999999,0.5,0.49200000000000005,0.485,0.47600000000000003,0.469,0.408,0.33299999999999996,4.5,4.1,3.2,2.6,2.1,1.9,1.0,0.7,0.7,0.5,0.5,0.2,0.2,0.2,7.6,7.4,6.8,5.3,4.1,3.7,2.1,1.8,1.0,0.9,0.9,0.7,0.4,0.3,0.526,0.524,0.5,0.473,0.418,0.396,0.375,0.37,0.33899999999999997,0.33299999999999996,0.28600000000000003,0.0,0.0,0.0,1.9,1.9,1.2,0.8,0.7,0.5,0.3,0.3,0.2,0.2,0.1,0.0,0.0,0.0,5.3,4.6,2.6,1.8,1.6,1.6,0.9,0.6,0.5,0.5,0.2,0.0,0.0,0.0,0.583,0.57,0.5660000000000001,0.562,0.5529999999999999,0.5379999999999999,0.5,0.496,0.485,0.45799999999999996,0.43799999999999994,0.426,0.402,0.33299999999999996,5.1,4.8,4.5,4.1,2.5,2.4,1.8,1.4,1.1,1.0,0.9,0.5,0.4,0.3,12.1,9.8,8.5,7.4,5.6,4.2,3.6,3.5,2.1,1.8,1.7,1.2,0.9,0.7,0.855,0.833,0.7829999999999999,0.716,0.679,0.667,0.66,0.636,0.622,0.6,0.5710000000000001,0.556,0.5,0.5,3.3,3.0,2.8,2.5,1.8,1.7,0.5,0.5,0.4,0.4,0.4,0.3,0.2,0.1,4.4,4.2,3.8,3.2,2.7,2.4,1.3,0.8,0.7,0.6,0.6,0.5,0.3,0.2,84.0,83.0,82.0,81.0,81.0,78.0,77.0,76.0,76.0,76.0,75.0,75.0,75.0,75.0,33.0,27.5,26.8,24.7,23.1,21.4,17.6,15.6,7.2,6.6,5.6,3.8,3.0,2.3,3.1,2.7,1.8,1.2,1.0,0.7,0.5,0.5,0.3,0.3,0.3,0.2,0.1,0.1,2.6,2.6,2.6,2.2,1.8,1.7,1.6,1.3,1.0,0.9,0.9,0.5,0.4,0.4,15.5,13.4,12.8,11.3,7.2,6.8,5.1,4.1,3.1,2.5,2.4,1.3,1.1,0.9,1.5,1.3,1.1,1.1,0.9,0.8,0.8,0.4,0.4,0.3,0.2,0.2,0.2,0.1,2.4,1.9,1.7,1.6,1.4,1.3,1.0,0.8,0.7,0.4,0.2,0.2,0.2,0.1,9.8,6.1,5.3,4.4,2.7,2.4,2.3,2.1,1.4,1.4,1.0,1.0,0.7,0.5,245,245,237,235,235,220,212,210,205,205,195,195.0,193.0,185.0,0.0,0.0,0.1,0.308,0.1,0.2,0.0,0.0,0.0,0.318,0.1,0.3,0.395,0.1,0.2,71.0,1.9,0.1,0.2,0.5,0.0,0.1,0.2,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
2,2,1,Syracuse,BE,27.62,118.5,90.9,68.7,-0.008,8.62,108.5,99.8,-2.96,30,5,64.6,17.2,0.5760000000000001,0.309,0.249,0.369,3,2,1,114.0,2324,37.1,71.0,2832,7.21,21.72,13.5,18.3,53.0,0.596,15,17,8,71.0,93.5,0.256,0.402,0.48200000000000004,47.0,63.4,11.9,5.7,0.45899999999999996,18.5,34.3,0.163,3,4.0,5.0,2.0,6,6,2.0,4.9,4.3,2.8,2.2,1.7,1.7,0.8,0.6,0.6,0.4,0.3,0.2,0.0,0.0,2.0,1.8,1.1,0.9,0.5,0.4,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,6.4,4.3,3.8,3.0,2.9,1.6,1.1,1.1,1.1,1.0,0.4,0.3,0.3,0.2,1.0,0.6920000000000001,0.6679999999999999,0.6,0.591,0.5710000000000001,0.5670000000000001,0.541,0.54,0.52,0.5,0.5,0.2,0.0,4.8,4.5,4.3,3.4,2.7,1.9,0.9,0.7,0.5,0.5,0.1,0.1,0.1,0.0,8.3,7.2,7.2,6.2,5.1,3.4,1.6,1.2,0.9,0.8,0.5,0.4,0.3,0.1,1.0,0.446,0.415,0.40700000000000003,0.4,0.389,0.292,0.22,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.5,1.5,0.9,0.6,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.9,3.5,3.3,2.3,1.8,1.5,1.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.6679999999999999,0.6,0.591,0.502,0.5,0.5,0.49,0.489,0.45799999999999996,0.43799999999999994,0.41,0.33299999999999996,0.33299999999999996,0.0,5.9,4.8,4.3,3.7,3.6,3.3,2.9,1.9,1.2,0.5,0.2,0.1,0.1,0.0,11.8,8.5,7.4,7.2,7.2,6.7,5.7,4.2,3.0,0.9,0.5,0.4,0.4,0.3,0.815,0.772,0.75,0.748,0.634,0.5710000000000001,0.5,0.5,0.5,0.455,0.429,0.0,0.0,0.0,3.3,3.2,2.0,1.9,1.5,1.2,0.9,0.5,0.3,0.2,0.2,0.0,0.0,0.0,4.4,4.1,2.6,2.5,2.3,2.3,2.2,0.8,0.6,0.4,0.3,0.3,0.0,0.0,84.0,81.0,81.0,80.0,79.0,79.0,78.0,77.0,77.0,76.0,74.0,74.0,72.0,71.0,35.0,32.5,27.8,26.3,22.8,22.2,21.3,10.5,9.2,7.5,2.5,2.0,1.4,1.4,2.7,2.1,2.1,1.7,0.7,0.6,0.5,0.5,0.5,0.3,0.3,0.2,0.0,0.0,2.7,2.2,2.1,2.0,1.8,1.6,1.5,1.3,0.8,0.5,0.3,0.2,0.1,0.0,16.5,12.1,10.8,10.5,9.7,9.1,8.1,5.8,3.2,1.4,0.5,0.3,0.3,0.2,2.0,1.7,1.4,1.2,1.0,0.9,0.9,0.7,0.6,0.1,0.1,0.1,0.1,0.0,2.8,2.3,2.0,1.9,1.9,1.8,1.3,0.7,0.7,0.6,0.4,0.2,0.2,0.0,8.5,7.0,5.5,5.1,3.4,1.9,1.8,1.6,1.5,1.2,1.0,0.5,0.3,0.3,261,240,240,220,215,215,210,210,205,201,195,190.0,178.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
3,3,1,Kentucky,SEC,26.54,114.9,88.3,68.3,0.06,7.06,106.5,99.5,-1.28,35,3,53.8,17.8,0.53,0.313,0.29100000000000004,0.436,2,0,2,112.1,2468,40.5,70.0,3012,6.82,21.13,10.4,16.7,55.4,0.56,14,18,7,70.0,91.8,0.297,0.33799999999999997,0.467,44.6,47.8,9.7,7.8,0.431,16.7,31.8,0.204,2,3.0,5.0,3.0,8,5,0.0,6.5,2.9,1.5,1.0,0.9,0.8,0.6,0.5,0.4,0.4,0.2,0.1,0.0,0.0,1.8,1.4,1.3,0.6,0.6,0.5,0.3,0.3,0.3,0.2,0.1,0.1,0.0,0.0,5.8,4.4,3.5,2.6,2.1,2.1,1.7,1.6,1.3,1.0,0.8,0.3,0.1,0.0,0.6920000000000001,0.626,0.565,0.539,0.524,0.516,0.516,0.509,0.494,0.455,0.41700000000000004,0.25,0.0,0.0,5.4,5.0,4.5,2.6,1.3,1.1,0.8,0.6,0.5,0.5,0.4,0.1,0.0,0.0,9.6,8.8,8.0,5.0,2.3,2.3,1.4,1.4,1.0,0.9,0.8,0.5,0.1,0.0,0.5,0.38299999999999995,0.364,0.348,0.34700000000000003,0.336,0.325,0.318,0.16699999999999998,0.161,0.133,0.0,0.0,0.0,1.4,1.3,1.1,1.0,0.6,0.5,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,4.1,3.5,3.4,3.1,1.8,1.5,0.9,0.9,0.6,0.2,0.2,0.1,0.0,0.0,0.667,0.575,0.5579999999999999,0.527,0.462,0.462,0.461,0.419,0.4,0.365,0.33899999999999997,0.316,0.11800000000000001,0.0,5.7,5.5,5.4,3.9,2.3,2.0,1.3,1.2,0.6,0.5,0.5,0.4,0.1,0.0,11.8,9.8,9.7,8.4,5.7,5.5,3.0,2.4,1.7,1.2,1.1,1.1,0.8,0.0,1.0,1.0,0.795,0.76,0.754,0.6920000000000001,0.667,0.615,0.606,0.604,0.59,0.524,0.0,0.0,4.7,4.3,2.4,2.2,0.9,0.8,0.8,0.6,0.5,0.2,0.2,0.1,0.0,0.0,7.1,6.3,3.4,3.3,1.7,1.3,1.0,0.9,0.7,0.4,0.2,0.1,0.0,0.0,83.0,83.0,82.0,81.0,81.0,80.0,79.0,79.0,79.0,78.0,77.0,76.0,73.0,0.0,34.8,33.0,30.3,23.5,21.2,15.3,14.5,13.2,11.0,7.6,4.4,4.0,2.8,0.0,4.1,3.1,1.2,0.9,0.8,0.8,0.6,0.5,0.5,0.4,0.4,0.4,0.0,0.0,3.2,2.3,2.2,1.9,1.9,1.6,1.4,1.1,0.8,0.6,0.4,0.4,0.1,0.0,16.6,15.1,14.3,11.3,6.5,6.0,3.8,3.4,1.9,1.3,1.3,1.2,0.4,0.0,1.8,1.4,1.0,0.7,0.7,0.6,0.6,0.4,0.3,0.1,0.1,0.1,0.1,0.0,4.0,3.0,2.1,1.1,1.0,0.9,0.7,0.7,0.6,0.4,0.3,0.2,0.1,0.0,9.8,7.4,4.3,3.3,3.1,2.5,2.5,2.3,2.1,1.4,1.2,0.7,0.1,0.0,275,270,255,235,225,218,215,215,210,207,207,195.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
