,Seed,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,opp_pts,pts,sos,srs,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_SR,num_FR,num_JR,num_SO,num_F,num_G,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,num_C,ast_per_g_14,blk_per_g_14,drb_per_g_14,fg2_pct_14,fg2_per_g_14,fg2a_per_g_14,fg3_pct_14,fg3_per_g_14,fg3a_per_g_14,fg_pct_14,fg_per_g_14,fga_per_g_14,ft_pct_14,ft_per_g_14,fta_per_g_14,height_14,mp_per_g_14,orb_per_g_14,pf_per_g_14,pts_per_g_14,stl_per_g_14,tov_per_g_14,trb_per_g_14,weight_14,ast_per_g_15,blk_per_g_15,drb_per_g_15,fg2_pct_15,fg2_per_g_15,fg2a_per_g_15,fg3_pct_15,fg3_per_g_15,fg3a_per_g_15,fg_pct_15,fg_per_g_15,fga_per_g_15,ft_pct_15,ft_per_g_15,fta_per_g_15,height_15,mp_per_g_15,orb_per_g_15,pf_per_g_15,pts_per_g_15,stl_per_g_15,tov_per_g_15,trb_per_g_15,weight_15,ast_per_g_16,blk_per_g_16,drb_per_g_16,fg2_pct_16,fg2_per_g_16,fg2a_per_g_16,fg3_pct_16,fg3_per_g_16,fg3a_per_g_16,fg_pct_16,fg_per_g_16,fga_per_g_16,ft_pct_16,ft_per_g_16,fta_per_g_16,height_16,mp_per_g_16,orb_per_g_16,pf_per_g_16,pts_per_g_16,stl_per_g_16,tov_per_g_16,trb_per_g_16,weight_16,ast_per_g_17,blk_per_g_17,drb_per_g_17,fg2_pct_17,fg2_per_g_17,fg2a_per_g_17,fg3_pct_17,fg3_per_g_17,fg3a_per_g_17,fg_pct_17,fg_per_g_17,fga_per_g_17,ft_pct_17,ft_per_g_17,fta_per_g_17,height_17,mp_per_g_17,orb_per_g_17,pf_per_g_17,pts_per_g_17,stl_per_g_17,tov_per_g_17,trb_per_g_17,weight_17,ast_per_g_18,blk_per_g_18,drb_per_g_18,fg2_pct_18,fg2_per_g_18,fg2a_per_g_18,fg3_pct_18,fg3_per_g_18,fg3a_per_g_18,fg_pct_18,fg_per_g_18,fga_per_g_18,ft_pct_18,ft_per_g_18,fta_per_g_18,height_18,mp_per_g_18,orb_per_g_18,pf_per_g_18,pts_per_g_18,stl_per_g_18,tov_per_g_18,trb_per_g_18,weight_18,year,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,max,final
0,1,Kentucky,SEC,29.18,116.5,87.4,67.7,0.051,11.2,108.6,97.4,6.77,32,4,55.9,8.8,0.5379999999999999,0.278,0.248,0.353,0,1,1,2309,2782,9.33,22.47,17.0,54.3,0.5670000000000001,16,12,9,0.0,0.0,0.0,0.0,0.0,45.7,0.0,0.0,0.0,0.415,0.0,0.0,0.0,3,5.0,5.0,2.0,4,10,3.8,2.7,2.4,2.3,2.2,1.1,0.9,0.8,0.4,0.3,0.3,0.1,0.0,1.8,1.1,1.0,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,4.4,3.3,2.9,2.7,2.4,2.3,1.6,1.0,0.8,0.7,0.6,0.5,0.3,1.0,0.596,0.581,0.5770000000000001,0.536,0.531,0.528,0.52,0.508,0.429,0.426,0.385,0.273,4.7,4.1,3.2,2.8,2.7,2.5,1.4,1.0,1.0,0.2,0.1,0.1,0.1,7.8,7.1,6.0,5.3,5.0,4.9,3.2,2.0,1.7,0.5,0.5,0.4,0.3,0.415,0.38299999999999995,0.381,0.36700000000000005,0.33299999999999996,0.313,0.308,0.278,0.243,0.242,0.2,0.16699999999999998,0.0,2.2,1.7,0.6,0.4,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.0,0.0,5.8,4.1,1.4,1.2,1.1,1.0,0.9,0.8,0.6,0.4,0.4,0.2,0.2,0.5870000000000001,0.5670000000000001,0.5329999999999999,0.5,0.489,0.47200000000000003,0.456,0.41200000000000003,0.41,0.368,0.33299999999999996,0.33299999999999996,0.276,5.4,4.7,4.3,4.2,3.1,2.7,1.9,1.3,1.3,0.5,0.3,0.3,0.3,11.8,8.9,8.0,7.5,6.3,5.0,4.7,3.2,2.6,1.4,1.2,0.8,0.8,1.0,0.909,0.821,0.7879999999999999,0.765,0.75,0.747,0.738,0.636,0.63,0.56,0.542,0.5,2.7,2.3,2.2,2.2,1.9,1.1,0.9,0.7,0.6,0.4,0.4,0.3,0.2,3.9,3.6,2.9,2.8,2.6,1.4,1.4,0.9,0.9,0.8,0.5,0.4,0.3,83.0,81.0,80.0,80.0,78.0,77.0,77.0,77.0,77.0,76.0,75.0,74.0,74.0,29.7,28.9,27.7,25.7,24.0,21.9,18.3,12.4,8.5,6.6,4.6,4.6,2.3,2.8,2.3,2.0,1.2,1.1,0.6,0.6,0.6,0.6,0.2,0.2,0.1,0.1,2.9,2.6,2.4,1.9,1.9,1.9,1.7,1.0,0.8,0.6,0.5,0.5,0.3,15.7,12.3,11.6,9.5,8.6,6.4,6.3,3.7,3.4,1.4,1.3,0.9,0.8,1.4,1.2,1.2,1.0,0.9,0.6,0.6,0.5,0.3,0.3,0.3,0.2,0.1,2.2,2.1,1.8,1.7,1.6,1.5,1.2,1.1,0.6,0.3,0.3,0.3,0.3,6.8,6.0,4.9,3.8,3.5,3.0,2.2,1.6,1.4,0.9,0.8,0.7,0.4,240.0,236.0,230.0,220.0,215.0,214.0,211.0,205.0,195.0,194.0,190.0,188.0,188.0,1.0,0.0,0.0,0.3,0.2,0.1,0.1,0.0,0.0,0.2,0.14300000000000002,0.1,0.6,0.5,0.1,0.2,73.0,2.3,0.1,0.1,0.8,0.1,0.2,0.3,187.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,69.0,2.0,0.0,0.1,0.0,0.0,0.1,0.3,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,17.0,17.0,15.0,18.0,12.0,18.0,14.0,20.0,18.0,16.0,8.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
1,2,Kansas,B12,28.62,115.0,86.4,72.2,-0.017,11.84,108.6,96.8,6.07,30,8,55.2,8.2,0.532,0.228,0.248,0.379,2,1,2,2541,3141,10.53,25.0,16.6,55.2,0.556,14,15,7,0.0,0.0,0.0,0.0,0.0,44.8,0.0,0.0,0.0,0.402,0.0,0.0,0.0,3,4.0,2.0,4.0,7,6,6.4,3.5,2.2,2.0,1.0,0.9,0.6,0.4,0.4,0.2,0.2,0.0,0.0,1.9,0.8,0.6,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.0,0.0,6.7,5.0,4.4,3.0,2.7,2.7,1.5,1.4,0.9,0.6,0.2,0.2,0.2,0.6459999999999999,0.578,0.5710000000000001,0.532,0.509,0.493,0.49,0.488,0.361,0.33299999999999996,0.222,0.16699999999999998,0.083,7.1,5.9,5.7,3.9,2.5,2.3,1.1,0.9,0.5,0.1,0.1,0.0,0.0,12.3,9.9,9.2,7.3,5.1,4.5,2.2,1.9,1.3,0.4,0.4,0.3,0.3,0.5,0.406,0.342,0.289,0.259,0.245,0.2,0.071,0.0,0.0,0.0,0.0,0.0,2.4,0.6,0.6,0.6,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2.6,2.0,1.1,1.0,0.9,0.8,0.6,0.1,0.0,0.0,0.0,0.0,0.6459999999999999,0.5539999999999999,0.53,0.509,0.49200000000000005,0.475,0.408,0.406,0.361,0.205,0.182,0.16699999999999998,0.15,7.4,6.3,6.3,5.9,3.1,2.3,1.6,1.1,0.5,0.3,0.1,0.1,0.0,13.3,13.2,11.9,9.2,7.7,4.5,3.3,2.7,1.3,1.3,0.9,0.5,0.3,1.0,0.75,0.75,0.732,0.7040000000000001,0.688,0.6759999999999999,0.635,0.635,0.625,0.615,0.5760000000000001,0.37,3.3,2.9,2.7,2.4,2.1,1.4,1.1,0.6,0.4,0.4,0.3,0.2,0.2,5.3,4.3,4.2,3.4,2.7,2.4,1.5,1.0,1.0,0.6,0.4,0.4,0.2,82.0,81.0,81.0,81.0,80.0,79.0,78.0,76.0,75.0,75.0,74.0,73.0,71.0,33.5,32.8,32.4,30.8,24.4,19.9,15.9,11.9,6.9,5.8,2.5,2.4,2.3,3.3,3.2,2.4,2.2,1.0,1.0,0.8,0.6,0.3,0.2,0.1,0.0,0.0,3.1,2.5,2.2,2.1,2.1,1.9,1.3,1.3,1.0,0.4,0.3,0.3,0.0,18.5,17.3,15.9,14.8,8.9,6.0,4.9,2.9,1.3,1.2,0.6,0.4,0.3,2.4,1.9,1.3,1.2,0.9,0.9,0.7,0.5,0.4,0.4,0.1,0.1,0.0,3.2,2.4,2.2,1.9,1.7,1.3,1.0,0.8,0.4,0.4,0.3,0.2,0.1,10.0,8.2,6.8,4.9,3.8,3.3,2.4,2.3,1.5,0.6,0.5,0.3,0.3,255.0,255.0,255.0,225.0,220.0,220.0,215.0,215.0,205.0,195.0,190.0,180.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,2.0,2.0,2.0,14.0,20.0,19.0,19.0,18.0,14.0,12.0,6.0,12.0,12.0,9.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0
2,2,Pittsburgh,BE,28.61,114.8,86.2,64.7,-0.023,7.08,105.5,98.4,-8.24,28,5,66.0,7.7,0.565,0.324,0.271,0.424,3,0,4,1955,2473,5.79,21.49,18.6,55.0,0.583,13,16,7,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,3,1.0,5.0,3.0,4,7,6.3,2.9,2.2,2.0,1.9,1.2,1.0,0.4,0.3,0.2,0.2,0.2,0.0,1.2,1.0,0.6,0.5,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.0,3.0,2.9,2.8,2.4,1.8,1.5,0.6,0.2,0.0,0.0,1.0,0.736,0.608,0.604,0.56,0.5539999999999999,0.545,0.5379999999999999,0.5,0.47600000000000003,0.442,0.292,0.0,4.3,3.8,3.8,2.8,2.0,1.4,1.4,1.2,0.4,0.4,0.2,0.1,0.0,6.8,6.3,5.9,4.7,4.5,2.6,2.5,2.5,1.3,0.7,0.2,0.2,0.0,0.5,0.44299999999999995,0.4,0.389,0.37,0.35700000000000004,0.353,0.308,0.16699999999999998,0.0,0.0,0.0,0.0,1.7,1.7,1.6,0.7,0.5,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,5.6,4.6,3.7,1.7,1.3,0.9,0.3,0.2,0.2,0.0,0.0,0.0,0.0,1.0,0.718,0.608,0.5539999999999999,0.528,0.5,0.488,0.484,0.441,0.433,0.36700000000000005,0.31,0.0,4.5,4.4,4.3,3.8,3.7,3.0,1.9,1.4,0.7,0.5,0.2,0.2,0.0,10.1,9.2,8.1,6.3,6.2,6.1,4.3,2.5,1.5,1.5,0.4,0.2,0.0,0.809,0.7290000000000001,0.727,0.7,0.6920000000000001,0.679,0.603,0.584,0.575,0.5,0.418,0.0,0.0,2.5,2.3,2.1,2.0,1.7,1.6,1.5,0.7,0.5,0.4,0.1,0.0,0.0,3.7,3.6,3.4,3.0,2.5,2.2,2.2,1.7,0.7,0.6,0.2,0.0,0.0,83.0,82.0,80.0,79.0,78.0,77.0,76.0,76.0,75.0,74.0,72.0,72.0,0.0,32.9,32.1,30.5,26.7,22.5,20.2,18.6,12.3,6.7,6.5,2.2,1.6,0.0,2.2,2.0,2.0,1.5,0.9,0.6,0.4,0.3,0.3,0.1,0.1,0.0,0.0,3.5,2.6,2.5,2.3,2.1,1.8,1.8,1.2,0.5,0.4,0.2,0.0,0.0,12.2,11.2,11.0,10.7,10.1,9.7,6.0,3.5,2.1,1.5,0.6,0.4,0.0,2.1,1.4,1.3,1.1,1.1,0.8,0.3,0.3,0.2,0.1,0.0,0.0,0.0,3.1,2.1,2.0,1.8,1.6,1.5,1.3,0.8,0.5,0.3,0.3,0.2,0.0,5.1,5.0,4.9,4.5,3.5,3.4,2.8,2.7,1.8,0.7,0.2,0.1,0.0,282.0,265.0,240.0,238.0,229.0,220.0,220.0,215.0,200.0,191.0,180.0,173.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,6.0,3.0,2.0,2.0,4.0,7.0,9.0,8.0,7.0,5.0,4.0,2.0,4.0
3,1,Arizona,P10,26.8,115.6,88.8,72.7,-0.006999999999999999,8.69,107.2,98.5,8.19,28,4,58.5,6.5,0.515,0.306,0.261,0.368,1,1,1,2262,2725,8.95,23.42,15.9,54.0,0.5489999999999999,17,14,11,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.40700000000000003,0.0,0.0,0.0,3,3.0,2.0,5.0,5,7,5.1,4.9,2.1,1.8,1.5,1.5,1.0,0.7,0.6,0.6,0.3,0.2,0.1,1.9,0.8,0.6,0.3,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,5.1,4.2,4.1,3.5,2.9,2.3,1.8,1.8,1.4,1.4,0.6,0.2,0.1,1.0,0.611,0.5710000000000001,0.545,0.536,0.519,0.519,0.5,0.462,0.43799999999999994,0.434,0.364,0.255,5.2,3.5,3.2,2.8,2.5,1.9,1.8,1.5,1.2,1.0,0.4,0.1,0.1,9.0,6.5,6.5,5.4,5.2,4.3,3.5,2.8,2.8,2.3,1.7,0.2,0.1,0.5,0.444,0.384,0.373,0.35100000000000003,0.332,0.267,0.20600000000000002,0.205,0.2,0.0,0.0,0.0,2.4,2.1,1.6,1.0,0.9,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,6.2,5.3,4.6,2.6,2.4,1.4,1.1,0.5,0.5,0.2,0.0,0.0,0.0,0.569,0.545,0.536,0.519,0.5,0.49,0.473,0.42,0.392,0.381,0.35600000000000004,0.33299999999999996,0.258,5.2,4.6,4.2,4.1,3.8,3.7,2.6,2.2,1.5,1.2,0.6,0.2,0.2,11.6,9.1,9.1,8.8,7.6,7.5,7.4,5.7,2.8,2.3,2.2,0.6,0.4,0.8640000000000001,0.787,0.7759999999999999,0.723,0.6809999999999999,0.6779999999999999,0.67,0.667,0.664,0.583,0.556,0.485,0.0,3.6,2.3,2.3,2.1,1.8,1.6,1.5,1.2,0.9,0.9,0.5,0.2,0.0,4.6,3.4,3.1,2.8,2.7,2.3,1.9,1.7,1.6,1.5,1.1,0.3,0.0,83.0,81.0,81.0,80.0,80.0,78.0,76.0,76.0,76.0,74.0,73.0,72.0,70.0,34.9,27.6,25.8,25.4,25.4,19.2,17.9,16.6,12.0,12.0,8.3,2.2,1.3,3.0,2.6,1.9,1.7,1.4,1.4,1.3,0.9,0.5,0.3,0.3,0.0,0.0,2.7,2.7,2.2,2.0,1.9,1.8,1.7,1.5,1.5,1.0,0.6,0.0,0.0,14.8,13.0,12.6,10.8,10.7,9.1,7.8,6.4,3.6,3.2,2.5,0.7,0.5,1.8,1.5,1.3,0.9,0.9,0.8,0.6,0.6,0.6,0.4,0.2,0.1,0.0,2.8,2.8,2.1,2.1,1.5,1.3,1.3,1.0,0.8,0.7,0.4,0.2,0.0,8.0,6.7,5.6,4.9,4.0,3.4,3.1,3.0,2.8,1.6,0.9,0.2,0.1,255.0,248.0,238.0,235.0,225.0,220.0,207.0,205.0,201.0,200.0,191.0,185.0,179.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
