,Seed,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace_x,pts,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace_y,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_JR,num_SR,num_FR,num_SO,num_G,num_F,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,ast_per_g_14,ast_per_g_15,ast_per_g_16,ast_per_g_17,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,blk_per_g_14,blk_per_g_15,blk_per_g_16,blk_per_g_17,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,drb_per_g_14,drb_per_g_15,drb_per_g_16,drb_per_g_17,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_pct_14,fg2_pct_15,fg2_pct_16,fg2_pct_17,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2_per_g_14,fg2_per_g_15,fg2_per_g_16,fg2_per_g_17,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg2a_per_g_14,fg2a_per_g_15,fg2a_per_g_16,fg2a_per_g_17,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_pct_14,fg3_pct_15,fg3_pct_16,fg3_pct_17,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3_per_g_14,fg3_per_g_15,fg3_per_g_16,fg3_per_g_17,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg3a_per_g_14,fg3a_per_g_15,fg3a_per_g_16,fg3a_per_g_17,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_pct_14,fg_pct_15,fg_pct_16,fg_pct_17,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fg_per_g_14,fg_per_g_15,fg_per_g_16,fg_per_g_17,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,fga_per_g_14,fga_per_g_15,fga_per_g_16,fga_per_g_17,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_pct_14,ft_pct_15,ft_pct_16,ft_pct_17,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,ft_per_g_14,ft_per_g_15,ft_per_g_16,ft_per_g_17,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,fta_per_g_14,fta_per_g_15,fta_per_g_16,fta_per_g_17,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,height_14,height_15,height_16,height_17,high_school_1,high_school_2,high_school_3,high_school_4,high_school_5,high_school_6,high_school_7,high_school_8,high_school_9,high_school_10,high_school_11,high_school_12,high_school_13,high_school_14,high_school_15,high_school_16,high_school_17,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,mp_per_g_14,mp_per_g_15,mp_per_g_16,mp_per_g_17,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,orb_per_g_14,orb_per_g_15,orb_per_g_16,orb_per_g_17,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pf_per_g_14,pf_per_g_15,pf_per_g_16,pf_per_g_17,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,pts_per_g_14,pts_per_g_15,pts_per_g_16,pts_per_g_17,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,stl_per_g_14,stl_per_g_15,stl_per_g_16,stl_per_g_17,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,tov_per_g_14,tov_per_g_15,tov_per_g_16,tov_per_g_17,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,trb_per_g_14,trb_per_g_15,trb_per_g_16,trb_per_g_17,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,weight_15,weight_16,weight_17,ast_per_g_18,blk_per_g_18,drb_per_g_18,fg2_pct_18,fg2_per_g_18,fg2a_per_g_18,fg3_pct_18,fg3_per_g_18,fg3a_per_g_18,fg_pct_18,fg_per_g_18,fga_per_g_18,ft_pct_18,ft_per_g_18,fta_per_g_18,height_18,high_school_18,mp_per_g_18,orb_per_g_18,pf_per_g_18,pts_per_g_18,stl_per_g_18,tov_per_g_18,trb_per_g_18,weight_18,year,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,max,final
0,1,Virginia,ACC,34.22,123.4,89.2,59.4,0.05,11.18,109.2,98.1,-3.24,35,3,55.9,13.0,0.552,0.395,0.21600000000000003,0.29100000000000004,2,1,1,116.3,2132,29.7,60.8,2714,10.15,25.46,9.0,12.8,53.9,0.58,16,15,10,60.8,91.3,0.263,0.425,0.475,46.1,43.4,8.1,8.3,0.447,15.4,24.7,0.175,4.0,1.0,5,4.0,9,4,1.0,5.5,2.6,2.1,2.0,1.0,0.5,0.4,0.3,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,1.7,0.7,0.6,0.6,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.8,3.8,3.7,2.9,2.2,1.9,1.6,0.5,0.5,0.5,0.4,0.3,0.1,0.0,0.0,0.0,1.0,1.0,0.833,0.677,0.667,0.602,0.5710000000000001,0.55,0.5,0.491,0.469,0.429,0.361,0.3,0.0,0.0,0.0,4.2,3.1,2.7,2.1,1.5,1.5,1.3,0.7,0.3,0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,7.6,5.7,5.3,4.2,2.9,2.5,1.9,1.9,0.9,0.5,0.3,0.3,0.2,0.1,0.0,0.0,0.0,1.0,0.452,0.43799999999999994,0.426,0.39899999999999997,0.341,0.305,0.294,0.28600000000000003,0.267,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.1,1.2,0.8,0.5,0.4,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.4,2.8,2.2,1.6,0.9,0.8,0.7,0.4,0.3,0.2,0.2,0.1,0.0,0.0,0.0,0.0,1.0,0.604,0.602,0.55,0.52,0.5,0.449,0.435,0.433,0.429,0.4,0.35,0.3,0.29600000000000004,0.0,0.0,0.0,5.4,5.2,4.8,3.2,1.9,1.7,1.5,1.4,0.5,0.4,0.4,0.3,0.2,0.2,0.0,0.0,0.0,11.6,11.1,10.4,5.8,4.5,4.1,2.8,2.5,1.2,1.2,0.9,0.7,0.4,0.3,0.0,0.0,0.0,1.0,0.889,0.833,0.825,0.7829999999999999,0.736,0.731,0.7,0.667,0.667,0.511,0.5,0.5,0.0,0.0,0.0,0.0,3.2,1.8,1.8,1.3,0.9,0.9,0.6,0.6,0.5,0.4,0.4,0.1,0.1,0.0,0.0,0.0,0.0,4.1,2.5,2.2,1.8,1.3,1.3,1.1,0.9,0.5,0.5,0.5,0.3,0.2,0.0,0.0,0.0,0.0,85.0,82.0,81.0,80.0,79.0,79.0,79.0,78.0,77.0,76.0,75.0,74.0,69.0,0.0,0.0,0.0,0.0,Westlake HS,Voyager Academy,Taft Charter HS,Oliver Wendell Holmes High School,Oak Hill Academy,Lawrence Central High School,Iona Preparatory School,Friends' Central School,Choate Rosemary Hall HS,Blue Ridge High School,Albemarle High School,0,0,0,0,0,0,35.4,33.9,32.5,26.8,21.8,19.8,16.6,9.3,5.4,4.1,3.0,2.6,2.5,1.7,0.0,0.0,0.0,1.5,1.5,1.4,1.3,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,2.2,2.1,2.0,1.7,1.7,1.5,1.4,1.0,0.7,0.5,0.4,0.4,0.2,0.0,0.0,0.0,0.0,15.4,15.2,13.6,7.4,5.7,4.5,4.4,3.7,1.7,1.3,1.2,0.9,0.6,0.5,0.0,0.0,0.0,1.5,0.9,0.7,0.7,0.6,0.4,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.4,1.4,1.0,0.9,0.7,0.6,0.5,0.4,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,5.3,5.1,4.5,4.4,4.2,3.7,2.3,2.1,0.6,0.6,0.5,0.5,0.5,0.2,0.0,0.0,0.0,250.0,232.0,228.0,225.0,225.0,217.0,212.0,205.0,195.0,189.0,187.0,175.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,5.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1,Gonzaga,WCC,32.85,124.5,91.6,70.2,-0.001,4.46,106.9,102.5,1.87,33,4,56.8,13.9,0.59,0.353,0.26899999999999996,0.353,0,0,1,122.2,2400,30.4,71.7,3243,5.01,27.79,10.5,13.1,54.7,0.62,16,17,9,71.7,90.4,0.259,0.349,0.474,45.3,41.4,7.6,5.8,0.442,16.5,26.0,0.18,5.0,3.0,4,2.0,8,6,0.0,6.3,3.1,2.2,1.9,1.5,1.5,1.0,0.9,0.5,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.2,0.7,0.7,0.5,0.5,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.1,3.5,3.2,3.1,2.6,2.3,2.0,1.7,1.1,0.4,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.7140000000000001,0.705,0.667,0.637,0.606,0.573,0.556,0.5529999999999999,0.541,0.53,0.455,0.0,0.0,0.0,0.0,0.0,7.0,6.8,2.4,2.3,1.8,1.4,1.3,1.2,0.7,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,11.6,9.7,4.5,4.2,2.8,2.5,2.3,2.0,0.9,0.9,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.45799999999999996,0.43799999999999994,0.41700000000000004,0.4,0.374,0.37,0.366,0.33299999999999996,0.3,0.295,0.273,0.267,0.14300000000000002,0.0,0.0,0.0,0.0,2.6,1.6,1.4,0.9,0.5,0.4,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,7.1,4.4,3.9,2.1,1.6,1.0,0.9,0.6,0.6,0.5,0.5,0.4,0.3,0.3,0.0,0.0,0.0,0.687,0.61,0.6,0.591,0.5539999999999999,0.531,0.5,0.45399999999999996,0.449,0.43700000000000006,0.434,0.4,0.28,0.0,0.0,0.0,0.0,7.4,6.9,4.9,3.8,2.8,2.3,2.1,1.7,1.0,0.7,0.3,0.3,0.2,0.0,0.0,0.0,0.0,12.6,11.3,10.1,8.5,6.4,4.7,3.8,3.8,1.6,1.4,0.9,0.6,0.5,0.3,0.0,0.0,0.0,1.0,0.875,0.867,0.853,0.816,0.75,0.7390000000000001,0.698,0.6940000000000001,0.643,0.375,0.28600000000000003,0.0,0.0,0.0,0.0,0.0,4.4,2.9,2.5,2.0,1.9,1.1,0.8,0.8,0.6,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,6.0,4.2,2.8,2.4,2.3,1.5,1.1,0.9,0.9,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,83.0,82.0,80.0,80.0,79.0,78.0,77.0,77.0,77.0,77.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,Torrey Pines HS,Simeon Career Academy,Montverde Academy,Meisei HIgh School,King's Way Christian School,Jesuit HS,INSEP Academy,Huntington Prep HS,Ed W. Clark HS,East Central,Desert Vista HS,DeLaSalle HS,Blue Valley High School,0,0,0,0,31.3,30.7,30.2,28.1,26.1,18.4,16.6,14.1,11.4,5.6,4.6,2.7,2.0,0.3,0.0,0.0,0.0,3.1,1.4,0.9,0.8,0.8,0.7,0.7,0.4,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,2.9,2.4,2.1,2.1,2.0,1.9,1.8,1.5,1.3,0.5,0.4,0.2,0.0,0.0,0.0,0.0,0.0,19.7,16.9,14.9,11.0,8.0,6.5,6.2,5.0,3.1,1.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,1.5,1.3,1.2,1.1,0.9,0.7,0.6,0.5,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,1.5,1.5,1.4,0.9,0.7,0.6,0.5,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,8.6,6.5,4.3,4.1,3.9,3.2,2.7,2.7,1.9,1.4,0.4,0.4,0.3,0.0,0.0,0.0,0.0,230.0,225.0,220.0,215.0,215.0,213.0,205.0,205.0,195.0,190.0,185.0,180.0,180.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,3.0,3.0,3.0,1.0,1.0,4.0,8.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0
2,2,Michigan State,B10,30.81,121.0,90.2,66.9,0.001,13.67,110.6,96.9,3.24,32,7,66.8,13.7,0.552,0.37799999999999995,0.253,0.336,4,1,4,113.1,2534,33.2,68.1,3025,12.34,24.93,7.5,16.0,56.1,0.585,16,15,8,68.1,94.8,0.275,0.37200000000000005,0.47100000000000003,43.9,51.9,9.1,8.4,0.439,12.9,25.7,0.187,5.0,2.0,7,2.0,8,8,0.0,7.5,2.3,2.3,2.1,1.6,1.6,1.0,0.9,0.7,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,1.7,1.3,1.2,0.5,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.8,4.8,4.3,2.9,2.8,2.7,2.3,1.9,1.0,0.9,0.8,0.4,0.4,0.3,0.1,0.1,0.0,0.7929999999999999,0.645,0.635,0.588,0.5770000000000001,0.523,0.502,0.5,0.5,0.47700000000000004,0.449,0.43799999999999994,0.4,0.33299999999999996,0.0,0.0,0.0,4.7,4.1,3.5,3.2,2.0,1.4,1.2,1.1,0.7,0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,8.2,8.1,6.6,5.4,3.8,2.7,2.7,1.7,0.9,0.6,0.5,0.5,0.4,0.4,0.3,0.2,0.0,1.0,0.667,0.429,0.42200000000000004,0.40299999999999997,0.39799999999999996,0.385,0.37200000000000005,0.344,0.29600000000000004,0.29600000000000004,0.294,0.0,0.0,0.0,0.0,0.0,2.2,2.2,2.0,1.4,0.7,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,5.5,5.4,4.8,4.2,2.3,1.3,1.0,0.8,0.7,0.6,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.7929999999999999,0.605,0.58,0.5,0.495,0.46,0.44299999999999995,0.442,0.43200000000000005,0.409,0.405,0.4,0.39,0.33299999999999996,0.28600000000000003,0.2,0.0,6.2,5.4,4.8,3.7,3.3,2.8,2.4,1.8,0.7,0.7,0.5,0.3,0.2,0.2,0.1,0.1,0.0,13.5,12.2,8.3,7.5,6.9,6.1,4.8,4.0,1.8,1.2,0.9,0.9,0.7,0.6,0.4,0.4,0.0,1.0,1.0,0.9229999999999999,0.84,0.8390000000000001,0.833,0.81,0.769,0.732,0.7290000000000001,0.6920000000000001,0.667,0.653,0.556,0.5,0.5,0.0,4.2,3.3,2.4,2.0,1.3,0.9,0.9,0.5,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.0,5.0,5.0,3.3,2.4,1.6,1.3,1.2,0.6,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.1,0.0,83.0,83.0,81.0,80.0,80.0,79.0,79.0,78.0,78.0,77.0,77.0,76.0,76.0,73.0,72.0,71.0,0.0,Warren Mott HS,Versailles HS,University of Detroit Jesuit High School and Academy,Southfield Christian HS,Okemos High School,Madison Academy,Lincoln High School,Lakeshore High School,Hinsdale Central HS,Grand Rapids Christian High School,Duncanville HS,Clarkston HS,Clarkston HS,Catholic Central HS,Ben Davis HS,Belleville HS,0,33.5,31.3,30.4,28.6,24.0,22.1,20.8,18.8,8.0,5.9,5.8,3.6,1.6,1.4,1.1,1.0,0.0,2.5,2.2,1.7,1.0,0.7,0.7,0.6,0.5,0.3,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,2.8,2.5,2.4,2.1,2.1,1.9,1.8,1.2,0.8,0.7,0.5,0.4,0.4,0.2,0.0,0.0,0.0,18.8,15.0,12.9,10.0,9.8,7.9,6.1,4.7,2.3,1.6,1.6,1.0,0.7,0.6,0.6,0.4,0.0,1.0,0.9,0.8,0.7,0.6,0.6,0.6,0.3,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,2.9,2.4,2.0,1.5,1.5,1.3,1.0,0.7,0.6,0.4,0.2,0.2,0.1,0.0,0.0,0.0,0.0,8.9,7.3,6.1,3.8,3.6,3.0,3.0,2.5,1.3,1.2,1.1,0.5,0.4,0.3,0.3,0.1,0.0,245.0,245.0,235.0,230.0,225.0,215.0,210.0,210.0,210.0,210.0,200.0,200.0,185.0,185.0,175.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,10.0,11.0,11.0,9.0,10.0,9.0,10.0,8.0,8.0,6.0,6.0,6.0,6.0,9.0,11.0,10.0,6.0,9.0,6.0,5.0,5.0,5.0
3,1,Duke,ACC,30.62,120.0,89.3,72.1,0.018000000000000002,12.85,110.7,97.8,5.08,32,6,52.4,16.4,0.536,0.373,0.228,0.332,4,2,2,112.6,2576,35.3,73.2,3143,11.98,26.9,12.4,14.8,53.8,0.561,14,15,7,73.2,92.3,0.24,0.349,0.479,46.2,49.9,8.7,8.0,0.45,16.7,29.1,0.16699999999999998,3.0,2.0,5,3.0,5,6,2.0,5.3,4.3,2.1,1.9,0.7,0.7,0.6,0.5,0.4,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.8,1.7,1.3,1.1,0.6,0.4,0.3,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.4,3.4,3.1,2.9,2.6,2.5,1.4,0.6,0.5,0.5,0.5,0.3,0.0,0.0,0.0,0.0,0.7559999999999999,0.747,0.617,0.588,0.581,0.529,0.5,0.5,0.486,0.474,0.39399999999999996,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.5,2.9,1.9,1.8,1.6,0.7,0.6,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.2,11.0,6.0,4.6,3.1,2.1,1.2,1.0,0.8,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.375,0.33799999999999997,0.33299999999999996,0.308,0.278,0.262,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.9,0.8,0.8,0.8,0.7,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,6.2,2.9,2.8,2.2,2.2,1.0,0.7,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747,0.68,0.579,0.5,0.45399999999999996,0.447,0.414,0.359,0.35600000000000004,0.273,0.25,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,9.0,8.4,4.3,3.7,1.9,1.6,1.5,1.3,0.4,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,18.5,13.2,12.0,8.9,3.7,3.4,3.3,2.1,1.5,1.3,1.0,0.8,0.5,0.0,0.0,0.0,0.0,1.0,0.852,0.772,0.76,0.758,0.726,0.665,0.64,0.563,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,2.4,1.5,1.3,0.7,0.7,0.5,0.5,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.2,5.9,3.2,2.1,1.7,1.3,0.9,0.8,0.7,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,84.0,83.0,82.0,80.0,79.0,79.0,79.0,79.0,78.0,77.0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,Westtown School,Trinity Christian School,St. Anne's-Belfield School,Spartanburg Day School,Pine Crest HS,Norcross High School,Monteverde Academy,Milton High School,Latin School,Germantown Friends School,DeSoto High School,Australian Institute of Sport,Apple Valley HS,0,0,0,0,35.3,34.2,30.0,29.7,20.5,19.0,16.3,14.0,8.6,5.2,4.5,3.3,3.0,0.0,0.0,0.0,0.0,3.5,1.9,1.7,1.6,1.3,0.9,0.8,0.6,0.5,0.5,0.5,0.4,0.2,0.0,0.0,0.0,0.0,2.7,2.4,2.1,2.1,1.8,1.8,1.6,1.3,0.9,0.9,0.5,0.3,0.0,0.0,0.0,0.0,0.0,22.6,22.6,13.5,9.4,5.3,4.4,4.1,3.8,1.4,1.0,0.9,0.8,0.0,0.0,0.0,0.0,0.0,2.1,1.9,1.6,0.9,0.9,0.6,0.6,0.6,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.7,2.4,1.5,0.8,0.8,0.7,0.7,0.5,0.3,0.3,0.3,0.2,0.0,0.0,0.0,0.0,8.9,7.6,4.7,4.5,4.4,3.8,3.7,1.9,1.3,1.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,285.0,269.0,250.0,234.0,222.0,218.0,202.0,200.0,190.0,183.0,183.0,181.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,4.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0
