,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace_x,pts,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace_y,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_SO,num_SR,num_JR,num_FR,num_G,num_F,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,ast_per_g_14,ast_per_g_15,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,blk_per_g_14,blk_per_g_15,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,drb_per_g_14,drb_per_g_15,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_pct_14,fg2_pct_15,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2_per_g_14,fg2_per_g_15,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg2a_per_g_14,fg2a_per_g_15,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_pct_14,fg3_pct_15,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3_per_g_14,fg3_per_g_15,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg3a_per_g_14,fg3a_per_g_15,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_pct_14,fg_pct_15,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fg_per_g_14,fg_per_g_15,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,fga_per_g_14,fga_per_g_15,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_pct_14,ft_pct_15,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,ft_per_g_14,ft_per_g_15,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,fta_per_g_14,fta_per_g_15,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,height_14,height_15,high_school_1,high_school_2,high_school_3,high_school_4,high_school_5,high_school_6,high_school_7,high_school_8,high_school_9,high_school_10,high_school_11,high_school_12,high_school_13,high_school_14,high_school_15,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,mp_per_g_14,mp_per_g_15,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,orb_per_g_14,orb_per_g_15,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pf_per_g_14,pf_per_g_15,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,pts_per_g_14,pts_per_g_15,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,stl_per_g_14,stl_per_g_15,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,tov_per_g_14,tov_per_g_15,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,trb_per_g_14,trb_per_g_15,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,weight_15,num_C,ast_per_g_16,blk_per_g_16,drb_per_g_16,fg2_pct_16,fg2_per_g_16,fg2a_per_g_16,fg3_pct_16,fg3_per_g_16,fg3a_per_g_16,fg_pct_16,fg_per_g_16,fga_per_g_16,ft_pct_16,ft_per_g_16,fta_per_g_16,height_16,high_school_16,mp_per_g_16,orb_per_g_16,pf_per_g_16,pts_per_g_16,stl_per_g_16,tov_per_g_16,trb_per_g_16,weight_16,ast_per_g_17,ast_per_g_18,ast_per_g_19,ast_per_g_20,blk_per_g_17,blk_per_g_18,blk_per_g_19,blk_per_g_20,drb_per_g_17,drb_per_g_18,drb_per_g_19,drb_per_g_20,fg2_pct_17,fg2_pct_18,fg2_pct_19,fg2_pct_20,fg2_per_g_17,fg2_per_g_18,fg2_per_g_19,fg2_per_g_20,fg2a_per_g_17,fg2a_per_g_18,fg2a_per_g_19,fg2a_per_g_20,fg3_pct_17,fg3_pct_18,fg3_pct_19,fg3_pct_20,fg3_per_g_17,fg3_per_g_18,fg3_per_g_19,fg3_per_g_20,fg3a_per_g_17,fg3a_per_g_18,fg3a_per_g_19,fg3a_per_g_20,fg_pct_17,fg_pct_18,fg_pct_19,fg_pct_20,fg_per_g_17,fg_per_g_18,fg_per_g_19,fg_per_g_20,fga_per_g_17,fga_per_g_18,fga_per_g_19,fga_per_g_20,ft_pct_17,ft_pct_18,ft_pct_19,ft_pct_20,ft_per_g_17,ft_per_g_18,ft_per_g_19,ft_per_g_20,fta_per_g_17,fta_per_g_18,fta_per_g_19,fta_per_g_20,height_17,height_18,height_19,height_20,high_school_17,high_school_18,high_school_19,high_school_20,mp_per_g_17,mp_per_g_18,mp_per_g_19,mp_per_g_20,orb_per_g_17,orb_per_g_18,orb_per_g_19,orb_per_g_20,pf_per_g_17,pf_per_g_18,pf_per_g_19,pf_per_g_20,pts_per_g_17,pts_per_g_18,pts_per_g_19,pts_per_g_20,stl_per_g_17,stl_per_g_18,stl_per_g_19,stl_per_g_20,tov_per_g_17,tov_per_g_18,tov_per_g_19,tov_per_g_20,trb_per_g_17,trb_per_g_18,trb_per_g_19,trb_per_g_20,weight_17,weight_18,weight_19,weight_20,year
0,Gonzaga,WCC,32.05,118.4,86.3,70.1,0.02,2.99,106.2,103.3,1.01,37,2,51.8,11.2,0.5670000000000001,0.32899999999999996,0.28,0.39,1,1,0,116.4,2398,29.8,70.9,3222,4.13,25.26,9.6,14.2,54.7,0.596,17,15,10,70.9,86.7,0.26899999999999996,0.321,0.44299999999999995,45.3,43.2,7.6,7.8,0.41100000000000003,14.9,25.8,0.177,3.0,3,5.0,3.0,7,5,4.7,3.1,1.9,1.5,1.5,1.0,0.8,0.6,0.4,0.3,0.2,0.1,0.1,0.0,0.0,1.8,0.9,0.9,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,5.4,4.6,4.4,4.2,2.6,2.5,2.1,2.0,0.9,0.8,0.7,0.5,0.4,0.2,0.0,0.672,0.652,0.626,0.615,0.588,0.527,0.522,0.505,0.5,0.45899999999999996,0.45,0.431,0.0,0.0,0.0,5.1,4.7,3.6,3.2,1.4,1.2,1.1,0.9,0.9,0.9,0.4,0.3,0.0,0.0,0.0,8.8,8.6,5.7,4.8,2.8,2.7,2.0,1.9,1.4,1.4,0.9,0.5,0.0,0.0,0.0,0.5,0.478,0.47600000000000003,0.4,0.39899999999999997,0.392,0.391,0.368,0.28600000000000003,0.207,0.0,0.0,0.0,0.0,0.0,2.2,1.7,1.1,1.1,0.4,0.3,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,5.6,4.2,3.1,2.8,1.3,1.0,0.7,0.5,0.5,0.4,0.2,0.2,0.1,0.0,0.0,0.652,0.625,0.5920000000000001,0.586,0.528,0.511,0.5,0.486,0.447,0.418,0.405,0.375,0.306,0.0,0.0,5.8,5.1,4.0,3.5,3.4,2.6,2.5,1.4,1.0,0.9,0.7,0.3,0.2,0.0,0.0,11.9,8.7,8.4,6.7,6.1,5.6,5.3,2.7,2.1,1.9,1.4,0.7,0.4,0.2,0.0,1.0,0.867,0.84,0.778,0.743,0.733,0.7290000000000001,0.6,0.6,0.594,0.5710000000000001,0.563,0.542,0.0,0.0,4.1,2.8,2.0,1.8,1.7,1.3,1.1,1.1,0.5,0.3,0.2,0.1,0.1,0.0,0.0,4.8,3.8,3.4,3.2,2.3,1.8,1.4,1.3,0.9,0.4,0.4,0.2,0.1,0.0,0.0,85,85,84,82,81,80,79,77,76,75,75,75.0,75.0,72.0,0.0,Village Christian HS,Southwind,Santa Monica HS,Nocolaus Copernicus HS,New Hampton HS,Meisei HIgh School,Mark Morris HS,Jefferson HS,INSEP Academy,Huntington Prep HS,Glacier HS,Findlay Prep (NV),East Central,Bishop Gorman High School,0,32.8,29.1,27.9,24.4,23.8,23.1,17.3,12.2,5.9,4.6,3.6,3.0,2.7,1.7,0.0,1.8,1.7,1.4,0.8,0.7,0.6,0.5,0.4,0.4,0.3,0.2,0.1,0.1,0.0,0.0,2.7,2.2,2.1,2.1,2.0,1.8,1.6,1.4,0.6,0.5,0.5,0.3,0.3,0.3,0.0,16.8,12.2,10.6,10.2,10.0,8.1,7.2,4.2,2.6,2.0,1.8,0.7,0.6,0.1,0.0,1.7,0.9,0.9,0.7,0.7,0.7,0.5,0.4,0.4,0.2,0.2,0.1,0.0,0.0,0.0,2.1,2.0,1.8,1.5,1.4,0.8,0.8,0.6,0.3,0.2,0.2,0.1,0.1,0.0,0.0,6.4,6.0,5.9,5.8,3.3,3.2,2.4,2.3,1.4,1.1,1.1,0.6,0.4,0.2,0.0,294,288,230,230,225,220,213,205,200,190,185,178.0,178.0,167.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
1,Villanova,BE,29.88,122.4,92.5,64.1,0.01,9.33,109.8,100.5,3.55,32,4,52.3,9.0,0.575,0.433,0.276,0.35,3,1,2,117.6,2256,30.0,65.6,2779,9.28,23.8,11.0,15.0,53.0,0.612,15,14,9,65.6,95.5,0.221,0.4,0.506,47.0,57.0,7.8,6.6,0.48100000000000004,17.6,27.4,0.155,3.0,4,3.0,3.0,7,6,4.1,2.9,2.0,2.0,2.0,1.7,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.5,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.8,3.4,3.4,2.8,2.4,2.1,1.3,1.1,0.4,0.3,0.3,0.0,0.0,0.0,0.6940000000000001,0.688,0.638,0.621,0.579,0.563,0.545,0.42700000000000005,0.222,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.9,2.3,2.3,1.9,1.8,1.6,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,7.8,6.3,3.6,3.5,3.4,3.3,3.0,2.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.40399999999999997,0.39299999999999996,0.37799999999999995,0.365,0.36,0.3,0.27899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.1,1.2,1.2,1.2,1.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,5.1,3.3,3.2,3.1,3.1,1.9,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.5489999999999999,0.541,0.513,0.51,0.5,0.466,0.429,0.384,0.263,0.0,0.0,0.0,0.0,0.0,6.6,5.1,3.9,3.6,3.0,2.8,1.8,1.7,0.3,0.1,0.0,0.0,0.0,0.0,0.0,12.9,10.3,9.4,6.5,6.5,6.3,5.4,2.6,0.6,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.9109999999999999,0.8759999999999999,0.862,0.747,0.6990000000000001,0.695,0.674,0.667,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.3,2.8,1.6,1.4,1.3,1.1,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.8,3.2,2.3,1.6,1.6,1.4,1.3,0.5,0.1,0.0,0.0,0.0,0.0,0.0,83,80,80,80,79,78,77,77,76,75,75,74.0,71.0,0.0,0.0,Sidwell Friends HS,Salesianum HS,Pitman High School,Mount Saint Joseph HS,Lower Merion,Hershey High School,Haverford Senior High School,Great Valley HS,Gonzaga College HS,Flint Hill School,Dobbs Ferry,Calvert Hall College High School,Adlai Stevenson HS,0,0,33.1,31.1,31.1,29.8,25.5,24.0,23.8,21.7,5.8,3.7,2.0,1.6,1.4,0.0,0.0,2.0,1.4,1.4,1.1,1.0,0.5,0.4,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,2.5,2.3,2.3,1.9,1.7,1.6,1.6,1.0,0.6,0.6,0.3,0.0,0.0,0.0,0.0,18.7,14.7,13.1,9.8,8.8,7.2,5.7,4.5,0.9,0.4,0.0,0.0,0.0,0.0,0.0,1.7,1.6,1.1,0.9,0.9,0.5,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.0,2.0,1.4,1.4,1.3,1.2,1.1,0.3,0.2,0.1,0.0,0.0,0.0,0.0,6.4,5.4,4.6,4.1,3.8,3.8,2.6,1.7,1.4,0.4,0.3,0.3,0.1,0.0,0.0,255,240,225,224,224,205,200,199,195,194,191,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
2,North Carolina,ACC,28.22,120.7,92.5,71.3,0.037000000000000005,12.49,112.0,99.5,3.87,33,7,58.9,9.7,0.519,0.303,0.244,0.348,4,0,5,116.0,2824,41.3,72.6,3377,11.76,24.84,9.7,13.4,58.2,0.55,14,16,6,72.6,97.0,0.314,0.395,0.517,41.8,46.6,8.6,9.6,0.48,16.6,24.5,0.228,2.0,5,3.0,4.0,7,7,3.7,3.6,2.4,2.2,1.4,1.2,1.2,1.0,0.8,0.6,0.2,0.1,0.0,0.0,0.0,1.2,0.7,0.6,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,5.7,3.6,3.3,2.7,2.6,2.3,2.0,1.6,1.2,0.9,0.6,0.2,0.2,0.1,0.0,0.5760000000000001,0.573,0.555,0.525,0.504,0.5,0.5,0.47700000000000004,0.45299999999999996,0.441,0.369,0.306,0.273,0.0,0.0,5.2,4.5,2.7,2.5,1.8,1.6,1.2,1.0,0.4,0.4,0.3,0.2,0.1,0.0,0.0,9.3,7.7,5.2,4.7,3.6,3.5,2.6,2.3,1.2,0.9,0.6,0.6,0.2,0.1,0.0,0.5,0.4,0.38299999999999995,0.33799999999999997,0.33299999999999996,0.33299999999999996,0.237,0.233,0.182,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.0,0.7,0.5,0.4,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.1,3.1,2.0,1.8,1.1,0.8,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5760000000000001,0.573,0.555,0.5,0.5,0.479,0.426,0.41700000000000004,0.381,0.354,0.344,0.28600000000000003,0.28300000000000003,0.0,0.0,5.2,4.8,4.5,2.7,2.2,2.2,2.0,1.6,0.6,0.4,0.4,0.2,0.1,0.0,0.0,11.2,9.3,7.7,5.4,5.3,4.7,4.7,4.5,1.8,1.5,0.7,0.7,0.2,0.1,0.0,1.0,0.889,0.779,0.774,0.73,0.7020000000000001,0.655,0.633,0.622,0.619,0.61,0.579,0.5,0.0,0.0,2.9,2.8,2.2,1.7,1.6,0.7,0.7,0.6,0.6,0.6,0.5,0.3,0.2,0.0,0.0,3.7,3.6,3.6,2.8,2.2,1.2,1.1,1.0,0.9,0.8,0.7,0.5,0.2,0.0,0.0,82,81,80,80,78,78,77,76,76,76,74,73.0,72.0,72.0,0.0,West Charlotte HS,Wesleyan Christian Academy,The Barstow School,Oak Hill Academy (VA),Lake Highland Prep,J.F. Webb,Hunter Huss High School,Hough HS,Hoggard HS,Hammond School,Flowery Branch HS,Douglas County High School,Bird HS,Barlow High School,0,30.4,24.3,23.8,23.7,23.3,19.0,14.6,14.1,7.8,7.7,3.6,1.7,1.7,1.4,0.0,3.8,2.6,1.8,1.7,1.3,1.3,0.4,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.0,3.1,2.4,2.2,1.8,1.8,1.8,1.8,1.5,0.9,0.7,0.3,0.3,0.2,0.1,0.0,14.7,12.5,11.8,7.1,6.2,6.1,5.5,4.5,1.9,1.5,1.4,0.7,0.4,0.0,0.0,1.4,1.0,1.0,0.9,0.9,0.5,0.4,0.4,0.3,0.3,0.1,0.1,0.1,0.0,0.0,1.9,1.6,1.5,1.2,1.2,1.1,0.9,0.9,0.7,0.4,0.1,0.1,0.1,0.0,0.0,9.5,5.5,5.1,4.6,3.9,3.3,3.1,1.8,1.4,1.2,0.7,0.4,0.2,0.2,0.0,290,240,240,230,210,210,200,195,195,185,185,170.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
3,Kentucky,SEC,27.72,119.1,91.4,72.0,0.006,10.98,110.5,99.5,3.74,32,6,51.6,13.0,0.529,0.316,0.28800000000000003,0.409,2,2,3,113.8,2716,33.2,74.3,3225,10.49,23.88,8.1,13.4,53.2,0.564,16,15,7,74.3,95.8,0.335,0.33299999999999996,0.507,46.8,44.0,6.4,7.7,0.475,16.9,27.1,0.22699999999999998,4.0,3,0.0,7.0,8,6,4.6,4.2,2.3,1.7,0.9,0.8,0.7,0.4,0.2,0.2,0.1,0.1,0.1,0.0,0.0,1.5,1.0,0.9,0.7,0.5,0.5,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,4.9,4.3,3.9,3.4,3.2,2.2,1.4,1.4,1.0,1.0,0.5,0.2,0.1,0.0,0.0,0.833,0.653,0.599,0.586,0.521,0.515,0.511,0.507,0.49700000000000005,0.47100000000000003,0.45299999999999996,0.0,0.0,0.0,0.0,5.5,4.5,4.1,3.9,1.3,1.2,1.2,1.1,0.9,0.5,0.3,0.0,0.0,0.0,0.0,10.5,8.0,7.8,7.5,2.3,2.2,2.1,2.0,2.0,1.0,0.4,0.2,0.1,0.1,0.0,1.0,0.397,0.377,0.365,0.344,0.317,0.28800000000000003,0.24600000000000002,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.3,1.1,0.6,0.5,0.5,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.9,3.4,3.0,1.9,1.7,1.7,1.6,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.599,0.586,0.511,0.5,0.479,0.478,0.47,0.45,0.405,0.40299999999999997,0.40299999999999997,0.154,0.0,0.0,6.6,5.9,4.5,4.5,2.6,1.6,1.6,1.5,1.2,1.2,0.3,0.1,0.1,0.0,0.0,14.7,12.4,9.6,7.5,5.4,4.0,3.9,3.7,2.3,2.1,0.9,0.4,0.3,0.2,0.0,0.9229999999999999,0.83,0.8220000000000001,0.736,0.688,0.653,0.635,0.618,0.6,0.5,0.4,0.4,0.33299999999999996,0.0,0.0,4.3,4.1,3.9,2.6,1.2,0.9,0.6,0.4,0.4,0.4,0.3,0.1,0.1,0.0,0.0,6.2,5.9,4.7,4.1,1.4,1.4,1.1,0.8,0.7,0.6,0.4,0.3,0.2,0.0,0.0,84,83,82,82,81,81,76,75,75,75,75,74.0,72.0,72.0,0.0,Wilbraham & Monson Academy,Virginia Episcopal School,Roselle Catholic HS,Rangitoto School,Mt. Lebanon HS,Madison Central HS,MacDuffie School,La Lumiere School (IN),High Point Christian Academy,Harrison County High School,Cypress Lakes High School,Catholic Central (Ont.),Bullitt East HS,Bentonville High School,0,32.1,30.4,30.1,29.6,21.9,19.2,17.7,10.6,8.3,6.9,3.6,3.0,1.6,1.3,0.0,3.1,1.6,1.5,1.3,1.1,0.9,0.6,0.6,0.5,0.3,0.3,0.1,0.0,0.0,0.0,2.6,2.6,2.5,2.4,2.1,2.0,1.9,1.5,1.4,0.8,0.7,0.2,0.0,0.0,0.0,19.8,16.7,13.0,12.1,7.0,4.7,4.7,4.6,2.9,2.8,0.7,0.7,0.5,0.0,0.0,1.5,0.9,0.8,0.8,0.7,0.7,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,2.5,2.4,2.0,1.7,0.8,0.7,0.5,0.5,0.4,0.4,0.3,0.2,0.1,0.1,0.0,8.0,5.4,5.4,4.8,4.0,2.8,2.5,2.2,1.6,1.5,0.9,0.2,0.2,0.0,0.0,260,260,254,220,216,213,202,200,195,188,187,185.0,180.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
