,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,opp_pts,pts,sos,srs,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_SO,num_SR,num_FR,num_JR,num_F,num_G,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,num_C,ast_per_g_13,ast_per_g_14,blk_per_g_13,blk_per_g_14,drb_per_g_13,drb_per_g_14,fg2_pct_13,fg2_pct_14,fg2_per_g_13,fg2_per_g_14,fg2a_per_g_13,fg2a_per_g_14,fg3_pct_13,fg3_pct_14,fg3_per_g_13,fg3_per_g_14,fg3a_per_g_13,fg3a_per_g_14,fg_pct_13,fg_pct_14,fg_per_g_13,fg_per_g_14,fga_per_g_13,fga_per_g_14,ft_pct_13,ft_pct_14,ft_per_g_13,ft_per_g_14,fta_per_g_13,fta_per_g_14,height_13,height_14,mp_per_g_13,mp_per_g_14,orb_per_g_13,orb_per_g_14,pf_per_g_13,pf_per_g_14,pts_per_g_13,pts_per_g_14,stl_per_g_13,stl_per_g_14,tov_per_g_13,tov_per_g_14,trb_per_g_13,trb_per_g_14,weight_13,weight_14,ast_per_g_15,ast_per_g_16,blk_per_g_15,blk_per_g_16,drb_per_g_15,drb_per_g_16,fg2_pct_15,fg2_pct_16,fg2_per_g_15,fg2_per_g_16,fg2a_per_g_15,fg2a_per_g_16,fg3_pct_15,fg3_pct_16,fg3_per_g_15,fg3_per_g_16,fg3a_per_g_15,fg3a_per_g_16,fg_pct_15,fg_pct_16,fg_per_g_15,fg_per_g_16,fga_per_g_15,fga_per_g_16,ft_pct_15,ft_pct_16,ft_per_g_15,ft_per_g_16,fta_per_g_15,fta_per_g_16,height_15,height_16,mp_per_g_15,mp_per_g_16,orb_per_g_15,orb_per_g_16,pf_per_g_15,pf_per_g_16,pts_per_g_15,pts_per_g_16,stl_per_g_15,stl_per_g_16,tov_per_g_15,tov_per_g_16,trb_per_g_15,trb_per_g_16,weight_15,weight_16,year
0,Duke,ACC,32.33,120.8,88.5,67.7,-0.027999999999999997,12.59,109.5,96.9,2.42,31,6,52.7,11.1,0.532,0.33399999999999996,0.303,0.41200000000000003,3,1,2,2406,2954,10.86,25.67,16.5,51.6,0.5720000000000001,13,14,8,0.0,0.0,0.0,0.0,0.0,48.4,0.0,0.0,0.0,0.40700000000000003,0.0,0.0,0.0,6.0,3,3.0,2.0,5,7,6.1,1.9,1.8,1.6,1.3,0.9,0.5,0.3,0.2,0.1,0.1,0.0,3.0,1.6,1.1,0.3,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,5.3,4.7,3.2,2.4,2.4,1.6,0.8,0.7,0.5,0.4,0.3,0.2,1.0,1.0,0.667,0.617,0.589,0.583,0.515,0.514,0.5,0.494,0.47,0.423,4.6,4.4,2.9,2.5,2.1,1.9,1.2,0.7,0.6,0.3,0.1,0.1,8.9,7.4,5.7,4.9,4.0,4.0,2.4,1.1,1.0,0.3,0.3,0.3,0.5,0.41100000000000003,0.4,0.395,0.36,0.36,0.302,0.2,0.14300000000000002,0.12,0.0,0.0,2.8,2.0,1.1,0.8,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.0,7.0,4.9,3.0,2.6,0.9,0.7,0.3,0.3,0.2,0.2,0.1,0.1,1.0,0.667,0.667,0.591,0.586,0.512,0.47600000000000003,0.44799999999999995,0.423,0.41700000000000004,0.41100000000000003,0.39399999999999996,5.7,4.6,4.4,4.1,3.7,2.5,1.2,0.7,0.6,0.5,0.3,0.1,11.9,11.0,9.8,8.3,7.6,4.3,3.0,1.3,1.2,1.0,0.5,0.3,1.0,0.953,0.75,0.75,0.742,0.722,0.71,0.69,0.667,0.5760000000000001,0.515,0.5,3.9,3.7,2.6,2.5,1.9,1.8,1.0,0.6,0.5,0.2,0.2,0.1,5.4,4.1,3.7,3.4,2.8,2.4,1.3,1.0,0.9,0.3,0.3,0.2,82.0,82.0,82.0,81.0,81.0,80.0,78.0,76.0,76.0,75.0,74.0,74.0,35.4,31.1,31.1,30.6,26.0,19.2,15.4,6.4,5.4,3.7,2.3,2.2,3.2,2.2,2.1,1.0,0.8,0.8,0.7,0.6,0.3,0.3,0.0,0.0,3.2,2.9,2.9,2.2,2.1,2.1,1.7,1.1,1.0,0.5,0.3,0.2,15.9,15.1,12.6,12.6,10.0,7.0,3.0,2.3,1.9,1.5,0.8,0.4,2.2,1.5,1.4,1.3,1.0,0.7,0.7,0.2,0.1,0.1,0.1,0.1,2.8,2.4,2.2,1.9,1.7,1.4,0.7,0.3,0.2,0.2,0.1,0.1,8.5,6.9,4.5,4.1,3.1,2.6,1.5,1.4,0.7,0.5,0.3,0.3,250,250,250,250,240,220,205,190,190,190,185,185.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,2.1,1.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
1,Connecticut,BE,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,33,6,59.0,12.6,0.532,0.258,0.215,0.345,4,1,4,2493,3073,7.77,22.64,16.0,56.1,0.5489999999999999,12,17,6,0.0,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,0.369,0.0,0.0,0.0,4.0,4,3.0,3.0,5,6,6.5,4.5,4.3,1.2,1.0,0.8,0.7,0.7,0.3,0.3,0.1,0.1,4.1,1.7,1.5,0.7,0.3,0.2,0.2,0.1,0.1,0.1,0.0,0.0,7.7,3.8,3.5,3.1,3.0,2.7,2.0,1.8,1.0,0.9,0.7,0.5,0.75,0.643,0.6,0.599,0.556,0.5539999999999999,0.508,0.483,0.48100000000000004,0.45899999999999996,0.434,0.42200000000000004,7.3,3.5,3.0,2.6,2.5,2.4,1.6,0.9,0.9,0.8,0.2,0.2,12.1,8.0,5.9,5.3,5.3,4.6,3.4,1.8,1.8,1.3,0.6,0.4,0.433,0.41,0.391,0.36700000000000005,0.2,0.17600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.2,0.9,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,5.4,2.4,1.5,1.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.643,0.6,0.599,0.5539999999999999,0.514,0.5,0.43799999999999994,0.43700000000000006,0.434,0.429,0.41700000000000004,0.37,7.3,6.1,3.8,3.5,3.3,2.6,2.5,1.1,0.9,0.8,0.2,0.2,14.1,12.1,8.8,7.6,6.9,6.0,4.6,2.9,1.8,1.3,0.6,0.5,0.8290000000000001,0.785,0.7290000000000001,0.6920000000000001,0.667,0.667,0.5529999999999999,0.545,0.518,0.5,0.405,0.38799999999999996,3.6,3.1,1.3,1.3,1.3,1.2,0.8,0.6,0.5,0.5,0.2,0.2,6.1,4.4,2.2,2.1,2.0,1.8,1.8,1.7,1.4,0.8,0.3,0.3,83.0,83.0,82.0,82.0,80.0,78.0,78.0,77.0,77.0,77.0,75.0,75.0,34.5,32.4,30.5,25.0,22.2,22.0,19.0,14.1,9.1,6.8,6.0,1.7,3.8,2.8,1.8,1.3,1.2,1.0,0.9,0.9,0.9,0.5,0.4,0.2,2.4,2.3,2.3,1.8,1.8,1.7,1.6,1.4,1.4,1.3,0.8,0.3,18.5,17.6,11.2,8.9,8.9,6.3,5.9,2.9,2.4,2.0,0.6,0.4,1.4,1.1,1.0,1.0,0.6,0.5,0.5,0.3,0.2,0.1,0.1,0.0,2.8,2.4,2.4,2.3,1.5,1.2,1.1,0.8,0.6,0.5,0.3,0.1,11.5,5.8,5.3,4.7,3.9,3.8,2.9,2.8,2.3,1.3,1.2,0.5,252,250,240,237,235,230,220,216,215,214,205,200.0,3.0,0.0,0.0,0.0,0.0,0.2,0.1,0.33299999999999996,0.14300000000000002,0.1,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.14300000000000002,0.1,0.1,0.4,0.3,0.28600000000000003,0.0,0.1,0.0,0.2,0.1,73.0,73.0,1.4,1.2,0.2,0.1,0.2,0.2,0.3,0.3,0.0,0.0,0.1,0.0,0.3,0.3,195.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
2,Saint Joseph's,A10,27.66,118.9,91.2,66.1,0.06,6.99,107.1,100.1,8.86,30,2,60.0,6.2,0.561,0.425,0.237,0.337,0,0,0,1994,2476,4.97,20.03,14.9,47.3,0.586,16,9,13,0.0,0.0,0.0,0.0,0.0,52.7,0.0,0.0,0.0,0.40299999999999997,0.0,0.0,0.0,5.0,4,3.0,3.0,5,8,5.3,4.7,1.6,1.0,0.9,0.9,0.8,0.7,0.4,0.2,0.2,0.1,2.0,0.8,0.4,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,4.4,4.2,3.7,2.8,2.3,1.2,1.0,0.8,0.7,0.6,0.5,0.3,1.0,0.667,0.5670000000000001,0.557,0.556,0.545,0.526,0.516,0.478,0.475,0.457,0.455,5.0,4.9,2.5,1.1,1.1,0.9,0.8,0.7,0.5,0.4,0.3,0.1,9.6,8.8,4.5,2.1,1.9,1.9,1.4,1.1,0.9,0.8,0.7,0.6,0.45799999999999996,0.439,0.419,0.41200000000000003,0.39,0.375,0.261,0.214,0.0,0.0,0.0,0.0,2.5,2.3,1.8,1.6,1.2,0.3,0.2,0.2,0.0,0.0,0.0,0.0,5.8,5.5,4.3,3.9,2.6,1.4,0.8,0.5,0.3,0.2,0.1,0.0,0.667,0.545,0.516,0.51,0.5,0.493,0.475,0.462,0.429,0.37,0.348,0.308,7.3,6.6,3.4,2.5,2.3,2.3,1.1,0.8,0.8,0.6,0.3,0.3,15.4,13.0,7.4,5.3,4.6,4.5,2.3,2.1,1.5,1.1,0.9,0.9,0.892,0.795,0.7929999999999999,0.792,0.75,0.667,0.667,0.615,0.511,0.5,0.462,0.452,3.9,3.7,1.5,1.0,0.8,0.8,0.7,0.6,0.4,0.3,0.2,0.2,4.7,4.3,3.3,1.6,1.3,1.2,0.9,0.9,0.7,0.7,0.6,0.3,85.0,83.0,82.0,81.0,79.0,79.0,77.0,77.0,76.0,75.0,74.0,73.0,33.9,33.5,27.1,25.0,24.1,18.5,18.4,9.2,8.0,4.9,4.9,2.5,2.6,1.3,1.2,1.0,0.8,0.6,0.6,0.4,0.3,0.2,0.1,0.1,2.9,2.2,2.1,2.0,1.9,1.8,1.8,1.3,0.7,0.6,0.6,0.4,20.6,18.9,10.1,7.2,6.5,6.4,3.0,2.2,1.9,1.7,0.9,0.9,2.8,1.7,1.1,0.9,0.7,0.6,0.5,0.4,0.4,0.1,0.1,0.1,2.8,2.6,1.1,1.0,1.0,0.7,0.7,0.5,0.5,0.4,0.4,0.4,7.0,5.4,4.7,3.7,3.6,1.6,1.5,1.2,1.0,0.8,0.7,0.5,250,240,235,220,205,195,195,195,190,190,185,185.0,2.0,0.1,0.1,0.0,0.0,0.2,0.0,0.2,0.091,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.071,0.1,0.1,0.9,0.3,0.33299999999999996,0.0,0.1,0.0,0.3,0.1,73.0,72.0,2.4,1.8,0.1,0.1,0.3,0.3,0.4,0.1,0.1,0.1,0.4,0.3,0.3,0.1,180.0,180.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,180.0,0.0,2004
3,Oklahoma State,B12,27.37,118.5,91.1,64.8,0.028999999999999998,7.56,107.7,100.1,-5.55,31,4,56.0,6.7,0.556,0.226,0.27,0.389,2,0,2,2188,2698,7.23,20.85,16.8,53.9,0.583,14,15,7,0.0,0.0,0.0,0.0,0.0,46.1,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,4,1.0,9.0,4,8,4.5,3.1,2.7,1.7,1.1,1.1,0.8,0.7,0.2,0.2,0.2,0.1,1.5,0.9,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,4.0,3.7,3.5,2.7,2.2,2.0,1.6,1.6,1.4,1.3,1.1,0.9,0.594,0.59,0.586,0.563,0.55,0.541,0.529,0.514,0.514,0.513,0.5,0.435,5.2,4.9,4.5,3.1,1.7,1.1,1.1,0.9,0.9,0.7,0.6,0.5,9.5,8.4,7.7,6.0,3.3,1.9,1.8,1.7,1.7,1.6,1.2,1.0,0.483,0.41600000000000004,0.391,0.297,0.25,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.5,0.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.6,2.1,0.8,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.594,0.588,0.5760000000000001,0.529,0.514,0.504,0.504,0.5,0.5,0.457,0.455,0.408,5.8,5.2,4.9,4.9,2.4,1.7,1.1,1.1,0.9,0.7,0.6,0.5,11.6,11.5,8.5,8.4,5.3,3.5,2.2,1.8,1.8,1.7,1.2,1.0,1.0,0.887,0.75,0.7190000000000001,0.7090000000000001,0.675,0.667,0.667,0.66,0.643,0.455,0.28600000000000003,3.7,2.5,2.3,2.2,1.3,0.9,0.8,0.6,0.5,0.5,0.4,0.3,5.5,3.6,3.1,2.8,1.8,1.3,1.0,1.0,1.0,0.9,0.7,0.4,86.0,81.0,81.0,80.0,80.0,79.0,78.0,78.0,78.0,76.0,73.0,72.0,34.3,31.6,30.3,30.1,24.7,14.9,11.3,11.1,9.0,8.0,7.5,7.3,2.8,1.8,1.7,1.1,0.7,0.7,0.6,0.5,0.5,0.5,0.4,0.3,3.2,3.1,3.0,2.4,2.2,1.5,1.4,1.2,1.1,1.0,0.9,0.8,16.0,15.1,12.4,12.2,7.2,4.8,2.9,2.8,2.2,2.0,1.6,1.0,2.1,1.4,1.1,1.1,0.7,0.7,0.5,0.4,0.3,0.2,0.2,0.1,2.8,2.1,1.9,1.7,1.7,0.7,0.7,0.6,0.5,0.4,0.1,0.0,6.7,5.5,5.2,3.1,2.8,2.5,2.5,2.3,2.1,1.7,1.6,1.4,289,255,240,240,239,230,225,215,213,210,175,168.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,1.6,1.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
4,Pittsburgh,BE,25.91,114.1,88.2,59.7,-0.027999999999999997,5.97,106.4,100.5,-8.2,31,5,57.9,8.5,0.51,0.255,0.254,0.389,3,1,2,2031,2446,6.49,18.2,16.7,53.9,0.537,13,19,7,0.0,0.0,0.0,0.0,0.0,46.1,0.0,0.0,0.0,0.386,0.0,0.0,0.0,1.0,3,7.0,3.0,4,8,4.5,2.8,1.9,1.8,1.3,0.9,0.7,0.7,0.5,0.4,0.3,0.1,1.7,1.0,0.6,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0.0,0.0,4.4,4.0,3.9,2.9,2.5,1.7,1.2,0.8,0.8,0.6,0.5,0.4,0.6859999999999999,0.667,0.574,0.5589999999999999,0.5529999999999999,0.55,0.542,0.451,0.408,0.364,0.364,0.35700000000000004,4.5,4.2,3.8,3.3,2.2,1.8,0.8,0.7,0.4,0.4,0.3,0.1,8.1,7.6,7.3,5.5,5.3,3.3,1.4,1.3,1.0,1.0,0.5,0.4,0.379,0.35100000000000003,0.33299999999999996,0.32899999999999996,0.215,0.214,0.2,0.17600000000000002,0.125,0.0,0.0,0.0,1.6,1.5,0.4,0.4,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.0,4.7,4.5,1.8,1.1,0.8,0.6,0.6,0.5,0.4,0.2,0.0,0.0,0.654,0.574,0.5589999999999999,0.55,0.51,0.488,0.406,0.375,0.371,0.35700000000000004,0.273,0.25,4.8,4.6,4.5,3.9,3.7,2.1,0.8,0.8,0.7,0.4,0.4,0.2,11.8,10.0,9.4,8.1,5.9,4.1,2.1,1.6,1.4,1.3,1.0,0.9,0.777,0.706,0.655,0.627,0.611,0.583,0.5710000000000001,0.556,0.544,0.5,0.5,0.4,4.3,2.1,2.0,2.0,1.9,1.0,0.3,0.2,0.2,0.2,0.1,0.1,5.6,3.5,3.2,3.2,2.8,1.6,0.6,0.5,0.4,0.3,0.3,0.3,84.0,83.0,82.0,82.0,82.0,79.0,79.0,76.0,76.0,75.0,75.0,75.0,36.1,35.6,34.4,29.2,25.6,16.1,10.8,8.6,8.6,5.9,5.6,4.0,3.1,2.4,2.4,1.1,0.8,0.7,0.7,0.4,0.3,0.2,0.1,0.0,2.5,2.5,2.3,1.5,1.4,1.4,1.3,0.9,0.9,0.8,0.8,0.5,15.4,11.7,11.0,10.9,9.8,5.5,2.1,1.9,1.7,1.1,1.0,0.8,1.8,1.6,1.2,0.7,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.0,3.0,2.3,2.0,1.4,1.3,0.8,0.7,0.6,0.5,0.4,0.3,0.2,7.5,6.2,5.4,4.9,2.9,2.8,1.8,1.5,0.9,0.9,0.6,0.4,282,270,260,240,229,225,220,220,200,191,190,185.0,2.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,74.0,67.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,180.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
