,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,opp_pts,pts,sos,srs,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_SO,num_JR,num_SR,num_FR,num_F,num_G,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,ast_per_g_13,ast_per_g_14,ast_per_g_15,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,blk_per_g_13,blk_per_g_14,blk_per_g_15,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,drb_per_g_13,drb_per_g_14,drb_per_g_15,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_pct_13,fg2_pct_14,fg2_pct_15,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2_per_g_13,fg2_per_g_14,fg2_per_g_15,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg2a_per_g_13,fg2a_per_g_14,fg2a_per_g_15,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_pct_13,fg3_pct_14,fg3_pct_15,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3_per_g_13,fg3_per_g_14,fg3_per_g_15,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg3a_per_g_13,fg3a_per_g_14,fg3a_per_g_15,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_pct_13,fg_pct_14,fg_pct_15,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fg_per_g_13,fg_per_g_14,fg_per_g_15,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,fga_per_g_13,fga_per_g_14,fga_per_g_15,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_pct_13,ft_pct_14,ft_pct_15,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,ft_per_g_13,ft_per_g_14,ft_per_g_15,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,fta_per_g_13,fta_per_g_14,fta_per_g_15,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,height_14,height_15,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,mp_per_g_13,mp_per_g_14,mp_per_g_15,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,orb_per_g_13,orb_per_g_14,orb_per_g_15,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pf_per_g_13,pf_per_g_14,pf_per_g_15,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,pts_per_g_13,pts_per_g_14,pts_per_g_15,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,stl_per_g_13,stl_per_g_14,stl_per_g_15,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,tov_per_g_13,tov_per_g_14,tov_per_g_15,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,trb_per_g_13,trb_per_g_14,trb_per_g_15,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,weight_15,ast_per_g_16,blk_per_g_16,drb_per_g_16,fg2_pct_16,fg2_per_g_16,fg2a_per_g_16,fg3_pct_16,fg3_per_g_16,fg3a_per_g_16,fg_pct_16,fg_per_g_16,fga_per_g_16,ft_pct_16,ft_per_g_16,fta_per_g_16,height_16,mp_per_g_16,orb_per_g_16,pf_per_g_16,pts_per_g_16,stl_per_g_16,tov_per_g_16,trb_per_g_16,weight_16,ast_per_g_17,ast_per_g_18,blk_per_g_17,blk_per_g_18,drb_per_g_17,drb_per_g_18,fg2_pct_17,fg2_pct_18,fg2_per_g_17,fg2_per_g_18,fg2a_per_g_17,fg2a_per_g_18,fg3_pct_17,fg3_pct_18,fg3_per_g_17,fg3_per_g_18,fg3a_per_g_17,fg3a_per_g_18,fg_pct_17,fg_pct_18,fg_per_g_17,fg_per_g_18,fga_per_g_17,fga_per_g_18,ft_pct_17,ft_pct_18,ft_per_g_17,ft_per_g_18,fta_per_g_17,fta_per_g_18,height_17,height_18,mp_per_g_17,mp_per_g_18,orb_per_g_17,orb_per_g_18,pf_per_g_17,pf_per_g_18,pts_per_g_17,pts_per_g_18,stl_per_g_17,stl_per_g_18,tov_per_g_17,tov_per_g_18,trb_per_g_17,trb_per_g_18,weight_17,weight_18,year
0,Florida,SEC,28.28,117.9,89.7,66.9,-0.011000000000000001,8.35,107.7,99.3,-8.46,33,6,61.3,9.1,0.569,0.348,0.302,0.40700000000000003,6,2,4,2478,3052,5.49,20.21,18.2,52.7,0.603,10,16,6,0.0,0.0,0.0,0.0,0.0,47.3,0.0,0.0,0.0,0.39899999999999997,0.0,0.0,0.0,6.0,3.0,1,2.0,3,7,2.0,4.7,3.3,2.1,2.0,1.9,1.2,0.7,0.5,0.5,0.1,0.0,0.0,0.0,0.0,0.0,2.4,1.7,0.4,0.4,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,4.9,3.5,2.6,2.5,1.6,1.4,0.8,0.6,0.4,0.4,0.3,0.0,0.0,0.0,1.0,0.698,0.629,0.612,0.547,0.527,0.5,0.5,0.5,0.413,0.41,0.33299999999999996,0.0,0.0,0.0,5.2,4.5,3.3,2.5,1.1,1.1,0.8,0.6,0.5,0.3,0.1,0.1,0.0,0.0,0.0,8.2,7.4,6.3,3.6,3.2,2.3,1.6,1.4,1.3,0.5,0.3,0.1,0.0,0.0,0.0,0.45899999999999996,0.384,0.368,0.35,0.33299999999999996,0.25,0.25,0.222,0.182,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,1.1,0.7,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.9,3.1,1.9,1.0,0.6,0.3,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.698,0.627,0.608,0.475,0.46799999999999997,0.465,0.41700000000000004,0.387,0.37799999999999995,0.375,0.366,0.364,0.0,0.0,0.0,5.2,4.5,4.4,3.7,3.3,2.5,1.4,1.2,0.9,0.3,0.3,0.2,0.0,0.0,0.0,9.4,9.1,8.3,7.9,7.5,3.6,3.5,2.5,2.3,0.8,0.7,0.5,0.0,0.0,0.0,1.0,0.8859999999999999,0.857,0.769,0.765,0.733,0.7040000000000001,0.667,0.667,0.611,0.6,0.5,0.0,0.0,0.0,4.4,3.8,2.8,2.3,1.0,0.7,0.5,0.4,0.4,0.4,0.3,0.1,0.0,0.0,0.0,5.2,4.9,3.7,3.7,1.4,1.1,0.8,0.6,0.5,0.4,0.3,0.1,0.0,0.0,0.0,83.0,82.0,81.0,81.0,81.0,79.0,78.0,77.0,74.0,74.0,72.0,72.0,0.0,0.0,0.0,33.4,29.9,28.1,25.9,24.9,19.2,17.5,11.2,9.2,2.9,2.5,2.1,0.0,0.0,0.0,2.2,2.2,1.3,1.1,1.0,0.8,0.4,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.2,2.1,1.6,1.6,1.4,1.1,0.8,0.3,0.2,0.1,0.0,0.0,0.0,14.2,13.3,12.7,11.3,10.9,5.9,3.8,3.1,2.5,1.1,0.9,0.5,0.0,0.0,0.0,1.6,1.3,1.1,1.0,1.0,0.7,0.4,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,3.2,2.8,1.9,1.9,1.3,1.0,0.9,0.7,0.4,0.3,0.2,0.1,0.0,0.0,0.0,7.6,7.1,4.8,3.6,2.9,2.4,1.9,1.5,1.1,0.6,0.4,0.3,0.0,0.0,0.0,270.0,247.0,245.0,232.0,215.0,200.0,200.0,192.0,185.0,180.0,177.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006
1,Duke,ACC,27.54,119.4,91.8,69.8,0.047,10.51,108.1,97.6,6.81,32,4,55.8,9.1,0.555,0.353,0.34299999999999997,0.45,2,1,2,2453,2921,8.77,21.77,16.9,48.1,0.598,14,14,8,0.0,0.0,0.0,0.0,0.0,51.9,0.0,0.0,0.0,0.429,0.0,0.0,0.0,1.0,1.0,6,6.0,4,8,2.0,5.2,2.6,2.6,1.5,1.2,1.1,0.9,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.8,1.3,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,3.6,2.5,2.4,2.4,2.2,1.8,0.5,0.4,0.2,0.2,0.2,0.1,0.0,0.0,1.0,0.857,0.647,0.621,0.5820000000000001,0.521,0.518,0.486,0.47100000000000003,0.47100000000000003,0.40700000000000003,0.0,0.0,0.0,0.0,6.5,4.5,3.1,1.6,1.5,1.4,0.7,0.4,0.3,0.3,0.2,0.0,0.0,0.0,0.0,11.2,8.7,4.9,3.4,3.2,3.1,1.4,0.7,0.6,0.4,0.2,0.2,0.1,0.0,0.0,1.0,1.0,0.42100000000000004,0.41,0.395,0.385,0.33299999999999996,0.32,0.314,0.313,0.0,0.0,0.0,0.0,0.0,3.9,1.1,1.0,0.9,0.6,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,9.2,3.5,2.5,2.4,1.9,0.6,0.4,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.857,0.605,0.578,0.5,0.5,0.485,0.47100000000000003,0.47,0.465,0.452,0.373,0.364,0.0,0.0,8.4,6.6,3.2,2.6,2.5,2.0,1.8,0.6,0.3,0.3,0.2,0.2,0.1,0.0,0.0,17.9,11.4,5.6,5.6,5.4,5.3,4.9,1.2,0.7,0.4,0.3,0.2,0.2,0.0,0.0,1.0,0.9,0.863,0.784,0.7440000000000001,0.6920000000000001,0.667,0.664,0.649,0.625,0.0,0.0,0.0,0.0,0.0,6.1,5.6,2.1,2.1,1.1,1.0,1.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,7.5,7.1,3.2,2.7,1.6,1.5,1.4,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,82.0,82.0,81.0,81.0,80.0,78.0,77.0,76.0,76.0,76.0,74.0,74.0,73.0,73.0,0.0,37.1,33.3,32.3,29.7,24.5,21.5,19.9,6.1,4.0,2.7,2.5,2.0,1.8,1.1,0.0,3.3,1.7,1.0,0.8,0.8,0.4,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,3.2,3.0,2.5,2.2,2.1,2.0,1.5,0.7,0.6,0.6,0.5,0.0,0.0,0.0,0.0,26.8,18.8,8.7,7.1,7.1,6.7,5.7,1.5,1.0,0.7,0.5,0.5,0.3,0.0,0.0,1.7,1.7,1.6,1.4,1.1,1.0,0.8,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,3.3,2.5,2.5,1.8,1.4,1.3,0.7,0.4,0.3,0.3,0.2,0.1,0.0,0.0,0.0,10.7,5.3,3.4,3.2,3.0,2.8,2.0,0.8,0.6,0.3,0.3,0.2,0.1,0.0,0.0,257.0,250.0,250.0,240.0,240.0,205.0,200.0,200.0,190.0,190.0,185.0,185.0,185.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006
2,Texas,B12,25.79,117.5,91.7,63.9,0.039,7.79,106.1,98.3,-0.02,30,7,55.8,8.9,0.524,0.33899999999999997,0.256,0.35200000000000004,3,1,3,2230,2781,6.99,21.89,16.7,57.5,0.5589999999999999,13,16,7,0.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.384,0.0,0.0,0.0,5.0,2.0,2,2.0,5,5,1.0,3.1,3.0,3.0,2.9,1.4,1.3,0.5,0.5,0.4,0.3,0.1,0.0,0.0,0.0,0.0,2.0,1.7,0.7,0.5,0.4,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,5.5,4.4,2.5,1.9,1.8,1.3,1.1,0.9,0.8,0.5,0.0,0.0,0.0,0.0,0.5710000000000001,0.569,0.514,0.5,0.47200000000000003,0.45799999999999996,0.456,0.429,0.42200000000000004,0.33299999999999996,0.263,0.0,0.0,0.0,0.0,6.0,5.9,2.5,1.7,1.4,0.8,0.7,0.5,0.3,0.2,0.2,0.0,0.0,0.0,0.0,11.7,10.4,4.9,3.7,2.9,1.8,1.7,1.2,1.0,0.9,0.3,0.0,0.0,0.0,0.0,0.667,0.39899999999999997,0.39,0.38,0.371,0.33299999999999996,0.308,0.303,0.214,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.9,1.2,0.7,0.7,0.5,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.8,3.2,2.3,2.0,1.4,0.9,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.569,0.515,0.45799999999999996,0.43700000000000006,0.426,0.405,0.405,0.401,0.377,0.33299999999999996,0.242,0.0,0.0,0.0,0.0,6.1,5.9,4.4,3.3,3.2,2.0,1.0,0.8,0.8,0.7,0.4,0.0,0.0,0.0,0.0,11.8,10.9,10.4,7.7,7.2,4.9,3.0,2.1,1.8,1.7,1.5,0.0,0.0,0.0,0.0,0.878,0.7809999999999999,0.7659999999999999,0.747,0.726,0.7140000000000001,0.7040000000000001,0.7,0.6459999999999999,0.5,0.33299999999999996,0.0,0.0,0.0,0.0,3.8,3.2,2.5,1.9,1.4,1.2,0.6,0.5,0.3,0.2,0.2,0.0,0.0,0.0,0.0,5.1,4.9,3.2,2.6,1.7,1.3,1.0,0.8,0.7,0.4,0.3,0.0,0.0,0.0,0.0,83.0,82.0,80.0,79.0,79.0,77.0,74.0,74.0,73.0,73.0,71.0,0.0,0.0,0.0,0.0,34.5,33.7,33.2,27.6,27.0,21.2,15.3,13.6,7.7,6.3,5.4,0.0,0.0,0.0,0.0,3.6,2.8,2.6,1.3,1.1,1.0,0.5,0.5,0.4,0.4,0.2,0.0,0.0,0.0,0.0,2.8,2.5,2.4,2.3,1.4,1.3,1.3,1.2,1.0,0.7,0.6,0.0,0.0,0.0,0.0,16.1,15.0,13.4,9.8,9.5,6.4,3.0,2.3,2.3,2.1,1.0,0.0,0.0,0.0,0.0,1.8,1.4,1.3,0.9,0.9,0.7,0.7,0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,3.1,1.9,1.9,1.8,1.6,1.6,0.7,0.7,0.6,0.5,0.5,0.0,0.0,0.0,0.0,9.5,9.2,7.0,3.6,3.1,2.3,2.3,1.5,1.4,1.2,0.7,0.0,0.0,0.0,0.0,240.0,240.0,235.0,228.0,225.0,205.0,190.0,190.0,185.0,173.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006
3,Connecticut,BE,25.44,117.8,92.3,68.7,0.077,8.98,107.4,98.4,-3.8,30,4,54.8,13.5,0.518,0.24600000000000002,0.295,0.419,2,0,2,2283,2781,6.57,21.22,16.3,56.1,0.556,14,16,8,0.0,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,0.38299999999999995,0.0,0.0,0.0,2.0,2.0,5,6.0,6,5,2.0,2.6,2.1,2.1,1.4,0.7,0.7,0.7,0.6,0.6,0.5,0.2,0.0,0.0,0.0,0.0,3.1,2.0,1.6,0.8,0.4,0.3,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,4.6,4.4,3.9,3.1,2.9,2.1,1.7,1.3,1.0,0.7,0.7,0.6,0.6,0.5,0.0,0.61,0.609,0.564,0.556,0.5,0.48200000000000004,0.455,0.439,0.434,0.4,0.33299999999999996,0.0,0.0,0.0,0.0,4.8,4.0,3.4,2.7,2.5,2.0,1.3,1.1,0.6,0.6,0.2,0.0,0.0,0.0,0.0,9.6,7.1,6.2,5.6,4.1,4.1,2.6,2.3,1.6,1.3,0.6,0.5,0.3,0.0,0.0,0.556,0.5,0.40700000000000003,0.326,0.318,0.303,0.25,0.14300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.9,0.8,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.9,2.7,1.0,0.8,0.5,0.4,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.61,0.608,0.564,0.556,0.461,0.43700000000000006,0.429,0.40299999999999997,0.379,0.364,0.28600000000000003,0.0,0.0,0.0,0.0,5.7,4.6,4.0,3.7,3.5,2.5,1.5,1.1,0.9,0.6,0.4,0.0,0.0,0.0,0.0,12.3,10.4,9.1,7.1,5.7,4.1,2.7,2.7,2.6,1.7,1.4,0.8,0.3,0.3,0.0,0.868,0.787,0.75,0.732,0.7170000000000001,0.703,0.6920000000000001,0.6409999999999999,0.547,0.5,0.5,0.5,0.379,0.0,0.0,3.1,2.7,2.5,2.2,1.5,1.1,1.1,0.9,0.6,0.5,0.4,0.3,0.3,0.0,0.0,4.2,4.1,3.9,2.8,2.4,1.6,1.5,1.4,1.3,0.8,0.7,0.7,0.7,0.0,0.0,83.0,82.0,81.0,80.0,79.0,78.0,78.0,78.0,77.0,75.0,74.0,74.0,72.0,0.0,0.0,30.8,27.7,27.1,23.6,22.4,16.5,16.5,9.1,8.9,8.9,4.8,1.3,1.3,1.0,1.0,3.1,2.1,2.0,2.0,1.4,1.3,0.7,0.7,0.5,0.3,0.2,0.0,0.0,0.0,0.0,2.8,2.3,2.1,1.7,1.4,1.3,1.1,1.1,1.0,1.0,0.7,0.3,0.0,0.0,0.0,15.2,12.8,10.7,10.3,9.7,6.5,3.8,3.3,3.2,1.9,1.4,0.3,0.3,0.0,0.0,1.8,0.9,0.8,0.8,0.6,0.4,0.4,0.4,0.4,0.3,0.2,0.0,0.0,0.0,0.0,2.5,2.3,1.7,1.2,1.0,1.0,0.9,0.8,0.7,0.6,0.5,0.2,0.0,0.0,0.0,7.0,6.6,6.4,5.0,4.4,3.1,2.8,1.6,1.5,1.3,0.8,0.7,0.6,0.5,0.0,260.0,243.0,237.0,235.0,220.0,220.0,215.0,215.0,215.0,210.0,210.0,185.0,185.0,180.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006
