,Team,Conference,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM,W,L,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace_x,pts,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,wins_conf,wins_home,wins_visitor,pace_y,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,num_SR,num_SO,num_FR,num_JR,num_G,num_F,num_C,ast_per_g_1,ast_per_g_2,ast_per_g_3,ast_per_g_4,ast_per_g_5,ast_per_g_6,ast_per_g_7,ast_per_g_8,ast_per_g_9,ast_per_g_10,ast_per_g_11,ast_per_g_12,blk_per_g_1,blk_per_g_2,blk_per_g_3,blk_per_g_4,blk_per_g_5,blk_per_g_6,blk_per_g_7,blk_per_g_8,blk_per_g_9,blk_per_g_10,blk_per_g_11,blk_per_g_12,drb_per_g_1,drb_per_g_2,drb_per_g_3,drb_per_g_4,drb_per_g_5,drb_per_g_6,drb_per_g_7,drb_per_g_8,drb_per_g_9,drb_per_g_10,drb_per_g_11,drb_per_g_12,fg2_pct_1,fg2_pct_2,fg2_pct_3,fg2_pct_4,fg2_pct_5,fg2_pct_6,fg2_pct_7,fg2_pct_8,fg2_pct_9,fg2_pct_10,fg2_pct_11,fg2_pct_12,fg2_per_g_1,fg2_per_g_2,fg2_per_g_3,fg2_per_g_4,fg2_per_g_5,fg2_per_g_6,fg2_per_g_7,fg2_per_g_8,fg2_per_g_9,fg2_per_g_10,fg2_per_g_11,fg2_per_g_12,fg2a_per_g_1,fg2a_per_g_2,fg2a_per_g_3,fg2a_per_g_4,fg2a_per_g_5,fg2a_per_g_6,fg2a_per_g_7,fg2a_per_g_8,fg2a_per_g_9,fg2a_per_g_10,fg2a_per_g_11,fg2a_per_g_12,fg3_pct_1,fg3_pct_2,fg3_pct_3,fg3_pct_4,fg3_pct_5,fg3_pct_6,fg3_pct_7,fg3_pct_8,fg3_pct_9,fg3_pct_10,fg3_pct_11,fg3_pct_12,fg3_per_g_1,fg3_per_g_2,fg3_per_g_3,fg3_per_g_4,fg3_per_g_5,fg3_per_g_6,fg3_per_g_7,fg3_per_g_8,fg3_per_g_9,fg3_per_g_10,fg3_per_g_11,fg3_per_g_12,fg3a_per_g_1,fg3a_per_g_2,fg3a_per_g_3,fg3a_per_g_4,fg3a_per_g_5,fg3a_per_g_6,fg3a_per_g_7,fg3a_per_g_8,fg3a_per_g_9,fg3a_per_g_10,fg3a_per_g_11,fg3a_per_g_12,fg_pct_1,fg_pct_2,fg_pct_3,fg_pct_4,fg_pct_5,fg_pct_6,fg_pct_7,fg_pct_8,fg_pct_9,fg_pct_10,fg_pct_11,fg_pct_12,fg_per_g_1,fg_per_g_2,fg_per_g_3,fg_per_g_4,fg_per_g_5,fg_per_g_6,fg_per_g_7,fg_per_g_8,fg_per_g_9,fg_per_g_10,fg_per_g_11,fg_per_g_12,fga_per_g_1,fga_per_g_2,fga_per_g_3,fga_per_g_4,fga_per_g_5,fga_per_g_6,fga_per_g_7,fga_per_g_8,fga_per_g_9,fga_per_g_10,fga_per_g_11,fga_per_g_12,ft_pct_1,ft_pct_2,ft_pct_3,ft_pct_4,ft_pct_5,ft_pct_6,ft_pct_7,ft_pct_8,ft_pct_9,ft_pct_10,ft_pct_11,ft_pct_12,ft_per_g_1,ft_per_g_2,ft_per_g_3,ft_per_g_4,ft_per_g_5,ft_per_g_6,ft_per_g_7,ft_per_g_8,ft_per_g_9,ft_per_g_10,ft_per_g_11,ft_per_g_12,fta_per_g_1,fta_per_g_2,fta_per_g_3,fta_per_g_4,fta_per_g_5,fta_per_g_6,fta_per_g_7,fta_per_g_8,fta_per_g_9,fta_per_g_10,fta_per_g_11,fta_per_g_12,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,high_school_1,high_school_2,high_school_3,high_school_4,high_school_5,high_school_6,high_school_7,high_school_8,high_school_9,high_school_10,high_school_11,high_school_12,mp_per_g_1,mp_per_g_2,mp_per_g_3,mp_per_g_4,mp_per_g_5,mp_per_g_6,mp_per_g_7,mp_per_g_8,mp_per_g_9,mp_per_g_10,mp_per_g_11,mp_per_g_12,orb_per_g_1,orb_per_g_2,orb_per_g_3,orb_per_g_4,orb_per_g_5,orb_per_g_6,orb_per_g_7,orb_per_g_8,orb_per_g_9,orb_per_g_10,orb_per_g_11,orb_per_g_12,pf_per_g_1,pf_per_g_2,pf_per_g_3,pf_per_g_4,pf_per_g_5,pf_per_g_6,pf_per_g_7,pf_per_g_8,pf_per_g_9,pf_per_g_10,pf_per_g_11,pf_per_g_12,pts_per_g_1,pts_per_g_2,pts_per_g_3,pts_per_g_4,pts_per_g_5,pts_per_g_6,pts_per_g_7,pts_per_g_8,pts_per_g_9,pts_per_g_10,pts_per_g_11,pts_per_g_12,stl_per_g_1,stl_per_g_2,stl_per_g_3,stl_per_g_4,stl_per_g_5,stl_per_g_6,stl_per_g_7,stl_per_g_8,stl_per_g_9,stl_per_g_10,stl_per_g_11,stl_per_g_12,tov_per_g_1,tov_per_g_2,tov_per_g_3,tov_per_g_4,tov_per_g_5,tov_per_g_6,tov_per_g_7,tov_per_g_8,tov_per_g_9,tov_per_g_10,tov_per_g_11,tov_per_g_12,trb_per_g_1,trb_per_g_2,trb_per_g_3,trb_per_g_4,trb_per_g_5,trb_per_g_6,trb_per_g_7,trb_per_g_8,trb_per_g_9,trb_per_g_10,trb_per_g_11,trb_per_g_12,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,ast_per_g_13,blk_per_g_13,drb_per_g_13,fg2_pct_13,fg2_per_g_13,fg2a_per_g_13,fg3_pct_13,fg3_per_g_13,fg3a_per_g_13,fg_pct_13,fg_per_g_13,fga_per_g_13,ft_pct_13,ft_per_g_13,fta_per_g_13,height_13,high_school_13,mp_per_g_13,orb_per_g_13,pf_per_g_13,pts_per_g_13,stl_per_g_13,tov_per_g_13,trb_per_g_13,weight_13,ast_per_g_14,ast_per_g_15,blk_per_g_14,blk_per_g_15,drb_per_g_14,drb_per_g_15,fg2_pct_14,fg2_pct_15,fg2_per_g_14,fg2_per_g_15,fg2a_per_g_14,fg2a_per_g_15,fg3_pct_14,fg3_pct_15,fg3_per_g_14,fg3_per_g_15,fg3a_per_g_14,fg3a_per_g_15,fg_pct_14,fg_pct_15,fg_per_g_14,fg_per_g_15,fga_per_g_14,fga_per_g_15,ft_pct_14,ft_pct_15,ft_per_g_14,ft_per_g_15,fta_per_g_14,fta_per_g_15,height_14,height_15,high_school_14,high_school_15,mp_per_g_14,mp_per_g_15,orb_per_g_14,orb_per_g_15,pf_per_g_14,pf_per_g_15,pts_per_g_14,pts_per_g_15,stl_per_g_14,stl_per_g_15,tov_per_g_14,tov_per_g_15,trb_per_g_14,trb_per_g_15,weight_14,weight_15,ast_per_g_16,blk_per_g_16,drb_per_g_16,fg2_pct_16,fg2_per_g_16,fg2a_per_g_16,fg3_pct_16,fg3_per_g_16,fg3a_per_g_16,fg_pct_16,fg_per_g_16,fga_per_g_16,ft_pct_16,ft_per_g_16,fta_per_g_16,height_16,high_school_16,mp_per_g_16,orb_per_g_16,pf_per_g_16,pts_per_g_16,stl_per_g_16,tov_per_g_16,trb_per_g_16,weight_16,ast_per_g_17,ast_per_g_18,blk_per_g_17,blk_per_g_18,drb_per_g_17,drb_per_g_18,fg2_pct_17,fg2_pct_18,fg2_per_g_17,fg2_per_g_18,fg2a_per_g_17,fg2a_per_g_18,fg3_pct_17,fg3_pct_18,fg3_per_g_17,fg3_per_g_18,fg3a_per_g_17,fg3a_per_g_18,fg_pct_17,fg_pct_18,fg_per_g_17,fg_per_g_18,fga_per_g_17,fga_per_g_18,ft_pct_17,ft_pct_18,ft_per_g_17,ft_per_g_18,fta_per_g_17,fta_per_g_18,height_17,height_18,high_school_17,high_school_18,mp_per_g_17,mp_per_g_18,orb_per_g_17,orb_per_g_18,pf_per_g_17,pf_per_g_18,pts_per_g_17,pts_per_g_18,stl_per_g_17,stl_per_g_18,tov_per_g_17,tov_per_g_18,trb_per_g_17,trb_per_g_18,weight_17,weight_18,year
0,Louisville,Amer,30.41,118.9,88.5,67.2,-0.045,4.31,107.0,102.7,-4.65,31,6,54.0,12.5,0.535,0.35100000000000003,0.272,0.41200000000000003,3,2,2,117.4,2262,37.1,69.0,2998,4.8,24.69,14.5,12.8,52.1,0.562,15,16,9,69.0,88.6,0.384,0.3,0.48200000000000004,47.9,49.2,6.6,7.1,0.439,21.4,32.7,0.261,4.0,1.0,5,4.0,6,8,0.0,4.6,2.9,2.2,1.8,1.2,1.0,0.7,0.7,0.5,0.4,0.3,0.2,1.4,1.3,0.8,0.5,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.0,5.2,3.3,3.0,2.5,2.5,2.3,2.0,1.7,1.6,0.8,0.6,0.6,0.875,0.667,0.642,0.636,0.609,0.556,0.528,0.523,0.517,0.475,0.429,0.42200000000000004,6.0,4.2,2.9,2.2,1.6,1.5,1.3,1.3,1.2,0.7,0.4,0.2,9.8,8.1,5.5,4.6,3.6,3.0,2.8,2.4,1.8,1.6,0.4,0.4,0.667,0.5,0.395,0.387,0.377,0.375,0.371,0.359,0.345,0.24,0.0,0.0,1.9,1.9,1.3,1.3,1.0,0.4,0.3,0.2,0.1,0.0,0.0,0.0,5.5,4.9,3.5,3.2,2.6,1.1,1.1,0.4,0.2,0.1,0.1,0.1,0.778,0.638,0.636,0.609,0.528,0.46799999999999997,0.433,0.431,0.408,0.401,0.395,0.375,6.1,6.0,3.5,3.4,2.9,2.6,2.5,1.3,1.2,0.7,0.6,0.5,13.0,9.9,9.0,8.4,6.3,6.0,4.6,2.4,1.9,1.8,1.5,1.5,0.8290000000000001,0.772,0.7440000000000001,0.7120000000000001,0.705,0.667,0.625,0.619,0.586,0.5,0.46399999999999997,0.447,4.1,3.5,1.9,1.8,1.8,1.8,1.1,1.0,0.5,0.3,0.3,0.2,5.9,4.2,4.1,3.9,2.4,2.4,1.7,1.4,0.8,0.7,0.5,0.5,82.0,81.0,80.0,80.0,80.0,78.0,78.0,78.0,77.0,75.0,74.0,74.0,South Kent,Shaker Heights/Hargrave Military Academy,Rockdale County,Ravenscroft/Hargrave Military Academy,Omaha Central,North Oldham HS,Morgan Park,Melrose/Oak Ridge Military Academy,Lawrence North,IMG Academy (FL),Hidden Valley/Hargrave Military Academy,Hargrave Military Academy,29.3,29.3,25.6,23.9,21.6,19.6,18.9,18.6,14.7,6.6,5.9,5.9,3.2,3.0,2.8,1.8,0.8,0.8,0.8,0.6,0.6,0.3,0.2,0.1,2.6,2.5,2.4,2.4,2.3,2.2,1.8,1.7,1.5,0.8,0.7,0.6,18.2,14.0,12.3,10.2,8.2,7.6,7.0,3.6,2.9,1.8,1.7,1.4,2.2,2.0,1.0,1.0,1.0,1.0,0.9,0.9,0.4,0.3,0.3,0.2,2.8,1.5,1.4,1.4,1.3,0.7,0.6,0.6,0.6,0.6,0.4,0.2,8.4,6.3,5.7,3.6,3.3,3.1,3.1,2.6,2.3,1.1,0.8,0.7,250.0,245.0,240.0,235.0,220.0,215.0,200.0,195.0,195.0,190.0,180.0,175.0,0.2,0.0,0.4,0.40700000000000003,0.2,0.4,0.0,0.0,0.0,0.324,0.4,0.8,0.33299999999999996,0.2,0.4,73.0,Christian Academy,5.0,0.1,0.5,0.9,0.1,0.1,0.6,170.0,0.1,0.0,0.0,0.0,0.3,0.0,0.14300000000000002,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.2,0.0,0.5,0.0,0.3,0.0,0.1,0.0,0.2,0.0,72.0,0.0,Bowling Green,0,2.6,0.0,0.0,0.0,0.4,0.0,0.9,0.0,0.1,0.0,0.1,0.0,0.3,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
1,Arizona,P12,30.11,116.5,86.4,62.8,0.013999999999999999,9.3,109.9,100.6,1.62,33,5,57.6,11.5,0.517,0.264,0.27,0.41,3,0,3,112.3,2225,36.4,64.1,2769,9.04,23.36,9.0,13.2,55.1,0.546,15,18,8,64.1,90.2,0.342,0.265,0.469,44.9,44.7,7.2,7.6,0.423,16.6,27.3,0.245,1.0,4.0,6,5.0,8,7,1.0,5.3,2.8,2.0,1.6,1.4,1.0,0.5,0.5,0.3,0.3,0.2,0.2,1.1,1.0,1.0,0.7,0.7,0.2,0.2,0.1,0.0,0.0,0.0,0.0,5.3,4.2,3.9,3.5,3.2,3.1,1.8,0.9,0.7,0.4,0.4,0.3,1.0,0.667,0.584,0.5710000000000001,0.55,0.513,0.506,0.502,0.5,0.5,0.469,0.4,4.6,3.8,3.7,3.6,3.1,2.4,0.7,0.4,0.4,0.3,0.3,0.2,8.9,8.0,6.8,6.2,6.1,4.7,1.9,0.9,0.6,0.5,0.3,0.3,1.0,1.0,0.444,0.39299999999999996,0.385,0.379,0.36700000000000005,0.36,0.35600000000000004,0.2,0.2,0.0,1.6,1.5,0.9,0.5,0.5,0.4,0.3,0.3,0.1,0.1,0.1,0.0,4.4,3.9,2.6,1.3,1.2,1.2,0.7,0.5,0.4,0.3,0.3,0.1,1.0,1.0,0.667,0.667,0.584,0.522,0.495,0.49,0.47100000000000003,0.45399999999999996,0.43200000000000005,0.429,5.4,5.0,4.2,3.6,3.3,3.2,2.2,0.6,0.6,0.4,0.4,0.3,12.5,10.1,8.1,7.4,6.5,6.1,5.8,1.5,1.3,1.3,0.5,0.5,0.7809999999999999,0.757,0.7559999999999999,0.682,0.6729999999999999,0.667,0.647,0.62,0.5,0.5,0.42200000000000004,0.375,3.8,2.8,2.7,2.5,2.0,0.9,0.8,0.4,0.3,0.3,0.2,0.1,4.9,4.7,4.0,3.8,3.4,1.4,1.3,0.5,0.5,0.5,0.3,0.3,84.0,82.0,82.0,81.0,80.0,79.0,78.0,78.0,77.0,76.0,75.0,75.0,Westchester,St. Mark's School,South Kent Prep,Sabino,Prestonwood Christian Academy,Orange Lutheran HS,Mater Dei,Loyola HS,Loyola HS,Findlay Prep,Findlay Prep,De La Salle HS,33.1,32.3,31.2,28.3,27.7,25.3,21.8,8.4,5.7,4.6,2.8,2.4,2.7,2.2,2.1,1.9,0.8,0.5,0.5,0.4,0.3,0.2,0.1,0.0,3.2,2.6,2.4,2.4,2.2,2.0,1.5,0.8,0.8,0.7,0.5,0.3,16.3,12.4,11.5,9.9,9.1,8.4,6.7,1.8,1.5,1.3,1.1,1.0,1.7,1.1,0.9,0.7,0.6,0.5,0.3,0.2,0.2,0.1,0.1,0.0,1.8,1.8,1.7,1.7,1.4,1.2,0.6,0.4,0.3,0.3,0.3,0.2,8.0,6.3,5.8,5.7,4.1,3.6,2.2,1.4,1.0,0.5,0.4,0.3,240.0,235.0,235.0,230.0,230.0,225.0,215.0,215.0,205.0,200.0,195.0,190.0,0.1,0.0,0.2,0.342,0.1,0.2,0.0,0.0,0.0,0.371,0.3,0.3,0.0,0.0,0.0,75.0,Chester,2.2,0.0,0.2,0.6,0.0,0.2,0.2,185.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.2,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,74.0,73.0,Chartiers Valley,Chaparral,2.2,2.0,0.0,0.0,0.1,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.2,0.1,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,72.0,Archbishop Mitty,1.5,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
2,Florida,SEC,28.57,116.5,88.0,61.3,0.053,9.02,109.4,100.4,2.39,36,3,53.9,8.6,0.522,0.34600000000000003,0.28300000000000003,0.424,0,0,2,111.1,2253,34.7,62.9,2727,8.54,20.69,11.2,14.5,53.8,0.552,18,17,10,62.9,91.8,0.312,0.313,0.489,46.2,47.9,8.9,8.9,0.45399999999999996,18.6,28.1,0.217,4.0,5.0,2,3.0,9,4,1.0,3.6,3.1,2.1,1.6,1.2,1.1,0.8,0.5,0.3,0.3,0.2,0.1,1.1,0.5,0.4,0.4,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,4.1,3.8,3.6,3.0,2.9,2.3,1.7,1.0,0.9,0.8,0.4,0.3,0.63,0.606,0.593,0.541,0.506,0.495,0.47700000000000004,0.43700000000000006,0.415,0.33299999999999996,0.0,0.0,5.1,4.4,2.1,1.8,1.6,1.6,1.0,0.9,0.7,0.2,0.0,0.0,8.4,8.1,5.2,4.1,3.3,3.3,2.0,1.5,1.0,1.0,0.7,0.5,0.445,0.4,0.39,0.302,0.295,0.19,0.14300000000000002,0.111,0.0,0.0,0.0,0.0,3.0,2.0,1.1,0.5,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,6.8,5.1,3.6,1.8,1.3,1.1,1.0,0.5,0.5,0.1,0.0,0.0,0.63,0.603,0.593,0.541,0.45899999999999996,0.436,0.40700000000000003,0.402,0.371,0.309,0.071,0.0,5.1,4.4,4.1,4.1,2.8,1.8,1.7,0.9,0.7,0.7,0.1,0.0,10.2,8.8,8.5,8.1,7.6,4.4,3.8,2.3,2.0,2.0,1.5,1.0,1.0,0.8420000000000001,0.725,0.679,0.667,0.6629999999999999,0.6629999999999999,0.643,0.596,0.5,0.28600000000000003,0.0,3.5,2.9,2.2,2.0,1.8,1.5,1.2,0.5,0.3,0.3,0.1,0.0,5.1,4.1,3.7,3.1,2.7,2.2,1.5,0.7,0.6,0.4,0.3,0.3,82.0,81.0,80.0,80.0,78.0,78.0,78.0,76.0,76.0,74.0,74.0,74.0,Winter Haven HS,The Rock,St. Francis,St. Anthony,Providence HS,North Side,Montverde Academy,Montverde Academy,Jones HS,I.C. Norcom,Holmes County,Hagerty,33.8,30.5,27.9,26.1,25.7,23.3,21.9,12.1,8.4,8.0,7.6,4.8,2.6,2.5,1.9,1.4,0.6,0.6,0.5,0.3,0.3,0.3,0.2,0.0,2.6,2.2,2.2,2.1,2.1,1.7,1.6,1.1,0.9,0.7,0.5,0.4,13.8,13.1,12.4,11.0,8.7,5.5,4.9,2.4,1.9,1.6,0.4,0.3,1.6,1.2,1.1,1.0,0.9,0.6,0.4,0.4,0.2,0.1,0.1,0.0,2.2,1.7,1.6,1.6,1.3,1.2,1.2,0.6,0.4,0.3,0.2,0.1,6.7,6.2,5.2,5.0,3.5,2.4,1.9,1.5,1.3,1.2,0.7,0.3,240.0,230.0,220.0,220.0,218.0,212.0,210.0,203.0,200.0,194.0,192.0,185.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,74.0,Florida Air Academy,2.8,0.0,0.4,0.0,0.0,0.1,0.3,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,First Academy,0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
3,Virginia,ACC,26.46,114.8,88.3,59.5,0.012,8.67,109.4,100.8,1.57,30,7,56.6,12.0,0.508,0.297,0.28300000000000003,0.42,2,2,4,108.8,2060,33.2,60.6,2449,7.86,18.38,8.6,13.8,54.7,0.542,16,15,7,60.6,91.6,0.325,0.335,0.47600000000000003,45.3,51.3,8.5,9.5,0.442,16.0,25.6,0.215,3.0,8.0,1,3.0,8,7,0.0,3.8,2.7,2.3,1.5,1.2,0.4,0.3,0.3,0.3,0.3,0.3,0.2,1.1,0.8,0.6,0.5,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.1,5.1,4.5,2.7,2.5,2.4,2.0,1.9,1.3,0.6,0.5,0.4,0.4,0.6,0.5870000000000001,0.565,0.5,0.5,0.5,0.493,0.48700000000000004,0.484,0.483,0.434,0.319,3.0,2.9,2.8,2.6,2.1,1.8,1.2,0.6,0.3,0.2,0.2,0.1,6.6,5.5,5.1,5.0,4.3,3.6,2.5,1.9,0.6,0.5,0.3,0.3,0.6,0.5,0.43700000000000006,0.4,0.37,0.33299999999999996,0.33299999999999996,0.294,0.0,0.0,0.0,0.0,1.9,1.2,1.0,0.8,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,4.9,3.2,2.8,2.4,1.6,0.3,0.2,0.2,0.1,0.1,0.1,0.0,0.5870000000000001,0.561,0.5,0.5,0.5,0.484,0.48100000000000004,0.441,0.413,0.40700000000000003,0.39399999999999996,0.384,4.1,4.0,3.0,2.8,2.7,2.6,1.6,1.2,0.8,0.3,0.2,0.2,9.8,9.1,6.4,5.6,5.1,5.1,4.3,2.5,2.1,0.8,0.5,0.4,0.875,0.86,0.731,0.716,0.679,0.64,0.627,0.583,0.5,0.42700000000000005,0.375,0.33299999999999996,3.4,2.6,2.0,1.8,1.2,1.1,1.0,0.6,0.6,0.2,0.1,0.1,4.1,3.9,3.1,2.6,2.6,1.5,1.4,1.0,0.8,0.6,0.3,0.1,83.0,80.0,80.0,80.0,80.0,80.0,78.0,78.0,78.0,78.0,77.0,74.0,Woodberry Forest HS,The Covenent School,St. Christopher's School,St. Anne's-Belfield School,Montrose Christian,Milton HS,Landon School,Greater Atlanta Christian,Fork Union Military Academy,Fishburne Military School,Crespi Carmelite HS,Chelan,31.4,29.9,28.8,25.7,21.6,19.8,18.1,10.4,9.3,4.3,2.5,2.1,1.9,1.9,1.3,0.9,0.9,0.7,0.6,0.2,0.2,0.1,0.1,0.1,2.4,2.1,2.0,1.9,1.9,1.7,1.6,1.3,0.8,0.4,0.3,0.2,12.7,12.0,8.6,7.8,6.8,6.4,5.5,3.0,2.8,0.6,0.6,0.5,1.2,0.9,0.9,0.8,0.4,0.3,0.2,0.2,0.2,0.1,0.1,0.1,1.4,1.4,1.3,1.3,1.1,1.1,0.9,0.7,0.3,0.3,0.3,0.3,7.0,5.4,4.0,3.8,3.2,2.9,2.2,2.2,0.8,0.5,0.5,0.4,253.0,235.0,234.0,230.0,229.0,227.0,227.0,225.0,217.0,206.0,195.0,190.0,0.1,0.0,0.2,0.235,0.1,0.3,0.0,0.0,0.0,0.33299999999999996,0.1,0.3,0.0,0.0,0.1,74.0,Charlotte Christian School,2.1,0.0,0.1,0.3,0.0,0.1,0.2,189.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.0,0.1,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,72.0,70.0,Charlotte Christian School,Blair Academy (NJ),1.9,1.9,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.2,0.2,182.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
