,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,off_rtg,opp_pts,orb_pct,pace,pts,school_name,sos,srs,stl_pct,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
0,58.1,10.2,.447,.262,.323,.484,34,16,4,1,14,93.1,2187,35.6,67.4,2166,Arkansas-Pine Bluff,-7.68,-8.29,9.8,20.6,54.2,.495,.529,18,14,8,5
1,51.2,17.4,.549,.325,.260,.358,36,8,5,1,4,113.8,2362,38.5,67.2,2771,Baylor,8.03,17.97,9.7,17.1,54.4,.580,.778,28,11,15,6
2,55.3,9.1,.552,.330,.307,.388,36,6,3,1,4,116.1,2392,31.2,71.0,2992,Brigham Young,3.00,18.82,11.9,14.2,53.0,.596,.833,30,13,15,10
3,54.9,6.5,.510,.398,.346,.469,38,5,0,0,1,106.8,2258,30.4,64.1,2611,Butler,5.08,14.37,10.9,16.3,52.1,.559,.868,33,18,15,12
4,61.4,9.5,.510,.357,.312,.459,30,10,4,2,7,99.4,1972,27.4,67.7,2028,UC-Santa Barbara,-1.09,-0.13,9.9,19.9,48.4,.547,.667,20,12,11,6
5,51.8,6.3,.533,.300,.268,.354,35,11,5,1,6,113.4,2387,34.7,67.9,2703,University of California,8.26,17.29,8.3,15.1,52.5,.571,.686,24,13,15,6
6,53.2,11.9,.511,.336,.230,.348,32,11,7,2,6,104.8,2065,36.5,70.1,2350,Clemson,7.90,15.71,13.4,18.0,51.4,.537,.656,21,9,14,5
7,59.5,10.2,.568,.401,.207,.284,34,5,1,1,3,117.1,2192,33.0,64.7,2596,Cornell,-0.91,8.76,11.0,16.1,52.4,.604,.853,29,13,11,13
8,52.9,9.8,.505,.329,.287,.379,40,5,3,0,5,115.7,2441,40.3,66.5,3079,Duke,9.21,25.21,10.0,13.3,54.4,.549,.875,35,13,17,5
9,44.7,9.9,.477,.291,.271,.412,35,15,7,5,9,99.5,2362,35.0,69.4,2424,East Tennessee State,-1.47,-0.83,12.0,18.0,50.5,.512,.571,20,13,9,9
10,57.0,17.7,.505,.321,.249,.386,32,10,6,3,5,100.6,1932,38.1,67.6,2183,Florida State,6.79,14.64,12.3,20.5,53.7,.532,.688,22,10,13,6
11,53.8,7.2,.494,.323,.235,.334,34,13,7,4,5,107.4,2258,37.0,66.5,2455,Florida,7.16,11.89,10.6,15.4,52.0,.528,.618,21,9,13,5
12,57.9,12.9,.557,.302,.263,.370,34,11,8,4,5,110.4,2246,33.1,66.6,2500,Georgetown,9.56,17.03,10.5,18.1,51.8,.586,.676,23,10,12,6
13,53.6,13.9,.511,.284,.248,.377,36,13,9,2,8,103.1,2365,37.4,70.4,2621,Georgia Tech,9.02,14.11,11.3,19.1,53.2,.538,.639,23,7,14,3
14,50.0,10.5,.540,.278,.328,.494,34,7,2,1,3,109.6,2291,32.1,69.4,2614,Gonzaga,3.83,12.11,9.5,16.2,53.1,.570,.794,27,12,14,6
15,45.4,7.2,.483,.357,.239,.337,35,16,9,5,9,109.3,2624,30.3,71.4,2751,Houston,3.48,6.74,13.1,10.6,44.5,.520,.543,19,7,10,4
16,55.1,13.2,.508,.322,.336,.503,37,8,5,3,2,110.5,2584,40.4,71.2,2949,Kansas State,10.28,19.88,10.3,16.4,52.9,.545,.784,29,11,13,7
17,59.0,16.0,.551,.307,.288,.413,36,3,1,0,2,116.8,2312,38.4,69.4,2937,Kansas,8.25,24.68,12.0,15.7,54.6,.582,.917,33,15,18,9
18,53.8,17.8,.530,.313,.291,.436,38,3,2,0,2,112.1,2468,40.5,70.0,3012,Kentucky,6.82,21.13,10.4,16.7,55.4,.560,.921,35,14,18,7
19,58.8,6.7,.514,.297,.310,.431,33,11,4,2,8,106.5,2331,29.8,70.0,2478,Lehigh,-7.79,-3.33,8.7,16.1,50.9,.555,.667,22,10,15,7
20,58.3,10.9,.514,.396,.251,.357,33,13,7,4,7,110.6,2304,39.8,67.9,2505,Louisville,7.99,14.08,11.4,16.5,51.3,.546,.606,20,11,15,4
21,59.9,5.5,.528,.351,.259,.349,34,12,7,4,5,111.9,2198,31.2,64.4,2485,Marquette,8.23,15.17,12.1,13.8,49.0,.564,.647,22,11,13,6
22,56.4,11.0,.518,.249,.245,.336,33,9,3,1,3,112.2,2254,35.6,70.2,2629,Maryland,7.95,17.75,10.9,13.9,50.4,.552,.727,24,13,15,7
23,62.2,9.5,.516,.263,.253,.369,37,9,4,2,4,108.7,2361,39.8,65.9,2658,Michigan State,8.17,15.33,9.9,17.5,56.3,.547,.757,28,14,15,8
24,63.9,16.4,.531,.317,.238,.339,35,14,9,3,7,109.0,2242,32.9,65.7,2533,Minnesota,7.32,15.64,11.7,15.9,51.2,.560,.600,21,9,14,4
25,56.4,12.3,.501,.333,.246,.339,34,11,6,2,6,108.0,2252,34.7,71.0,2627,Missouri,6.36,17.39,15.3,15.0,48.0,.538,.676,23,10,16,4
26,50.1,9.2,.548,.322,.267,.369,32,10,6,2,7,109.8,1960,30.6,63.4,2228,Montana,-2.35,3.93,10.2,16.9,52.2,.579,.688,22,10,14,7
27,48.0,9.6,.475,.276,.307,.439,37,10,1,1,7,107.2,2606,39.7,70.0,2813,Morgan State,-6.15,-1.18,9.3,15.6,52.4,.520,.730,27,15,11,12
28,56.9,14.2,.556,.305,.291,.419,36,5,1,0,4,112.4,2175,39.7,68.0,2753,Murray State,-3.89,8.69,14.2,18.3,54.7,.586,.861,31,17,15,11
29,61.3,10.2,.520,.356,.234,.327,34,9,5,4,3,107.7,2168,29.3,67.4,2485,Nevada-Las Vegas,4.82,12.57,11.5,14.9,49.5,.552,.735,25,11,15,9
30,52.7,8.0,.532,.388,.269,.384,34,12,5,3,8,108.6,2639,29.9,72.1,2662,New Mexico State,1.66,2.06,8.3,15.6,48.6,.564,.647,22,11,12,7
31,56.0,10.4,.506,.365,.301,.449,35,5,2,1,2,111.3,2352,35.4,67.7,2655,New Mexico,3.84,12.49,9.7,13.6,53.6,.541,.857,30,14,17,10
32,49.4,6.6,.508,.308,.379,.527,33,9,5,2,6,105.7,2303,33.3,68.8,2437,North Texas,-4.72,-2.49,6.2,18.2,52.7,.558,.727,24,13,12,9
33,49.1,6.4,.496,.379,.281,.370,35,5,3,0,3,106.6,1929,30.7,59.4,2216,Northern Iowa,4.27,12.03,9.5,15.4,52.0,.541,.857,30,15,14,9
34,63.7,7.8,.537,.345,.275,.381,35,12,8,3,6,116.4,2393,34.7,64.0,2635,Notre Dame,6.22,13.14,8.6,13.6,52.6,.571,.657,23,10,17,3
