,ast_per_g,blk_per_g,class,drb_per_g,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,height,hometown,mp_per_g,number,orb_per_g,pf_per_g,player,pos,pts_per_g,rsci,stl_per_g,summary,team_name,tov_per_g,trb_per_g,type,weight
18,0.2,0.2,FR,0.7,.667,0.8,1.2,.000,0.0,0.1,.615,0.8,1.3,.375,0.3,0.8,10,0,6-10,"Indianapolis, IN",4.4,21,0.6,1.0,Jeff Robinson,F,1.9,,0.0," 1.9 Pts, 1.3 Reb, 0.2 Ast",xavier,0.3,1.3,per_game,225
19,0.1,0.0,FR,0.9,.417,0.2,0.6,.167,0.1,0.6,.292,0.3,1.1,.500,0.1,0.2,21,0,6-5,"Coraopolis, PA",4.7,2,0.0,0.7,Brian Walsh,G,0.9,,0.1," 0.9 Pts, 0.9 Reb, 0.1 Ast",xavier,0.2,0.9,per_game,200
20,0.0,0.0,JR,0.4,1.000,0.1,0.1,.500,0.1,0.3,.667,0.3,0.4,.500,0.3,0.5,8,0,6-6,"Indianapolis, IN",2.4,33,0.3,0.4,Joe Hughes,F,0.9,,0.1," 0.9 Pts, 0.6 Reb, 0.0 Ast",xavier,0.4,0.6,per_game,205
21,0.1,0.0,JR,0.4,1.000,0.1,0.1,.500,0.1,0.3,.667,0.3,0.4,.500,0.1,0.3,8,0,6-0,"Cincinnati, OH",1.8,14,0.0,0.0,Johnny Mazza,G,0.8,,0.0," 0.8 Pts, 0.4 Reb, 0.1 Ast",xavier,0.3,0.4,per_game,160
22,0.1,0.0,JR,0.4,,0.0,0.0,.250,0.1,0.4,.250,0.1,0.4,,0.0,0.0,9,0,6-3,"Monticello, IL",1.9,13,0.1,0.2,Kevin Feeney,G,0.3,,0.0," 0.3 Pts, 0.6 Reb, 0.1 Ast",xavier,0.0,0.6,per_game,170
23,1.1,0.0,SO,1.1,.304,0.2,0.7,.367,0.6,1.7,.349,0.8,2.4,.600,0.5,0.9,35,0,5-10,"Columbus, OH",13.0,11,0.1,0.9,Jason Dawson,G,2.8,,0.5," 2.8 Pts, 1.2 Reb, 1.1 Ast",wofford,1.1,1.2,per_game,175
24,0.2,0.0,FR,1.0,.477,0.8,1.7,.000,0.0,0.1,.447,0.8,1.8,.714,0.4,0.5,26,0,6-6,"Knoxville, TN",5.7,2,0.5,1.0,Nathan Parker,F,2.0,,0.4," 2.0 Pts, 1.5 Reb, 0.2 Ast",wofford,0.7,1.5,per_game,200
25,0.0,0.0,SO,0.2,,0.0,0.0,.500,0.2,0.4,.500,0.2,0.4,.833,0.6,0.7,9,0,6-2,"Central, SC",1.8,15,0.1,0.1,Matt Steelman,G,1.2,,0.0," 1.2 Pts, 0.3 Reb, 0.0 Ast",wofford,0.2,0.3,per_game,180
26,0.0,0.1,FR,0.3,.400,0.2,0.6,,0.0,0.0,.400,0.2,0.6,.750,0.7,0.9,9,0,6-9,,2.4,53,0.2,0.3,Domas Rinksalis,F,1.1,,0.1," 1.1 Pts, 0.6 Reb, 0.0 Ast",wofford,0.0,0.6,per_game,220
27,0.0,0.0,SO,0.2,1.000,0.3,0.3,.000,0.0,0.1,.750,0.3,0.4,.000,0.0,0.1,9,0,6-4,"Charleston, SC",1.6,25,0.2,0.1,Joseph Tecklenburg,F,0.7,,0.0," 0.7 Pts, 0.4 Reb, 0.0 Ast",wofford,0.1,0.4,per_game,215
28,0.1,0.0,FR,0.6,.333,0.1,0.3,.000,0.0,0.3,.167,0.1,0.7,.500,0.3,0.7,9,0,6-3,"Charlotte, NC",1.2,13,0.1,0.1,Taylor Wagener,G,0.6,,0.4," 0.6 Pts, 0.7 Reb, 0.1 Ast",wofford,0.3,0.7,per_game,190
29,2.6,0.5,SR,3.3,.415,2.7,6.4,.396,2.2,5.7,.406,4.9,12.1,.713,3.2,4.5,33,33,6-1,"Queens, NY",32.6,3,1.2,3.2,Trevon Hughes,G,15.3,2006,1.7," 15.3 Pts, 4.5 Reb, 2.6 Ast",wisconsin,2.1,4.5,per_game,193
30,2.2,0.4,SR,3.2,.578,1.8,3.1,.389,2.1,5.3,.458,3.8,8.4,.873,1.9,2.2,33,33,6-2,"Marion, IA",36.8,12,0.5,1.5,Jason Bohannon,G,11.6,2006,0.9," 11.6 Pts, 3.6 Reb, 2.2 Ast",wisconsin,1.2,3.6,per_game,198
31,1.6,1.3,JR,4.3,.549,5.2,9.4,.391,0.8,1.9,.522,5.9,11.3,.720,2.8,3.9,24,22,6-10,"Orono, MN",28.8,30,1.5,2.1,Jon Leuer,F,15.4,2007,0.5," 15.4 Pts, 5.8 Reb, 1.6 Ast",wisconsin,1.0,5.8,per_game,228
32,3.6,0.1,SO,2.3,.437,2.3,5.3,.327,1.1,3.2,.395,3.4,8.5,.718,2.2,3.1,33,17,6-1,"Bloomington, MN",29.5,11,0.9,2.4,Jordan Taylor,G,10.0,,0.9," 10.0 Pts, 3.2 Reb, 3.6 Ast",wisconsin,1.2,3.2,per_game,195
33,1.0,0.9,JR,2.7,.595,2.4,4.0,.316,0.7,2.3,.493,3.1,6.3,.741,1.2,1.6,33,33,6-8,"Madison, WI",25.0,52,2.1,2.5,Keaton Nankivil,F,8.1,,0.6," 8.1 Pts, 4.7 Reb, 1.0 Ast",wisconsin,0.9,4.7,per_game,240
34,0.6,0.3,FR,2.2,.448,1.4,3.2,.200,0.0,0.2,.436,1.5,3.3,.613,0.6,0.9,33,0,6-6,"Phoenix, AZ",13.2,5,0.8,1.5,Ryan Evans,G,3.5,,0.4," 3.5 Pts, 3.0 Reb, 0.6 Ast",wisconsin,0.8,3.0,per_game,212
35,0.4,0.1,SO,1.1,.683,0.9,1.4,.304,0.2,0.8,.547,1.2,2.1,.773,0.6,0.7,30,0,6-4,"Cleveland, OH",12.2,33,0.5,1.1,Robert Wilson,G,3.1,,0.3," 3.1 Pts, 1.6 Reb, 0.4 Ast",wisconsin,0.5,1.6,per_game,200
36,0.6,0.1,JR,2.2,.350,0.2,0.6,.295,0.5,1.8,.309,0.8,2.5,.696,0.5,0.7,33,27,6-6,"Oshkosh, WI",21.8,24,0.8,1.2,Tim Jarmusz,F,2.5,,0.3," 2.5 Pts, 2.9 Reb, 0.6 Ast",wisconsin,0.5,2.9,per_game,205
37,2.8,0.3,SO,2.5,.429,2.6,6.2,.326,0.9,2.9,.396,3.6,9.0,.635,2.0,3.2,33,29,6-1,"Augusta, GA",26.2,4,0.8,2.5,Reggie Middleton,G,10.1,,1.6," 10.1 Pts, 3.3 Reb, 2.8 Ast",winthrop,2.0,3.3,per_game,196
38,0.2,0.0,FR,0.9,.429,0.4,1.0,.000,0.0,0.3,.333,0.4,1.3,.800,0.3,0.4,28,0,6-6,"St. Paul, MN",7.4,31,1.1,1.0,Mike Bruesewitz,F,1.1,,0.1," 1.1 Pts, 2.0 Reb, 0.2 Ast",wisconsin,0.3,2.0,per_game,223
39,0.2,0.1,FR,0.3,.583,0.4,0.6,1.000,0.1,0.1,.615,0.4,0.7,.500,0.2,0.3,19,0,6-10,"Princeton, MN",4.1,40,0.1,0.5,Jared Berggren,F,1.1,2008,0.0," 1.1 Pts, 0.4 Reb, 0.2 Ast",wisconsin,0.2,0.4,per_game,235
40,0.0,0.0,JR,0.1,.333,0.3,0.8,,0.0,0.0,.333,0.3,0.8,.333,0.1,0.4,8,0,5-10,"Milwaukee, WI",2.8,2,0.1,0.3,Wquinton Smith,G,0.6,,0.5," 0.6 Pts, 0.3 Reb, 0.0 Ast",wisconsin,0.1,0.3,per_game,205
41,0.1,0.0,JR,0.1,1.000,0.1,0.1,.000,0.0,0.1,.500,0.1,0.2,1.000,0.2,0.2,9,0,6-4,"Verona, WI",2.1,15,0.0,0.4,Brett Valentyn,G,0.4,,0.0," 0.4 Pts, 0.1 Reb, 0.1 Ast",wisconsin,0.2,0.1,per_game,195
42,0.2,0.8,SO,2.5,.527,4.1,7.8,.167,0.1,0.5,.504,4.2,8.3,.639,1.2,1.8,33,27,6-9,"Landover, MD",24.6,5,2.1,2.1,Matt Morgan,C,9.6,,0.4," 9.6 Pts, 4.6 Reb, 0.2 Ast",winthrop,0.7,4.6,per_game,235
43,1.6,0.8,SR,4.7,.412,1.7,4.1,.269,0.6,2.4,.360,2.3,6.5,.772,3.0,3.8,33,32,6-5,"Charlotte, NC",30.2,33,1.5,2.8,Mantoris Robinson,F,8.3,,1.7," 8.3 Pts, 6.2 Reb, 1.6 Ast",winthrop,1.9,6.2,per_game,205
44,1.1,0.1,FR,1.6,.354,1.4,3.9,.206,0.6,3.1,.289,2.0,7.0,.641,1.2,1.9,33,19,6-4,"Greenville, SC",20.8,23,0.9,1.8,Robbie Dreher,G,5.9,,1.1," 5.9 Pts, 2.5 Reb, 1.1 Ast",winthrop,1.4,2.5,per_game,185
45,0.5,0.2,JR,3.2,.413,2.4,5.9,.188,0.1,0.6,.394,2.6,6.5,.712,1.4,2.0,29,1,6-7,"Griffin, GA",19.1,42,1.9,2.2,Charles Corbin,F,6.7,,0.9," 6.7 Pts, 5.1 Reb, 0.5 Ast",winthrop,0.9,5.1,per_game,220
46,0.3,1.0,SR,3.9,.448,2.2,5.0,.000,0.0,0.0,.446,2.2,5.0,.446,1.2,2.8,33,32,6-9,,22.5,15,2.5,2.8,Andy Buechert,C,5.7,,0.7," 5.7 Pts, 6.5 Reb, 0.3 Ast",winthrop,1.2,6.5,per_game,235
47,1.8,0.2,SO,1.7,.395,1.6,4.2,.217,0.5,2.2,.333,2.1,6.4,.648,1.1,1.7,31,13,6-2,"Suffolk, VA",20.8,21,0.5,1.1,Andre Jones,G,5.9,,0.8," 5.9 Pts, 2.2 Reb, 1.8 Ast",winthrop,1.5,2.2,per_game,196
48,1.3,0.0,JR,0.7,.370,1.1,3.0,.156,0.2,1.0,.318,1.3,4.0,.707,1.2,1.8,33,4,5-10,"Durham, NC",13.6,3,0.3,0.7,Justin Burton,G,3.9,,0.6," 3.9 Pts, 0.9 Reb, 1.3 Ast",winthrop,0.8,0.9,per_game,165
49,0.2,0.0,JR,0.5,.500,0.2,0.3,,0.0,0.0,.500,0.2,0.3,,0.0,0.0,6,0,6-11,"Wisconsin Dells, WI",2.0,44,0.0,0.2,J.P. Gavinski,C,0.3,,0.0," 0.3 Pts, 0.5 Reb, 0.2 Ast",wisconsin,0.0,0.5,per_game,255
50,0.0,0.0,FR,0.2,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,5,0,6-3,"Chicago, IL",1.4,10,0.0,0.0,Dan Fahey,G,0.0,,0.0," 0.0 Pts, 0.2 Reb, 0.0 Ast",wisconsin,0.0,0.2,per_game,195
51,0.0,0.0,SO,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,2,0,7-1,"San Antonio, TX",1.5,50,0.0,0.5,Ian Markolf,C,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",wisconsin,0.5,0.0,per_game,260
52,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,6-0,"Milwaukee, WI",2.0,22,0.0,0.0,J.D. Wise,G,0.0,,0.0," 0.0 Pts, 0.0 Reb, 0.0 Ast",wisconsin,0.0,0.0,per_game,190
53,0.5,0.3,FR,1.2,.404,0.7,1.7,.261,0.5,2.1,.325,1.2,3.8,.727,0.5,0.7,33,2,6-7,"Atlanta, GA",13.5,2,0.3,1.4,Gideon Gamble,G,3.5,,0.4," 3.5 Pts, 1.5 Reb, 0.5 Ast",winthrop,0.9,1.5,per_game,195
54,0.0,0.4,SO,1.2,.357,0.5,1.4,,0.0,0.0,.357,0.5,1.4,.464,0.4,0.9,30,1,6-7,"Orlando, FL",6.6,30,0.9,1.3,Chris Malcolm,F,1.4,,0.1," 1.4 Pts, 2.1 Reb, 0.0 Ast",winthrop,0.6,2.1,per_game,215
55,0.7,0.1,JR,3.1,.429,1.7,4.0,,0.0,0.0,.429,1.7,4.0,.364,0.6,1.6,7,4,6-8,"Fayetteville, NC",21.0,43,1.4,2.1,George Valentine,F,4.0,,0.7," 4.0 Pts, 4.6 Reb, 0.7 Ast",winthrop,1.3,4.6,per_game,235
56,0.2,0.0,SR,0.2,.222,0.1,0.6,.333,0.4,1.1,.292,0.5,1.7,1.000,0.1,0.1,14,1,6-2,"Darlington, SC",3.1,23,0.1,0.4,Chad Dewitt,G,1.5,,0.1," 1.5 Pts, 0.3 Reb, 0.2 Ast",winthrop,0.2,0.3,per_game,200
57,0.3,0.0,FR,0.3,.500,0.2,0.3,,0.0,0.0,.500,0.2,0.3,.900,0.8,0.8,12,0,6-2,"Novelty, OH",3.0,11,0.0,0.3,Reggie King,G,1.1,,0.3," 1.1 Pts, 0.3 Reb, 0.3 Ast",winthrop,0.0,0.3,per_game,215
58,0.0,0.0,FR,0.0,.000,0.0,0.3,.500,0.3,0.5,.333,0.3,0.8,.500,0.3,0.5,4,0,6-2,"State College, PA",1.5,5,0.3,0.3,Taylor Dunn,G,1.0,,0.0," 1.0 Pts, 0.3 Reb, 0.0 Ast",winthrop,0.0,0.3,per_game,205
59,0.4,0.0,SR,0.6,.000,0.0,0.3,.333,0.1,0.4,.200,0.1,0.7,.000,0.0,0.3,7,0,6-4,"Atlanta, GA",3.6,1,0.3,0.0,Raymond Davis,G,0.4,,0.4," 0.4 Pts, 0.9 Reb, 0.4 Ast",winthrop,0.4,0.9,per_game,205
60,3.1,0.4,SR,4.6,.452,3.6,8.0,.354,1.8,5.2,.414,5.5,13.2,.789,4.4,5.6,38,38,6-7,"Newark, NJ",35.8,1,1.6,2.2,Da'Sean Butler,F,17.2,2006,1.0," 17.2 Pts, 6.2 Reb, 3.1 Ast",west-virginia,1.8,6.2,per_game,230
61,1.8,0.6,SR,4.4,.550,6.3,11.5,.353,0.5,1.4,.528,6.8,12.9,.827,5.2,6.3,36,36,6-7,"Fresno, CA",32.3,20,3.0,2.5,Quincy Pondexter,F,19.3,2006,1.3," 19.3 Pts, 7.4 Reb, 1.8 Ast",washington,1.9,7.4,per_game,215
62,3.2,0.1,SO,3.3,.486,3.5,7.1,.327,1.9,5.7,.415,5.3,12.8,.732,4.5,6.1,35,35,5-8,"Tacoma, WA",31.1,2,0.6,1.9,Isaiah Thomas,G,16.9,,1.1," 16.9 Pts, 3.9 Reb, 3.2 Ast",washington,2.4,3.9,per_game,185
63,1.3,1.4,SO,6.4,.484,4.8,9.9,.273,0.6,2.1,.447,5.4,12.1,.698,4.5,6.4,31,30,6-9,"Norcross, GA",31.3,1,4.3,2.9,Al-Farouq Aminu,F,15.8,2008,1.4," 15.8 Pts, 10.7 Reb, 1.3 Ast",wake-forest,3.2,10.7,per_game,215
64,1.1,0.9,SO,3.6,.565,4.1,7.3,.404,1.1,2.7,.521,5.2,10.1,.661,1.9,2.9,38,38,6-8,"Mount Vernon, NY",33.0,5,3.6,1.8,Kevin Jones,F,13.5,2008,0.6," 13.5 Pts, 7.2 Reb, 1.1 Ast",west-virginia,1.1,7.2,per_game,260
65,2.4,0.7,SO,5.2,.495,4.1,8.4,.100,0.1,0.9,.457,4.2,9.3,.770,3.4,4.5,34,31,6-9,"Long Island City, NY",34.1,3,2.9,1.6,Devin Ebanks,F,12.0,2008,1.1," 12.0 Pts, 8.1 Reb, 2.4 Ast",west-virginia,2.2,8.1,per_game,215
66,3.1,0.0,SO,1.6,.377,1.4,3.7,.315,1.1,3.6,.346,2.5,7.3,.757,3.1,4.1,35,31,6-2,"Brooklyn, NY",24.3,25,0.6,2.1,Darryl Bryant,G,9.3,,0.7," 9.3 Pts, 2.2 Reb, 3.1 Ast",west-virginia,2.0,2.2,per_game,195
67,1.3,1.0,SR,1.8,.564,1.5,2.7,.355,1.0,2.8,.457,2.5,5.5,.600,0.6,1.1,38,38,6-7,"Summit, NJ",23.3,35,2.3,3.2,Wellington Smith,F,6.6,,0.7," 6.6 Pts, 4.1 Reb, 1.3 Ast",west-virginia,1.2,4.1,per_game,245
68,0.4,0.0,JR,0.5,.347,0.5,1.4,.302,0.7,2.5,.319,1.2,3.9,.857,0.5,0.6,35,6,6-4,"Savannah, GA",8.2,3,0.4,0.5,Casey Mitchell,G,3.7,,0.3," 3.7 Pts, 0.9 Reb, 0.4 Ast",west-virginia,0.3,0.9,per_game,220
69,1.2,0.8,JR,1.6,.459,0.9,1.9,.375,0.2,0.6,.439,1.1,2.6,.490,0.6,1.3,38,6,6-7,"Waldorf, MD",14.4,41,0.8,1.8,John Flowers,F,3.1,,0.6," 3.1 Pts, 2.4 Reb, 1.2 Ast",west-virginia,0.7,2.4,per_game,215
70,0.4,1.5,JR,3.9,.540,3.7,6.9,,0.0,0.0,.540,3.7,6.9,.556,1.4,2.5,36,25,6-9,,22.8,11,2.1,2.8,Matthew Bryan-Amaning,F,8.8,2007,1.0," 8.8 Pts, 5.9 Reb, 0.4 Ast",washington,1.3,5.9,per_game,240
71,3.1,0.2,JR,2.1,.500,2.2,4.4,.288,0.5,1.6,.442,2.7,6.0,.789,2.7,3.4,36,8,5-11,"Seattle, WA",23.1,1,0.8,2.9,Venoy Overton,G,8.5,,1.4," 8.5 Pts, 2.9 Reb, 3.1 Ast",washington,2.3,2.9,per_game,185
72,1.8,0.6,JR,2.8,.439,2.0,4.6,.333,0.3,0.9,.422,2.3,5.5,.800,0.9,1.2,34,21,6-6,"Chatsworth, CA",22.2,22,1.7,1.7,Justin Holiday,F,5.9,,1.0," 5.9 Pts, 4.5 Reb, 1.8 Ast",washington,0.9,4.5,per_game,180
73,0.8,0.2,SO,1.5,.438,0.8,1.8,.380,1.1,3.0,.401,1.9,4.8,.545,0.5,0.9,36,3,6-5,"Sacramento, CA",15.3,31,0.4,1.0,Elston Turner,G,5.5,2008,0.6," 5.5 Pts, 1.9 Reb, 0.8 Ast",washington,0.5,1.9,per_game,212
74,0.7,0.0,SO,0.8,.412,0.4,1.0,.374,1.1,2.8,.383,1.5,3.8,.774,0.7,0.9,35,0,6-6,"Washington, MO",13.8,15,0.4,1.3,Scott Suggs,G,4.7,2008,0.3," 4.7 Pts, 1.2 Reb, 0.7 Ast",washington,0.5,1.2,per_game,195
75,2.3,0.1,FR,0.9,.462,1.5,3.3,.150,0.1,0.6,.417,1.6,3.9,.564,0.6,1.1,36,29,6-3,"Tacoma, WA",18.2,0,0.5,2.4,Abdul Gaddy,G,3.9,2009,0.5," 3.9 Pts, 1.4 Reb, 2.3 Ast",washington,1.7,1.4,per_game,195
76,0.0,0.8,FR,1.7,.432,1.0,2.4,,0.0,0.0,.432,1.0,2.4,.524,1.0,1.9,34,12,6-7,"Los Angeles, CA",9.9,33,0.9,2.6,Tyreese Breshers,F,3.0,,0.1," 3.0 Pts, 2.6 Reb, 0.0 Ast",washington,0.6,2.6,per_game,255
77,6.0,0.6,SR,3.9,.449,5.3,11.8,.222,0.4,1.7,.420,5.7,13.5,.494,1.4,2.9,31,31,5-11,"Concord, NC",36.8,10,0.9,1.8,Ishmael Smith,G,13.2,,1.7," 13.2 Pts, 4.9 Reb, 6.0 Ast",wake-forest,3.1,4.9,per_game,175
78,1.2,0.1,FR,1.6,.448,1.5,3.4,.324,1.1,3.5,.385,2.6,6.9,.831,3.5,4.2,31,21,6-3,"Winston-Salem, NC",27.9,11,0.2,2.5,C.J. Harris,G,9.9,,0.9," 9.9 Pts, 1.8 Reb, 1.2 Ast",wake-forest,1.6,1.8,per_game,190
79,1.8,0.2,SR,3.7,.528,3.0,5.7,.162,0.2,1.2,.465,3.2,6.9,.670,2.1,3.1,31,31,6-4,"Yadkinville, NC",30.4,42,2.0,2.9,L.D. Williams,G,8.7,,1.4," 8.7 Pts, 5.6 Reb, 1.8 Ast",wake-forest,1.8,5.6,per_game,210
80,0.3,0.1,FR,2.1,.375,1.4,3.6,.371,1.4,3.7,.373,2.7,7.4,.609,0.5,0.7,31,0,6-7,"Marietta, GA",17.1,5,1.1,1.8,Ari Stewart,F,7.3,2009,0.3," 7.3 Pts, 3.2 Reb, 0.3 Ast",wake-forest,1.3,3.2,per_game,205
81,0.8,1.2,SR,4.7,.460,2.4,5.2,.000,0.0,0.2,.446,2.4,5.4,.600,2.4,4.0,31,25,7-0,"Lovington, IL",24.6,13,2.3,3.4,Chas McFarland,C,7.2,,0.5," 7.2 Pts, 7.0 Reb, 0.8 Ast",wake-forest,1.9,7.0,per_game,245
82,0.1,0.8,SO,1.4,.608,1.9,3.1,,0.0,0.0,.608,1.9,3.1,.481,0.8,1.7,31,9,6-11,"Rome, GA",13.3,55,1.8,2.0,Tony Woods,C,4.6,2008,0.1," 4.6 Pts, 3.2 Reb, 0.1 Ast",wake-forest,1.1,3.2,per_game,243
83,2.4,0.0,JR,1.5,.395,0.8,2.1,.125,0.0,0.2,.369,0.8,2.3,.563,1.0,1.7,37,2,6-2,"Johnston, RI",16.1,21,0.3,2.4,Joe Mazzulla,G,2.7,,0.6," 2.7 Pts, 1.8 Reb, 2.4 Ast",west-virginia,1.1,1.8,per_game,200
84,0.5,0.0,FR,0.3,.424,0.5,1.1,.333,0.6,1.9,.367,1.1,3.0,.727,0.3,0.4,30,0,6-5,"Levittown, PA",7.6,32,0.3,0.5,Dalton Pepper,G,3.1,2009,0.1," 3.1 Pts, 0.6 Reb, 0.5 Ast",west-virginia,0.2,0.6,per_game,220
85,0.1,0.0,FR,0.5,.512,1.4,2.7,,0.0,0.0,.512,1.4,2.7,.556,0.7,1.2,15,0,6-9,,6.7,13,0.4,1.2,Deniz Kilicli,F,3.5,,0.0," 3.5 Pts, 0.9 Reb, 0.1 Ast",west-virginia,1.1,0.9,per_game,260
