,year,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
69,2020,Colgate,34,25,9,.735,1.47,-5.63,14,4,15,2,9,7,2588,2315,68.8,98.6,.243,.387,.514,49.0,49.9,7.7,8.6,.494,15.5,26.1,.159
70,2020,College of Charleston,31,17,14,.548,0.53,-0.84,11,7,10,5,6,6,2176,2109,66.9,101.7,.317,.378,.525,52.6,50.9,7.5,9.6,.487,15.7,29.2,.236
71,2020,Colorado State,32,20,12,.625,6.70,3.96,11,7,12,4,5,6,2417,2307,69.7,101.9,.239,.426,.541,48.0,50.9,8.9,7.4,.516,15.9,23.8,.173
72,2020,Colorado,32,21,11,.656,14.91,8.31,10,8,13,3,4,7,2268,2057,68.2,93.6,.261,.321,.500,46.1,46.4,10.6,8.6,.469,17.0,23.7,.186
73,2020,Columbia,30,6,24,.200,-10.19,-2.50,1,13,5,7,0,16,1988,2181,69.6,103.1,.249,.391,.536,52.9,49.0,8.0,10.4,.516,14.4,25.0,.168
74,2020,Connecticut,31,19,12,.613,11.15,5.34,10,8,14,3,3,7,2258,2078,69.0,94.1,.346,.298,.508,48.1,50.0,9.7,10.1,.464,19.1,29.4,.256
75,2020,Coppin State,31,11,20,.355,-14.36,-8.27,7,9,5,5,6,15,2109,2298,74.3,98.9,.302,.407,.515,52.6,58.0,9.0,8.6,.485,17.0,28.7,.206
76,2020,Cornell,27,7,20,.259,-8.37,-1.85,4,10,6,6,1,14,1818,1912,66.2,105.5,.311,.394,.548,52.2,54.7,8.4,10.3,.517,16.3,29.0,.222
77,2020,Creighton,31,24,7,.774,17.24,9.61,13,5,17,1,6,5,2428,2162,70.0,99.3,.230,.383,.505,51.5,51.0,6.9,9.5,.480,15.2,29.6,.161
78,2020,Dartmouth,29,12,17,.414,-4.17,-3.20,5,9,6,6,5,10,1894,1872,66.5,96.2,.287,.431,.509,48.8,50.1,8.8,7.6,.487,14.9,20.9,.183
79,2020,Davidson,30,16,14,.533,8.85,3.62,10,8,11,1,4,9,2182,2025,65.4,100.7,.327,.370,.529,49.6,50.3,7.7,9.2,.495,15.3,24.8,.232
80,2020,Dayton,31,29,2,.935,19.17,3.69,18,0,17,0,9,0,2480,2000,67.9,93.9,.309,.332,.493,47.5,47.2,7.8,7.9,.466,16.5,26.6,.199
81,2020,Delaware State,32,6,26,.188,-20.87,-9.54,4,12,3,11,2,13,2350,2655,76.3,108.0,.429,.406,.573,52.7,55.8,10.3,8.8,.537,16.9,29.7,.305
82,2020,Delaware,33,22,11,.667,-1.53,-3.84,11,7,10,3,7,6,2452,2332,68.6,102.6,.293,.388,.532,49.6,50.1,9.7,7.2,.495,15.0,26.7,.221
83,2020,Denver,31,7,24,.226,-10.06,-1.99,3,13,6,8,0,14,2135,2360,71.6,105.5,.379,.434,.560,51.7,48.3,8.6,6.5,.517,15.8,24.8,.287
84,2020,DePaul,32,16,16,.500,7.63,8.95,3,15,11,7,4,9,2262,2274,71.7,98.3,.352,.418,.527,49.7,58.0,11.1,8.7,.485,19.2,29.8,.261
85,2020,Detroit Mercy,31,8,23,.258,-9.87,-1.90,6,12,5,8,2,14,2175,2422,70.6,110.2,.318,.392,.561,50.5,62.2,9.0,10.4,.531,14.8,30.5,.230
86,2020,Drake,34,20,14,.588,0.43,0.61,8,10,14,2,2,10,2359,2302,68.0,99.1,.295,.402,.531,48.6,48.4,9.6,7.8,.496,16.1,22.3,.218
87,2020,Drexel,33,14,19,.424,-5.38,-2.20,6,12,10,5,1,13,2254,2323,67.9,103.3,.291,.302,.534,48.2,45.1,11.3,9.2,.497,14.5,26.6,.221
88,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2020,Duke,31,25,6,.806,22.55,8.00,15,5,15,2,7,4,2558,2107,72.9,91.8,.309,.267,.489,46.2,46.8,9.8,9.0,.457,17.7,28.0,.207
91,2020,Duquesne,30,21,9,.700,6.77,1.67,11,7,10,4,6,3,2146,1993,67.8,96.8,.292,.369,.506,50.2,53.0,9.2,9.2,.480,17.4,30.2,.193
92,2020,East Carolina,31,11,20,.355,-2.27,1.82,5,13,9,7,1,11,2111,2238,70.7,101.3,.402,.427,.533,49.7,56.6,9.8,8.3,.501,16.4,26.6,.269
93,2020,East Tennessee State,34,30,4,.882,7.63,-1.82,16,2,16,1,11,3,2593,2146,68.2,92.6,.323,.384,.517,46.6,46.0,8.8,8.4,.483,20.4,25.8,.227
94,2020,Eastern Illinois,32,17,15,.531,-5.08,-7.41,9,9,10,2,5,11,2377,2214,70.9,96.9,.332,.331,.521,49.6,50.8,8.4,7.1,.481,18.7,28.0,.244
95,2020,Eastern Kentucky,33,16,17,.485,-9.17,-4.46,12,6,10,4,5,10,2464,2488,76.2,99.0,.356,.352,.545,54.8,54.6,9.1,8.7,.507,20.9,33.0,.260
96,2020,Eastern Michigan,32,16,16,.500,-3.12,0.95,6,12,11,4,3,12,2078,2050,68.1,94.1,.295,.474,.520,51.4,64.1,9.4,7.7,.492,21.4,30.4,.202
97,2020,Eastern Washington,31,23,8,.742,2.01,-1.81,16,4,13,2,10,6,2509,2259,74.3,97.2,.319,.323,.517,49.1,55.0,9.6,8.5,.482,16.9,26.6,.226
98,2020,Elon,34,13,21,.382,-7.81,-2.03,7,11,8,8,3,12,2337,2438,67.3,106.2,.410,.414,.561,51.8,52.7,8.8,10.2,.516,15.6,24.8,.307
99,2020,Evansville,32,9,23,.281,-7.04,0.61,0,18,5,10,3,10,2149,2368,67.9,106.5,.326,.295,.559,53.4,41.4,8.0,7.9,.524,15.1,25.7,.243
100,2020,Fairfield,32,12,20,.375,-9.65,-4.81,8,12,5,8,6,9,1857,2012,63.6,97.3,.311,.368,.518,48.4,51.5,9.4,8.3,.483,17.0,26.1,.222
101,2020,Fairleigh Dickinson,30,11,19,.367,-9.94,-5.87,9,9,7,5,4,14,2167,2236,69.3,106.7,.309,.406,.547,51.7,56.3,9.5,8.3,.519,15.8,31.3,.217
102,2020,Florida A&M,27,12,15,.444,-12.17,-6.24,10,6,8,0,4,13,1824,1984,70.8,101.5,.412,.352,.548,51.4,49.1,10.5,8.3,.515,18.9,31.7,.279
103,2020,Florida Atlantic,32,17,15,.531,-1.66,-1.25,8,10,14,3,2,12,2275,2222,70.2,97.7,.291,.380,.533,49.0,46.7,9.2,6.5,.504,18.9,25.5,.204
104,2020,Florida Gulf Coast,32,10,22,.313,-10.26,-4.30,7,9,6,10,4,12,1979,2122,66.8,98.1,.301,.372,.516,50.8,49.0,11.1,9.4,.486,17.5,29.3,.208
105,2020,Florida International,32,19,13,.594,0.90,-1.00,9,9,11,3,6,9,2455,2319,73.9,97.7,.303,.358,.512,52.2,48.9,10.4,8.2,.474,18.7,34.4,.223
106,2020,Florida State,31,26,5,.839,17.28,7.64,16,4,16,0,7,5,2336,2037,69.7,93.6,.344,.402,.513,48.1,44.5,7.6,7.5,.470,20.6,30.0,.252
107,2020,Florida,31,19,12,.613,14.94,9.10,11,7,11,4,4,7,2228,2047,66.3,98.7,.337,.356,.519,47.6,48.3,8.2,7.0,.479,16.9,27.4,.246
108,2020,Fordham,31,9,22,.290,-3.58,-0.45,2,16,6,12,1,8,1816,1913,65.2,93.5,.331,.471,.505,53.0,61.5,10.3,8.4,.472,18.5,26.2,.226
109,2020,Fresno State,30,11,19,.367,2.08,3.39,7,11,7,7,4,10,2075,2068,65.3,103.4,.290,.411,.528,48.0,51.5,8.7,8.1,.492,13.8,26.1,.218
110,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2020,Furman,32,25,7,.781,6.79,-1.55,15,3,14,1,10,5,2457,2123,69.3,95.0,.253,.413,.528,52.2,54.8,9.0,8.6,.501,20.4,28.3,.182
113,2020,Gardner-Webb,32,16,16,.500,-5.56,-5.83,11,7,7,5,6,10,2318,2272,67.5,102.4,.306,.423,.525,50.3,56.0,8.6,8.0,.492,15.6,29.3,.218
114,2020,George Mason,32,17,15,.531,0.86,1.48,5,13,10,7,3,8,2148,2168,67.4,100.1,.306,.381,.521,47.5,49.9,9.7,9.9,.496,16.4,27.8,.203
115,2020,George Washington,32,12,20,.375,-3.99,0.92,6,12,7,9,3,9,2086,2243,66.6,103.7,.311,.304,.530,51.7,45.3,10.4,11.8,.501,13.8,26.7,.214
116,2020,Georgetown,32,15,17,.469,10.38,9.60,5,13,10,8,4,7,2389,2364,71.6,103.2,.266,.419,.538,47.9,58.1,10.7,7.5,.508,16.4,28.6,.195
117,2020,Georgia Southern,33,20,13,.606,1.69,-0.83,12,8,11,4,8,8,2494,2332,73.3,96.4,.275,.369,.520,51.5,50.1,8.0,6.5,.490,18.9,29.1,.196
118,2020,Georgia State,32,19,13,.594,3.09,0.13,12,8,12,3,6,10,2499,2311,74.0,96.8,.454,.355,.509,50.3,50.5,8.5,9.5,.454,18.3,32.4,.329
119,2020,Georgia Tech,31,17,14,.548,10.49,9.19,11,9,10,6,6,7,2126,2059,70.7,93.3,.354,.328,.490,48.3,51.7,10.9,9.2,.446,16.9,28.5,.252
120,2020,Georgia,32,16,16,.500,8.28,8.06,5,13,12,5,3,9,2428,2418,72.0,103.3,.307,.347,.533,48.6,46.4,8.8,8.9,.509,15.7,29.8,.203
121,2020,Gonzaga,33,31,2,.939,22.70,3.13,15,1,17,0,10,1,2885,2239,72.5,93.2,.218,.341,.500,43.4,43.4,8.3,6.9,.476,16.5,22.7,.152
122,2020,Grambling,32,17,15,.531,-12.39,-9.79,11,7,11,2,6,12,2280,2188,71.8,95.2,.358,.386,.510,48.1,58.8,9.3,7.1,.475,18.2,27.6,.244
123,2020,Grand Canyon,30,13,17,.433,-6.32,-4.05,8,8,8,8,4,6,2116,2191,67.8,106.8,.295,.405,.544,51.8,55.1,7.9,6.7,.513,14.2,28.2,.215
124,2020,Green Bay,33,17,16,.515,-4.80,-2.80,11,7,10,5,7,10,2694,2643,75.3,105.3,.320,.399,.546,51.5,51.6,7.5,6.0,.509,16.5,30.8,.240
125,2020,Hampton,34,15,19,.441,-12.02,-5.80,8,10,11,5,3,13,2635,2693,71.7,109.7,.375,.385,.547,50.5,53.9,7.7,7.3,.514,13.6,30.5,.260
126,2020,Hartford,33,18,15,.545,-6.79,-6.02,9,7,9,8,9,7,2201,2203,69.2,96.1,.297,.385,.496,53.0,52.9,9.6,9.1,.462,16.5,30.6,.207
127,2020,Harvard,29,21,8,.724,3.06,-1.55,10,4,11,1,9,4,2114,1928,68.9,94.9,.313,.352,.501,46.6,44.1,10.0,6.9,.467,16.3,25.0,.217
128,2020,Hawaii,30,17,13,.567,-1.27,-2.10,8,8,14,6,3,7,2057,2016,68.9,97.2,.318,.267,.521,49.9,38.0,8.9,8.9,.485,17.1,26.4,.230
129,2020,High Point,32,9,23,.281,-16.31,-5.34,6,12,6,9,3,14,2110,2396,67.7,109.8,.357,.463,.576,48.7,60.6,10.2,10.1,.552,16.0,28.2,.243
130,2020,Hofstra,34,26,8,.765,3.06,-3.85,14,4,10,4,11,4,2596,2326,68.9,99.3,.210,.364,.524,49.2,54.8,8.5,6.9,.500,17.3,29.1,.152
131,2020,Holy Cross,32,3,29,.094,-18.07,-4.26,2,16,2,12,0,16,2106,2537,68.9,113.8,.316,.336,.579,52.4,47.8,10.5,8.8,.556,13.5,28.5,.221
132,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2020,Houston Baptist,29,4,25,.138,-17.41,-3.62,4,16,2,9,2,15,2323,2723,78.0,120.0,.367,.336,.611,50.6,56.6,11.0,11.0,.581,14.6,32.1,.272
135,2020,Houston,31,23,8,.742,16.46,6.30,13,5,14,2,6,6,2241,1926,66.8,92.7,.416,.395,.487,43.5,54.1,7.7,5.7,.439,16.1,25.3,.288
136,2020,Howard,33,4,29,.121,-21.88,-7.98,1,15,2,13,1,14,2306,2682,71.9,111.8,.349,.369,.559,55.0,61.6,8.6,7.0,.533,15.9,36.5,.239
137,2020,Idaho State,30,8,22,.267,-8.62,-1.62,4,16,4,9,3,13,2093,2198,67.7,107.0,.258,.273,.556,49.4,41.4,8.8,8.6,.527,14.7,27.2,.195
138,2020,Idaho,32,8,24,.250,-12.07,-2.10,4,16,5,10,2,12,2086,2329,69.3,104.7,.281,.388,.540,50.3,52.7,10.0,7.1,.515,14.2,26.0,.193
139,2020,Illinois-Chicago,35,18,17,.514,-3.74,-3.80,10,8,11,7,5,9,2412,2407,70.5,97.2,.367,.387,.497,48.7,56.5,9.6,7.8,.461,15.3,28.1,.246
140,2020,Illinois State,31,10,21,.323,-2.70,1.97,5,13,9,6,1,11,2050,2171,68.4,102.0,.309,.393,.543,51.1,53.3,9.7,8.1,.511,17.3,27.2,.224
141,2020,Illinois,31,21,10,.677,15.27,9.84,13,7,15,3,6,6,2239,2024,67.5,96.3,.233,.330,.499,44.7,46.3,8.5,7.9,.470,15.0,25.5,.169
142,2020,Incarnate Word,31,9,22,.290,-18.57,-6.85,6,14,7,9,2,13,2050,2292,69.2,105.1,.338,.350,.554,52.9,58.6,9.4,10.1,.515,17.8,32.5,.255
143,2020,Indiana State,30,18,12,.600,3.22,1.81,11,7,12,1,4,8,2052,2004,66.2,100.5,.326,.368,.536,50.8,52.1,7.7,7.7,.506,17.0,25.4,.227
144,2020,Indiana,32,20,12,.625,15.07,10.35,9,11,15,4,2,8,2286,2135,68.7,96.8,.326,.386,.511,46.0,51.3,9.0,8.3,.479,15.8,24.5,.222
145,2020,Iona,29,12,17,.414,-6.23,-5.37,9,11,5,6,4,9,2030,2055,68.6,101.9,.342,.392,.520,51.5,58.4,9.8,9.1,.494,16.0,31.7,.222
146,2020,Iowa State,32,12,20,.375,9.10,10.07,5,13,11,6,0,11,2304,2335,70.4,103.2,.280,.368,.543,51.1,49.5,10.2,7.9,.518,17.8,31.6,.194
147,2020,Iowa,31,20,11,.645,16.07,10.62,11,9,14,2,4,7,2410,2241,70.6,102.5,.268,.400,.525,48.5,58.8,8.8,9.9,.494,15.2,29.5,.194
148,2020,Purdue-Fort Wayne,33,14,19,.424,-7.87,-3.20,6,10,10,5,3,13,2261,2320,69.5,101.2,.287,.420,.550,48.7,53.7,9.0,9.1,.523,17.1,23.3,.204
149,2020,IUPUI,32,7,25,.219,-14.89,-3.39,3,15,4,9,3,14,2256,2564,71.9,110.6,.283,.388,.561,52.3,54.9,9.8,10.5,.535,15.1,32.4,.204
150,2020,Jackson State,32,15,17,.469,-10.91,-8.61,11,7,9,3,6,14,2153,2157,71.1,94.8,.423,.326,.528,52.1,51.0,8.2,7.7,.484,20.3,28.1,.299
151,2020,Jacksonville State,32,13,19,.406,-8.29,-6.36,8,10,8,6,4,11,2294,2218,70.0,98.7,.285,.381,.539,47.2,53.5,9.3,8.2,.514,18.0,24.8,.197
152,2020,Jacksonville,32,14,18,.438,-6.50,-5.63,7,9,6,7,7,9,2139,2133,67.6,97.4,.281,.389,.497,47.5,44.4,9.8,8.6,.463,13.8,25.6,.201
153,2020,James Madison,30,9,21,.300,-9.23,-2.78,2,16,6,9,3,11,2157,2296,72.1,106.1,.285,.418,.546,50.3,52.4,8.0,9.6,.517,14.3,26.0,.208
154,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2020,Kansas State,32,11,21,.344,8.70,9.48,3,15,9,7,1,10,2054,2079,67.2,96.3,.388,.401,.533,51.1,52.9,11.2,12.1,.496,21.2,30.2,.272
157,2020,Kansas,31,28,3,.903,24.96,11.63,17,1,14,1,11,1,2312,1882,67.9,89.0,.233,.413,.467,45.3,52.8,9.4,9.4,.440,16.8,26.3,.157
158,2020,Kennesaw State,29,1,28,.034,-22.60,-2.63,0,16,1,10,0,16,1602,2181,68.1,110.4,.304,.377,.571,54.1,52.0,9.4,10.6,.553,16.0,31.2,.201
159,2020,Kent State,32,20,12,.625,3.68,-0.72,9,9,14,3,5,7,2442,2241,70.1,98.3,.331,.372,.515,49.3,51.9,7.4,5.9,.477,17.2,29.9,.239
160,2020,Kentucky,31,25,6,.806,15.78,7.46,15,3,16,2,8,2,2307,2049,68.5,95.8,.321,.383,.489,47.0,46.7,7.2,7.7,.453,15.1,28.5,.220
161,2020,La Salle,30,15,15,.500,-0.23,1.71,6,12,8,7,4,8,2040,2098,69.8,99.0,.401,.373,.528,50.4,55.0,11.7,11.9,.485,17.7,28.3,.287
162,2020,Lafayette,31,19,12,.613,-5.91,-5.94,10,8,9,5,10,7,2174,2133,67.7,101.7,.222,.358,.505,50.3,43.5,8.5,6.1,.483,12.3,27.1,.151
163,2020,Lamar,32,17,15,.531,-7.24,-6.45,10,10,10,5,6,10,2312,2227,71.7,96.2,.266,.373,.522,50.9,54.2,9.7,8.4,.496,20.4,32.3,.185
164,2020,Lehigh,32,11,21,.344,-10.93,-3.90,7,11,8,6,3,15,2184,2339,69.5,104.4,.320,.422,.543,49.3,55.8,9.9,8.4,.511,15.2,26.0,.230
165,2020,Liberty,34,30,4,.882,5.15,-7.26,13,3,17,0,7,4,2332,1830,61.3,87.8,.272,.393,.477,46.8,44.7,7.5,5.7,.445,17.6,21.2,.189
166,2020,Lipscomb,32,16,16,.500,-7.08,-4.45,9,7,9,5,7,11,2255,2261,68.8,102.3,.262,.404,.534,49.6,48.9,8.7,10.3,.511,15.8,27.0,.179
167,2020,Cal State Long Beach,32,11,21,.344,-8.72,1.08,6,10,8,6,2,13,2157,2404,71.8,103.8,.297,.407,.542,52.0,58.1,11.1,6.6,.513,17.2,30.7,.211
168,2020,Long Island University,33,15,18,.455,-8.38,-6.16,9,9,8,6,6,11,2504,2534,73.9,102.4,.280,.360,.529,53.8,51.2,8.5,10.8,.500,16.2,30.6,.199
169,2020,Longwood,32,14,18,.438,-12.45,-9.31,9,9,8,6,6,11,2148,2195,68.5,98.6,.343,.431,.535,51.3,57.5,8.7,11.6,.505,18.0,25.0,.233
170,2020,Louisiana,33,14,19,.424,-4.60,-0.67,8,12,10,6,3,12,2416,2514,72.8,104.2,.326,.367,.548,50.7,50.0,9.7,8.2,.513,16.7,29.5,.238
171,2020,Louisiana-Monroe,29,9,20,.310,-6.50,-0.16,5,15,7,8,2,12,1831,1956,66.2,101.4,.336,.379,.515,50.8,52.4,9.1,7.4,.478,14.9,29.8,.238
172,2020,Louisiana State,31,21,10,.677,14.43,7.20,12,6,15,2,5,6,2495,2271,70.8,102.7,.264,.414,.520,45.7,48.4,8.1,8.3,.494,14.4,28.5,.181
173,2020,Louisiana Tech,30,22,8,.733,7.06,-1.48,13,5,15,1,7,7,2235,1910,68.2,92.5,.313,.398,.496,48.1,49.8,7.3,8.8,.460,18.7,27.7,.220
174,2020,Louisville,31,24,7,.774,17.94,7.55,15,5,17,1,6,5,2296,1974,67.1,94.1,.290,.410,.490,45.5,47.2,8.9,9.0,.451,15.3,25.0,.212
175,2020,Loyola (IL),32,21,11,.656,5.70,0.54,13,5,14,2,5,6,2198,2007,65.7,94.4,.234,.433,.539,50.3,54.0,9.3,10.3,.520,21.2,23.7,.156
176,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2020,Loyola Marymount,32,11,21,.344,-1.09,3.88,4,12,7,9,2,9,2057,2168,64.7,104.3,.380,.454,.553,49.4,58.7,10.3,10.3,.513,16.7,27.8,.280
179,2020,Loyola (MD),32,15,17,.469,-9.59,-7.23,7,11,9,4,5,13,2348,2394,71.3,104.2,.320,.395,.538,50.8,55.9,9.4,9.0,.504,15.6,29.1,.232
180,2020,Maine,31,9,22,.290,-11.88,-3.71,5,11,5,7,3,15,1904,2109,66.2,102.0,.321,.450,.536,49.6,54.3,11.4,7.6,.496,16.4,27.6,.242
181,2020,Manhattan,31,13,18,.419,-8.42,-6.26,8,12,7,6,5,11,1924,1991,66.3,96.0,.460,.331,.518,50.8,57.1,9.5,9.1,.475,19.4,29.9,.314
182,2020,Marist,30,7,23,.233,-12.22,-7.08,6,14,4,10,3,12,1816,1970,65.5,98.2,.391,.429,.536,50.7,57.8,9.8,7.0,.493,18.3,25.2,.285
183,2020,Marquette,30,18,12,.600,15.44,9.30,8,10,13,3,3,8,2333,2149,71.4,98.7,.349,.349,.501,46.8,52.0,9.2,9.4,.468,13.3,25.8,.232
184,2020,Marshall,32,17,15,.531,1.70,-0.05,10,8,10,6,5,9,2429,2339,75.5,96.4,.371,.333,.498,51.5,41.4,10.8,7.9,.458,17.3,32.0,.256
185,2020,Maryland-Baltimore County,33,16,17,.485,-8.08,-4.43,8,8,11,5,5,10,2255,2207,68.0,98.0,.309,.447,.522,50.1,50.7,9.4,8.6,.483,17.2,26.3,.231
186,2020,Maryland-Eastern Shore,32,5,27,.156,-22.03,-6.45,4,12,4,6,1,20,1841,2278,69.6,101.5,.367,.384,.542,53.8,54.3,10.5,10.3,.509,18.7,30.5,.254
187,2020,Maryland,31,24,7,.774,17.82,10.50,14,6,16,1,5,6,2226,1999,67.7,95.2,.242,.381,.489,47.1,54.7,8.1,10.9,.461,15.1,26.3,.169
188,2020,Massachusetts-Lowell,32,13,19,.406,-8.19,-5.35,7,9,8,9,5,10,2388,2433,70.9,106.0,.282,.361,.551,50.8,48.8,9.4,8.9,.524,16.3,29.6,.201
189,2020,Massachusetts,31,14,17,.452,1.12,3.79,8,10,11,5,3,9,2124,2207,69.2,102.0,.335,.318,.540,52.7,55.7,10.2,6.4,.510,17.7,30.3,.233
190,2020,McNeese State,32,15,17,.469,-9.11,-6.93,10,10,10,5,5,11,2540,2390,71.8,103.2,.275,.392,.533,47.7,53.5,10.8,8.2,.501,16.2,30.2,.203
191,2020,Memphis,31,21,10,.677,12.16,5.07,10,8,15,3,5,6,2232,2012,73.1,88.1,.350,.365,.456,47.8,52.5,10.4,8.1,.412,17.3,29.4,.241
192,2020,Mercer,32,17,15,.531,-3.13,-2.70,11,7,9,6,8,6,2294,2248,70.4,99.9,.347,.403,.524,46.8,51.3,10.0,6.9,.496,16.0,26.2,.229
193,2020,Merrimack,31,20,11,.645,-6.93,-6.53,14,4,10,2,9,8,1948,1866,64.4,92.4,.370,.312,.511,56.2,58.0,7.8,11.4,.469,22.8,34.0,.263
194,2020,Miami (FL),31,15,16,.484,6.63,8.66,7,13,9,5,4,8,2207,2270,68.7,104.1,.229,.347,.526,52.8,54.6,8.8,11.5,.502,15.1,31.9,.163
195,2020,Miami (OH),32,13,19,.406,-4.17,-0.57,5,13,10,6,2,11,2269,2275,69.2,102.8,.355,.390,.535,51.2,45.8,7.8,9.1,.505,15.8,27.9,.241
196,2020,Michigan State,31,22,9,.710,21.92,10.76,14,6,12,3,7,4,2353,2007,69.4,93.3,.293,.377,.470,44.9,55.7,8.7,9.2,.433,13.8,26.0,.206
197,2020,Michigan,31,19,12,.613,17.94,11.17,10,10,11,5,4,7,2326,2116,69.3,97.3,.264,.283,.498,49.4,39.4,6.6,7.3,.469,14.1,25.5,.183
198,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2020,Middle Tennessee,31,8,23,.258,-8.41,0.84,4,14,5,10,3,10,2193,2332,71.2,104.8,.385,.340,.565,51.0,52.1,9.2,8.1,.533,17.7,27.2,.272
201,2020,Milwaukee,31,12,19,.387,-7.22,-3.91,7,11,7,8,4,9,2216,2252,70.6,100.8,.426,.355,.543,50.9,50.8,7.9,8.5,.499,18.3,29.1,.306
202,2020,Minnesota,31,15,16,.484,16.39,11.55,8,12,11,5,2,10,2205,2055,67.3,97.7,.280,.312,.490,47.9,52.6,7.7,9.9,.456,13.7,27.9,.198
203,2020,Mississippi State,31,20,11,.645,12.21,6.96,11,7,14,2,4,7,2275,2112,67.3,101.2,.316,.362,.519,44.9,50.5,10.5,7.4,.481,14.9,28.3,.232
204,2020,Mississippi Valley State,30,3,27,.100,-29.08,-7.68,3,15,1,8,2,19,2048,2690,78.9,113.1,.361,.346,.566,57.8,59.4,9.0,7.7,.540,15.0,35.9,.247
205,2020,Mississippi,32,15,17,.469,7.37,6.90,6,12,12,5,1,10,2208,2193,68.8,98.8,.406,.347,.525,50.8,55.2,8.7,10.4,.476,17.2,27.9,.301
206,2020,Missouri-Kansas City,30,16,14,.533,-6.07,-3.62,8,7,9,4,5,8,2094,1976,66.7,96.8,.458,.337,.535,51.8,49.8,8.5,11.7,.478,19.8,28.2,.347
207,2020,Missouri State,33,16,17,.485,3.50,0.71,9,9,11,4,3,10,2330,2238,68.6,98.5,.332,.387,.531,45.4,46.9,9.0,7.7,.496,16.4,22.7,.236
208,2020,Missouri,31,15,16,.484,8.51,6.54,7,11,12,4,2,10,2081,2020,67.1,96.4,.478,.379,.519,48.5,49.1,8.8,10.5,.463,18.3,27.7,.347
209,2020,Monmouth,31,18,13,.581,-4.51,-5.19,12,8,11,2,6,10,2209,2188,72.1,97.5,.417,.405,.536,52.9,51.2,8.3,9.0,.495,19.8,28.9,.296
210,2020,Montana State,31,16,15,.516,-5.01,-2.29,10,10,9,5,5,10,2066,2076,68.2,98.2,.296,.409,.509,49.1,50.9,9.5,9.7,.478,14.7,24.8,.206
211,2020,Montana,31,18,13,.581,0.59,-1.52,14,6,12,3,6,10,2195,2122,69.4,97.4,.443,.315,.534,52.0,45.2,8.4,6.7,.488,18.3,24.4,.317
212,2020,Morehead State,32,13,19,.406,-10.96,-6.42,7,11,11,4,2,14,2208,2240,69.1,100.1,.277,.374,.517,49.6,47.3,8.5,12.4,.488,15.7,28.0,.195
213,2020,Morgan State,31,15,16,.484,-12.82,-9.18,9,7,8,6,7,7,2182,2197,71.4,98.1,.495,.388,.518,47.0,50.1,9.5,8.5,.466,17.3,28.9,.347
214,2020,Mount St. Mary's,32,11,21,.344,-9.56,-6.47,7,11,8,6,3,15,2053,2132,64.5,102.1,.293,.368,.527,50.0,51.6,8.4,10.1,.497,15.3,27.8,.206
215,2020,Murray State,32,23,9,.719,1.99,-6.08,15,3,15,0,6,6,2413,2070,69.7,92.1,.313,.363,.492,45.5,45.6,8.6,9.4,.457,16.4,23.7,.215
216,2020,Navy,30,14,16,.467,-7.36,-5.74,8,10,10,5,4,11,1908,1924,62.6,100.8,.295,.410,.530,46.7,56.4,9.3,12.5,.504,16.0,25.2,.201
217,2020,Omaha,32,16,16,.500,-5.09,-0.96,9,7,12,2,4,12,2352,2461,70.7,107.0,.288,.398,.551,49.9,53.6,7.8,7.5,.520,14.3,26.9,.212
218,2020,Nebraska,32,7,25,.219,2.41,10.66,2,18,5,11,0,12,2235,2499,72.8,105.2,.218,.389,.533,56.0,52.0,7.6,13.7,.515,15.9,32.9,.145
219,2020,Nevada-Las Vegas,32,17,15,.531,6.79,4.76,12,6,12,6,5,7,2307,2242,67.2,101.5,.406,.428,.535,45.3,59.6,9.1,9.6,.492,15.5,24.0,.293
220,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2020,Nevada,31,19,12,.613,8.91,4.14,12,6,12,3,4,7,2391,2243,71.7,100.5,.365,.443,.512,48.2,51.0,6.6,7.5,.469,13.4,24.5,.262
223,2020,New Hampshire,30,15,15,.500,-7.60,-6.28,8,8,10,3,5,12,2071,1990,69.7,94.0,.374,.381,.499,46.0,40.6,8.8,8.1,.459,15.3,20.6,.257
